ID;Geslacht;Persoonskenmerken;ArbeidsmarktpositieBijUitstroom;PeilmomentenArbeidsmarktpositie;Perioden;InstromersTotaal_1;InstromersVolgtRegulierOnderwijs_2;InstromersGeenRegulierOnderwijs_3
3103;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;10 maanden na instroom;Jaar van instroom: 2008;34.0;7.0;27.0
3104;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;10 maanden na instroom;Jaar van instroom: 2009;30.0;7.0;23.0
3105;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;10 maanden na instroom;Jaar van instroom: 2010;32.0;8.0;23.0
3106;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;10 maanden na instroom;Jaar van instroom: 2011;32.0;9.0;24.0
3107;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;10 maanden na instroom;Jaar van instroom: 2012;31.0;9.0;22.0
3108;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;10 maanden na instroom;Jaar van instroom: 2013;31.0;9.0;22.0
3109;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;10 maanden na instroom;Jaar van instroom: 2014;32.0;9.0;23.0
3110;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;10 maanden na instroom;Jaar van instroom: 2015;32.0;9.0;22.0
3111;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;10 maanden na instroom;Jaar van instroom: 2016;31.0;9.0;22.0
3112;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;10 maanden na instroom;Jaar van instroom: 2017;;;
3113;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;11 maanden na instroom;Jaar van instroom: 2007;38.0;8.0;30.0
3114;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;11 maanden na instroom;Jaar van instroom: 2008;35.0;8.0;28.0
3115;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;11 maanden na instroom;Jaar van instroom: 2009;31.0;7.0;24.0
3116;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;11 maanden na instroom;Jaar van instroom: 2010;33.0;8.0;24.0
3117;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;11 maanden na instroom;Jaar van instroom: 2011;34.0;9.0;25.0
3118;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;11 maanden na instroom;Jaar van instroom: 2012;32.0;9.0;23.0
3119;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;11 maanden na instroom;Jaar van instroom: 2013;32.0;9.0;23.0
3120;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;11 maanden na instroom;Jaar van instroom: 2014;33.0;10.0;23.0
3121;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;11 maanden na instroom;Jaar van instroom: 2015;33.0;10.0;23.0
3122;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;11 maanden na instroom;Jaar van instroom: 2016;33.0;10.0;23.0
3123;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;11 maanden na instroom;Jaar van instroom: 2017;;;
3124;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;1 jaar na instroom;Jaar van instroom: 2007;40.0;8.0;32.0
3125;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;1 jaar na instroom;Jaar van instroom: 2008;37.0;8.0;29.0
3126;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;1 jaar na instroom;Jaar van instroom: 2009;33.0;8.0;25.0
3127;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;1 jaar na instroom;Jaar van instroom: 2010;34.0;9.0;25.0
3128;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;1 jaar na instroom;Jaar van instroom: 2011;35.0;9.0;26.0
3129;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;1 jaar na instroom;Jaar van instroom: 2012;34.0;9.0;24.0
3130;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;1 jaar na instroom;Jaar van instroom: 2013;34.0;10.0;24.0
3131;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;1 jaar na instroom;Jaar van instroom: 2014;35.0;10.0;25.0
3132;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;1 jaar na instroom;Jaar van instroom: 2015;34.0;10.0;24.0
3133;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;1 jaar na instroom;Jaar van instroom: 2016;34.0;10.0;24.0
3134;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;1 jaar na instroom;Jaar van instroom: 2017;;;
3135;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;2 jaar na instroom;Jaar van instroom: 2007;51.0;10.0;41.0
3136;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;2 jaar na instroom;Jaar van instroom: 2008;45.0;9.0;36.0
3137;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;2 jaar na instroom;Jaar van instroom: 2009;40.0;9.0;31.0
3138;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;2 jaar na instroom;Jaar van instroom: 2010;42.0;10.0;31.0
3139;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;2 jaar na instroom;Jaar van instroom: 2011;43.0;11.0;32.0
3140;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;2 jaar na instroom;Jaar van instroom: 2012;41.0;11.0;30.0
3141;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;2 jaar na instroom;Jaar van instroom: 2013;40.0;11.0;29.0
3142;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;2 jaar na instroom;Jaar van instroom: 2014;42.0;11.0;31.0
3143;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;2 jaar na instroom;Jaar van instroom: 2015;43.0;12.0;31.0
3144;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;2 jaar na instroom;Jaar van instroom: 2016;;;
3145;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;2 jaar na instroom;Jaar van instroom: 2017;;;
3146;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;3 jaar na instroom;Jaar van instroom: 2007;55.0;10.0;45.0
3147;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;3 jaar na instroom;Jaar van instroom: 2008;48.0;10.0;39.0
3148;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;3 jaar na instroom;Jaar van instroom: 2009;42.0;9.0;33.0
3149;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;3 jaar na instroom;Jaar van instroom: 2010;45.0;11.0;34.0
3150;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;3 jaar na instroom;Jaar van instroom: 2011;46.0;11.0;35.0
3151;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;3 jaar na instroom;Jaar van instroom: 2012;44.0;11.0;32.0
3152;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;3 jaar na instroom;Jaar van instroom: 2013;43.0;11.0;32.0
3153;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;3 jaar na instroom;Jaar van instroom: 2014;46.0;12.0;34.0
3154;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;3 jaar na instroom;Jaar van instroom: 2015;;;
3155;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;3 jaar na instroom;Jaar van instroom: 2016;;;
3156;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;3 jaar na instroom;Jaar van instroom: 2017;;;
3157;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;4 jaar na instroom;Jaar van instroom: 2007;57.0;10.0;46.0
3158;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;4 jaar na instroom;Jaar van instroom: 2008;50.0;10.0;40.0
3159;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;4 jaar na instroom;Jaar van instroom: 2009;44.0;10.0;34.0
3160;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;4 jaar na instroom;Jaar van instroom: 2010;47.0;11.0;36.0
3161;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;4 jaar na instroom;Jaar van instroom: 2011;48.0;12.0;36.0
3162;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;4 jaar na instroom;Jaar van instroom: 2012;45.0;11.0;34.0
3163;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;4 jaar na instroom;Jaar van instroom: 2013;45.0;12.0;33.0
3164;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;4 jaar na instroom;Jaar van instroom: 2014;;;
3165;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;4 jaar na instroom;Jaar van instroom: 2015;;;
3166;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;4 jaar na instroom;Jaar van instroom: 2016;;;
3167;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;4 jaar na instroom;Jaar van instroom: 2017;;;
3168;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;5 jaar na instroom;Jaar van instroom: 2007;58.0;11.0;47.0
3169;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;5 jaar na instroom;Jaar van instroom: 2008;51.0;10.0;41.0
3170;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;5 jaar na instroom;Jaar van instroom: 2009;45.0;10.0;35.0
3171;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;5 jaar na instroom;Jaar van instroom: 2010;48.0;11.0;37.0
3172;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;5 jaar na instroom;Jaar van instroom: 2011;49.0;12.0;37.0
3173;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;5 jaar na instroom;Jaar van instroom: 2012;46.0;12.0;35.0
3174;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;5 jaar na instroom;Jaar van instroom: 2013;;;
3175;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;5 jaar na instroom;Jaar van instroom: 2014;;;
3176;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;5 jaar na instroom;Jaar van instroom: 2015;;;
3177;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;5 jaar na instroom;Jaar van instroom: 2016;;;
3178;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk geen uitkering;5 jaar na instroom;Jaar van instroom: 2017;;;
3179;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;Op instroommoment;Jaar van instroom: 2007;;;
3180;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;Op instroommoment;Jaar van instroom: 2008;;;
3181;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;Op instroommoment;Jaar van instroom: 2009;;;
3182;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;Op instroommoment;Jaar van instroom: 2010;;;
3183;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;Op instroommoment;Jaar van instroom: 2011;;;
3184;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;Op instroommoment;Jaar van instroom: 2012;;;
3185;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;Op instroommoment;Jaar van instroom: 2013;;;
3186;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;Op instroommoment;Jaar van instroom: 2014;;;
3187;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;Op instroommoment;Jaar van instroom: 2015;;;
3188;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;Op instroommoment;Jaar van instroom: 2016;;;
3189;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;Op instroommoment;Jaar van instroom: 2017;;;
3190;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;1 maand na instroom;Jaar van instroom: 2007;4.0;0.0;4.0
3191;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;1 maand na instroom;Jaar van instroom: 2008;3.0;0.0;3.0
3192;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;1 maand na instroom;Jaar van instroom: 2009;3.0;0.0;3.0
3193;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;1 maand na instroom;Jaar van instroom: 2010;4.0;0.0;4.0
3194;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;1 maand na instroom;Jaar van instroom: 2011;5.0;0.0;4.0
3195;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;1 maand na instroom;Jaar van instroom: 2012;4.0;0.0;4.0
3196;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;1 maand na instroom;Jaar van instroom: 2013;5.0;0.0;5.0
3197;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;1 maand na instroom;Jaar van instroom: 2014;5.0;0.0;5.0
3198;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;1 maand na instroom;Jaar van instroom: 2015;4.0;0.0;4.0
3199;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;1 maand na instroom;Jaar van instroom: 2016;4.0;0.0;4.0
3200;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;1 maand na instroom;Jaar van instroom: 2017;;;
3201;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;2 maanden na instroom;Jaar van instroom: 2007;6.0;0.0;6.0
3202;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;2 maanden na instroom;Jaar van instroom: 2008;6.0;0.0;6.0
3203;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;2 maanden na instroom;Jaar van instroom: 2009;7.0;0.0;6.0
3204;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;2 maanden na instroom;Jaar van instroom: 2010;7.0;0.0;7.0
3205;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;2 maanden na instroom;Jaar van instroom: 2011;8.0;0.0;8.0
3206;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;2 maanden na instroom;Jaar van instroom: 2012;9.0;0.0;8.0
3207;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;2 maanden na instroom;Jaar van instroom: 2013;9.0;0.0;9.0
3208;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;2 maanden na instroom;Jaar van instroom: 2014;9.0;0.0;9.0
3209;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;2 maanden na instroom;Jaar van instroom: 2015;8.0;0.0;7.0
3210;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;2 maanden na instroom;Jaar van instroom: 2016;8.0;0.0;7.0
3211;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;2 maanden na instroom;Jaar van instroom: 2017;;;
3212;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;3 maanden na instroom;Jaar van instroom: 2007;8.0;0.0;8.0
3213;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;3 maanden na instroom;Jaar van instroom: 2008;8.0;0.0;7.0
3214;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;3 maanden na instroom;Jaar van instroom: 2009;9.0;0.0;9.0
3215;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;3 maanden na instroom;Jaar van instroom: 2010;10.0;0.0;9.0
3216;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;3 maanden na instroom;Jaar van instroom: 2011;11.0;1.0;10.0
3217;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;3 maanden na instroom;Jaar van instroom: 2012;11.0;1.0;10.0
3218;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;3 maanden na instroom;Jaar van instroom: 2013;12.0;1.0;11.0
3219;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;3 maanden na instroom;Jaar van instroom: 2014;11.0;0.0;11.0
3220;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;3 maanden na instroom;Jaar van instroom: 2015;10.0;0.0;10.0
3221;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;3 maanden na instroom;Jaar van instroom: 2016;9.0;0.0;9.0
3222;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;3 maanden na instroom;Jaar van instroom: 2017;;;
3223;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;4 maanden na instroom;Jaar van instroom: 2007;10.0;0.0;9.0
3224;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;4 maanden na instroom;Jaar van instroom: 2008;9.0;0.0;9.0
3225;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;4 maanden na instroom;Jaar van instroom: 2009;11.0;1.0;10.0
3226;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;4 maanden na instroom;Jaar van instroom: 2010;12.0;1.0;11.0
3227;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;4 maanden na instroom;Jaar van instroom: 2011;12.0;1.0;12.0
3228;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;4 maanden na instroom;Jaar van instroom: 2012;13.0;1.0;12.0
3229;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;4 maanden na instroom;Jaar van instroom: 2013;14.0;1.0;13.0
3230;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;4 maanden na instroom;Jaar van instroom: 2014;13.0;1.0;13.0
3231;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;4 maanden na instroom;Jaar van instroom: 2015;12.0;1.0;11.0
3232;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;4 maanden na instroom;Jaar van instroom: 2016;11.0;1.0;11.0
3233;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;4 maanden na instroom;Jaar van instroom: 2017;;;
3234;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;5 maanden na instroom;Jaar van instroom: 2007;11.0;1.0;10.0
3235;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;5 maanden na instroom;Jaar van instroom: 2008;10.0;1.0;10.0
3236;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;5 maanden na instroom;Jaar van instroom: 2009;12.0;1.0;11.0
3237;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;5 maanden na instroom;Jaar van instroom: 2010;13.0;1.0;12.0
3238;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;5 maanden na instroom;Jaar van instroom: 2011;14.0;1.0;13.0
3239;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;5 maanden na instroom;Jaar van instroom: 2012;14.0;1.0;13.0
3240;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;5 maanden na instroom;Jaar van instroom: 2013;16.0;1.0;15.0
3241;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;5 maanden na instroom;Jaar van instroom: 2014;15.0;1.0;15.0
3242;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;5 maanden na instroom;Jaar van instroom: 2015;13.0;1.0;13.0
3243;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;5 maanden na instroom;Jaar van instroom: 2016;13.0;1.0;12.0
3244;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;5 maanden na instroom;Jaar van instroom: 2017;;;
3245;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;6 maanden na instroom;Jaar van instroom: 2007;12.0;1.0;11.0
3246;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;6 maanden na instroom;Jaar van instroom: 2008;12.0;1.0;11.0
3247;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;6 maanden na instroom;Jaar van instroom: 2009;14.0;1.0;13.0
3248;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;6 maanden na instroom;Jaar van instroom: 2010;15.0;1.0;14.0
3249;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;6 maanden na instroom;Jaar van instroom: 2011;16.0;1.0;15.0
3250;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;6 maanden na instroom;Jaar van instroom: 2012;17.0;1.0;16.0
3251;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;6 maanden na instroom;Jaar van instroom: 2013;19.0;1.0;18.0
3252;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;6 maanden na instroom;Jaar van instroom: 2014;18.0;1.0;17.0
3253;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;6 maanden na instroom;Jaar van instroom: 2015;15.0;1.0;14.0
3254;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;6 maanden na instroom;Jaar van instroom: 2016;15.0;1.0;14.0
3255;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;6 maanden na instroom;Jaar van instroom: 2017;;;
3256;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;7 maanden na instroom;Jaar van instroom: 2007;13.0;1.0;13.0
3257;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;7 maanden na instroom;Jaar van instroom: 2008;14.0;1.0;13.0
3258;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;7 maanden na instroom;Jaar van instroom: 2009;16.0;1.0;15.0
3259;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;7 maanden na instroom;Jaar van instroom: 2010;17.0;1.0;16.0
3260;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;7 maanden na instroom;Jaar van instroom: 2011;19.0;1.0;17.0
3261;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;7 maanden na instroom;Jaar van instroom: 2012;19.0;1.0;18.0
3262;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;7 maanden na instroom;Jaar van instroom: 2013;22.0;1.0;21.0
3263;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;7 maanden na instroom;Jaar van instroom: 2014;21.0;1.0;20.0
3264;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;7 maanden na instroom;Jaar van instroom: 2015;17.0;1.0;16.0
3265;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;7 maanden na instroom;Jaar van instroom: 2016;17.0;1.0;16.0
3266;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;7 maanden na instroom;Jaar van instroom: 2017;;;
3267;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;8 maanden na instroom;Jaar van instroom: 2007;15.0;1.0;14.0
3268;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;8 maanden na instroom;Jaar van instroom: 2008;15.0;1.0;14.0
3269;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;8 maanden na instroom;Jaar van instroom: 2009;17.0;1.0;16.0
3270;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;8 maanden na instroom;Jaar van instroom: 2010;19.0;1.0;18.0
3271;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;8 maanden na instroom;Jaar van instroom: 2011;20.0;1.0;19.0
3272;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;8 maanden na instroom;Jaar van instroom: 2012;21.0;1.0;20.0
3273;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;8 maanden na instroom;Jaar van instroom: 2013;24.0;1.0;23.0
3274;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geen werk met uitkering;8 maanden na instroom;Jaar van instroom: 2014;23.0;1.0;22.0
