ID;RegioS;Perioden;TotaleInvesteringen_1;Woningen_2;Bedrijfsgebouwen_3;GrondWegEnWaterbouwkundigeWerken_4;Vervoermiddelen_5;MachinesEnInstallaties_6;InCultuurGebrachteActiva_7;OverdrachtskostenOpGrond_8;ComputerprogrammatuurEnDatabanken_9;OnderzoekEnOntwikkeling_10;OverigeInvesteringen_11
328;Utrecht (PV);1999;8020;1626;1053;1043;1183;758;24;108;737;507;982
329;Utrecht (PV);2000;8474;1759;1243;1049;1205;707;17;148;814;526;1007
330;Utrecht (PV);2001;9189;1940;1408;1229;1323;692;19;127;822;571;1057
331;Utrecht (PV);2002;9042;1942;1364;1323;1244;675;18;111;824;578;963
332;Utrecht (PV);2003;9133;1949;1421;1357;1317;634;15;76;816;593;955
333;Utrecht (PV);2004;9389;2104;1314;1207;1456;669;19;95;911;625;990
334;Utrecht (PV);2005;9918;2282;1393;1305;1500;667;17;101;1021;634;998
335;Utrecht (PV);2006;10803;2514;1525;1406;1681;735;15;107;1141;652;1027
336;Utrecht (PV);2007;11712;2697;1744;1425;1784;841;22;98;1298;644;1158
337;Utrecht (PV);2008;12295;2794;1891;1580;1772;900;19;89;1381;657;1212
338;Utrecht (PV);2009;11922;2670;1988;2216;1130;787;19;88;1344;669;1012
339;Utrecht (PV);2010;11524;2328;1693;2029;1373;747;20;109;1524;739;962
340;Utrecht (PV);2011;12294;2494;2091;1852;1231;1100;15;107;1493;773;1138
341;Utrecht (PV);2012;10549;1681;1405;1677;1428;860;19;108;1549;796;1025
342;Utrecht (PV);2013;9947;1460;1651;1616;687;971;24;95;1597;885;962
343;Utrecht (PV);2014;10326;1737;2009;1456;649;825;17;110;1648;912;962
344;Utrecht (PV);2015;12406;2008;1192;2535;1608;1037;13;129;1925;812;1146
345;Utrecht (PV);2016;13391;2393;1451;2444;1737;1129;15;218;2044;854;1105
346;Utrecht (PV);2017;13799;2851;1812;1798;1814;1056;0;242;2176;908;1141
347;Utrecht (PV);2018;16289;3458;1962;2125;3007;1093;5;254;2306;987;1093
348;Utrecht (PV);2019;17162;4241;2191;1732;2977;997;5;297;2494;1084;1144
349;Utrecht (PV);2020;16443;3794;1658;1849;2639;1157;17;355;2600;1173;1200
350;Utrecht (PV);2021;17349;3938;1684;2111;2640;1317;5;382;2746;1216;1309
351;Noord-Holland (PV);1995;11499;2748;1442;978;1696;1514;16;142;766;887;1309
352;Noord-Holland (PV);1996;12362;2981;1512;1144;1400;1786;14;182;895;917;1532
353;Noord-Holland (PV);1997;13525;3249;1572;1141;1469;2073;33;175;1009;1000;1805
354;Noord-Holland (PV);1998;15163;3409;1717;1222;1709;2450;12;199;1401;1003;2042
355;Noord-Holland (PV);1999;17442;3685;2150;1446;1676;3263;16;216;1624;1121;2245
356;Noord-Holland (PV);2000;19083;3988;2342;1649;2330;3204;11;287;1794;1170;2308
357;Noord-Holland (PV);2001;19239;4398;2528;1758;2094;2803;12;245;1820;1260;2321
358;Noord-Holland (PV);2002;18090;4411;2560;1681;1816;2178;12;222;1782;1270;2158
359;Noord-Holland (PV);2003;18602;4427;2532;1629;2697;1838;9;159;1763;1295;2254
360;Noord-Holland (PV);2004;18463;4778;2352;1591;2126;1851;12;201;1971;1357;2224
361;Noord-Holland (PV);2005;19620;5183;2524;1782;2123;1853;11;215;2204;1383;2343
362;Noord-Holland (PV);2006;21273;5698;2577;1952;2509;2022;9;228;2453;1422;2404
363;Noord-Holland (PV);2007;22838;6113;3063;2265;2153;2055;14;212;2780;1414;2769
364;Noord-Holland (PV);2008;24540;6332;3568;2210;2486;2398;12;195;2967;1460;2913
365;Noord-Holland (PV);2009;24079;5390;3871;2711;2038;2952;10;181;2871;1445;2610
366;Noord-Holland (PV);2010;22381;4889;3592;1900;1638;2339;13;258;3351;1844;2557
367;Noord-Holland (PV);2011;22073;4321;3102;2025;2135;2340;10;260;3416;1904;2560
368;Noord-Holland (PV);2012;20861;3669;2957;1901;2183;1778;12;270;3463;1973;2655
369;Noord-Holland (PV);2013;20989;3350;2921;2249;1854;2281;16;232;3568;2132;2387
370;Noord-Holland (PV);2014;22167;3483;2736;2885;1771;2437;25;296;3938;2221;2376
371;Noord-Holland (PV);2015;25760;4575;2712;2211;3355;2308;27;312;4486;2378;3396
372;Noord-Holland (PV);2016;30353;6148;2389;2149;4163;2408;72;531;4857;2462;5174
373;Noord-Holland (PV);2017;32747;7426;3265;2865;5053;3013;18;582;5061;2573;2890
374;Noord-Holland (PV);2018;31330;7416;3063;2499;3482;3021;4;633;5347;2805;3060
375;Noord-Holland (PV);2019;35014;7751;3697;3715;4847;2532;10;772;5702;2892;3096
376;Noord-Holland (PV);2020;34414;7304;5034;2906;3655;2840;28;899;5807;2929;3011
377;Noord-Holland (PV);2021;35991;8543;3973;2963;3775;3161;21;989;6083;2984;3498
378;Zuid-Holland (PV);1995;14944;3743;2334;1651;1441;2151;20;169;886;1191;1358
379;Zuid-Holland (PV);1996;16259;4062;2340;1786;1609;2399;19;217;1041;1196;1592
380;Zuid-Holland (PV);1997;17341;4428;2519;1786;1459;2729;44;210;1082;1300;1784
381;Zuid-Holland (PV);1998;19034;4646;2824;1893;1826;2779;15;238;1515;1299;1999
382;Zuid-Holland (PV);1999;21335;5022;3161;2180;1963;3374;21;267;1723;1444;2181
383;Zuid-Holland (PV);2000;22326;5436;3703;2272;1776;3151;14;346;1882;1497;2249
384;Zuid-Holland (PV);2001;23793;5992;4031;2613;1834;3072;16;306;2003;1599;2327
385;Zuid-Holland (PV);2002;23880;6007;4264;2856;1742;2868;15;270;1980;1612;2266
386;Zuid-Holland (PV);2003;23762;6030;4085;2972;1903;2655;12;203;1989;1657;2256
387;Zuid-Holland (PV);2004;24225;6507;3942;2705;1964;2594;16;239;2193;1785;2279
388;Zuid-Holland (PV);2005;25431;7059;3966;2919;2019;2627;14;261;2436;1807;2322
389;Zuid-Holland (PV);2006;27865;7763;4259;3158;2326;2981;12;270;2741;1884;2473
390;Zuid-Holland (PV);2007;40381;8323;4958;3290;2642;3334;19;260;4877;10022;2655
391;Zuid-Holland (PV);2008;32730;8624;5532;3665;2902;3792;16;240;3197;1938;2824
392;Zuid-Holland (PV);2009;30885;7732;5048;3599;2010;3388;14;223;3105;3122;2645
393;Zuid-Holland (PV);2010;30395;6688;4597;4102;2471;3904;15;258;3580;2021;2757
394;Zuid-Holland (PV);2011;30571;5630;4338;5057;2340;4440;12;264;3529;2164;2795
395;Zuid-Holland (PV);2012;27682;4792;4229;3736;1935;4215;14;271;3604;2169;2715
396;Zuid-Holland (PV);2013;30973;3868;3669;4164;2170;3063;18;218;5692;5706;2404
397;Zuid-Holland (PV);2014;27089;4041;3586;4210;1920;3597;25;275;3861;2960;2615
398;Zuid-Holland (PV);2015;59793;5399;3968;4693;2357;4367;65;286;9368;26704;2585
399;Zuid-Holland (PV);2016;32261;7158;3983;4455;2936;4038;58;506;4428;2423;2276
400;Zuid-Holland (PV);2017;34005;8368;3731;4343;3113;4521;44;492;4550;2517;2327
401;Zuid-Holland (PV);2018;34872;9587;3334;4132;2737;4340;11;512;4733;2770;2716
402;Zuid-Holland (PV);2019;40618;10684;4432;4821;4351;5117;27;560;5033;2869;2724
403;Zuid-Holland (PV);2020;40966;12361;5169;4640;2236;5007;89;690;5182;2919;2674
404;Zuid-Holland (PV);2021;42756;12389;5447;5111;2417;4889;51;824;5430;3228;2969
405;Zeeland (PV);1995;2010;428;222;77;123;753;42;14;83;156;111
406;Zeeland (PV);1996;2053;465;206;86;133;740;38;15;88;157;126
407;Zeeland (PV);1997;2355;507;201;89;116;932;88;17;88;172;144
408;Zeeland (PV);1998;2165;532;217;87;148;681;31;15;126;173;156
409;Zeeland (PV);1999;2358;575;241;99;144;739;42;17;143;179;180
410;Zeeland (PV);2000;2336;622;248;116;137;641;29;21;156;184;181
411;Zeeland (PV);2001;2337;686;269;119;126;538;32;18;169;184;197
412;Zeeland (PV);2002;2465;688;281;130;124;654;31;18;164;188;188
413;Zeeland (PV);2003;2512;690;290;132;135;676;25;14;167;195;187
414;Zeeland (PV);2004;2662;745;289;129;128;703;33;17;184;247;189
415;Zeeland (PV);2005;2728;808;288;132;131;687;28;20;203;239;192
416;Zeeland (PV);2006;3019;889;310;144;154;780;25;20;228;272;198
417;Zeeland (PV);2007;3384;952;344;152;191;869;38;19;251;324;242
418;Zeeland (PV);2008;3601;987;401;174;223;959;32;19;265;324;218
419;Zeeland (PV);2009;3177;849;337;272;303;657;30;16;262;245;205
420;Zeeland (PV);2010;2998;764;320;460;302;456;36;16;273;188;183
421;Zeeland (PV);2011;3327;764;365;265;500;720;28;17;273;170;223
422;Zeeland (PV);2012;2957;778;394;308;262;519;35;18;274;172;196
423;Zeeland (PV);2013;2555;558;267;287;291;416;46;16;273;171;229
424;Zeeland (PV);2014;2599;490;295;302;258;542;7;21;292;178;214
425;Zeeland (PV);2015;2787;630;347;318;295;437;10;29;317;228;175
426;Zeeland (PV);2016;3259;696;416;552;139;667;6;51;330;227;174
427;Zeeland (PV);2017;2724;467;393;227;178;647;1;47;330;239;195
428;Zeeland (PV);2018;3568;630;519;600;194;761;1;49;350;269;196
429;Zeeland (PV);2019;4109;1008;614;528;200;560;4;52;371;284;489
430;Zeeland (PV);2020;5090;1223;815;1120;153;771;10;61;383;279;275
431;Zeeland (PV);2021;5080;1625;1105;466;162;666;3;76;396;328;254
432;Noord-Brabant (PV);1995;10571;2800;1398;889;773;1996;43;101;592;1079;900
433;Noord-Brabant (PV);1996;11307;3037;1426;990;827;2004;38;127;676;1162;1020
434;Noord-Brabant (PV);1997;11930;3312;1501;893;833;2070;90;124;697;1255;1156
435;Noord-Brabant (PV);1998;12947;3474;1630;961;968;2207;31;135;976;1284;1282
436;Noord-Brabant (PV);1999;14372;3755;1917;1061;1077;2387;43;155;1130;1434;1413
437;Noord-Brabant (PV);2000;14909;4064;2002;1228;1035;2157;30;191;1234;1513;1455
438;Noord-Brabant (PV);2001;15880;4480;2191;1324;1098;2136;33;169;1295;1641;1512
439;Noord-Brabant (PV);2002;15962;4487;2403;1456;1023;2133;32;142;1281;1579;1427
440;Noord-Brabant (PV);2003;16093;4504;2475;1521;1098;2050;25;108;1282;1609;1421
441;Noord-Brabant (PV);2004;16397;4861;2301;1432;1182;1927;33;132;1419;1674;1438
442;Noord-Brabant (PV);2005;17305;5273;2369;1539;1196;2030;29;146;1574;1706;1443
443;Noord-Brabant (PV);2006;18750;5806;2544;1695;1309;2194;25;154;1764;1760;1499
444;Noord-Brabant (PV);2007;20457;6226;2891;1821;1444;2516;39;150;1971;1748;1652
445;Noord-Brabant (PV);2008;21756;6450;3305;1962;1471;2873;32;136;2105;1739;1683
446;Noord-Brabant (PV);2009;20296;5891;3085;2196;1007;2500;46;125;2058;1762;1627
447;Noord-Brabant (PV);2010;18612;5009;2751;2012;844;2230;36;135;2196;1901;1499
448;Noord-Brabant (PV);2011;19959;4459;2785;2084;1639;3023;28;146;2221;2032;1542
449;Noord-Brabant (PV);2012;18847;3904;2524;2291;1256;2891;35;145;2293;1965;1542
450;Noord-Brabant (PV);2013;18881;3697;2799;2391;1579;2346;43;119;2387;1978;1542
451;Noord-Brabant (PV);2014;17997;3537;2382;2023;1552;2208;44;148;2546;2039;1517
452;Noord-Brabant (PV);2015;18384;3703;2433;1801;1925;2304;71;208;2806;1618;1516
453;Noord-Brabant (PV);2016;19941;4077;3161;1753;1855;2376;29;361;3035;1736;1557
454;Noord-Brabant (PV);2017;21999;4298;3884;1950;2169;2674;2;350;3206;1860;1606
455;Noord-Brabant (PV);2018;24412;4895;4786;2480;2162;2764;5;363;3305;1998;1653
456;Noord-Brabant (PV);2019;24745;5383;4333;1707;2243;3265;11;395;3514;2104;1791
457;Noord-Brabant (PV);2020;23994;5260;3864;1759;1899;3050;45;473;3617;2214;1813
458;Noord-Brabant (PV);2021;26568;6385;4406;1794;1784;3259;36;571;3871;2348;2115
459;Limburg (PV);1995;4441;1106;614;435;232;1010;23;42;228;371;381
460;Limburg (PV);1996;4747;1200;666;521;246;957;21;54;265;386;429
461;Limburg (PV);1997;5079;1309;703;475;238;1017;49;51;286;416;535
462;Limburg (PV);1998;5520;1373;708;501;280;1083;17;59;395;421;684
463;Limburg (PV);1999;6113;1484;866;588;289;1158;23;66;459;455;725
464;Limburg (PV);2000;6359;1607;878;748;263;1085;16;87;510;472;693
465;Limburg (PV);2001;6518;1771;960;703;275;1035;18;76;538;496;645
466;Limburg (PV);2002;6446;1776;1010;627;256;1043;17;69;539;499;610
467;Limburg (PV);2003;6352;1783;1022;535;279;996;14;50;544;512;615
468;Limburg (PV);2004;6482;1924;953;547;293;913;18;61;596;569;608
469;Limburg (PV);2005;6969;2088;1009;626;292;967;16;65;665;570;672
470;Limburg (PV);2006;7536;2294;1028;713;314;1072;14;67;748;611;676
471;Limburg (PV);2007;8345;2460;1155;891;358;1197;21;65;830;656;712
472;Limburg (PV);2008;8597;2548;1247;739;378;1365;17;60;878;656;710
473;Limburg (PV);2009;7194;2002;1062;532;382;1016;21;56;835;664;627
474;Limburg (PV);2010;6337;1538;1056;426;246;898;28;55;857;692;542
475;Limburg (PV);2011;7053;1393;1034;511;331;1467;22;57;849;748;641
476;Limburg (PV);2012;6979;1114;1027;712;459;1386;27;59;856;736;604
477;Limburg (PV);2013;6733;958;1440;489;627;891;34;48;894;744;608
478;Limburg (PV);2014;6728;973;1447;412;599;945;12;62;898;777;601
479;Limburg (PV);2015;7513;1481;1340;1017;359;1004;14;80;1018;633;565
480;Limburg (PV);2016;7821;1721;1140;949;344;1198;14;140;1089;660;566
481;Limburg (PV);2017;8818;2219;1275;938;462;1375;7;133;1127;686;597
482;Limburg (PV);2018;8868;2159;1392;963;374;1288;2;136;1171;750;634
483;Limburg (PV);2019;9640;2487;1513;848;418;1566;7;149;1244;806;601
484;Limburg (PV);2020;9450;2452;1451;840;305;1431;14;179;1286;822;671
485;Limburg (PV);2021;10405;2807;1598;859;359;1553;9;213;1342;912;753
486;Oost-Groningen (CR);1995;477;115;39;94;27;119;2;5;17;25;35
487;Oost-Groningen (CR);1996;499;124;40;104;29;104;2;6;21;26;44
488;Oost-Groningen (CR);1997;530;136;42;74;29;145;4;6;22;29;44
489;Oost-Groningen (CR);1998;495;142;43;78;33;84;1;6;30;29;48
490;Oost-Groningen (CR);1999;539;154;52;76;35;93;2;7;35;32;54
491;Oost-Groningen (CR);2000;569;166;52;87;34;95;1;7;38;34;56
492;Oost-Groningen (CR);2001;631;183;53;129;34;89;2;7;41;36;57
493;Oost-Groningen (CR);2002;647;183;60;142;32;90;1;5;40;36;57
494;Oost-Groningen (CR);2003;566;183;61;71;35;75;1;4;40;37;57
495;Oost-Groningen (CR);2004;601;198;57;73;37;91;2;5;45;37;57
496;Oost-Groningen (CR);2005;608;215;59;68;36;78;1;6;49;39;57
497;Oost-Groningen (CR);2006;666;238;62;75;40;88;1;6;56;39;61
498;Oost-Groningen (CR);2007;727;255;72;78;44;103;2;6;61;39;68
499;Oost-Groningen (CR);2008;780;264;81;119;43;98;1;6;65;40;63
500;Oost-Groningen (CR);2009;714;206;120;88;31;114;2;5;64;37;48
501;Oost-Groningen (CR);2010;585;143;101;87;29;85;1;5;58;33;42
502;Oost-Groningen (CR);2011;629;130;120;84;31;99;1;5;63;45;52
503;Oost-Groningen (CR);2012;561;80;90;81;32;116;1;5;62;45;48
504;Oost-Groningen (CR);2013;719;55;97;125;82;179;1;4;64;45;67
505;Oost-Groningen (CR);2014;853;62;124;192;75;208;4;6;68;48;66
506;Oost-Groningen (CR);2015;723;91;269;63;39;86;3;7;75;44;44
507;Oost-Groningen (CR);2016;749;79;315;57;34;77;2;13;79;47;46
508;Oost-Groningen (CR);2017;667;54;228;52;45;106;0;12;78;48;44
509;Oost-Groningen (CR);2018;565;75;121;53;34;97;0;11;80;51;42
510;Oost-Groningen (CR);2019;592;67;101;74;33;112;1;12;89;53;50
511;Oost-Groningen (CR);2020;575;67;71;69;29;114;1;14;92;58;59
512;Oost-Groningen (CR);2021;653;110;60;79;38;136;1;18;97;62;54
513;Delfzijl en omgeving (CR);1995;195;18;30;8;24;73;1;1;10;17;13
514;Delfzijl en omgeving (CR);1996;225;19;27;9;24;102;1;1;10;17;14
515;Delfzijl en omgeving (CR);1997;242;21;30;10;17;118;3;1;10;19;14
516;Delfzijl en omgeving (CR);1998;251;22;28;10;24;117;1;1;14;18;15
517;Delfzijl en omgeving (CR);1999;267;24;36;11;21;120;1;1;16;19;17
518;Delfzijl en omgeving (CR);2000;256;26;35;10;18;109;1;1;17;20;19
519;Delfzijl en omgeving (CR);2001;242;28;36;10;16;89;1;1;20;20;20
520;Delfzijl en omgeving (CR);2002;295;28;37;13;15;143;1;1;18;20;18
521;Delfzijl en omgeving (CR);2003;310;29;43;11;19;148;1;1;18;21;19
522;Delfzijl en omgeving (CR);2004;258;31;43;11;16;91;1;1;20;24;19
523;Delfzijl en omgeving (CR);2005;273;33;44;12;18;99;1;1;22;23;18
524;Delfzijl en omgeving (CR);2006;322;37;49;13;26;125;1;1;25;26;21
525;Delfzijl en omgeving (CR);2007;321;40;52;13;32;102;1;1;26;30;24
526;Delfzijl en omgeving (CR);2008;386;41;56;14;42;149;1;1;28;31;22
527;Delfzijl en omgeving (CR);2009;518;52;42;40;97;206;1;1;27;28;24
528;Delfzijl en omgeving (CR);2010;523;50;41;35;54;258;1;1;26;22;35
529;Delfzijl en omgeving (CR);2011;308;43;38;42;21;81;1;1;28;25;27
530;Delfzijl en omgeving (CR);2012;342;66;47;19;50;78;1;1;31;28;21
531;Delfzijl en omgeving (CR);2013;284;35;27;51;36;56;1;1;29;26;22
532;Delfzijl en omgeving (CR);2014;298;20;39;24;28;105;3;1;28;28;21
533;Delfzijl en omgeving (CR);2015;352;65;31;59;43;56;16;3;33;29;17
534;Delfzijl en omgeving (CR);2016;1103;554;33;260;8;161;1;4;37;30;14
535;Delfzijl en omgeving (CR);2017;790;382;33;171;23;95;0;4;35;32;16
536;Delfzijl en omgeving (CR);2018;803;480;44;47;11;125;2;4;36;37;17
537;Delfzijl en omgeving (CR);2019;937;313;72;94;28;334;0;4;38;38;16
538;Delfzijl en omgeving (CR);2020;1182;466;134;276;37;152;7;5;39;41;25
539;Delfzijl en omgeving (CR);2021;831;311;125;66;67;145;0;6;41;50;19
540;Overig Groningen (CR);1995;1722;403;333;169;120;291;6;13;73;111;202
541;Overig Groningen (CR);1996;1829;438;297;194;134;307;5;17;91;113;232
542;Overig Groningen (CR);1997;1910;477;306;153;111;368;12;17;108;123;234
543;Overig Groningen (CR);1998;2049;501;342;164;145;337;4;19;148;125;264
544;Overig Groningen (CR);1999;2145;541;341;158;140;364;6;21;174;136;264
545;Overig Groningen (CR);2000;2295;586;440;230;121;310;4;27;195;141;241
546;Overig Groningen (CR);2001;2409;646;445;247;118;318;4;24;208;154;244
547;Overig Groningen (CR);2002;2433;648;439;248;113;331;4;22;208;160;260
548;Overig Groningen (CR);2003;2414;651;414;247;129;314;3;16;211;165;265
549;Overig Groningen (CR);2004;2505;702;438;225;122;334;4;19;234;171;257
550;Overig Groningen (CR);2005;2620;762;394;270;128;342;4;21;262;176;261
551;Overig Groningen (CR);2006;2879;837;435;299;158;362;3;22;296;177;291
552;Overig Groningen (CR);2007;3128;897;501;332;190;392;5;21;328;177;286
553;Overig Groningen (CR);2008;3333;929;521;365;225;439;4;19;348;181;302
554;Overig Groningen (CR);2009;3468;680;610;403;152;789;4;19;354;181;277
555;Overig Groningen (CR);2010;2700;509;512;269;124;431;4;20;371;179;282
556;Overig Groningen (CR);2011;2563;548;447;297;96;351;3;21;354;189;255
557;Overig Groningen (CR);2012;2580;526;301;320;155;432;4;20;370;185;267
558;Overig Groningen (CR);2013;2248;325;320;237;198;318;5;17;354;190;285
559;Overig Groningen (CR);2014;2452;437;375;239;187;311;16;23;402;198;265
560;Overig Groningen (CR);2015;4592;612;366;596;229;1670;13;25;515;210;356
561;Overig Groningen (CR);2016;3419;564;356;682;219;441;12;45;564;220;314
562;Overig Groningen (CR);2017;3287;602;352;558;178;457;5;44;560;222;310
563;Overig Groningen (CR);2018;4409;685;460;630;173;1179;1;47;591;241;402
564;Overig Groningen (CR);2019;4785;709;1145;481;303;923;3;49;591;249;333
565;Overig Groningen (CR);2020;4788;727;975;614;286;784;3;59;582;255;504
566;Overig Groningen (CR);2021;4876;465;1309;724;319;595;2;74;624;285;479
567;Noord-Friesland (CR);1995;1116;328;201;103;69;148;12;23;60;71;100
568;Noord-Friesland (CR);1996;1210;356;190;123;72;166;11;31;75;73;113
569;Noord-Friesland (CR);1997;1302;388;196;119;65;181;26;28;90;80;127
570;Noord-Friesland (CR);1998;1389;407;208;128;77;183;9;34;122;82;139
571;Noord-Friesland (CR);1999;1560;440;236;158;77;218;12;34;140;89;154
572;Noord-Friesland (CR);2000;1659;477;256;191;70;198;9;55;150;93;162
573;Noord-Friesland (CR);2001;1739;525;275;186;70;206;10;46;155;100;165
574;Noord-Friesland (CR);2002;1699;526;297;153;65;189;9;41;154;105;161
575;Noord-Friesland (CR);2003;1712;528;336;139;72;176;7;24;155;107;168
576;Noord-Friesland (CR);2004;1765;570;308;144;73;181;10;30;171;110;168
577;Noord-Friesland (CR);2005;1877;618;323;168;74;181;8;28;193;114;169
578;Noord-Friesland (CR);2006;2033;681;352;187;81;194;7;29;219;113;170
579;Noord-Friesland (CR);2007;2254;730;390;238;96;228;11;26;244;113;177
580;Noord-Friesland (CR);2008;2338;756;432;198;106;258;9;24;260;114;181
581;Noord-Friesland (CR);2009;2017;585;413;146;89;225;8;21;245;109;176
582;Noord-Friesland (CR);2010;1993;391;347;449;74;203;7;17;243;114;149
583;Noord-Friesland (CR);2011;1772;424;298;109;83;296;5;18;238;119;183
584;Noord-Friesland (CR);2012;1899;373;343;200;102;328;6;20;243;114;170
585;Noord-Friesland (CR);2013;2353;337;296;413;247;478;8;16;236;115;206
586;Noord-Friesland (CR);2014;2298;341;373;149;258;567;25;17;247;120;202
587;Noord-Friesland (CR);2015;2413;636;382;282;110;428;8;22;248;128;169
588;Noord-Friesland (CR);2016;2417;680;407;330;163;249;7;36;261;133;150
589;Noord-Friesland (CR);2017;2261;669;328;277;170;219;1;37;262;136;163
590;Noord-Friesland (CR);2018;2400;752;352;285;113;282;1;38;274;146;156
591;Noord-Friesland (CR);2019;2373;701;347;291;112;256;3;40;300;158;164
592;Noord-Friesland (CR);2020;2498;746;296;334;97;302;6;48;315;173;183
593;Noord-Friesland (CR);2021;2910;1007;330;378;108;305;33;55;330;182;181
594;Zuidwest-Friesland (CR);1995;342;113;52;18;30;61;3;4;15;20;26
595;Zuidwest-Friesland (CR);1996;365;122;52;22;25;67;3;4;18;21;30
596;Zuidwest-Friesland (CR);1997;390;133;53;20;23;73;7;4;19;23;33
597;Zuidwest-Friesland (CR);1998;413;140;55;20;28;73;3;5;29;23;38
598;Zuidwest-Friesland (CR);1999;457;151;64;23;30;79;3;5;35;26;41
599;Zuidwest-Friesland (CR);2000;474;164;67;25;27;77;2;6;37;27;42
600;Zuidwest-Friesland (CR);2001;511;180;74;27;27;78;3;5;43;29;45
601;Zuidwest-Friesland (CR);2002;509;181;81;33;25;72;3;4;38;29;43
602;Zuidwest-Friesland (CR);2003;503;181;84;33;27;62;2;3;38;30;43
603;Zuidwest-Friesland (CR);2004;525;196;80;32;28;67;3;4;42;31;43
604;Zuidwest-Friesland (CR);2005;552;212;82;33;28;68;2;5;45;32;44
605;Zuidwest-Friesland (CR);2006;613;234;90;55;31;68;2;5;50;32;46
606;Zuidwest-Friesland (CR);2007;659;251;109;39;36;80;3;5;55;32;50
607;Zuidwest-Friesland (CR);2008;704;260;118;54;38;86;3;5;58;31;52
608;Zuidwest-Friesland (CR);2009;621;202;126;68;35;54;3;3;55;33;45
609;Zuidwest-Friesland (CR);2010;565;175;96;61;37;61;3;3;52;33;43
610;Zuidwest-Friesland (CR);2011;505;115;47;57;38;108;2;3;50;35;48
611;Zuidwest-Friesland (CR);2012;611;212;113;46;25;82;3;3;53;36;39
612;Zuidwest-Friesland (CR);2013;894;125;76;200;120;208;4;3;54;38;67
613;Zuidwest-Friesland (CR);2014;838;69;117;56;176;200;16;5;72;43;84
614;Zuidwest-Friesland (CR);2015;680;150;137;35;42;90;28;9;78;58;54
615;Zuidwest-Friesland (CR);2016;750;238;121;39;44;88;10;16;83;62;50
616;Zuidwest-Friesland (CR);2017;887;313;113;35;67;132;1;15;88;66;58
617;Zuidwest-Friesland (CR);2018;858;240;174;46;47;115;1;16;92;72;56
618;Zuidwest-Friesland (CR);2019;1125;389;200;54;59;167;2;17;98;78;62
619;Zuidwest-Friesland (CR);2020;1265;526;179;54;41;193;3;20;100;83;67
620;Zuidwest-Friesland (CR);2021;1223;453;170;55;51;195;2;25;106;86;78
621;Zuidoost-Friesland (CR);1995;869;191;336;49;54;83;9;5;33;55;54
622;Zuidoost-Friesland (CR);1996;859;207;281;56;53;89;8;6;39;58;62
623;Zuidoost-Friesland (CR);1997;958;226;333;52;51;96;20;6;40;63;70
624;Zuidoost-Friesland (CR);1998;1084;237;418;56;61;99;7;6;58;65;78
625;Zuidoost-Friesland (CR);1999;1122;256;375;62;67;118;9;8;69;72;87
626;Zuidoost-Friesland (CR);2000;1340;277;566;70;60;110;7;8;75;76;91
627;Zuidoost-Friesland (CR);2001;1363;305;524;78;63;115;7;7;81;83;98
628;Zuidoost-Friesland (CR);2002;1271;306;458;88;58;100;7;6;78;80;90
629;Zuidoost-Friesland (CR);2003;1218;307;397;94;66;94;6;6;78;82;89
630;Zuidoost-Friesland (CR);2004;1292;331;433;90;68;93;7;7;86;84;91
631;Zuidoost-Friesland (CR);2005;1247;359;343;97;65;96;6;9;95;86;91
632;Zuidoost-Friesland (CR);2006;1357;395;377;106;71;106;6;10;105;86;96
633;Zuidoost-Friesland (CR);2007;1484;424;414;113;78;132;9;10;116;84;104
634;Zuidoost-Friesland (CR);2008;1494;439;364;131;82;145;7;9;123;84;110
635;Zuidoost-Friesland (CR);2009;1516;383;434;119;74;174;7;8;125;81;111
636;Zuidoost-Friesland (CR);2010;1268;289;268;145;115;111;4;10;122;89;113
637;Zuidoost-Friesland (CR);2011;1359;287;212;152;95;237;3;11;128;123;111
638;Zuidoost-Friesland (CR);2012;1209;229;146;181;96;186;4;10;136;118;105
639;Zuidoost-Friesland (CR);2013;1311;220;116;232;156;212;5;9;139;104;117
640;Zuidoost-Friesland (CR);2014;1170;163;146;108;116;264;17;11;133;105;107
641;Zuidoost-Friesland (CR);2015;1152;225;140;62;160;192;5;12;160;90;107
642;Zuidoost-Friesland (CR);2016;991;153;193;57;69;139;4;20;176;95;85
643;Zuidoost-Friesland (CR);2017;1107;247;159;58;84;165;0;19;183;97;95
644;Zuidoost-Friesland (CR);2018;1267;238;215;65;135;205;1;21;188;105;94
645;Zuidoost-Friesland (CR);2019;1329;250;217;86;78;247;2;22;201;112;114
646;Zuidoost-Friesland (CR);2020;1296;279;170;78;66;214;3;27;210;128;122
647;Zuidoost-Friesland (CR);2021;1488;323;275;86;74;193;2;34;216;134;151
648;Noord-Drenthe (CR);1995;1095;207;123;272;59;273;4;8;30;36;84
649;Noord-Drenthe (CR);1996;1112;224;113;288;65;221;3;10;40;37;110
650;Noord-Drenthe (CR);1997;1408;245;128;278;65;471;8;10;47;39;118
651;Noord-Drenthe (CR);1998;1313;257;141;279;74;318;3;11;61;40;129
652;Noord-Drenthe (CR);1999;1317;278;140;231;84;331;4;12;70;44;123
653;Noord-Drenthe (CR);2000;1388;300;174;328;85;245;3;17;74;47;115
654;Noord-Drenthe (CR);2001;1674;331;170;480;94;324;3;15;80;50;128
