ID;Persoonskenmerken;Marges;CaribischNederland;Perioden;Rokers_1;ZwareRokersOnderBevolking_2;ZwareRokersOnderRokers_3;DagelijkseRokers_4;SigarettenPerDagPerPersoonBevolking_5;SigarettenPerDagPerRoker_6;DrinktGeenAlcohol_7;ZwareDrinker_8;OvermatigeDrinker_9;VoldoenAanRichtlijnAlcoholgebruik_10;PerPersoon_11;PerDrinker_12;OpgegevenLengte_13;KleinerDan160Cm_14;k_160Tot170Cm_15;k_170Tot180Cm_16;GroterOfGelijk180Cm_17;OpgegevenGewicht_18;LichterDan60Kg_19;k_60Tot70Kg_20;k_70Tot80Kg_21;k_80Tot90Kg_22;ZwaarderOfGelijk90Kg_23;Ondergewicht_24;NormaalGewicht_25;Overgewicht_26;MatigOvergewicht_27;ErnstigOvergewicht_28;GebruikAnticonceptiepil15Tot50Jaar_29
107;Leeftijd: 25 tot 45 jaar;Waarde;Saba;2021;13.4;;;6.2;0.7;;32.4;;4.7;37.4;0.6;1.0;167.5;29.2;29.1;30.5;11.2;83.6;10.6;18.3;22.7;21.0;27.6;;28.0;71.7;35.4;36.3;37.3
108;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2013;4.5;1.7;9.0;4.0;0.5;1.9;5.2;4.6;3.4;;0.2;0.3;1.3;3.8;5.5;5.7;4.4;2.3;4.1;4.9;5.1;4.7;4.6;1.6;5.9;5.9;5.7;5.1;6.2
109;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;3.2;1.7;8.2;2.8;0.4;1.5;;2.7;1.8;;0.1;0.2;;;;;;;;;;;;;;;;;5.5
110;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.0;0.9;7.4;2.6;0.3;;4.7;2.9;2.4;4.7;0.1;0.2;1.1;4.6;5.0;4.6;3.7;2.1;2.5;3.9;4.5;4.6;4.7;;4.3;4.3;5.3;5.4;6.3
111;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2013;5.4;;;4.8;0.5;;5.7;5.0;3.3;;0.2;0.2;1.4;4.0;6.2;6.3;4.9;2.4;4.7;5.5;5.7;5.3;4.9;1.7;6.5;6.5;6.3;5.6;6.6
112;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2017/2018;4.1;2.1;11.1;3.6;0.5;2.0;5.3;3.4;2.0;;0.1;0.2;1.3;4.1;5.3;5.2;4.0;2.0;3.2;4.6;5.1;4.1;4.4;1.3;5.4;5.4;5.5;5.1;6.8
113;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2021;4.3;1.3;;4.0;0.4;;6.5;5.0;3.9;6.6;0.2;0.4;1.3;5.3;6.6;5.9;5.0;2.4;3.0;5.3;6.0;5.8;5.9;;5.4;5.4;6.9;6.7;8.1
114;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;6.0;;;5.1;0.5;;;6.2;4.3;;0.3;0.5;;;;;;;;;;;;;;;;;11.6
116;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2021;4.8;;;4.1;0.4;;7.2;3.3;3.6;6.6;0.1;;2.4;10.5;9.9;8.0;7.1;5.2;;5.9;7.9;9.9;10.1;;6.7;6.7;8.1;9.8;11.2
117;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2013;13.4;10.8;;11.5;;;11.5;11.1;11.2;;;;;13.1;14.3;13.3;11.9;;;;;;;;;;;;
118;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2017/2018;9.1;5.0;;7.6;1.2;;8.2;6.9;5.6;;0.4;0.5;2.5;9.0;8.9;9.5;9.9;4.1;7.9;9.2;7.4;9.3;8.9;;10.8;11.0;10.2;10.5;
119;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2021;7.4;;;5.4;0.5;;10.9;;4.3;11.2;0.2;0.3;2.7;12.3;12.1;12.4;7.5;5.1;7.8;9.8;10.9;10.7;11.4;;12.2;12.2;13.0;12.8;15.9
120;Leeftijd: 45 tot 65 jaar;Waarde;Caribisch Nederland;2013;17.1;1.7;10.6;11.3;1.4;8.7;38.1;11.4;7.5;;0.8;1.4;170.0;16.1;29.3;35.5;19.2;82.4;11.8;16.1;24.2;20.5;27.3;2.0;26.3;71.7;38.4;33.3;9.3
121;Leeftijd: 45 tot 65 jaar;Waarde;Caribisch Nederland;2017/2018;16.2;3.1;20.9;13.1;1.3;9.6;;10.5;8.1;;0.8;1.7;;;;;;;;;;;;;;;;;22.1
122;Leeftijd: 45 tot 65 jaar;Waarde;Caribisch Nederland;2021;13.8;2.3;16.9;11.7;1.2;9.8;50.3;10.6;7.5;58.1;0.7;1.4;168.5;18.4;38.0;25.7;17.9;84.3;6.8;15.9;27.5;20.0;29.8;;20.7;78.7;35.5;43.1;20.7
123;Leeftijd: 45 tot 65 jaar;Waarde;Bonaire;2013;17.9;;;11.6;1.3;;38.4;12.0;7.7;;0.9;1.5;169.4;16.7;29.4;36.6;17.3;81.2;12.9;15.2;25.9;21.6;24.3;;27.2;71.9;40.2;31.7;
124;Leeftijd: 45 tot 65 jaar;Waarde;Bonaire;2017/2018;16.4;2.2;14.4;13.4;1.5;9.6;49.4;9.0;7.3;;0.7;1.5;169.6;15.8;33.5;32.5;18.2;82.3;10.9;19.4;23.3;20.7;25.7;1.3;28.6;70.1;36.1;34.1;
125;Leeftijd: 45 tot 65 jaar;Waarde;Bonaire;2021;16.6;2.1;12.9;13.8;1.3;;38.6;14.2;9.5;47.0;0.9;1.5;169.8;13.4;40.3;27.2;19.0;81.8;8.3;19.3;30.5;18.9;23.1;;24.4;74.6;41.8;32.8;
126;Leeftijd: 45 tot 65 jaar;Waarde;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;Leeftijd: 45 tot 65 jaar;Waarde;Sint-Eustatius;2017/2018;14.9;5.1;;11.3;0.7;;;12.2;8.5;;0.8;;;;;;;;;;;;;;;;;;
128;Leeftijd: 45 tot 65 jaar;Waarde;Sint-Eustatius;2021;6.6;;;5.6;0.4;;76.0;4.8;3.6;82.2;0.3;;166.5;21.7;37.3;28.1;12.9;93.6;;;18.6;28.0;50.5;;;97.6;19.0;78.6;
129;Leeftijd: 45 tot 65 jaar;Waarde;Saba;2013;;;;;;;;;;;1.1;;;;;;;;;;;;;;;;;;
130;Leeftijd: 45 tot 65 jaar;Waarde;Saba;2017/2018;17.6;;;14.9;2.0;;32.9;14.7;11.0;;1.3;1.9;164.9;39.0;18.5;29.3;13.1;81.9;16.8;9.8;31.8;20.7;20.9;;26.0;74.0;34.8;39.3;
131;Leeftijd: 45 tot 65 jaar;Waarde;Saba;2021;18.2;5.7;;16.1;2.4;;40.7;9.2;8.3;50.4;0.7;1.3;165.7;33.2;30.0;17.3;19.6;81.5;10.5;20.4;28.3;13.0;27.8;;27.4;72.6;29.0;43.7;
132;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2013;3.9;1.2;7.0;3.3;0.4;1.6;5.1;3.4;2.8;;0.2;0.2;1.3;3.9;4.7;5.1;4.6;2.0;3.4;3.9;4.6;4.4;4.8;1.6;4.8;4.9;5.3;5.1;8.4
133;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;3.0;1.4;8.5;2.7;0.3;1.5;;2.5;2.2;;0.1;0.2;;;;;;;;;;;;;;;;;9.1
134;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.0;1.3;8.8;2.8;0.4;2.1;4.3;2.7;2.3;4.3;0.1;0.2;1.0;3.9;4.7;4.3;3.8;1.9;2.4;3.6;4.3;3.8;4.5;;4.1;4.1;4.8;5.0;10.5
135;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Bonaire;2013;4.6;;;3.8;0.4;;5.7;4.0;3.3;;0.2;0.3;1.3;4.4;5.3;5.7;4.7;2.0;4.0;4.2;5.3;4.8;5.1;;5.3;5.4;5.8;5.5;
136;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Bonaire;2017/2018;3.7;1.5;9.2;3.4;0.4;1.7;5.0;2.9;2.6;;0.2;0.3;1.0;3.7;4.8;4.8;4.0;2.1;3.2;4.1;4.3;4.2;4.5;1.2;4.7;4.8;5.0;5.0;
137;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Bonaire;2021;4.4;1.7;9.8;4.1;0.4;;5.7;4.1;3.3;5.9;0.2;0.2;1.2;4.2;5.9;5.4;4.9;2.4;3.3;4.7;5.5;4.6;5.2;;5.3;5.3;6.0;5.8;
138;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;5.9;3.6;;5.2;0.4;;;5.5;4.6;;0.3;;;;;;;;;;;;;;;;;;
140;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2021;3.6;;;3.3;0.3;;6.4;3.0;2.9;5.9;0.1;;2.2;8.9;10.7;9.9;7.4;4.1;;;7.8;9.0;10.2;;;2.8;9.3;9.5;
141;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;
142;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Saba;2017/2018;8.8;;;8.2;1.5;;10.8;8.2;7.3;;0.5;0.7;2.9;12.0;9.6;11.2;8.3;4.9;9.0;7.2;11.2;9.8;9.8;;11.1;11.1;12.1;12.4;
143;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Saba;2021;9.0;5.2;;8.6;1.7;;11.3;7.0;6.6;11.5;0.3;0.4;3.0;12.4;11.4;9.5;9.9;4.6;7.5;10.9;12.3;8.7;11.9;;12.3;12.3;12.0;13.8;
144;Leeftijd: 65 jaar of ouder;Waarde;Caribisch Nederland;2013;9.7;;;6.2;0.4;;57.0;;6.0;;0.7;1.6;169.1;16.7;30.1;37.7;15.5;79.3;12.7;18.9;26.7;26.7;14.9;;31.5;66.3;40.0;26.2;
145;Leeftijd: 65 jaar of ouder;Waarde;Caribisch Nederland;2017/2018;10.3;2.5;;6.6;0.8;;;4.4;3.4;;0.4;1.3;;;;;;;;;;;;;;;;;
146;Leeftijd: 65 jaar of ouder;Waarde;Caribisch Nederland;2021;7.4;;;5.2;0.4;;64.5;5.4;5.3;71.9;0.5;1.5;167.0;22.4;37.8;24.1;15.6;83.1;9.7;17.0;20.3;28.0;25.0;;20.6;78.8;34.4;44.4;
147;Leeftijd: 65 jaar of ouder;Waarde;Bonaire;2013;9.9;;;6.0;0.5;;57.8;;;;0.4;;168.3;19.8;31.2;33.7;15.3;78.0;13.2;21.3;25.3;25.6;14.7;;29.5;67.8;42.4;25.5;
148;Leeftijd: 65 jaar of ouder;Waarde;Bonaire;2017/2018;12.6;;;7.9;1.0;;67.4;5.3;4.5;;0.5;1.4;167.8;17.1;38.3;29.3;15.3;79.5;17.0;21.2;19.8;22.1;19.9;;36.2;62.6;34.8;27.8;
149;Leeftijd: 65 jaar of ouder;Waarde;Bonaire;2021;8.4;;;8.4;0.6;;53.9;7.5;8.1;60.1;0.8;1.8;168.9;16.5;38.4;27.3;17.7;78.7;11.1;22.8;22.7;27.2;16.1;;27.3;72.7;44.5;28.2;
150;Leeftijd: 65 jaar of ouder;Waarde;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;Leeftijd: 65 jaar of ouder;Waarde;Sint-Eustatius;2017/2018;;;;;;;;;;;0.2;;;;;;;;;;;;;;;;;;
152;Leeftijd: 65 jaar of ouder;Waarde;Sint-Eustatius;2021;7.8;;;;;;92.8;;;94.2;;;;;;;;;;;;;;;;;;;
153;Leeftijd: 65 jaar of ouder;Waarde;Saba;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;Leeftijd: 65 jaar of ouder;Waarde;Saba;2017/2018;;;;;;;47.3;;;;;;;;;;;;;;;;;;;;;;
155;Leeftijd: 65 jaar of ouder;Waarde;Saba;2021;;;;;;;51.1;;;70.4;0.4;;163.0;44.9;25.0;13.5;16.6;;;;;;;;;;;;
156;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2013;4.7;;;4.0;0.3;;8.3;;5.0;;0.5;1.2;1.8;6.3;7.6;8.3;6.4;3.6;5.6;6.5;7.6;7.6;6.3;;8.1;8.2;8.5;7.7;
157;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;3.9;2.0;;3.2;0.4;;;2.6;2.3;;0.1;0.3;;;;;;;;;;;;;;;;;
158;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.5;;;2.8;0.2;;6.1;3.0;3.0;5.8;0.2;0.4;1.7;6.0;7.3;6.3;5.6;3.4;4.2;5.4;5.8;6.8;6.6;;6.2;6.2;7.4;7.8;
159;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2013;5.4;;;4.3;0.3;;9.3;;;;0.2;;2.0;7.6;8.6;9.0;7.1;3.3;6.3;7.6;8.3;8.5;7.0;;8.5;8.8;9.5;8.7;
160;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2017/2018;5.4;;;4.4;0.6;;7.6;3.6;3.4;;0.1;0.3;2.0;6.4;8.3;7.8;6.2;3.7;6.3;6.9;6.7;7.0;6.7;;8.3;8.4;8.3;7.8;
161;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2021;5.0;;;5.0;0.4;;9.2;5.1;5.2;9.0;0.3;0.5;1.9;7.2;9.6;8.5;7.9;3.0;5.9;7.9;7.9;8.6;7.0;;8.9;8.9;9.9;9.0;
162;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;;;;;;;;;;;0.2;;;;;;;;;;;;;;;;;;
164;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2021;7.8;;;;;;6.8;;;6.3;;;;;;;;;;;;;;;;;;;
165;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Saba;2017/2018;;;;;;;16.8;;;;;;;;;;;;;;;;;;;;;;
167;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Saba;2021;;;;;;;11.7;;;11.0;0.2;;3.3;14.1;12.2;9.5;10.2;;;;;;;;;;;;
168;Onderwijsniveau: Laag;Waarde;Caribisch Nederland;2013;15.5;1.6;11.0;9.8;1.0;7.2;41.5;16.4;9.3;;0.9;1.5;168.6;14.9;35.8;35.5;13.8;79.5;16.9;20.8;22.8;19.7;19.9;1.8;33.8;64.4;36.3;28.0;19.8
169;Onderwijsniveau: Laag;Waarde;Caribisch Nederland;2017/2018;14.7;3.4;24.3;11.2;1.2;9.0;;10.5;5.1;;0.6;1.5;;;;;;;;;;;;;;;;;34.1
170;Onderwijsniveau: Laag;Waarde;Caribisch Nederland;2021;11.6;1.3;11.4;9.2;0.8;8.4;62.5;8.6;5.9;68.9;0.6;1.6;166.2;28.2;34.5;23.2;14.1;84.3;7.1;16.0;25.4;23.3;28.2;;18.1;81.7;32.0;49.7;30.7
171;Onderwijsniveau: Laag;Waarde;Bonaire;2013;16.8;;;10.9;1.0;6.4;40.6;15.3;8.4;;0.9;1.5;167.8;16.2;37.3;35.0;11.4;77.7;17.5;21.9;23.3;21.2;16.1;1.6;34.6;63.8;37.4;26.4;19.5
172;Onderwijsniveau: Laag;Waarde;Bonaire;2017/2018;15.8;3.2;21.0;12.2;1.4;9.5;61.8;8.7;4.7;;0.5;1.4;167.5;18.8;37.9;32.0;11.3;78.1;17.8;22.1;24.7;18.3;17.0;1.6;36.7;61.7;34.2;27.5;28.0
173;Onderwijsniveau: Laag;Waarde;Bonaire;2021;13.5;;;11.5;0.9;;51.7;13.3;9.5;58.9;0.8;1.8;168.5;20.2;36.3;27.5;16.0;80.8;9.9;20.7;27.2;20.8;21.4;;23.8;76.0;42.0;34.0;22.7
174;Onderwijsniveau: Laag;Waarde;Sint-Eustatius;2013;6.2;;;;;;48.8;19.8;11.7;;0.8;;172.4;7.1;32.0;37.4;23.5;89.5;13.8;14.6;19.1;16.1;36.3;;;;;;
175;Onderwijsniveau: Laag;Waarde;Sint-Eustatius;2017/2018;10.4;3.3;;8.1;0.5;;;13.8;6.1;;0.7;2.1;;;;;;;;;;;;;;;;;44.4
176;Onderwijsniveau: Laag;Waarde;Sint-Eustatius;2021;6.4;1.3;;4.7;0.4;;84.1;2.8;;88.5;0.2;;162.5;37.7;33.3;19.5;9.6;92.0;;7.2;18.3;32.8;41.2;;4.1;95.9;14.9;81.0;40.3
177;Onderwijsniveau: Laag;Waarde;Saba;2013;26.6;12.0;;12.0;3.1;;32.8;18.7;12.9;;1.3;;169.6;16.7;27.2;36.6;19.5;81.3;15.4;20.8;24.1;8.3;31.3;;24.7;71.6;27.2;44.5;
178;Onderwijsniveau: Laag;Waarde;Saba;2017/2018;19.0;4.9;;13.5;1.5;;38.0;12.0;4.8;;0.8;1.3;165.4;34.5;25.1;25.6;14.8;79.8;17.9;13.8;26.3;20.4;21.6;;28.4;71.6;36.5;35.1;
179;Onderwijsniveau: Laag;Waarde;Saba;2021;17.6;;;12.1;1.4;;48.2;5.1;;58.8;0.6;1.2;162.8;48.9;27.4;8.4;15.2;82.1;10.6;12.9;35.8;10.0;30.8;;22.4;77.6;16.8;60.8;
180;Onderwijsniveau: Laag;Betrouwbaarheidsmarge;Caribisch Nederland;2013;3.1;1.1;7.0;2.6;0.3;1.3;4.3;3.4;2.6;;0.2;0.3;1.0;3.1;4.2;4.3;3.3;1.9;3.3;3.6;3.7;3.6;3.6;1.2;4.4;4.4;4.4;4.0;6.4
181;Onderwijsniveau: Laag;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;2.3;1.2;7.6;2.1;0.3;1.3;;2.0;1.4;;0.1;0.2;;;;;;;;;;;;;;;;;6.2
182;Onderwijsniveau: Laag;Betrouwbaarheidsmarge;Caribisch Nederland;2021;2.4;0.8;6.8;2.2;0.2;1.5;3.6;2.2;1.8;3.5;0.1;0.2;1.0;3.8;4.0;3.6;3.0;1.7;2.1;3.0;3.6;3.5;3.8;;3.4;3.4;4.1;4.4;7.3
183;Onderwijsniveau: Laag;Betrouwbaarheidsmarge;Bonaire;2013;3.8;;;3.2;0.3;1.3;4.8;3.7;2.8;;0.2;0.2;1.1;3.6;4.7;4.7;3.2;1.8;3.6;4.1;4.2;4.0;3.6;1.2;4.7;4.8;4.8;4.4;7.6
184;Onderwijsniveau: Laag;Betrouwbaarheidsmarge;Bonaire;2017/2018;3.1;1.5;8.9;2.8;0.4;1.6;4.1;2.4;1.8;;0.1;0.2;0.9;3.5;4.3;4.1;2.8;1.9;3.4;3.6;3.8;3.4;3.3;1.2;4.4;4.5;4.4;4.1;7.5
185;Onderwijsniveau: Laag;Betrouwbaarheidsmarge;Bonaire;2021;3.5;;;3.3;0.3;;5.2;3.7;3.0;5.2;0.2;0.3;1.1;4.4;5.2;4.9;4.2;2.1;3.1;4.3;4.8;4.4;4.5;;4.7;4.8;5.5;5.3;9.1
186;Onderwijsniveau: Laag;Betrouwbaarheidsmarge;Sint-Eustatius;2013;6.0;;;;;;11.7;10.1;8.4;;0.5;;2.7;6.9;12.2;12.9;12.6;8.5;10.6;10.8;10.5;11.7;13.2;;;;;;
187;Onderwijsniveau: Laag;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;3.8;2.2;;3.4;0.3;;;4.4;3.0;;0.2;0.6;;;;;;;;;;;;;;;;;13.1
188;Onderwijsniveau: Laag;Betrouwbaarheidsmarge;Sint-Eustatius;2021;3.2;1.3;;2.6;0.3;;4.4;1.9;;4.0;0.1;;2.0;7.6;7.5;6.3;4.8;3.5;;3.8;5.8;7.0;7.4;;3.2;3.2;5.8;6.4;11.8
189;Onderwijsniveau: Laag;Betrouwbaarheidsmarge;Saba;2013;11.7;9.2;;8.6;2.0;;11.7;10.6;8.9;;0.8;;3.7;10.3;11.7;13.1;10.9;5.7;10.9;11.7;11.8;7.4;12.5;;12.9;13.2;12.6;14.0;
190;Onderwijsniveau: Laag;Betrouwbaarheidsmarge;Saba;2017/2018;7.5;4.2;;6.6;0.9;;9.3;6.3;4.1;;0.3;0.5;2.3;9.7;8.9;9.0;7.3;3.7;7.8;7.0;9.0;8.2;8.4;;9.6;9.6;10.2;10.2;
191;Onderwijsniveau: Laag;Betrouwbaarheidsmarge;Saba;2021;8.2;;;7.0;0.9;;10.4;5.0;;10.5;0.2;0.4;2.6;12.9;11.3;6.5;8.7;4.2;7.6;8.8;12.7;7.6;12.3;;11.5;11.5;9.1;13.2;
192;Onderwijsniveau: Middelbaar;Waarde;Caribisch Nederland;2013;14.9;1.8;;10.5;1.1;;37.8;7.2;5.5;;0.8;1.3;170.0;15.3;31.7;33.7;19.3;78.9;19.1;17.8;21.7;21.4;20.0;3.4;36.4;60.2;32.8;27.4;17.8
193;Onderwijsniveau: Middelbaar;Waarde;Caribisch Nederland;2017/2018;14.4;3.0;;9.5;1.0;;;8.2;6.1;;0.6;1.2;;;;;;;;;;;;;;;;;30.6
194;Onderwijsniveau: Middelbaar;Waarde;Caribisch Nederland;2021;12.6;1.4;11.2;8.3;0.9;;46.9;9.7;7.6;55.5;0.7;1.3;167.8;20.1;39.4;28.7;11.8;81.5;11.5;18.7;24.0;21.4;24.4;;28.0;70.7;36.8;33.9;23.5
195;Onderwijsniveau: Middelbaar;Waarde;Bonaire;2013;14.7;;;10.2;1.0;;38.7;6.6;5.1;;0.7;1.1;169.5;14.1;33.5;35.6;16.7;79.3;19.0;16.6;23.0;21.0;20.4;3.0;35.7;61.3;33.9;27.4;15.3
196;Onderwijsniveau: Middelbaar;Waarde;Bonaire;2017/2018;11.9;1.7;;7.7;0.9;;43.3;8.8;5.3;;0.6;1.1;168.8;16.1;32.5;32.5;18.8;80.4;11.8;19.1;24.0;20.0;25.1;2.2;27.8;70.0;39.2;30.8;24.6
197;Onderwijsniveau: Middelbaar;Waarde;Bonaire;2021;10.6;;;8.5;0.9;;40.6;13.5;8.0;50.5;0.9;1.5;168.6;16.2;42.2;28.3;13.3;80.3;10.5;20.0;26.9;20.5;22.0;;28.2;70.7;41.8;28.9;19.3
198;Onderwijsniveau: Middelbaar;Waarde;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;Onderwijsniveau: Middelbaar;Waarde;Sint-Eustatius;2017/2018;15.1;;;9.6;0.6;;;5.9;5.5;;0.4;;;;;;;;;;;;;;;;;;
200;Onderwijsniveau: Middelbaar;Waarde;Sint-Eustatius;2021;13.0;;;8.7;0.4;;70.4;6.4;7.0;78.2;0.4;;;;;;;;;;;;;;;;;;
201;Onderwijsniveau: Middelbaar;Waarde;Saba;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;Onderwijsniveau: Middelbaar;Waarde;Saba;2017/2018;24.7;6.7;;17.1;2.3;;30.7;8.2;10.2;;1.0;;165.7;34.5;18.7;27.2;19.7;82.3;11.2;32.0;13.4;21.1;22.3;;;;;;
203;Onderwijsniveau: Middelbaar;Waarde;Saba;2021;16.3;;;7.7;;;34.4;4.6;7.4;42.4;0.6;0.9;166.5;26.1;33.5;30.9;9.5;77.6;18.8;20.2;18.9;22.2;19.8;;37.4;60.0;33.0;27.0;
204;Onderwijsniveau: Middelbaar;Betrouwbaarheidsmarge;Caribisch Nederland;2013;4.3;1.6;;3.7;0.4;;5.8;3.6;3.0;;0.3;0.4;1.4;4.4;5.6;5.8;5.3;2.4;4.7;4.5;5.2;5.2;5.1;2.3;5.9;6.0;5.8;5.6;7.8
205;Onderwijsniveau: Middelbaar;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;3.4;1.7;;2.8;0.4;;;2.7;2.3;;0.1;0.2;;;;;;;;;;;;;;;;;7.5
206;Onderwijsniveau: Middelbaar;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.3;1.2;8.9;2.8;0.4;;5.0;3.1;2.6;5.0;0.1;0.2;1.1;4.7;5.7;5.3;3.7;2.4;3.6;4.7;5.0;4.8;5.0;;5.4;5.5;5.9;5.8;7.2
207;Onderwijsniveau: Middelbaar;Betrouwbaarheidsmarge;Bonaire;2013;4.8;;;4.1;0.4;;6.4;3.7;3.0;;0.2;0.2;1.4;4.5;6.2;6.4;5.3;2.6;5.2;4.7;5.7;5.5;5.6;2.2;6.4;6.5;6.3;6.1;8.0
208;Onderwijsniveau: Middelbaar;Betrouwbaarheidsmarge;Bonaire;2017/2018;3.8;1.5;;3.2;0.4;;5.9;3.4;2.7;;0.1;0.2;1.6;4.5;5.7;5.7;4.8;2.1;3.9;4.8;5.2;4.8;5.2;1.8;5.5;5.6;6.0;5.7;9.1
209;Onderwijsniveau: Middelbaar;Betrouwbaarheidsmarge;Bonaire;2021;4.2;;;3.8;0.4;;6.9;5.0;3.8;7.0;0.2;0.4;1.3;5.3;7.1;6.6;4.9;2.6;4.2;6.1;6.4;5.9;6.0;;6.5;6.6;7.4;6.8;8.5
210;Onderwijsniveau: Middelbaar;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;Onderwijsniveau: Middelbaar;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;8.0;;;6.7;0.6;;;5.3;5.1;;0.3;;;;;;;;;;;;;;;;;;
212;Onderwijsniveau: Middelbaar;Betrouwbaarheidsmarge;Sint-Eustatius;2021;6.5;;;5.5;0.3;;8.6;5.0;5.1;8.0;0.2;;;;;;;;;;;;;;;;;;
213;Onderwijsniveau: Middelbaar;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;Onderwijsniveau: Middelbaar;Betrouwbaarheidsmarge;Saba;2017/2018;10.8;6.4;;9.4;1.5;;11.5;6.8;7.7;;0.6;;3.9;13.1;10.7;12.2;10.9;6.3;8.9;13.2;9.6;11.5;11.7;;;;;;
215;Onderwijsniveau: Middelbaar;Betrouwbaarheidsmarge;Saba;2021;7.9;;;5.9;;;10.2;3.7;4.7;10.8;0.2;0.2;2.4;11.3;12.0;11.9;7.1;4.7;9.8;10.4;10.3;11.1;9.9;;13.2;13.4;12.7;11.9;
216;Onderwijsniveau: Hoog;Waarde;Caribisch Nederland;2013;16.9;;;11.9;1.7;;27.5;5.2;6.0;;0.7;1.0;172.5;12.5;22.6;37.0;27.8;78.5;15.1;18.5;26.1;18.3;21.9;3.4;44.8;51.8;29.9;21.9;20.8
217;Onderwijsniveau: Hoog;Waarde;Caribisch Nederland;2017/2018;17.8;2.5;;11.9;1.3;;;9.6;6.7;;0.8;1.2;;;;;;;;;;;;;;;;;25.4
