ID;Geslacht;Leeftijd;Onderwijssoort;Herkomstland;GeboortelandOuders;Perioden;Leerlingen_1;VoortijdigSchoolverlaters_2;NietVoortijdigSchoolverlaters_3;VoortijdigSchoolverlatersPercentage_4
628;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2013/'14;;;;
629;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2014/'15;;;;
630;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2015/'16;;;;
631;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2016/'17;;;;
632;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2017/'18;;;;
633;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2018/'19;;;;
634;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2019/20;;;;
635;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2020/'21;;;;
636;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2021/'22;;;;
637;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouders in NL;2022/'23;;;;
638;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2012/'13;33320.0;260.0;33070.0;1.0
639;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2013/'14;34770.0;250.0;34520.0;1.0
640;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2014/'15;36380.0;220.0;36170.0;1.0
641;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2015/'16;37620.0;250.0;37370.0;1.0
642;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2016/'17;38480.0;250.0;38230.0;1.0
643;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2017/'18;39080.0;280.0;38800.0;1.0
644;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2018/'19;39440.0;250.0;39190.0;1.0
645;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2019/20;39740.0;210.0;39530.0;1.0
646;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2020/'21;39880.0;260.0;39620.0;1.0
647;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2021/'22;40660.0;290.0;40370.0;1.0
648;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2022/'23;41770.0;300.0;41470.0;1.0
649;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2012/'13;13940.0;260.0;13680.0;2.0
650;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2013/'14;14000.0;240.0;13750.0;2.0
651;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2014/'15;14120.0;250.0;13870.0;2.0
652;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2015/'16;14560.0;250.0;14310.0;2.0
653;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2016/'17;15010.0;260.0;14750.0;2.0
654;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2017/'18;15650.0;290.0;15350.0;2.0
655;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2018/'19;16610.0;250.0;16360.0;2.0
656;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2019/20;17930.0;210.0;17730.0;1.0
657;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2020/'21;19000.0;270.0;18740.0;1.0
658;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2021/'22;20070.0;320.0;19750.0;2.0
659;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Europa (exclusief Nederland);Geboren buiten Nederland;2022/'23;26470.0;860.0;25610.0;3.0
660;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2012/'13;29330.0;280.0;29050.0;1.0
661;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2013/'14;29080.0;300.0;28780.0;1.0
662;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2014/'15;28380.0;260.0;28110.0;1.0
663;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2015/'16;27590.0;250.0;27350.0;1.0
664;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2016/'17;26960.0;190.0;26770.0;1.0
665;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2017/'18;26140.0;190.0;25950.0;1.0
666;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2018/'19;25460.0;160.0;25310.0;1.0
667;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2019/20;25180.0;130.0;25050.0;1.0
668;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2020/'21;24560.0;140.0;24420.0;1.0
669;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2021/'22;24320.0;180.0;24140.0;1.0
670;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Totaal;2022/'23;24270.0;230.0;24050.0;1.0
671;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2012/'13;27690.0;230.0;27460.0;1.0
672;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2013/'14;27560.0;270.0;27290.0;1.0
673;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2014/'15;27040.0;220.0;26820.0;1.0
674;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2015/'16;26440.0;210.0;26220.0;1.0
675;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2016/'17;25970.0;180.0;25790.0;1.0
676;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2017/'18;25210.0;160.0;25050.0;1.0
677;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2018/'19;24580.0;130.0;24460.0;1.0
678;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2019/20;24130.0;100.0;24030.0;0.0
679;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2020/'21;23320.0;110.0;23210.0;0.0
680;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2021/'22;22810.0;140.0;22670.0;1.0
681;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in Nederland;2022/'23;22260.0;170.0;22080.0;1.0
682;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2012/'13;;;;
683;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2013/'14;;;;
684;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2014/'15;;;;
685;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2015/'16;;;;
686;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2016/'17;;;;
687;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2017/'18;;;;
688;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2018/'19;;;;
689;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2019/20;;;;
690;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2020/'21;;;;
691;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2021/'22;;;;
692;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouders in NL;2022/'23;;;;
693;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2012/'13;27690.0;230.0;27460.0;1.0
694;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2013/'14;27560.0;270.0;27290.0;1.0
695;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2014/'15;27040.0;220.0;26820.0;1.0
696;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2015/'16;26440.0;210.0;26220.0;1.0
697;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2016/'17;25970.0;180.0;25790.0;1.0
698;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2017/'18;25210.0;160.0;25050.0;1.0
699;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2018/'19;24580.0;130.0;24460.0;1.0
700;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2019/20;24130.0;100.0;24030.0;0.0
701;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2020/'21;23320.0;110.0;23210.0;0.0
702;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2021/'22;22810.0;140.0;22670.0;1.0
703;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren in NL, ouder(s) buiten NL;2022/'23;22260.0;170.0;22080.0;1.0
704;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2012/'13;1640.0;50.0;1590.0;3.0
705;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2013/'14;1520.0;40.0;1490.0;2.0
706;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2014/'15;1330.0;40.0;1290.0;3.0
707;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2015/'16;1160.0;30.0;1120.0;3.0
708;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2016/'17;1000.0;10.0;980.0;1.0
709;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2017/'18;930.0;30.0;900.0;3.0
710;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2018/'19;880.0;30.0;850.0;3.0
711;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2019/20;1050.0;30.0;1020.0;3.0
712;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2020/'21;1240.0;30.0;1210.0;3.0
713;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2021/'22;1500.0;40.0;1460.0;3.0
714;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Turkije;Geboren buiten Nederland;2022/'23;2020.0;50.0;1960.0;3.0
715;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2012/'13;27810.0;210.0;27600.0;1.0
716;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2013/'14;28980.0;220.0;28760.0;1.0
717;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2014/'15;30150.0;200.0;29950.0;1.0
718;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2015/'16;31540.0;220.0;31320.0;1.0
719;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2016/'17;32600.0;190.0;32420.0;1.0
720;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2017/'18;33680.0;140.0;33540.0;0.0
721;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2018/'19;34260.0;190.0;34070.0;1.0
722;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2019/20;34520.0;130.0;34390.0;0.0
723;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2020/'21;34310.0;140.0;34180.0;0.0
724;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2021/'22;34450.0;220.0;34240.0;1.0
725;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Totaal;2022/'23;34330.0;240.0;34090.0;1.0
726;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2012/'13;26450.0;190.0;26250.0;1.0
727;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2013/'14;27790.0;200.0;27590.0;1.0
728;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2014/'15;29110.0;180.0;28930.0;1.0
729;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2015/'16;30560.0;200.0;30370.0;1.0
730;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2016/'17;31720.0;170.0;31550.0;1.0
731;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2017/'18;32890.0;130.0;32760.0;0.0
732;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2018/'19;33490.0;160.0;33330.0;0.0
733;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2019/20;33720.0;120.0;33600.0;0.0
734;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2020/'21;33540.0;120.0;33420.0;0.0
735;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2021/'22;33640.0;200.0;33440.0;1.0
736;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in Nederland;2022/'23;33400.0;220.0;33180.0;1.0
737;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2012/'13;;;;
738;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2013/'14;;;;
739;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2014/'15;;;;
740;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2015/'16;;;;
741;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2016/'17;;;;
742;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2017/'18;;;;
743;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2018/'19;;;;
744;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2019/20;;;;
745;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2020/'21;;;;
746;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2021/'22;;;;
747;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouders in NL;2022/'23;;;;
748;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouder(s) buiten NL;2012/'13;26450.0;190.0;26250.0;1.0
749;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouder(s) buiten NL;2013/'14;27790.0;200.0;27590.0;1.0
750;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouder(s) buiten NL;2014/'15;29110.0;180.0;28930.0;1.0
751;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouder(s) buiten NL;2015/'16;30560.0;200.0;30370.0;1.0
752;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouder(s) buiten NL;2016/'17;31720.0;170.0;31550.0;1.0
753;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouder(s) buiten NL;2017/'18;32890.0;130.0;32760.0;0.0
754;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouder(s) buiten NL;2018/'19;33490.0;160.0;33330.0;0.0
755;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouder(s) buiten NL;2019/20;33720.0;120.0;33600.0;0.0
756;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouder(s) buiten NL;2020/'21;33540.0;120.0;33420.0;0.0
757;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouder(s) buiten NL;2021/'22;33640.0;200.0;33440.0;1.0
758;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren in NL, ouder(s) buiten NL;2022/'23;33400.0;220.0;33180.0;1.0
759;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren buiten Nederland;2012/'13;1360.0;20.0;1350.0;1.0
760;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren buiten Nederland;2013/'14;1190.0;20.0;1170.0;2.0
761;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren buiten Nederland;2014/'15;1040.0;20.0;1020.0;2.0
762;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren buiten Nederland;2015/'16;980.0;20.0;950.0;2.0
763;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren buiten Nederland;2016/'17;880.0;20.0;870.0;2.0
764;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren buiten Nederland;2017/'18;790.0;10.0;780.0;
765;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren buiten Nederland;2018/'19;770.0;20.0;740.0;3.0
766;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren buiten Nederland;2019/20;800.0;10.0;790.0;
767;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren buiten Nederland;2020/'21;780.0;20.0;760.0;2.0
768;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren buiten Nederland;2021/'22;810.0;20.0;800.0;2.0
769;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Marokko;Geboren buiten Nederland;2022/'23;930.0;20.0;910.0;2.0
770;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Totaal;2012/'13;21850.0;170.0;21680.0;1.0
771;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Totaal;2013/'14;21960.0;180.0;21780.0;1.0
772;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Totaal;2014/'15;21920.0;180.0;21740.0;1.0
773;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Totaal;2015/'16;21480.0;180.0;21300.0;1.0
774;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Totaal;2016/'17;20850.0;140.0;20720.0;1.0
775;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Totaal;2017/'18;20050.0;130.0;19930.0;1.0
776;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Totaal;2018/'19;19190.0;120.0;19070.0;1.0
777;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Totaal;2019/20;18390.0;120.0;18270.0;1.0
778;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Totaal;2020/'21;17440.0;90.0;17350.0;1.0
779;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Totaal;2021/'22;16930.0;110.0;16820.0;1.0
780;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Totaal;2022/'23;16480.0;110.0;16370.0;1.0
781;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Geboren in Nederland;2012/'13;20270.0;150.0;20120.0;1.0
782;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Geboren in Nederland;2013/'14;20540.0;160.0;20380.0;1.0
783;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Geboren in Nederland;2014/'15;20680.0;160.0;20520.0;1.0
784;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Geboren in Nederland;2015/'16;20430.0;160.0;20270.0;1.0
785;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Geboren in Nederland;2016/'17;19970.0;120.0;19840.0;1.0
786;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Geboren in Nederland;2017/'18;19260.0;120.0;19140.0;1.0
787;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Geboren in Nederland;2018/'19;18400.0;110.0;18290.0;1.0
788;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Geboren in Nederland;2019/20;17580.0;110.0;17470.0;1.0
789;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Geboren in Nederland;2020/'21;16610.0;80.0;16530.0;0.0
790;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Geboren in Nederland;2021/'22;16040.0;100.0;15940.0;1.0
791;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Geboren in Nederland;2022/'23;15540.0;100.0;15440.0;1.0
792;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Geboren in NL, ouders in NL;2012/'13;;;;
793;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Geboren in NL, ouders in NL;2013/'14;;;;
794;Totaal mannen en vrouwen;Totaal leeftijd;Vo (excl. praktijkonderwijs);Suriname;Geboren in NL, ouders in NL;2014/'15;;;;
