ID;Geslacht;Leeftijd;Geboortegeneratie;TotaalMetPartner_1;BeideWerkzaam_2;ZelfWerkzaamPartnerNietWerkzaam_3;ZelfNietWerkzaamPartnerWerkzaam_4;BeideNietWerkzaam_5;TotaalZonderPartner_6;Werkzaam_7;NietWerkzaam_8;AandeelVanTotaalArbeidsuren_9;TotaalAantalArbeidsuren_10;Totaal_11;BeideKleineParttimeBaan_12;KleineParttimeBaanEnGroteParttime_13;KleineParttimeBaanEnFulltimeBaan_14;BeideGroteParttimeBaan_15;GroteParttimeBaanEnFulltimeBaan_16;BeidePartnersFulltimeBaan_17;Totaal_18;EenKleineParttimeBaan_19;EenGroteParttimeBaan_20;EenFulltimeBaan_21;BeidePartnersNietWerkzaam_22;Werkzaam_23;NietWerkzaam_24
190;Mannen;32 jaar;1975 tot 1980;68.5;56.7;9.4;1.5;0.9;31.5;27.3;4.2;63.5;69.4;82.8;;0.4;3.2;4.9;48.3;25.9;15.9;0.3;2.4;13.3;1.2;86.6;13.4
191;Mannen;32 jaar;1980 tot 1985;67.2;54.2;9.8;1.9;1.4;32.8;26.3;6.5;62.8;69.3;80.6;;0.8;3.5;6.5;44.6;25.1;17.4;0.3;2.8;14.2;2.0;80.3;19.7
192;Mannen;32 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
193;Mannen;32 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
194;Mannen;32 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
195;Mannen;33 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
196;Mannen;33 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
197;Mannen;33 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
198;Mannen;33 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
199;Mannen;33 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
200;Mannen;33 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
201;Mannen;33 jaar;1955 tot 1960;77.6;43.0;30.2;1.3;3.1;22.4;;;77.5;65.5;55.5;;;9.6;3.7;26.3;15.0;40.6;;1.9;37.9;4.0;;
202;Mannen;33 jaar;1960 tot 1965;76.8;48.1;24.0;2.0;2.7;23.2;18.7;4.5;73.3;66.5;62.6;;0.4;9.0;2.9;32.2;18.0;33.9;0.6;2.5;30.8;3.5;80.7;19.3
203;Mannen;33 jaar;1965 tot 1970;77.0;56.1;17.5;1.5;1.8;23.0;19.9;3.1;69.7;66.9;72.9;;0.5;7.6;3.8;41.1;19.9;24.7;0.2;2.2;22.4;2.4;86.4;13.6
204;Mannen;33 jaar;1970 tot 1975;73.3;56.9;13.5;1.6;1.4;26.7;22.9;3.8;67.2;67.1;77.6;;0.3;5.5;5.3;47.0;19.4;20.5;0.2;2.3;17.9;1.9;85.8;14.2
205;Mannen;33 jaar;1975 tot 1980;71.2;58.6;9.9;1.7;1.1;28.8;24.6;4.2;63.7;68.8;82.2;;0.4;3.2;5.9;50.7;22.1;16.2;0.3;2.6;13.3;1.6;85.3;14.7
206;Mannen;33 jaar;1980 tot 1985;67.5;53.4;10.0;2.3;1.7;32.5;25.4;7.1;62.4;69.4;79.2;;0.8;2.9;6.7;45.7;23.1;18.4;0.5;3.3;14.5;2.4;78.1;21.9
207;Mannen;33 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
208;Mannen;33 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
209;Mannen;33 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
210;Mannen;34 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
211;Mannen;34 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
212;Mannen;34 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
213;Mannen;34 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
214;Mannen;34 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
215;Mannen;34 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
216;Mannen;34 jaar;1955 tot 1960;80.5;46.3;29.2;2.0;2.8;19.5;15.5;4.0;75.8;65.2;57.6;;0.5;11.0;3.0;28.5;14.9;38.9;0.5;1.9;36.2;3.5;79.4;20.6
217;Mannen;34 jaar;1960 tot 1965;79.0;49.4;25.0;1.9;2.7;21.0;17.4;3.6;73.7;66.2;62.5;;0.5;9.4;3.1;33.2;16.4;34.0;0.5;2.5;30.9;3.5;82.8;17.2
218;Mannen;34 jaar;1965 tot 1970;76.7;55.1;18.1;1.7;1.7;23.3;19.7;3.7;70.4;65.8;71.9;;0.5;7.7;4.9;42.2;16.6;25.9;0.3;2.1;23.4;2.2;84.3;15.7
219;Mannen;34 jaar;1970 tot 1975;75.5;58.5;14.4;1.3;1.4;24.5;21.0;3.5;68.1;67.0;77.4;;0.5;5.5;5.4;48.1;17.9;20.7;0.2;2.2;18.2;1.9;85.7;14.3
220;Mannen;34 jaar;1975 tot 1980;73.5;57.7;11.8;2.2;1.8;26.5;21.9;4.6;64.4;68.1;78.5;;0.5;3.1;6.5;49.1;19.2;19.0;0.3;3.1;15.7;2.4;82.6;17.4
221;Mannen;34 jaar;1980 tot 1985;71.2;57.4;10.1;2.2;1.5;28.8;22.7;6.2;63.0;68.3;80.6;;0.6;4.2;7.1;47.9;20.8;17.3;0.4;2.9;14.0;2.1;78.6;21.4
222;Mannen;34 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
223;Mannen;34 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
224;Mannen;34 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
225;Mannen;35 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
226;Mannen;35 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
227;Mannen;35 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
228;Mannen;35 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
229;Mannen;35 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
230;Mannen;35 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
231;Mannen;35 jaar;1955 tot 1960;78.9;43.1;30.7;2.2;2.9;21.1;16.9;4.2;77.6;64.5;54.6;;0.6;10.7;2.7;28.5;12.3;41.7;0.4;2.9;38.4;3.6;80.1;19.9
232;Mannen;35 jaar;1960 tot 1965;79.1;50.4;24.2;1.8;2.6;20.9;17.3;3.6;74.3;65.3;63.8;;0.5;9.6;3.3;36.5;13.9;32.9;0.4;2.4;30.1;3.3;83.0;17.0
233;Mannen;35 jaar;1965 tot 1970;78.4;56.2;18.3;2.0;1.8;21.6;17.9;3.7;70.7;65.1;71.8;;0.5;8.7;4.4;44.2;14.0;25.9;0.2;2.6;23.1;2.3;83.0;17.0
234;Mannen;35 jaar;1970 tot 1975;75.6;58.4;14.4;1.4;1.5;24.4;20.9;3.5;68.2;66.6;77.2;;0.4;5.3;5.7;51.2;14.6;20.8;0.2;2.2;18.5;2.0;85.6;14.4
235;Mannen;35 jaar;1975 tot 1980;74.9;58.8;12.3;2.4;1.4;25.1;19.5;5.6;64.9;67.3;78.5;;0.6;3.6;6.6;50.7;16.8;19.6;0.2;3.2;16.2;1.9;77.8;22.2
236;Mannen;35 jaar;1980 tot 1985;71.3;58.8;9.6;1.7;1.2;28.7;22.8;5.9;62.9;68.0;82.5;;0.6;3.5;7.2;51.3;19.9;15.9;;2.4;13.2;1.7;79.4;20.6
237;Mannen;35 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
238;Mannen;35 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
239;Mannen;35 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
240;Mannen;36 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
241;Mannen;36 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
242;Mannen;36 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
243;Mannen;36 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
244;Mannen;36 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
245;Mannen;36 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
246;Mannen;36 jaar;1955 tot 1960;79.6;44.6;30.2;2.1;2.8;20.4;15.8;4.6;77.4;64.1;56.0;;0.6;11.4;3.0;30.0;11.1;40.5;0.5;2.8;37.0;3.5;77.3;22.7
247;Mannen;36 jaar;1960 tot 1965;79.9;53.2;22.9;1.4;2.4;20.1;17.3;2.8;73.7;64.9;66.6;;0.6;10.1;4.0;37.7;14.2;30.5;0.3;2.2;28.0;3.0;86.1;13.9
248;Mannen;36 jaar;1965 tot 1970;79.0;56.7;18.7;1.8;1.9;21.0;17.4;3.5;71.1;65.1;71.7;;0.4;8.4;5.4;44.8;12.6;25.9;0.2;2.4;23.3;2.4;83.1;16.9
249;Mannen;36 jaar;1970 tot 1975;76.5;60.1;13.9;1.4;1.2;23.5;20.1;3.4;67.7;66.8;78.5;;0.4;5.2;6.0;51.5;15.5;19.9;0.2;2.0;17.7;1.6;85.6;14.4
250;Mannen;36 jaar;1975 tot 1980;75.0;59.1;11.9;2.3;1.6;25.0;18.4;6.6;64.6;67.2;78.8;;0.6;3.6;7.1;51.2;16.2;19.0;0.3;3.5;15.3;2.2;73.5;26.5
251;Mannen;36 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
252;Mannen;36 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
253;Mannen;36 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
254;Mannen;36 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
255;Mannen;37 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
256;Mannen;37 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
257;Mannen;37 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
258;Mannen;37 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
259;Mannen;37 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
260;Mannen;37 jaar;1950 tot 1955;;;;;;;;;;;;;;;;;;;;;;;;
261;Mannen;37 jaar;1955 tot 1960;81.5;45.9;30.1;2.1;3.4;18.5;14.5;4.0;77.4;63.4;56.4;;0.5;11.1;3.5;31.9;9.5;39.5;0.5;2.7;36.2;4.2;78.2;21.8
262;Mannen;37 jaar;1960 tot 1965;78.2;52.5;21.7;1.4;2.6;21.8;18.4;3.4;73.8;64.6;67.1;;0.5;10.1;4.1;39.8;12.6;29.6;0.2;1.9;27.5;3.3;84.6;15.4
263;Mannen;37 jaar;1965 tot 1970;79.1;56.0;18.9;2.0;2.2;20.9;17.1;3.8;71.1;64.6;70.8;;0.4;7.5;6.0;45.1;11.7;26.4;0.4;2.4;23.6;2.8;82.0;18.0
264;Mannen;37 jaar;1970 tot 1975;77.2;60.5;13.6;1.9;1.2;22.8;19.2;3.5;67.2;66.9;78.4;;0.5;4.5;6.2;52.3;14.9;20.1;0.3;2.5;17.3;1.6;84.4;15.6
265;Mannen;37 jaar;1975 tot 1980;74.4;58.6;11.6;2.4;1.8;25.6;18.3;7.4;64.6;67.3;78.8;;0.6;4.1;6.7;51.1;16.1;18.8;0.5;3.3;15.1;2.4;71.3;28.7
266;Mannen;37 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
267;Mannen;37 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
268;Mannen;37 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
269;Mannen;37 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
270;Mannen;38 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
271;Mannen;38 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
272;Mannen;38 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
273;Mannen;38 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
274;Mannen;38 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
275;Mannen;38 jaar;1950 tot 1955;81.7;43.5;33.0;2.1;3.0;18.3;;;79.0;63.8;53.3;;;11.7;2.8;27.1;11.1;43.0;;2.6;39.7;3.7;;
276;Mannen;38 jaar;1955 tot 1960;81.1;47.0;28.9;2.1;3.1;18.9;15.1;3.8;77.1;63.6;57.9;;0.6;12.6;3.5;31.4;9.9;38.3;0.5;2.7;35.0;3.8;79.9;20.1
277;Mannen;38 jaar;1960 tot 1965;80.5;54.3;21.9;2.0;2.4;19.5;16.2;3.3;73.6;64.0;67.4;;0.7;10.4;4.3;41.5;10.6;29.6;0.2;2.7;26.7;2.9;83.2;16.8
278;Mannen;38 jaar;1965 tot 1970;79.1;57.0;17.6;2.2;2.3;20.9;17.4;3.5;70.3;64.8;72.1;;0.4;7.2;5.6;47.4;11.5;25.0;0.4;2.8;21.8;2.9;83.1;16.9
279;Mannen;38 jaar;1970 tot 1975;78.2;61.6;13.1;2.0;1.5;21.8;18.2;3.7;66.6;66.6;78.9;;0.4;4.5;6.3;53.6;14.0;19.2;0.2;2.6;16.4;1.9;83.2;16.8
280;Mannen;38 jaar;1975 tot 1980;75.0;58.8;12.5;2.2;1.5;25.0;18.6;6.4;65.1;67.1;78.4;;0.8;4.2;7.1;51.1;15.1;19.6;0.3;3.1;16.2;2.0;74.5;25.5
281;Mannen;38 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
282;Mannen;38 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
283;Mannen;38 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
284;Mannen;38 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
285;Mannen;39 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
286;Mannen;39 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
287;Mannen;39 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
288;Mannen;39 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
289;Mannen;39 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
290;Mannen;39 jaar;1950 tot 1955;83.5;45.2;33.1;2.6;2.6;16.5;13.3;3.2;79.0;62.4;54.1;;;12.8;2.5;30.9;7.4;42.8;0.5;2.5;39.8;3.0;80.8;19.2
291;Mannen;39 jaar;1955 tot 1960;81.2;48.7;27.3;2.2;3.0;18.8;15.2;3.6;76.2;63.0;60.0;;0.7;12.1;3.7;33.9;9.6;36.4;0.4;3.0;32.8;3.6;80.6;19.4
292;Mannen;39 jaar;1960 tot 1965;80.5;55.2;21.4;1.6;2.3;19.5;16.5;3.0;73.4;63.8;68.6;;0.6;10.3;5.3;41.2;11.2;28.6;0.3;2.5;25.8;2.8;84.5;15.5
293;Mannen;39 jaar;1965 tot 1970;79.5;58.9;16.9;1.9;1.7;20.5;17.1;3.4;70.3;65.1;74.1;;0.5;7.6;5.6;48.8;11.6;23.7;0.4;2.6;20.7;2.2;83.5;16.5
294;Mannen;39 jaar;1970 tot 1975;79.1;61.1;13.7;2.5;1.7;20.9;16.5;4.4;66.6;66.3;77.3;;0.4;4.4;6.4;52.6;13.5;20.5;0.4;3.2;17.0;2.2;78.9;21.1
295;Mannen;39 jaar;1975 tot 1980;74.3;57.5;12.9;2.3;1.6;25.7;20.2;5.5;65.0;67.2;77.4;;0.7;3.7;6.7;50.7;15.6;20.4;0.3;2.8;17.4;2.2;78.5;21.5
296;Mannen;39 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
297;Mannen;39 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
298;Mannen;39 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
299;Mannen;39 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
300;Mannen;40 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
301;Mannen;40 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
302;Mannen;40 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
303;Mannen;40 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
304;Mannen;40 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
305;Mannen;40 jaar;1950 tot 1955;83.3;46.7;31.5;2.4;2.6;16.7;13.0;3.7;78.0;62.7;56.1;;0.8;12.4;3.0;31.0;8.8;40.8;1.0;3.0;36.7;3.2;77.7;22.3
306;Mannen;40 jaar;1955 tot 1960;80.7;50.9;25.1;2.2;2.5;19.3;14.9;4.5;75.4;62.8;63.0;;0.8;12.4;3.8;36.4;9.7;33.9;0.6;2.5;30.7;3.1;76.8;23.2
307;Mannen;40 jaar;1960 tot 1965;80.5;55.7;20.8;2.2;1.9;19.5;15.9;3.6;72.6;63.4;69.2;;0.8;9.7;5.8;43.3;9.6;28.5;0.3;2.8;25.4;2.3;81.6;18.4
308;Mannen;40 jaar;1965 tot 1970;79.3;59.9;15.2;1.9;2.2;20.7;17.6;3.2;69.3;65.1;75.6;;0.4;6.9;6.7;49.5;12.1;21.6;0.4;2.8;18.3;2.8;84.7;15.3
309;Mannen;40 jaar;1970 tot 1975;78.5;59.6;14.6;3.0;1.4;21.5;16.4;5.1;66.4;66.1;75.9;;0.6;4.0;6.7;52.1;12.5;22.3;0.4;3.7;18.3;1.8;76.2;23.8
310;Mannen;40 jaar;1975 tot 1980;74.2;59.3;11.0;2.3;1.6;25.8;19.2;6.7;63.9;67.3;79.9;;0.6;3.4;8.6;51.9;15.3;17.9;0.3;2.7;14.9;2.2;74.1;25.9
311;Mannen;40 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
312;Mannen;40 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
313;Mannen;40 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
314;Mannen;40 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
315;Mannen;41 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
316;Mannen;41 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
317;Mannen;41 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
318;Mannen;41 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
319;Mannen;41 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
320;Mannen;41 jaar;1950 tot 1955;83.1;48.0;29.7;2.4;2.9;16.9;13.1;3.9;77.4;63.4;57.9;;0.7;12.7;2.8;32.5;9.3;38.6;0.5;3.1;34.9;3.5;77.1;22.9
321;Mannen;41 jaar;1955 tot 1960;82.0;52.2;25.6;1.8;2.3;18.0;14.2;3.8;75.5;62.9;63.7;;0.7;11.7;4.1;37.2;10.0;33.5;0.3;2.5;30.5;2.8;78.7;21.3
322;Mannen;41 jaar;1960 tot 1965;80.4;56.5;19.7;2.2;2.0;19.6;15.8;3.8;72.2;63.4;70.3;;0.5;9.2;6.4;45.0;9.2;27.2;0.4;3.1;23.7;2.5;80.7;19.3
323;Mannen;41 jaar;1965 tot 1970;79.8;60.3;15.6;1.9;1.9;20.2;17.0;3.3;69.3;65.4;75.6;;0.5;6.8;5.6;50.1;12.4;22.0;0.3;2.5;19.2;2.4;83.8;16.2
324;Mannen;41 jaar;1970 tot 1975;77.1;58.8;13.2;3.4;1.8;22.9;17.2;5.8;65.4;66.4;76.3;;0.4;4.6;6.4;51.9;12.9;21.5;0.5;4.1;16.9;2.3;74.8;25.2
325;Mannen;41 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
326;Mannen;41 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
327;Mannen;41 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
328;Mannen;41 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
329;Mannen;41 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
330;Mannen;42 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
331;Mannen;42 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
332;Mannen;42 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
333;Mannen;42 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
334;Mannen;42 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
335;Mannen;42 jaar;1950 tot 1955;83.4;47.3;29.8;3.0;3.3;16.6;12.7;4.0;76.5;63.5;56.7;;0.6;10.7;2.7;33.4;9.3;39.4;0.8;3.5;34.9;3.9;76.2;23.8
336;Mannen;42 jaar;1955 tot 1960;80.2;55.2;20.8;2.0;2.2;19.8;16.2;3.6;73.0;63.6;68.8;;0.6;11.2;4.9;42.3;9.7;28.5;0.4;2.3;25.8;2.7;81.7;18.3
337;Mannen;42 jaar;1960 tot 1965;79.9;56.9;18.5;2.3;2.2;20.1;15.8;4.2;71.3;63.7;71.2;;0.7;9.2;5.4;45.4;10.4;26.1;0.3;3.0;22.8;2.7;78.9;21.1
338;Mannen;42 jaar;1965 tot 1970;79.3;60.1;15.1;2.3;1.9;20.7;16.5;4.2;68.3;65.8;75.8;;0.5;6.3;6.1;50.8;12.0;21.9;0.3;2.8;18.7;2.4;79.7;20.3
339;Mannen;42 jaar;1970 tot 1975;77.2;59.2;12.9;2.9;2.2;22.8;15.7;7.1;65.7;66.1;76.7;;0.8;5.3;6.9;51.4;12.3;20.5;0.5;3.7;16.3;2.8;68.7;31.3
340;Mannen;42 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
341;Mannen;42 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
342;Mannen;42 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
343;Mannen;42 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
344;Mannen;42 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
345;Mannen;43 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
346;Mannen;43 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
347;Mannen;43 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
348;Mannen;43 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
349;Mannen;43 jaar;1945 tot 1950;85.5;45.6;34.9;2.3;2.7;14.5;;;79.1;63.3;53.4;;;11.5;1.4;29.9;9.4;43.5;;3.3;39.6;3.1;;
350;Mannen;43 jaar;1950 tot 1955;83.3;48.4;29.1;2.3;3.5;16.7;12.3;4.4;77.1;63.0;58.1;;0.9;12.3;3.4;32.9;8.8;37.7;0.6;3.0;34.0;4.2;73.8;26.2
351;Mannen;43 jaar;1955 tot 1960;81.6;55.9;21.5;2.4;1.9;18.4;14.8;3.6;72.5;63.5;68.5;;0.6;10.5;5.6;41.5;10.3;29.2;0.4;2.8;26.0;2.3;80.4;19.6
352;Mannen;43 jaar;1960 tot 1965;80.0;57.5;18.1;2.1;2.2;20.0;15.9;4.1;71.0;64.1;72.0;;0.7;8.2;5.3;47.8;10.0;25.3;0.2;3.0;22.2;2.7;79.4;20.6
353;Mannen;43 jaar;1965 tot 1970;78.9;60.8;14.1;2.4;1.6;21.1;16.7;4.4;67.8;65.7;77.1;;0.6;6.1;6.6;51.6;12.1;20.9;0.3;3.2;17.4;2.0;79.1;20.9
354;Mannen;43 jaar;1970 tot 1975;77.3;59.7;12.6;3.1;1.9;22.7;16.4;6.2;65.2;66.6;77.1;;0.5;5.5;6.4;51.3;13.4;20.4;0.4;3.7;16.2;2.5;72.6;27.4
355;Mannen;43 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
356;Mannen;43 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
357;Mannen;43 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
358;Mannen;43 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
359;Mannen;43 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
360;Mannen;44 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
361;Mannen;44 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
362;Mannen;44 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
363;Mannen;44 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
364;Mannen;44 jaar;1945 tot 1950;84.5;44.3;32.9;3.0;4.3;15.5;;;77.9;63.0;52.4;;1.0;10.6;2.5;29.0;9.2;42.5;0.9;3.2;38.4;5.1;;
365;Mannen;44 jaar;1950 tot 1955;82.7;50.9;25.9;2.4;3.5;17.3;13.1;4.2;75.2;63.6;61.5;;0.6;10.9;3.7;36.9;9.3;34.3;0.4;3.0;30.8;4.2;75.9;24.1
366;Mannen;44 jaar;1955 tot 1960;82.1;57.0;20.3;2.3;2.4;17.9;14.8;3.1;72.0;63.5;69.5;;0.5;9.9;5.6;43.2;10.2;27.6;0.5;3.0;24.1;2.9;82.5;17.5
367;Mannen;44 jaar;1960 tot 1965;81.1;59.0;17.8;2.2;2.2;18.9;15.5;3.4;70.6;64.5;72.8;;0.7;7.8;5.3;49.0;9.9;24.5;0.4;3.0;21.2;2.7;81.9;18.1
368;Mannen;44 jaar;1965 tot 1970;77.6;58.8;13.8;2.9;2.1;22.4;17.4;5.1;67.1;66.1;75.7;;0.5;6.2;6.4;50.0;12.5;21.6;0.5;3.4;17.6;2.7;77.4;22.6
369;Mannen;44 jaar;1970 tot 1975;75.5;57.8;13.0;2.6;2.1;24.5;18.2;6.3;65.8;67.1;76.5;;0.5;5.1;6.4;51.0;13.5;20.7;0.3;3.3;17.2;2.8;74.4;25.6
370;Mannen;44 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
371;Mannen;44 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
372;Mannen;44 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
373;Mannen;44 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
374;Mannen;44 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
375;Mannen;45 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
376;Mannen;45 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
377;Mannen;45 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
378;Mannen;45 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
379;Mannen;45 jaar;1945 tot 1950;85.6;47.5;31.3;2.9;3.8;14.4;10.5;3.9;77.2;64.2;55.5;;0.8;11.2;2.1;32.1;9.3;40.0;0.8;3.6;35.5;4.5;73.0;27.0
