ID;Geslacht;Onderwijssoort;Migratieachtergrond;WoonregioSchoolregio;Regiokenmerken;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
1962;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Oost-Nederland (LD);2015/'16;532;417;78
1963;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Oost-Nederland (LD);2016/'17;522;410;79
1964;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Oost-Nederland (LD);2017/'18;581;484;83
1965;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Oost-Nederland (LD);2018/'19;598;482;81
1966;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Oost-Nederland (LD);2019/'20;653;638;98
1967;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Oost-Nederland (LD);2020/'21;689;592;86
1968;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;West-Nederland (LD);2005/'06;1749;1457;83
1969;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;West-Nederland (LD);2006/'07;1920;1560;81
1970;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;West-Nederland (LD);2007/'08;2111;1715;81
1971;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;West-Nederland (LD);2008/'09;2163;1709;79
1972;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;West-Nederland (LD);2009/'10;1932;1510;78
1973;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;West-Nederland (LD);2010/'11;1984;1559;79
1974;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;West-Nederland (LD);2011/'12;2163;1604;74
1975;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;West-Nederland (LD);2012/'13;2007;1661;83
1976;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;West-Nederland (LD);2013/'14;2167;1681;78
1977;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;West-Nederland (LD);2014/'15;2131;1786;84
1978;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;West-Nederland (LD);2015/'16;2168;1791;83
1979;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;West-Nederland (LD);2016/'17;2430;1953;80
1980;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;West-Nederland (LD);2017/'18;2486;2015;81
1981;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;West-Nederland (LD);2018/'19;2732;2205;81
1982;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;West-Nederland (LD);2019/'20;2820;2761;98
1983;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;West-Nederland (LD);2020/'21;2887;2454;85
1984;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Zuid-Nederland (LD);2005/'06;355;299;84
1985;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Zuid-Nederland (LD);2006/'07;406;349;86
1986;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Zuid-Nederland (LD);2007/'08;390;315;81
1987;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Zuid-Nederland (LD);2008/'09;456;368;81
1988;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Zuid-Nederland (LD);2009/'10;411;321;78
1989;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Zuid-Nederland (LD);2010/'11;458;352;77
1990;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Zuid-Nederland (LD);2011/'12;506;366;72
1991;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Zuid-Nederland (LD);2012/'13;453;377;83
1992;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Zuid-Nederland (LD);2013/'14;455;361;79
1993;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Zuid-Nederland (LD);2014/'15;488;396;81
1994;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Zuid-Nederland (LD);2015/'16;455;350;77
1995;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Zuid-Nederland (LD);2016/'17;541;433;80
1996;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Zuid-Nederland (LD);2017/'18;523;414;79
1997;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Zuid-Nederland (LD);2018/'19;521;424;81
1998;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Zuid-Nederland (LD);2019/'20;540;527;98
1999;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Zuid-Nederland (LD);2020/'21;563;485;86
2000;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Niet in te delen (LD);2005/'06;11;8;73
2001;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Niet in te delen (LD);2006/'07;6;6;100
2002;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Niet in te delen (LD);2007/'08;12;9;75
2003;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Niet in te delen (LD);2008/'09;5;3;60
2004;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Niet in te delen (LD);2009/'10;10;8;80
2005;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Niet in te delen (LD);2010/'11;4;3;75
2006;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Niet in te delen (LD);2011/'12;2;1;50
2007;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Niet in te delen (LD);2012/'13;2;1;50
2008;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Niet in te delen (LD);2013/'14;6;4;67
2009;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Niet in te delen (LD);2014/'15;4;3;75
2010;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Niet in te delen (LD);2015/'16;2;1;50
2011;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Niet in te delen (LD);2016/'17;4;4;100
2012;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Niet in te delen (LD);2017/'18;3;2;67
2013;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Niet in te delen (LD);2018/'19;7;6;86
2014;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Niet in te delen (LD);2019/'20;6;5;83
2015;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Woonregio;Niet in te delen (LD);2020/'21;5;5;100
2016;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Nederland;2005/'06;2647;2211;84
2017;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Nederland;2006/'07;2900;2388;82
2018;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Nederland;2007/'08;3136;2552;81
2019;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Nederland;2008/'09;3326;2655;80
2020;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Nederland;2009/'10;2972;2289;77
2021;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Nederland;2010/'11;3128;2432;78
2022;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Nederland;2011/'12;3358;2444;73
2023;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Nederland;2012/'13;3178;2614;82
2024;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Nederland;2013/'14;3286;2563;78
2025;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Nederland;2014/'15;3282;2717;83
2026;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Nederland;2015/'16;3314;2690;81
2027;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Nederland;2016/'17;3645;2919;80
2028;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Nederland;2017/'18;3762;3052;81
2029;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Nederland;2018/'19;4025;3242;81
2030;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Nederland;2019/'20;4217;4123;98
2031;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Nederland;2020/'21;4327;3688;85
2032;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2005/'06;885;728;82
2033;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2006/'07;937;740;79
2034;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2007/'08;996;788;79
2035;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2008/'09;1078;842;78
2036;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2009/'10;937;716;76
2037;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2010/'11;929;720;78
2038;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2011/'12;1041;758;73
2039;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2012/'13;963;779;81
2040;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2013/'14;990;748;76
2041;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2014/'15;982;808;82
2042;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2015/'16;1053;870;83
2043;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2016/'17;1159;947;82
2044;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2017/'18;1163;938;81
2045;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2018/'19;1279;1025;80
2046;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2019/'20;1329;1299;98
2047;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Vier grootste gemeenten (G4);2020/'21;1365;1138;83
2048;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Amsterdam;2005/'06;351;300;85
2049;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Amsterdam;2006/'07;386;302;78
2050;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Amsterdam;2007/'08;358;305;85
2051;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Amsterdam;2008/'09;402;332;83
2052;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Amsterdam;2009/'10;383;313;82
2053;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Amsterdam;2010/'11;388;301;78
2054;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Amsterdam;2011/'12;438;320;73
2055;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Amsterdam;2012/'13;404;332;82
2056;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Amsterdam;2013/'14;409;313;77
2057;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Amsterdam;2014/'15;437;349;80
2058;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Amsterdam;2015/'16;456;369;81
2059;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Amsterdam;2016/'17;521;420;81
2060;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Amsterdam;2017/'18;537;434;81
2061;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Amsterdam;2018/'19;533;432;81
2062;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Amsterdam;2019/'20;561;549;98
2063;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Amsterdam;2020/'21;547;441;81
2064;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;'s-Gravenhage;2005/'06;188;155;82
2065;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;'s-Gravenhage;2006/'07;176;142;81
2066;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;'s-Gravenhage;2007/'08;191;148;77
2067;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;'s-Gravenhage;2008/'09;240;200;83
2068;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;'s-Gravenhage;2009/'10;193;149;77
2069;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;'s-Gravenhage;2010/'11;182;143;79
2070;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;'s-Gravenhage;2011/'12;179;132;74
2071;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;'s-Gravenhage;2012/'13;177;149;84
2072;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;'s-Gravenhage;2013/'14;203;153;75
2073;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;'s-Gravenhage;2014/'15;210;175;83
2074;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;'s-Gravenhage;2015/'16;226;191;85
2075;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;'s-Gravenhage;2016/'17;238;201;84
2076;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;'s-Gravenhage;2017/'18;246;211;86
2077;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;'s-Gravenhage;2018/'19;296;246;83
2078;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;'s-Gravenhage;2019/'20;306;299;98
2079;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;'s-Gravenhage;2020/'21;287;238;83
2080;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Rotterdam;2005/'06;284;218;77
2081;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Rotterdam;2006/'07;314;250;80
2082;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Rotterdam;2007/'08;375;277;74
2083;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Rotterdam;2008/'09;371;253;68
2084;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Rotterdam;2009/'10;281;198;70
2085;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Rotterdam;2010/'11;276;211;76
2086;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Rotterdam;2011/'12;310;221;71
2087;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Rotterdam;2012/'13;285;224;79
2088;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Rotterdam;2013/'14;283;211;75
2089;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Rotterdam;2014/'15;257;216;84
2090;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Rotterdam;2015/'16;261;213;82
2091;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Rotterdam;2016/'17;303;242;80
2092;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Rotterdam;2017/'18;291;220;76
2093;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Rotterdam;2018/'19;347;260;75
2094;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Rotterdam;2019/'20;329;322;98
2095;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Rotterdam;2020/'21;388;336;87
2096;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Utrecht;2005/'06;62;55;89
2097;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Utrecht;2006/'07;61;46;75
2098;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Utrecht;2007/'08;72;58;81
2099;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Utrecht;2008/'09;65;57;88
2100;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Utrecht;2009/'10;80;56;70
2101;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Utrecht;2010/'11;83;65;78
2102;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Utrecht;2011/'12;114;85;75
2103;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Utrecht;2012/'13;97;74;76
2104;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Utrecht;2013/'14;95;71;75
2105;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Utrecht;2014/'15;78;68;87
2106;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Utrecht;2015/'16;110;97;88
2107;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Utrecht;2016/'17;97;84;87
2108;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Utrecht;2017/'18;89;73;82
2109;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Utrecht;2018/'19;103;87;84
2110;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Utrecht;2019/'20;133;129;97
2111;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Utrecht;2020/'21;143;123;86
2112;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2005/'06;633;514;81
2113;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2006/'07;728;599;82
2114;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2007/'08;822;657;80
2115;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2008/'09;842;678;81
2116;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2009/'10;746;561;75
2117;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2010/'11;805;614;76
2118;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2011/'12;841;613;73
2119;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2012/'13;849;700;82
2120;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2013/'14;862;676;78
2121;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2014/'15;1004;814;81
2122;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2015/'16;981;771;79
2123;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2016/'17;1128;899;80
2124;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2017/'18;1067;870;82
2125;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2018/'19;1209;967;80
2126;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2019/'20;1286;1259;98
2127;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten >=100 000 inwoners (excl. G4);2020/'21;1383;1187;86
2128;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten < 100 000 inwoners;2005/'06;1129;969;86
2129;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten < 100 000 inwoners;2006/'07;1235;1049;85
2130;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten < 100 000 inwoners;2007/'08;1318;1107;84
2131;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten < 100 000 inwoners;2008/'09;1406;1135;81
2132;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten < 100 000 inwoners;2009/'10;1289;1012;79
2133;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten < 100 000 inwoners;2010/'11;1394;1098;79
2134;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten < 100 000 inwoners;2011/'12;1476;1073;73
2135;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten < 100 000 inwoners;2012/'13;1366;1135;83
2136;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten < 100 000 inwoners;2013/'14;1434;1139;79
2137;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten < 100 000 inwoners;2014/'15;1296;1095;84
2138;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten < 100 000 inwoners;2015/'16;1280;1049;82
2139;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten < 100 000 inwoners;2016/'17;1358;1073;79
2140;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten < 100 000 inwoners;2017/'18;1532;1244;81
2141;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten < 100 000 inwoners;2018/'19;1537;1250;81
2142;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten < 100 000 inwoners;2019/'20;1602;1565;98
2143;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Gemeenten < 100 000 inwoners;2020/'21;1579;1363;86
2144;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Niet in te delen (GM);2005/'06;0;0;0
2145;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Niet in te delen (GM);2006/'07;0;0;0
2146;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Niet in te delen (GM);2007/'08;0;0;0
2147;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Niet in te delen (GM);2008/'09;0;0;0
2148;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Niet in te delen (GM);2009/'10;0;0;0
2149;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Niet in te delen (GM);2010/'11;0;0;0
2150;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Niet in te delen (GM);2011/'12;0;0;0
2151;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Niet in te delen (GM);2012/'13;0;0;0
2152;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Niet in te delen (GM);2013/'14;0;0;0
2153;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Niet in te delen (GM);2014/'15;0;0;0
2154;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Niet in te delen (GM);2015/'16;0;0;0
2155;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Niet in te delen (GM);2016/'17;0;0;0
2156;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Niet in te delen (GM);2017/'18;0;0;0
2157;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Niet in te delen (GM);2018/'19;0;0;0
2158;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Niet in te delen (GM);2019/'20;0;0;0
2159;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Niet in te delen (GM);2020/'21;0;0;0
2160;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Noord-Nederland (LD);2005/'06;130;114;88
2161;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Noord-Nederland (LD);2006/'07;131;108;82
2162;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Noord-Nederland (LD);2007/'08;138;119;86
2163;Totaal mannen en vrouwen;Vwo;Niet-westerse migratieachtergrond;Schoolregio;Noord-Nederland (LD);2008/'09;171;138;81
