ID;Geslacht;Leeftijd;LeefsituatieInHetOuderlijkGezin;Geboortegeneratie;HeeftOoitSamengewoond_1;HeeftOoitOngehuwdSamengewoond_2;IsOoitGehuwd_3;HeeftOoitKinderenGekregen_4;IsOoitUitElkaarGegaan_5
235;Mannen;Tot leeftijd 45 jaar;Religie vader: protestant, freq kerkb...;1960 tot 1970;;;;;
236;Mannen;Tot leeftijd 45 jaar;Religie vader: protestant, freq kerkb...;1970 tot 1980;;;;;
237;Mannen;Tot leeftijd 45 jaar;Religie vader: prot, minder freq kerk...;1950 tot 1960;92.0;51.0;87.0;82.0;21.0
238;Mannen;Tot leeftijd 45 jaar;Religie vader: prot, minder freq kerk...;1960 tot 1970;;;;;
239;Mannen;Tot leeftijd 45 jaar;Religie vader: prot, minder freq kerk...;1970 tot 1980;;;;;
240;Mannen;Tot leeftijd 45 jaar;Onderwijsniveau vader: lager onderwijs;1950 tot 1960;93.0;37.0;87.0;81.0;21.0
241;Mannen;Tot leeftijd 45 jaar;Onderwijsniveau vader: lager onderwijs;1960 tot 1970;;;;;
242;Mannen;Tot leeftijd 45 jaar;Onderwijsniveau vader: lager onderwijs;1970 tot 1980;;;;;
243;Mannen;Tot leeftijd 45 jaar;Onderwijsniveau vader: middelbaar;1950 tot 1960;93.0;59.0;79.0;74.0;21.0
244;Mannen;Tot leeftijd 45 jaar;Onderwijsniveau vader: middelbaar;1960 tot 1970;;;;;
245;Mannen;Tot leeftijd 45 jaar;Onderwijsniveau vader: middelbaar;1970 tot 1980;;;;;
246;Mannen;Tot leeftijd 45 jaar;Onderwijsniveau vader: hoog;1950 tot 1960;96.0;53.0;81.0;75.0;36.0
247;Mannen;Tot leeftijd 45 jaar;Onderwijsniveau vader: hoog;1960 tot 1970;;;;;
248;Mannen;Tot leeftijd 45 jaar;Onderwijsniveau vader: hoog;1970 tot 1980;;;;;
249;Mannen;Tot leeftijd 45 jaar;Gezin: eenouder;1950 tot 1960;82.0;48.0;75.0;69.0;23.0
250;Mannen;Tot leeftijd 45 jaar;Gezin: eenouder;1960 tot 1970;;;;;
251;Mannen;Tot leeftijd 45 jaar;Gezin: eenouder;1970 tot 1980;;;;;
252;Mannen;Tot leeftijd 45 jaar;6;1950 tot 1960;96.0;45.0;86.0;81.0;24.0
253;Mannen;Tot leeftijd 45 jaar;6;1960 tot 1970;;;;;
254;Mannen;Tot leeftijd 45 jaar;6;1970 tot 1980;;;;;
255;Mannen;Tot leeftijd 45 jaar;7;1950 tot 1960;98.0;52.0;90.0;82.0;24.0
256;Mannen;Tot leeftijd 45 jaar;7;1960 tot 1970;;;;;
257;Mannen;Tot leeftijd 45 jaar;7;1970 tot 1980;;;;;
258;Mannen;Tot leeftijd 45 jaar;8;1950 tot 1960;96.0;46.0;87.0;81.0;23.0
259;Mannen;Tot leeftijd 45 jaar;8;1960 tot 1970;;;;;
260;Mannen;Tot leeftijd 45 jaar;8;1970 tot 1980;;;;;
261;Mannen;Tot leeftijd 45 jaar;9;1950 tot 1960;94.0;42.0;84.0;80.0;24.0
262;Mannen;Tot leeftijd 45 jaar;9;1960 tot 1970;;;;;
263;Mannen;Tot leeftijd 45 jaar;9;1970 tot 1980;;;;;
264;Mannen;Tot leeftijd 45 jaar;Contact tussen ouders: goed;1950 tot 1960;95.0;43.0;87.0;81.0;21.0
265;Mannen;Tot leeftijd 45 jaar;Contact tussen ouders: goed;1960 tot 1970;;;;;
266;Mannen;Tot leeftijd 45 jaar;Contact tussen ouders: goed;1970 tot 1980;;;;;
267;Mannen;Tot leeftijd 45 jaar;Contact tussen ouders: redelijk / slecht;1950 tot 1960;97.0;53.0;85.0;81.0;31.0
268;Mannen;Tot leeftijd 45 jaar;Contact tussen ouders: redelijk / slecht;1960 tot 1970;;;;;
269;Mannen;Tot leeftijd 45 jaar;Contact tussen ouders: redelijk / slecht;1970 tot 1980;;;;;
270;Vrouwen;Tot leeftijd 25 jaar;1;1950 tot 1960;80.0;25.0;68.0;33.0;4.0
271;Vrouwen;Tot leeftijd 25 jaar;1;1960 tot 1970;68.0;42.0;41.0;15.0;8.0
272;Vrouwen;Tot leeftijd 25 jaar;1;1970 tot 1980;65.0;54.0;19.0;13.0;13.0
273;Vrouwen;Tot leeftijd 25 jaar;2;1950 tot 1960;78.0;32.0;59.0;34.0;9.0
274;Vrouwen;Tot leeftijd 25 jaar;2;1960 tot 1970;68.0;47.0;34.0;20.0;9.0
275;Vrouwen;Tot leeftijd 25 jaar;2;1970 tot 1980;64.0;53.0;22.0;12.0;14.0
276;Vrouwen;Tot leeftijd 25 jaar;3;1950 tot 1960;72.0;29.0;60.0;31.0;6.0
277;Vrouwen;Tot leeftijd 25 jaar;3;1960 tot 1970;73.0;58.0;34.0;19.0;15.0
278;Vrouwen;Tot leeftijd 25 jaar;3;1970 tot 1980;61.0;48.0;25.0;18.0;13.0
279;Vrouwen;Tot leeftijd 25 jaar;5;1950 tot 1960;81.0;41.0;56.0;34.0;8.0
280;Vrouwen;Tot leeftijd 25 jaar;5;1960 tot 1970;66.0;57.0;27.0;15.0;16.0
281;Vrouwen;Tot leeftijd 25 jaar;5;1970 tot 1980;65.0;61.0;15.0;11.0;17.0
282;Vrouwen;Tot leeftijd 25 jaar;Religie vader: RK, frequent kerkbezoek;1950 tot 1960;74.0;23.0;61.0;26.0;2.0
283;Vrouwen;Tot leeftijd 25 jaar;Religie vader: RK, frequent kerkbezoek;1960 tot 1970;66.0;42.0;39.0;7.0;6.0
284;Vrouwen;Tot leeftijd 25 jaar;Religie vader: RK, frequent kerkbezoek;1970 tot 1980;60.0;52.0;19.0;7.0;10.0
285;Vrouwen;Tot leeftijd 25 jaar;Religie vader: RK, minder freq kerkbe...;1950 tot 1960;80.0;30.0;64.0;38.0;9.0
286;Vrouwen;Tot leeftijd 25 jaar;Religie vader: RK, minder freq kerkbe...;1960 tot 1970;71.0;58.0;33.0;17.0;10.0
287;Vrouwen;Tot leeftijd 25 jaar;Religie vader: RK, minder freq kerkbe...;1970 tot 1980;67.0;64.0;14.0;9.0;15.0
288;Vrouwen;Tot leeftijd 25 jaar;Religie vader: protestant, freq kerkb...;1950 tot 1960;79.0;16.0;72.0;35.0;2.0
289;Vrouwen;Tot leeftijd 25 jaar;Religie vader: protestant, freq kerkb...;1960 tot 1970;71.0;35.0;46.0;23.0;7.0
290;Vrouwen;Tot leeftijd 25 jaar;Religie vader: protestant, freq kerkb...;1970 tot 1980;63.0;44.0;26.0;10.0;7.0
291;Vrouwen;Tot leeftijd 25 jaar;Religie vader: prot, minder freq kerk...;1950 tot 1960;84.0;34.0;71.0;35.0;5.0
292;Vrouwen;Tot leeftijd 25 jaar;Religie vader: prot, minder freq kerk...;1960 tot 1970;75.0;54.0;39.0;17.0;10.0
293;Vrouwen;Tot leeftijd 25 jaar;Religie vader: prot, minder freq kerk...;1970 tot 1980;61.0;54.0;16.0;8.0;12.0
294;Vrouwen;Tot leeftijd 25 jaar;Onderwijsniveau vader: lager onderwijs;1950 tot 1960;81.0;22.0;71.0;37.0;4.0
295;Vrouwen;Tot leeftijd 25 jaar;Onderwijsniveau vader: lager onderwijs;1960 tot 1970;72.0;47.0;41.0;18.0;11.0
296;Vrouwen;Tot leeftijd 25 jaar;Onderwijsniveau vader: lager onderwijs;1970 tot 1980;69.0;52.0;27.0;17.0;13.0
297;Vrouwen;Tot leeftijd 25 jaar;Onderwijsniveau vader: middelbaar;1950 tot 1960;77.0;35.0;60.0;27.0;8.0
298;Vrouwen;Tot leeftijd 25 jaar;Onderwijsniveau vader: middelbaar;1960 tot 1970;68.0;45.0;37.0;16.0;7.0
299;Vrouwen;Tot leeftijd 25 jaar;Onderwijsniveau vader: middelbaar;1970 tot 1980;68.0;59.0;19.0;10.0;15.0
300;Vrouwen;Tot leeftijd 25 jaar;Onderwijsniveau vader: hoog;1950 tot 1960;66.0;38.0;41.0;15.0;7.0
301;Vrouwen;Tot leeftijd 25 jaar;Onderwijsniveau vader: hoog;1960 tot 1970;64.0;52.0;26.0;8.0;12.0
302;Vrouwen;Tot leeftijd 25 jaar;Onderwijsniveau vader: hoog;1970 tot 1980;55.0;50.0;13.0;5.0;12.0
303;Vrouwen;Tot leeftijd 25 jaar;Gezin: eenouder;1950 tot 1960;71.0;25.0;58.0;33.0;8.0
304;Vrouwen;Tot leeftijd 25 jaar;Gezin: eenouder;1960 tot 1970;69.0;52.0;34.0;19.0;16.0
305;Vrouwen;Tot leeftijd 25 jaar;Gezin: eenouder;1970 tot 1980;63.0;53.0;24.0;21.0;23.0
306;Vrouwen;Tot leeftijd 25 jaar;6;1950 tot 1960;79.0;27.0;65.0;32.0;5.0
307;Vrouwen;Tot leeftijd 25 jaar;6;1960 tot 1970;69.0;46.0;40.0;16.0;8.0
308;Vrouwen;Tot leeftijd 25 jaar;6;1970 tot 1980;65.0;53.0;21.0;12.0;11.0
309;Vrouwen;Tot leeftijd 25 jaar;7;1950 tot 1960;81.0;30.0;67.0;29.0;6.0
310;Vrouwen;Tot leeftijd 25 jaar;7;1960 tot 1970;69.0;55.0;32.0;9.0;12.0
311;Vrouwen;Tot leeftijd 25 jaar;7;1970 tot 1980;68.0;63.0;16.0;7.0;12.0
312;Vrouwen;Tot leeftijd 25 jaar;8;1950 tot 1960;78.0;29.0;65.0;33.0;5.0
313;Vrouwen;Tot leeftijd 25 jaar;8;1960 tot 1970;69.0;44.0;41.0;18.0;7.0
314;Vrouwen;Tot leeftijd 25 jaar;8;1970 tot 1980;59.0;47.0;20.0;10.0;8.0
315;Vrouwen;Tot leeftijd 25 jaar;9;1950 tot 1960;79.0;24.0;66.0;33.0;4.0
316;Vrouwen;Tot leeftijd 25 jaar;9;1960 tot 1970;70.0;37.0;46.0;22.0;5.0
317;Vrouwen;Tot leeftijd 25 jaar;9;1970 tot 1980;76.0;31.0;47.0;39.0;13.0
318;Vrouwen;Tot leeftijd 25 jaar;Contact tussen ouders: goed;1950 tot 1960;78.0;25.0;65.0;33.0;4.0
319;Vrouwen;Tot leeftijd 25 jaar;Contact tussen ouders: goed;1960 tot 1970;68.0;43.0;39.0;17.0;7.0
320;Vrouwen;Tot leeftijd 25 jaar;Contact tussen ouders: goed;1970 tot 1980;64.0;51.0;21.0;11.0;10.0
321;Vrouwen;Tot leeftijd 25 jaar;Contact tussen ouders: redelijk / slecht;1950 tot 1960;82.0;34.0;65.0;31.0;6.0
322;Vrouwen;Tot leeftijd 25 jaar;Contact tussen ouders: redelijk / slecht;1960 tot 1970;73.0;53.0;40.0;16.0;11.0
323;Vrouwen;Tot leeftijd 25 jaar;Contact tussen ouders: redelijk / slecht;1970 tot 1980;69.0;59.0;19.0;14.0;12.0
324;Vrouwen;Tot leeftijd 30 jaar;1;1950 tot 1960;93.0;32.0;83.0;68.0;10.0
325;Vrouwen;Tot leeftijd 30 jaar;1;1960 tot 1970;89.0;57.0;66.0;49.0;15.0
326;Vrouwen;Tot leeftijd 30 jaar;1;1970 tot 1980;85.0;70.0;43.0;43.0;24.0
327;Vrouwen;Tot leeftijd 30 jaar;2;1950 tot 1960;87.0;37.0;74.0;64.0;17.0
328;Vrouwen;Tot leeftijd 30 jaar;2;1960 tot 1970;89.0;65.0;61.0;49.0;18.0
329;Vrouwen;Tot leeftijd 30 jaar;2;1970 tot 1980;84.0;71.0;46.0;42.0;27.0
330;Vrouwen;Tot leeftijd 30 jaar;3;1950 tot 1960;83.0;35.0;73.0;57.0;17.0
331;Vrouwen;Tot leeftijd 30 jaar;3;1960 tot 1970;88.0;71.0;57.0;49.0;26.0
332;Vrouwen;Tot leeftijd 30 jaar;3;1970 tot 1980;84.0;63.0;47.0;46.0;26.0
333;Vrouwen;Tot leeftijd 30 jaar;5;1950 tot 1960;93.0;50.0;75.0;61.0;22.0
334;Vrouwen;Tot leeftijd 30 jaar;5;1960 tot 1970;89.0;77.0;52.0;42.0;25.0
335;Vrouwen;Tot leeftijd 30 jaar;5;1970 tot 1980;83.0;79.0;39.0;38.0;27.0
336;Vrouwen;Tot leeftijd 30 jaar;Religie vader: RK, frequent kerkbezoek;1950 tot 1960;87.0;30.0;78.0;58.0;9.0
337;Vrouwen;Tot leeftijd 30 jaar;Religie vader: RK, frequent kerkbezoek;1960 tot 1970;91.0;60.0;67.0;43.0;14.0
338;Vrouwen;Tot leeftijd 30 jaar;Religie vader: RK, frequent kerkbezoek;1970 tot 1980;79.0;67.0;47.0;40.0;21.0
339;Vrouwen;Tot leeftijd 30 jaar;Religie vader: RK, minder freq kerkbe...;1950 tot 1960;88.0;36.0;72.0;67.0;22.0
340;Vrouwen;Tot leeftijd 30 jaar;Religie vader: RK, minder freq kerkbe...;1960 tot 1970;88.0;71.0;66.0;49.0;18.0
341;Vrouwen;Tot leeftijd 30 jaar;Religie vader: RK, minder freq kerkbe...;1970 tot 1980;91.0;86.0;40.0;45.0;29.0
342;Vrouwen;Tot leeftijd 30 jaar;Religie vader: protestant, freq kerkb...;1950 tot 1960;93.0;24.0;86.0;70.0;4.0
343;Vrouwen;Tot leeftijd 30 jaar;Religie vader: protestant, freq kerkb...;1960 tot 1970;88.0;47.0;71.0;60.0;13.0
344;Vrouwen;Tot leeftijd 30 jaar;Religie vader: protestant, freq kerkb...;1970 tot 1980;87.0;60.0;56.0;43.0;16.0
345;Vrouwen;Tot leeftijd 30 jaar;Religie vader: prot, minder freq kerk...;1950 tot 1960;92.0;38.0;83.0;68.0;9.0
346;Vrouwen;Tot leeftijd 30 jaar;Religie vader: prot, minder freq kerk...;1960 tot 1970;87.0;66.0;60.0;48.0;16.0
347;Vrouwen;Tot leeftijd 30 jaar;Religie vader: prot, minder freq kerk...;1970 tot 1980;80.0;72.0;40.0;35.0;24.0
348;Vrouwen;Tot leeftijd 30 jaar;Onderwijsniveau vader: lager onderwijs;1950 tot 1960;91.0;27.0;82.0;69.0;11.0
349;Vrouwen;Tot leeftijd 30 jaar;Onderwijsniveau vader: lager onderwijs;1960 tot 1970;91.0;60.0;68.0;49.0;19.0
350;Vrouwen;Tot leeftijd 30 jaar;Onderwijsniveau vader: lager onderwijs;1970 tot 1980;87.0;65.0;53.0;51.0;24.0
351;Vrouwen;Tot leeftijd 30 jaar;Onderwijsniveau vader: middelbaar;1950 tot 1960;91.0;42.0;81.0;60.0;15.0
352;Vrouwen;Tot leeftijd 30 jaar;Onderwijsniveau vader: middelbaar;1960 tot 1970;87.0;63.0;61.0;50.0;15.0
353;Vrouwen;Tot leeftijd 30 jaar;Onderwijsniveau vader: middelbaar;1970 tot 1980;86.0;74.0;43.0;41.0;30.0
354;Vrouwen;Tot leeftijd 30 jaar;Onderwijsniveau vader: hoog;1950 tot 1960;85.0;53.0;65.0;46.0;14.0
355;Vrouwen;Tot leeftijd 30 jaar;Onderwijsniveau vader: hoog;1960 tot 1970;87.0;73.0;51.0;41.0;22.0
356;Vrouwen;Tot leeftijd 30 jaar;Onderwijsniveau vader: hoog;1970 tot 1980;82.0;76.0;34.0;32.0;22.0
357;Vrouwen;Tot leeftijd 30 jaar;Gezin: eenouder;1950 tot 1960;83.0;33.0;75.0;58.0;17.0
358;Vrouwen;Tot leeftijd 30 jaar;Gezin: eenouder;1960 tot 1970;84.0;64.0;58.0;46.0;24.0
359;Vrouwen;Tot leeftijd 30 jaar;Gezin: eenouder;1970 tot 1980;81.0;70.0;42.0;47.0;33.0
360;Vrouwen;Tot leeftijd 30 jaar;6;1950 tot 1960;91.0;34.0;80.0;65.0;12.0
361;Vrouwen;Tot leeftijd 30 jaar;6;1960 tot 1970;91.0;62.0;65.0;50.0;17.0
362;Vrouwen;Tot leeftijd 30 jaar;6;1970 tot 1980;86.0;70.0;46.0;43.0;23.0
363;Vrouwen;Tot leeftijd 30 jaar;7;1950 tot 1960;91.0;36.0;81.0;64.0;15.0
364;Vrouwen;Tot leeftijd 30 jaar;7;1960 tot 1970;90.0;71.0;66.0;43.0;22.0
365;Vrouwen;Tot leeftijd 30 jaar;7;1970 tot 1980;87.0;80.0;42.0;39.0;25.0
366;Vrouwen;Tot leeftijd 30 jaar;8;1950 tot 1960;91.0;37.0;79.0;64.0;11.0
367;Vrouwen;Tot leeftijd 30 jaar;8;1960 tot 1970;91.0;63.0;61.0;49.0;15.0
368;Vrouwen;Tot leeftijd 30 jaar;8;1970 tot 1980;83.0;67.0;45.0;40.0;20.0
369;Vrouwen;Tot leeftijd 30 jaar;9;1950 tot 1960;90.0;30.0;80.0;67.0;11.0
370;Vrouwen;Tot leeftijd 30 jaar;9;1960 tot 1970;91.0;49.0;71.0;59.0;15.0
371;Vrouwen;Tot leeftijd 30 jaar;9;1970 tot 1980;94.0;38.0;68.0;75.0;21.0
372;Vrouwen;Tot leeftijd 30 jaar;Contact tussen ouders: goed;1950 tot 1960;89.0;32.0;79.0;65.0;11.0
373;Vrouwen;Tot leeftijd 30 jaar;Contact tussen ouders: goed;1960 tot 1970;91.0;60.0;67.0;50.0;15.0
374;Vrouwen;Tot leeftijd 30 jaar;Contact tussen ouders: goed;1970 tot 1980;86.0;68.0;48.0;43.0;21.0
375;Vrouwen;Tot leeftijd 30 jaar;Contact tussen ouders: redelijk / slecht;1950 tot 1960;95.0;39.0;82.0;66.0;14.0
376;Vrouwen;Tot leeftijd 30 jaar;Contact tussen ouders: redelijk / slecht;1960 tot 1970;90.0;68.0;61.0;50.0;23.0
377;Vrouwen;Tot leeftijd 30 jaar;Contact tussen ouders: redelijk / slecht;1970 tot 1980;86.0;75.0;43.0;43.0;27.0
378;Vrouwen;Tot leeftijd 35 jaar;1;1950 tot 1960;96.0;34.0;89.0;83.0;14.0
379;Vrouwen;Tot leeftijd 35 jaar;1;1960 tot 1970;94.0;61.0;76.0;76.0;23.0
380;Vrouwen;Tot leeftijd 35 jaar;1;1970 tot 1980;;;;;
381;Vrouwen;Tot leeftijd 35 jaar;2;1950 tot 1960;89.0;38.0;80.0;81.0;21.0
382;Vrouwen;Tot leeftijd 35 jaar;2;1960 tot 1970;92.0;68.0;73.0;71.0;29.0
383;Vrouwen;Tot leeftijd 35 jaar;2;1970 tot 1980;;;;;
384;Vrouwen;Tot leeftijd 35 jaar;3;1950 tot 1960;87.0;37.0;81.0;69.0;23.0
385;Vrouwen;Tot leeftijd 35 jaar;3;1960 tot 1970;91.0;73.0;67.0;74.0;33.0
386;Vrouwen;Tot leeftijd 35 jaar;3;1970 tot 1980;;;;;
387;Vrouwen;Tot leeftijd 35 jaar;5;1950 tot 1960;94.0;50.0;84.0;77.0;29.0
388;Vrouwen;Tot leeftijd 35 jaar;5;1960 tot 1970;94.0;81.0;65.0;69.0;34.0
389;Vrouwen;Tot leeftijd 35 jaar;5;1970 tot 1980;;;;;
390;Vrouwen;Tot leeftijd 35 jaar;Religie vader: RK, frequent kerkbezoek;1950 tot 1960;92.0;33.0;86.0;77.0;13.0
391;Vrouwen;Tot leeftijd 35 jaar;Religie vader: RK, frequent kerkbezoek;1960 tot 1970;96.0;64.0;78.0;74.0;20.0
392;Vrouwen;Tot leeftijd 35 jaar;Religie vader: RK, frequent kerkbezoek;1970 tot 1980;;;;;
393;Vrouwen;Tot leeftijd 35 jaar;Religie vader: RK, minder freq kerkbe...;1950 tot 1960;90.0;38.0;75.0;74.0;26.0
394;Vrouwen;Tot leeftijd 35 jaar;Religie vader: RK, minder freq kerkbe...;1960 tot 1970;92.0;74.0;73.0;80.0;28.0
395;Vrouwen;Tot leeftijd 35 jaar;Religie vader: RK, minder freq kerkbe...;1970 tot 1980;;;;;
396;Vrouwen;Tot leeftijd 35 jaar;Religie vader: protestant, freq kerkb...;1950 tot 1960;96.0;26.0;93.0;84.0;7.0
397;Vrouwen;Tot leeftijd 35 jaar;Religie vader: protestant, freq kerkb...;1960 tot 1970;93.0;49.0;81.0;80.0;21.0
398;Vrouwen;Tot leeftijd 35 jaar;Religie vader: protestant, freq kerkb...;1970 tot 1980;;;;;
399;Vrouwen;Tot leeftijd 35 jaar;Religie vader: prot, minder freq kerk...;1950 tot 1960;93.0;38.0;85.0;80.0;18.0
400;Vrouwen;Tot leeftijd 35 jaar;Religie vader: prot, minder freq kerk...;1960 tot 1970;93.0;71.0;73.0;69.0;24.0
401;Vrouwen;Tot leeftijd 35 jaar;Religie vader: prot, minder freq kerk...;1970 tot 1980;;;;;
402;Vrouwen;Tot leeftijd 35 jaar;Onderwijsniveau vader: lager onderwijs;1950 tot 1960;92.0;28.0;87.0;80.0;15.0
403;Vrouwen;Tot leeftijd 35 jaar;Onderwijsniveau vader: lager onderwijs;1960 tot 1970;95.0;63.0;78.0;77.0;26.0
404;Vrouwen;Tot leeftijd 35 jaar;Onderwijsniveau vader: lager onderwijs;1970 tot 1980;;;;;
405;Vrouwen;Tot leeftijd 35 jaar;Onderwijsniveau vader: middelbaar;1950 tot 1960;97.0;44.0;89.0;78.0;22.0
406;Vrouwen;Tot leeftijd 35 jaar;Onderwijsniveau vader: middelbaar;1960 tot 1970;92.0;67.0;73.0;72.0;23.0
407;Vrouwen;Tot leeftijd 35 jaar;Onderwijsniveau vader: middelbaar;1970 tot 1980;;;;;
408;Vrouwen;Tot leeftijd 35 jaar;Onderwijsniveau vader: hoog;1950 tot 1960;89.0;56.0;77.0;69.0;19.0
409;Vrouwen;Tot leeftijd 35 jaar;Onderwijsniveau vader: hoog;1960 tot 1970;94.0;79.0;65.0;70.0;33.0
410;Vrouwen;Tot leeftijd 35 jaar;Onderwijsniveau vader: hoog;1970 tot 1980;;;;;
411;Vrouwen;Tot leeftijd 35 jaar;Gezin: eenouder;1950 tot 1960;86.0;34.0;81.0;72.0;22.0
412;Vrouwen;Tot leeftijd 35 jaar;Gezin: eenouder;1960 tot 1970;89.0;67.0;68.0;70.0;33.0
413;Vrouwen;Tot leeftijd 35 jaar;Gezin: eenouder;1970 tot 1980;;;;;
414;Vrouwen;Tot leeftijd 35 jaar;6;1950 tot 1960;94.0;36.0;86.0;80.0;17.0
415;Vrouwen;Tot leeftijd 35 jaar;6;1960 tot 1970;95.0;66.0;76.0;76.0;25.0
416;Vrouwen;Tot leeftijd 35 jaar;6;1970 tot 1980;;;;;
417;Vrouwen;Tot leeftijd 35 jaar;7;1950 tot 1960;93.0;36.0;85.0;72.0;26.0
418;Vrouwen;Tot leeftijd 35 jaar;7;1960 tot 1970;96.0;76.0;75.0;73.0;30.0
419;Vrouwen;Tot leeftijd 35 jaar;7;1970 tot 1980;;;;;
420;Vrouwen;Tot leeftijd 35 jaar;8;1950 tot 1960;93.0;38.0;87.0;80.0;14.0
421;Vrouwen;Tot leeftijd 35 jaar;8;1960 tot 1970;95.0;66.0;73.0;73.0;23.0
422;Vrouwen;Tot leeftijd 35 jaar;8;1970 tot 1980;;;;;
423;Vrouwen;Tot leeftijd 35 jaar;9;1950 tot 1960;94.0;33.0;87.0;84.0;15.0
424;Vrouwen;Tot leeftijd 35 jaar;9;1960 tot 1970;96.0;52.0;80.0;83.0;21.0
425;Vrouwen;Tot leeftijd 35 jaar;9;1970 tot 1980;;;;;
426;Vrouwen;Tot leeftijd 35 jaar;Contact tussen ouders: goed;1950 tot 1960;92.0;33.0;85.0;80.0;14.0
427;Vrouwen;Tot leeftijd 35 jaar;Contact tussen ouders: goed;1960 tot 1970;96.0;63.0;79.0;76.0;22.0
428;Vrouwen;Tot leeftijd 35 jaar;Contact tussen ouders: goed;1970 tot 1980;;;;;
429;Vrouwen;Tot leeftijd 35 jaar;Contact tussen ouders: redelijk / slecht;1950 tot 1960;97.0;41.0;89.0;78.0;23.0
430;Vrouwen;Tot leeftijd 35 jaar;Contact tussen ouders: redelijk / slecht;1960 tot 1970;95.0;72.0;67.0;74.0;33.0
431;Vrouwen;Tot leeftijd 35 jaar;Contact tussen ouders: redelijk / slecht;1970 tot 1980;;;;;
432;Vrouwen;Tot leeftijd 40 jaar;1;1950 tot 1960;97.0;34.0;91.0;86.0;18.0
433;Vrouwen;Tot leeftijd 40 jaar;1;1960 tot 1970;95.0;61.0;80.0;82.0;26.0
434;Vrouwen;Tot leeftijd 40 jaar;1;1970 tot 1980;;;;;
435;Vrouwen;Tot leeftijd 40 jaar;2;1950 tot 1960;90.0;38.0;83.0;85.0;23.0
436;Vrouwen;Tot leeftijd 40 jaar;2;1960 tot 1970;94.0;70.0;75.0;76.0;36.0
437;Vrouwen;Tot leeftijd 40 jaar;2;1970 tot 1980;;;;;
438;Vrouwen;Tot leeftijd 40 jaar;3;1950 tot 1960;90.0;39.0;84.0;75.0;27.0
439;Vrouwen;Tot leeftijd 40 jaar;3;1960 tot 1970;95.0;77.0;70.0;82.0;40.0
440;Vrouwen;Tot leeftijd 40 jaar;3;1970 tot 1980;;;;;
441;Vrouwen;Tot leeftijd 40 jaar;5;1950 tot 1960;95.0;51.0;86.0;84.0;31.0
442;Vrouwen;Tot leeftijd 40 jaar;5;1960 tot 1970;96.0;82.0;70.0;77.0;41.0
443;Vrouwen;Tot leeftijd 40 jaar;5;1970 tot 1980;;;;;
444;Vrouwen;Tot leeftijd 40 jaar;Religie vader: RK, frequent kerkbezoek;1950 tot 1960;94.0;33.0;89.0;81.0;15.0
445;Vrouwen;Tot leeftijd 40 jaar;Religie vader: RK, frequent kerkbezoek;1960 tot 1970;97.0;66.0;82.0;84.0;24.0
446;Vrouwen;Tot leeftijd 40 jaar;Religie vader: RK, frequent kerkbezoek;1970 tot 1980;;;;;
447;Vrouwen;Tot leeftijd 40 jaar;Religie vader: RK, minder freq kerkbe...;1950 tot 1960;92.0;39.0;77.0;80.0;30.0
448;Vrouwen;Tot leeftijd 40 jaar;Religie vader: RK, minder freq kerkbe...;1960 tot 1970;94.0;76.0;77.0;84.0;35.0
449;Vrouwen;Tot leeftijd 40 jaar;Religie vader: RK, minder freq kerkbe...;1970 tot 1980;;;;;
450;Vrouwen;Tot leeftijd 40 jaar;Religie vader: protestant, freq kerkb...;1950 tot 1960;96.0;26.0;94.0;88.0;11.0
451;Vrouwen;Tot leeftijd 40 jaar;Religie vader: protestant, freq kerkb...;1960 tot 1970;94.0;50.0;83.0;85.0;23.0
452;Vrouwen;Tot leeftijd 40 jaar;Religie vader: protestant, freq kerkb...;1970 tot 1980;;;;;
453;Vrouwen;Tot leeftijd 40 jaar;Religie vader: prot, minder freq kerk...;1950 tot 1960;94.0;40.0;90.0;83.0;22.0
454;Vrouwen;Tot leeftijd 40 jaar;Religie vader: prot, minder freq kerk...;1960 tot 1970;94.0;72.0;77.0;74.0;27.0
455;Vrouwen;Tot leeftijd 40 jaar;Religie vader: prot, minder freq kerk...;1970 tot 1980;;;;;
456;Vrouwen;Tot leeftijd 40 jaar;Onderwijsniveau vader: lager onderwijs;1950 tot 1960;94.0;29.0;89.0;84.0;18.0
457;Vrouwen;Tot leeftijd 40 jaar;Onderwijsniveau vader: lager onderwijs;1960 tot 1970;96.0;63.0;81.0;82.0;31.0
458;Vrouwen;Tot leeftijd 40 jaar;Onderwijsniveau vader: lager onderwijs;1970 tot 1980;;;;;
459;Vrouwen;Tot leeftijd 40 jaar;Onderwijsniveau vader: middelbaar;1950 tot 1960;97.0;44.0;93.0;83.0;25.0
460;Vrouwen;Tot leeftijd 40 jaar;Onderwijsniveau vader: middelbaar;1960 tot 1970;94.0;69.0;75.0;78.0;28.0
461;Vrouwen;Tot leeftijd 40 jaar;Onderwijsniveau vader: middelbaar;1970 tot 1980;;;;;
462;Vrouwen;Tot leeftijd 40 jaar;Onderwijsniveau vader: hoog;1950 tot 1960;93.0;57.0;81.0;75.0;21.0
463;Vrouwen;Tot leeftijd 40 jaar;Onderwijsniveau vader: hoog;1960 tot 1970;95.0;80.0;70.0;83.0;40.0
464;Vrouwen;Tot leeftijd 40 jaar;Onderwijsniveau vader: hoog;1970 tot 1980;;;;;
