ID;Geslacht;Persoonskenmerken;Perioden;PersonenInBezitVanAuto_1;PersonenInBezitVanAuto_2;PersonenInBezitVanMotor_3;PersonenInBezitVanMotor_4
294;Mannen;Leeftijd: 60 tot 65 jaar;2010;405800;76.1;28200;5.3
295;Mannen;Leeftijd: 60 tot 65 jaar;2011;415700;75.7;31300;5.7
296;Mannen;Leeftijd: 60 tot 65 jaar;2012;402700;75.7;32800;6.2
297;Mannen;Leeftijd: 60 tot 65 jaar;2013;393800;75.4;34800;6.7
298;Mannen;Leeftijd: 60 tot 65 jaar;2014;387400;75.0;36800;7.1
299;Mannen;Leeftijd: 60 tot 65 jaar;2015;385500;74.6;39200;7.6
300;Mannen;Leeftijd: 65 tot 70 jaar;2010;293000;77.1;12600;3.3
301;Mannen;Leeftijd: 65 tot 70 jaar;2011;300700;77.6;13900;3.6
302;Mannen;Leeftijd: 65 tot 70 jaar;2012;334800;78.0;16600;3.9
303;Mannen;Leeftijd: 65 tot 70 jaar;2013;360900;78.0;19000;4.1
304;Mannen;Leeftijd: 65 tot 70 jaar;2014;376700;77.9;21100;4.4
305;Mannen;Leeftijd: 65 tot 70 jaar;2015;385900;77.5;22700;4.6
306;Mannen;Leeftijd: 70 tot 75 jaar;2010;218600;75.8;5200;1.8
307;Mannen;Leeftijd: 70 tot 75 jaar;2011;227500;76.1;5900;2.0
308;Mannen;Leeftijd: 70 tot 75 jaar;2012;234800;76.7;6600;2.2
309;Mannen;Leeftijd: 70 tot 75 jaar;2013;243800;77.0;7400;2.3
310;Mannen;Leeftijd: 70 tot 75 jaar;2014;254000;77.5;8300;2.5
311;Mannen;Leeftijd: 70 tot 75 jaar;2015;266500;77.9;9300;2.7
312;Mannen;Leeftijd: 75 tot 80 jaar;2010;152100;72.3;1900;0.9
313;Mannen;Leeftijd: 75 tot 80 jaar;2011;156500;73.1;2100;1.0
314;Mannen;Leeftijd: 75 tot 80 jaar;2012;161800;73.7;2400;1.1
315;Mannen;Leeftijd: 75 tot 80 jaar;2013;166400;74.2;2700;1.2
316;Mannen;Leeftijd: 75 tot 80 jaar;2014;174300;74.8;3100;1.3
317;Mannen;Leeftijd: 75 tot 80 jaar;2015;181800;75.2;3400;1.4
318;Mannen;Leeftijd: 80 tot 85 jaar;2010;81400;64.3;400;0.3
319;Mannen;Leeftijd: 80 tot 85 jaar;2011;86500;65.5;600;0.4
320;Mannen;Leeftijd: 80 tot 85 jaar;2012;91200;66.5;700;0.5
321;Mannen;Leeftijd: 80 tot 85 jaar;2013;96100;67.3;800;0.6
322;Mannen;Leeftijd: 80 tot 85 jaar;2014;99900;68.4;900;0.6
323;Mannen;Leeftijd: 80 tot 85 jaar;2015;104700;69.0;1000;0.7
324;Mannen;Leeftijd: 85 jaar of ouder;2010;33200;46.0;100;0.1
325;Mannen;Leeftijd: 85 jaar of ouder;2011;36200;47.7;100;0.1
326;Mannen;Leeftijd: 85 jaar of ouder;2012;39200;48.7;100;0.2
327;Mannen;Leeftijd: 85 jaar of ouder;2013;42300;50.0;200;0.2
328;Mannen;Leeftijd: 85 jaar of ouder;2014;45300;52.1;200;0.2
329;Mannen;Leeftijd: 85 jaar of ouder;2015;49000;52.7;200;0.2
330;Mannen;Herkomst: autochtoon;2010;3502100;68.7;399000;7.8
331;Mannen;Herkomst: autochtoon;2011;3512900;68.7;403700;7.9
332;Mannen;Herkomst: autochtoon;2012;3528200;68.8;407200;7.9
333;Mannen;Herkomst: autochtoon;2013;3533700;68.6;408300;7.9
334;Mannen;Herkomst: autochtoon;2014;3522500;68.4;407000;7.9
335;Mannen;Herkomst: autochtoon;2015;3525400;68.2;404000;7.8
336;Mannen;Herkomst: westerse allochtoon;2010;336800;56.8;34000;5.7
337;Mannen;Herkomst: westerse allochtoon;2011;336600;56.1;34500;5.8
338;Mannen;Herkomst: westerse allochtoon;2012;340900;55.7;35000;5.7
339;Mannen;Herkomst: westerse allochtoon;2013;343300;55.4;35400;5.7
340;Mannen;Herkomst: westerse allochtoon;2014;343900;54.9;35500;5.7
341;Mannen;Herkomst: westerse allochtoon;2015;347600;54.4;35600;5.6
342;Mannen;Herkomst: niet-westerse allochtoon;2010;288000;45.5;8800;1.4
343;Mannen;Herkomst: niet-westerse allochtoon;2011;294500;45.1;9700;1.5
344;Mannen;Herkomst: niet-westerse allochtoon;2012;302800;45.2;10600;1.6
345;Mannen;Herkomst: niet-westerse allochtoon;2013;305800;44.8;11400;1.7
346;Mannen;Herkomst: niet-westerse allochtoon;2014;306300;44.2;12200;1.8
347;Mannen;Herkomst: niet-westerse allochtoon;2015;313800;44.1;13100;1.8
348;Mannen;Werknemer;2010;2540900;72.6;320200;9.2
349;Mannen;Werknemer;2011;2502300;72.8;319100;9.3
350;Mannen;Werknemer;2012;2507600;73.0;320000;9.3
351;Mannen;Werknemer;2013;2482900;73.2;316900;9.3
352;Mannen;Werknemer;2014;2431500;73.1;311200;9.4
353;Mannen;Werknemer;2015;2419300;73.1;307500;9.3
354;Mannen;Zelfstandige;2010;413500;66.3;65700;10.5
355;Mannen;Zelfstandige;2011;419400;65.6;67200;10.5
356;Mannen;Zelfstandige;2012;428300;65.7;68500;10.5
357;Mannen;Zelfstandige;2013;440400;65.7;69900;10.4
358;Mannen;Zelfstandige;2014;447700;65.4;70600;10.3
359;Mannen;Zelfstandige;2015;434400;65.5;68700;10.4
360;Mannen;Uitkeringsontvanger;2010;216400;44.7;16800;3.5
361;Mannen;Uitkeringsontvanger;2011;231700;44.7;19200;3.7
362;Mannen;Uitkeringsontvanger;2012;226200;43.3;19200;3.7
363;Mannen;Uitkeringsontvanger;2013;232000;42.7;20400;3.8
364;Mannen;Uitkeringsontvanger;2014;250400;43.0;22900;3.9
365;Mannen;Uitkeringsontvanger;2015;258000;42.6;23800;3.9
366;Mannen;Pensioenontvanger;2010;869800;73.5;28000;2.4
367;Mannen;Pensioenontvanger;2011;899400;73.9;30900;2.5
368;Mannen;Pensioenontvanger;2012;923300;74.3;33200;2.7
369;Mannen;Pensioenontvanger;2013;942300;74.4;35200;2.8
370;Mannen;Pensioenontvanger;2014;957500;74.7;36700;2.9
371;Mannen;Pensioenontvanger;2015;975900;74.6;38600;3.0
372;Mannen;Student;2010;54700;13.6;7200;1.8
373;Mannen;Student;2011;60400;14.4;7600;1.8
374;Mannen;Student;2012;57700;13.4;8200;1.9
375;Mannen;Student;2013;54400;12.4;8900;2.0
376;Mannen;Student;2014;52300;11.5;9000;2.0
377;Mannen;Student;2015;56400;12.1;8400;1.8
378;Mannen;Overig niet-actief/zonder inkomen;2010;31400;23.2;3900;2.9
379;Mannen;Overig niet-actief/zonder inkomen;2011;30800;22.4;3900;2.8
380;Mannen;Overig niet-actief/zonder inkomen;2012;28700;21.8;3600;2.8
381;Mannen;Overig niet-actief/zonder inkomen;2013;30800;22.0;3900;2.7
382;Mannen;Overig niet-actief/zonder inkomen;2014;33300;22.9;4200;2.9
383;Mannen;Overig niet-actief/zonder inkomen;2015;42700;25.8;5700;3.5
384;Vrouwen;Totaal;2010;2295800;35.1;62400;1.0
385;Vrouwen;Totaal;2011;2344900;35.7;63200;1.0
386;Vrouwen;Totaal;2012;2391900;36.1;64000;1.0
387;Vrouwen;Totaal;2013;2426000;36.4;64400;1.0
388;Vrouwen;Totaal;2014;2444900;36.6;64100;1.0
389;Vrouwen;Totaal;2015;2480100;36.9;63100;0.9
390;Vrouwen;Leeftijd: 18 tot 25 jaar;2010;117800;16.9;2900;0.4
391;Vrouwen;Leeftijd: 18 tot 25 jaar;2011;120400;17.0;2900;0.4
392;Vrouwen;Leeftijd: 18 tot 25 jaar;2012;118800;16.7;3000;0.4
393;Vrouwen;Leeftijd: 18 tot 25 jaar;2013;114500;16.0;3100;0.4
394;Vrouwen;Leeftijd: 18 tot 25 jaar;2014;107800;15.1;3100;0.4
395;Vrouwen;Leeftijd: 18 tot 25 jaar;2015;106800;14.9;2800;0.4
396;Vrouwen;Leeftijd: 25 tot 35 jaar;2010;415000;41.9;14300;1.4
397;Vrouwen;Leeftijd: 25 tot 35 jaar;2011;415700;41.8;14000;1.4
398;Vrouwen;Leeftijd: 25 tot 35 jaar;2012;419200;41.9;13800;1.4
399;Vrouwen;Leeftijd: 25 tot 35 jaar;2013;420600;41.8;13700;1.4
400;Vrouwen;Leeftijd: 25 tot 35 jaar;2014;417600;41.4;13500;1.3
401;Vrouwen;Leeftijd: 25 tot 35 jaar;2015;420900;41.3;13400;1.3
402;Vrouwen;Leeftijd: 35 tot 45 jaar;2010;556200;45.4;21700;1.8
403;Vrouwen;Leeftijd: 35 tot 45 jaar;2011;548800;45.8;20800;1.7
404;Vrouwen;Leeftijd: 35 tot 45 jaar;2012;541800;46.2;19800;1.7
405;Vrouwen;Leeftijd: 35 tot 45 jaar;2013;530800;46.4;18800;1.6
406;Vrouwen;Leeftijd: 35 tot 45 jaar;2014;516600;46.3;17500;1.6
407;Vrouwen;Leeftijd: 35 tot 45 jaar;2015;501900;46.2;16300;1.5
408;Vrouwen;Leeftijd: 45 tot 55 jaar;2010;535900;44.0;18100;1.5
409;Vrouwen;Leeftijd: 45 tot 55 jaar;2011;553800;45.0;19500;1.6
410;Vrouwen;Leeftijd: 45 tot 55 jaar;2012;569600;45.9;20300;1.6
411;Vrouwen;Leeftijd: 45 tot 55 jaar;2013;582100;46.6;20900;1.7
412;Vrouwen;Leeftijd: 45 tot 55 jaar;2014;590600;47.1;21000;1.7
413;Vrouwen;Leeftijd: 45 tot 55 jaar;2015;601200;47.6;20800;1.6
414;Vrouwen;Leeftijd: 55 tot 65 jaar;2010;368800;34.6;4600;0.4
415;Vrouwen;Leeftijd: 55 tot 65 jaar;2011;386100;35.5;5100;0.5
416;Vrouwen;Leeftijd: 55 tot 65 jaar;2012;394400;36.6;6000;0.6
417;Vrouwen;Leeftijd: 55 tot 65 jaar;2013;402800;37.5;6700;0.6
418;Vrouwen;Leeftijd: 55 tot 65 jaar;2014;413500;38.3;7500;0.7
419;Vrouwen;Leeftijd: 55 tot 65 jaar;2015;427800;39.2;8200;0.8
420;Vrouwen;Leeftijd: 65 tot 75 jaar;2010;192800;27.1;700;0.1
421;Vrouwen;Leeftijd: 65 tot 75 jaar;2011;203900;28.1;800;0.1
422;Vrouwen;Leeftijd: 65 tot 75 jaar;2012;225000;29.1;900;0.1
423;Vrouwen;Leeftijd: 65 tot 75 jaar;2013;244900;30.1;1100;0.1
424;Vrouwen;Leeftijd: 65 tot 75 jaar;2014;260300;30.8;1300;0.2
425;Vrouwen;Leeftijd: 65 tot 75 jaar;2015;273900;31.4;1400;0.2
426;Vrouwen;Leeftijd: 75 jaar of ouder;2010;109300;17.5;100;0.0
427;Vrouwen;Leeftijd: 75 jaar of ouder;2011;116300;18.4;100;0.0
428;Vrouwen;Leeftijd: 75 jaar of ouder;2012;123100;19.1;100;0.0
429;Vrouwen;Leeftijd: 75 jaar of ouder;2013;130300;19.9;200;0.0
430;Vrouwen;Leeftijd: 75 jaar of ouder;2014;138600;21.0;200;0.0
431;Vrouwen;Leeftijd: 75 jaar of ouder;2015;147600;21.7;200;0.0
432;Vrouwen;Leeftijd: 18 tot 20 jaar;2010;9000;4.5;100;0.1
433;Vrouwen;Leeftijd: 18 tot 20 jaar;2011;9000;4.5;100;0.0
434;Vrouwen;Leeftijd: 18 tot 20 jaar;2012;8400;4.2;100;0.1
435;Vrouwen;Leeftijd: 18 tot 20 jaar;2013;7700;3.9;100;0.1
436;Vrouwen;Leeftijd: 18 tot 20 jaar;2014;7100;3.6;100;0.1
437;Vrouwen;Leeftijd: 18 tot 20 jaar;2015;7100;3.7;100;0.0
438;Vrouwen;Leeftijd: 20 tot 25 jaar;2010;108800;21.9;2800;0.6
439;Vrouwen;Leeftijd: 20 tot 25 jaar;2011;111300;21.9;2800;0.6
440;Vrouwen;Leeftijd: 20 tot 25 jaar;2012;110400;21.4;2900;0.6
441;Vrouwen;Leeftijd: 20 tot 25 jaar;2013;106700;20.6;3000;0.6
442;Vrouwen;Leeftijd: 20 tot 25 jaar;2014;100700;19.4;3000;0.6
443;Vrouwen;Leeftijd: 20 tot 25 jaar;2015;99600;19.1;2700;0.5
444;Vrouwen;Leeftijd: 25 tot 30 jaar;2010;196800;39.8;6300;1.3
445;Vrouwen;Leeftijd: 25 tot 30 jaar;2011;196000;39.6;6300;1.3
446;Vrouwen;Leeftijd: 25 tot 30 jaar;2012;197500;39.6;6300;1.3
447;Vrouwen;Leeftijd: 25 tot 30 jaar;2013;199300;39.5;6400;1.3
448;Vrouwen;Leeftijd: 25 tot 30 jaar;2014;200200;39.2;6600;1.3
449;Vrouwen;Leeftijd: 25 tot 30 jaar;2015;203300;39.3;6600;1.3
450;Vrouwen;Leeftijd: 30 tot 35 jaar;2010;218200;43.9;8000;1.6
451;Vrouwen;Leeftijd: 30 tot 35 jaar;2011;219700;44.0;7800;1.6
452;Vrouwen;Leeftijd: 30 tot 35 jaar;2012;221700;44.2;7500;1.5
453;Vrouwen;Leeftijd: 30 tot 35 jaar;2013;221300;44.1;7300;1.5
454;Vrouwen;Leeftijd: 30 tot 35 jaar;2014;217400;43.6;7000;1.4
455;Vrouwen;Leeftijd: 30 tot 35 jaar;2015;217600;43.4;6700;1.3
456;Vrouwen;Leeftijd: 35 tot 40 jaar;2010;265000;45.1;10100;1.7
457;Vrouwen;Leeftijd: 35 tot 40 jaar;2011;252600;45.2;9300;1.7
458;Vrouwen;Leeftijd: 35 tot 40 jaar;2012;242700;45.4;8600;1.6
459;Vrouwen;Leeftijd: 35 tot 40 jaar;2013;232900;45.3;8100;1.6
460;Vrouwen;Leeftijd: 35 tot 40 jaar;2014;227500;45.1;7500;1.5
461;Vrouwen;Leeftijd: 35 tot 40 jaar;2015;225500;45.2;7100;1.4
462;Vrouwen;Leeftijd: 40 tot 45 jaar;2010;291200;45.6;11700;1.8
463;Vrouwen;Leeftijd: 40 tot 45 jaar;2011;296200;46.3;11500;1.8
464;Vrouwen;Leeftijd: 40 tot 45 jaar;2012;299000;46.9;11200;1.8
465;Vrouwen;Leeftijd: 40 tot 45 jaar;2013;297900;47.3;10700;1.7
466;Vrouwen;Leeftijd: 40 tot 45 jaar;2014;289100;47.2;10000;1.6
467;Vrouwen;Leeftijd: 40 tot 45 jaar;2015;276500;47.1;9200;1.6
468;Vrouwen;Leeftijd: 45 tot 50 jaar;2010;287400;45.2;11200;1.8
469;Vrouwen;Leeftijd: 45 tot 50 jaar;2011;295200;46.2;11700;1.8
470;Vrouwen;Leeftijd: 45 tot 50 jaar;2012;299800;46.9;11800;1.8
471;Vrouwen;Leeftijd: 45 tot 50 jaar;2013;303100;47.6;11600;1.8
472;Vrouwen;Leeftijd: 45 tot 50 jaar;2014;303900;48.0;11200;1.8
473;Vrouwen;Leeftijd: 45 tot 50 jaar;2015;307100;48.4;10800;1.7
474;Vrouwen;Leeftijd: 50 tot 55 jaar;2010;248500;42.6;6900;1.2
475;Vrouwen;Leeftijd: 50 tot 55 jaar;2011;258600;43.7;7800;1.3
476;Vrouwen;Leeftijd: 50 tot 55 jaar;2012;269800;44.8;8600;1.4
477;Vrouwen;Leeftijd: 50 tot 55 jaar;2013;279000;45.6;9300;1.5
478;Vrouwen;Leeftijd: 50 tot 55 jaar;2014;286700;46.3;9800;1.6
479;Vrouwen;Leeftijd: 50 tot 55 jaar;2015;294000;46.9;10100;1.6
480;Vrouwen;Leeftijd: 55 tot 60 jaar;2010;198800;37.2;3200;0.6
481;Vrouwen;Leeftijd: 55 tot 60 jaar;2011;206800;38.3;3700;0.7
482;Vrouwen;Leeftijd: 55 tot 60 jaar;2012;216000;39.5;4300;0.8
483;Vrouwen;Leeftijd: 55 tot 60 jaar;2013;223900;40.5;4800;0.9
484;Vrouwen;Leeftijd: 55 tot 60 jaar;2014;232200;41.4;5300;0.9
485;Vrouwen;Leeftijd: 55 tot 60 jaar;2015;241800;42.3;5800;1.0
486;Vrouwen;Leeftijd: 60 tot 65 jaar;2010;170000;32.1;1300;0.3
487;Vrouwen;Leeftijd: 60 tot 65 jaar;2011;179200;32.8;1500;0.3
488;Vrouwen;Leeftijd: 60 tot 65 jaar;2012;178400;33.6;1700;0.3
489;Vrouwen;Leeftijd: 60 tot 65 jaar;2013;178900;34.3;1900;0.4
490;Vrouwen;Leeftijd: 60 tot 65 jaar;2014;181400;35.0;2100;0.4
491;Vrouwen;Leeftijd: 60 tot 65 jaar;2015;186000;35.8;2400;0.5
492;Vrouwen;Leeftijd: 65 tot 70 jaar;2010;111500;28.6;500;0.1
493;Vrouwen;Leeftijd: 65 tot 70 jaar;2011;117700;29.7;600;0.1
494;Vrouwen;Leeftijd: 65 tot 70 jaar;2012;134000;30.6;700;0.2
495;Vrouwen;Leeftijd: 65 tot 70 jaar;2013;148100;31.4;800;0.2
496;Vrouwen;Leeftijd: 65 tot 70 jaar;2014;156700;31.8;900;0.2
497;Vrouwen;Leeftijd: 65 tot 70 jaar;2015;163000;32.2;1000;0.2
498;Vrouwen;Leeftijd: 70 tot 75 jaar;2010;81300;25.3;200;0.1
499;Vrouwen;Leeftijd: 70 tot 75 jaar;2011;86200;26.1;200;0.1
500;Vrouwen;Leeftijd: 70 tot 75 jaar;2012;91000;27.2;200;0.1
501;Vrouwen;Leeftijd: 70 tot 75 jaar;2013;96900;28.3;300;0.1
502;Vrouwen;Leeftijd: 70 tot 75 jaar;2014;103600;29.4;300;0.1
503;Vrouwen;Leeftijd: 70 tot 75 jaar;2015;110900;30.4;400;0.1
504;Vrouwen;Leeftijd: 75 tot 80 jaar;2010;59900;22.2;100;0.0
505;Vrouwen;Leeftijd: 75 tot 80 jaar;2011;62800;23.3;100;0.0
506;Vrouwen;Leeftijd: 75 tot 80 jaar;2012;66000;24.2;100;0.0
507;Vrouwen;Leeftijd: 75 tot 80 jaar;2013;68600;25.0;100;0.0
508;Vrouwen;Leeftijd: 75 tot 80 jaar;2014;72800;26.1;100;0.0
509;Vrouwen;Leeftijd: 75 tot 80 jaar;2015;77200;27.0;100;0.0
510;Vrouwen;Leeftijd: 80 tot 85 jaar;2010;34300;17.4;0;0.0
511;Vrouwen;Leeftijd: 80 tot 85 jaar;2011;36900;18.3;0;0.0
512;Vrouwen;Leeftijd: 80 tot 85 jaar;2012;39000;19.1;0;0.0
513;Vrouwen;Leeftijd: 80 tot 85 jaar;2013;42000;20.1;0;0.0
514;Vrouwen;Leeftijd: 80 tot 85 jaar;2014;44700;21.4;0;0.0
515;Vrouwen;Leeftijd: 80 tot 85 jaar;2015;47400;22.2;100;0.0
516;Vrouwen;Leeftijd: 85 jaar of ouder;2010;15000;9.6;0;0.0
517;Vrouwen;Leeftijd: 85 jaar of ouder;2011;16600;10.3;0;0.0
518;Vrouwen;Leeftijd: 85 jaar of ouder;2012;18100;10.7;0;0.0
519;Vrouwen;Leeftijd: 85 jaar of ouder;2013;19600;11.3;0;0.0
520;Vrouwen;Leeftijd: 85 jaar of ouder;2014;21100;12.3;0;0.0
521;Vrouwen;Leeftijd: 85 jaar of ouder;2015;23000;12.8;0;0.0
522;Vrouwen;Herkomst: autochtoon;2010;1953000;37.3;56200;1.1
523;Vrouwen;Herkomst: autochtoon;2011;1990400;37.9;56900;1.1
524;Vrouwen;Herkomst: autochtoon;2012;2024400;38.5;57600;1.1
525;Vrouwen;Herkomst: autochtoon;2013;2048700;38.8;57900;1.1
526;Vrouwen;Herkomst: autochtoon;2014;2061900;39.1;57500;1.1
527;Vrouwen;Herkomst: autochtoon;2015;2085400;39.5;56400;1.1
528;Vrouwen;Herkomst: westerse allochtoon;2010;208400;31.6;5200;0.8
529;Vrouwen;Herkomst: westerse allochtoon;2011;212500;31.7;5200;0.8
530;Vrouwen;Herkomst: westerse allochtoon;2012;217500;31.9;5300;0.8
531;Vrouwen;Herkomst: westerse allochtoon;2013;221700;32.0;5400;0.8
532;Vrouwen;Herkomst: westerse allochtoon;2014;224200;32.1;5300;0.8
533;Vrouwen;Herkomst: westerse allochtoon;2015;229100;32.2;5300;0.7
534;Vrouwen;Herkomst: niet-westerse allochtoon;2010;134400;21.2;1000;0.2
535;Vrouwen;Herkomst: niet-westerse allochtoon;2011;141900;21.6;1000;0.2
536;Vrouwen;Herkomst: niet-westerse allochtoon;2012;149900;22.1;1100;0.2
537;Vrouwen;Herkomst: niet-westerse allochtoon;2013;155600;22.4;1200;0.2
538;Vrouwen;Herkomst: niet-westerse allochtoon;2014;158800;22.4;1300;0.2
539;Vrouwen;Herkomst: niet-westerse allochtoon;2015;165600;22.7;1400;0.2
540;Vrouwen;Werknemer;2010;1445700;46.6;47600;1.5
541;Vrouwen;Werknemer;2011;1455700;47.3;47500;1.5
542;Vrouwen;Werknemer;2012;1477700;47.9;47700;1.5
543;Vrouwen;Werknemer;2013;1485800;48.3;47600;1.5
544;Vrouwen;Werknemer;2014;1471800;48.5;46600;1.5
545;Vrouwen;Werknemer;2015;1478300;48.9;45600;1.5
546;Vrouwen;Zelfstandige;2010;153000;48.6;6300;2.0
547;Vrouwen;Zelfstandige;2011;162100;49.1;6600;2.0
548;Vrouwen;Zelfstandige;2012;170900;49.8;6900;2.0
549;Vrouwen;Zelfstandige;2013;178700;50.1;7100;2.0
550;Vrouwen;Zelfstandige;2014;185300;50.1;7200;1.9
551;Vrouwen;Zelfstandige;2015;184000;50.3;7000;1.9
552;Vrouwen;Uitkeringsontvanger;2010;142000;26.0;2700;0.5
553;Vrouwen;Uitkeringsontvanger;2011;153800;26.9;3100;0.5
554;Vrouwen;Uitkeringsontvanger;2012;158800;27.0;3200;0.5
555;Vrouwen;Uitkeringsontvanger;2013;165500;27.5;3400;0.6
556;Vrouwen;Uitkeringsontvanger;2014;180500;28.2;3700;0.6
557;Vrouwen;Uitkeringsontvanger;2015;194000;28.7;4000;0.6
558;Vrouwen;Pensioenontvanger;2010;373300;25.2;1600;0.1
559;Vrouwen;Pensioenontvanger;2011;396600;26.0;2000;0.1
560;Vrouwen;Pensioenontvanger;2012;411300;26.5;2100;0.1
561;Vrouwen;Pensioenontvanger;2013;429100;27.1;2300;0.1
562;Vrouwen;Pensioenontvanger;2014;442600;27.9;2300;0.1
563;Vrouwen;Pensioenontvanger;2015;457400;28.4;2500;0.2
564;Vrouwen;Student;2010;45000;10.3;1300;0.3
565;Vrouwen;Student;2011;49200;10.8;1400;0.3
566;Vrouwen;Student;2012;49600;10.6;1500;0.3
567;Vrouwen;Student;2013;48100;10.2;1600;0.3
568;Vrouwen;Student;2014;45500;9.4;1600;0.3
569;Vrouwen;Student;2015;48400;9.8;1500;0.3
570;Vrouwen;Overig niet-actief/zonder inkomen;2010;136800;21.0;2800;0.4
571;Vrouwen;Overig niet-actief/zonder inkomen;2011;127400;20.8;2600;0.4
572;Vrouwen;Overig niet-actief/zonder inkomen;2012;123500;21.1;2600;0.4
573;Vrouwen;Overig niet-actief/zonder inkomen;2013;118900;21.0;2600;0.5
574;Vrouwen;Overig niet-actief/zonder inkomen;2014;119200;21.3;2700;0.5
575;Vrouwen;Overig niet-actief/zonder inkomen;2015;118000;21.5;2600;0.5
