ID;Geslacht;Leeftijd;TypeInstelling;RegioS;Perioden;AantalUltimoVerslagjaar_1;PercentageUltimoVerslagjaar_2;AantalInVerslagjaar_3;PercentageInVerslagjaar_4;OpnamedagenInVerslagjaar_5
1418;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Friesland (PV);2006;130;0.18;145.0;0.19;49.0
1419;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Friesland (PV);2007;145;0.19;;;
1420;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Friesland (PV);2008;150;0.19;170.0;0.22;56.0
1421;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Friesland (PV);2009;155;0.19;170.0;0.21;58.0
1422;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Drenthe (PV);2004;85;0.14;90.0;0.15;32.0
1423;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Drenthe (PV);2005;95;0.16;100.0;0.17;35.0
1424;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Drenthe (PV);2006;105;0.18;110.0;0.18;38.0
1425;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Drenthe (PV);2007;115;0.19;;;
1426;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Drenthe (PV);2008;125;0.2;140.0;0.22;48.0
1427;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Drenthe (PV);2009;145;0.22;150.0;0.23;52.0
1428;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Overijssel (PV);2004;175;0.15;190.0;0.16;65.0
1429;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Overijssel (PV);2005;190;0.16;205.0;0.17;70.0
1430;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Overijssel (PV);2006;195;0.16;220.0;0.18;74.0
1431;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Overijssel (PV);2007;225;0.18;;;
1432;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Overijssel (PV);2008;245;0.19;260.0;0.2;90.0
1433;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Overijssel (PV);2009;265;0.2;275.0;0.21;96.0
1434;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Flevoland (PV);2004;15;0.06;20.0;0.07;6.0
1435;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Flevoland (PV);2005;15;0.07;20.0;0.08;7.0
1436;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Flevoland (PV);2006;15;0.07;20.0;0.08;7.0
1437;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Flevoland (PV);2007;25;0.09;;;
1438;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Flevoland (PV);2008;25;0.1;30.0;0.11;10.0
1439;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Flevoland (PV);2009;35;0.12;35.0;0.11;11.0
1440;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Gelderland (PV);2004;935;0.44;1010.0;0.47;351.0
1441;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Gelderland (PV);2005;965;0.45;1020.0;0.47;357.0
1442;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Gelderland (PV);2006;980;0.45;1040.0;0.47;366.0
1443;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Gelderland (PV);2007;1030;0.46;;;
1444;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Gelderland (PV);2008;1050;0.46;1130.0;0.49;396.0
1445;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Gelderland (PV);2009;1065;0.45;1145.0;0.48;395.0
1446;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Utrecht (PV);2004;275;0.25;290.0;0.26;102.0
1447;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Utrecht (PV);2005;280;0.25;305.0;0.27;106.0
1448;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Utrecht (PV);2006;290;0.26;305.0;0.26;106.0
1449;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Utrecht (PV);2007;285;0.25;;;
1450;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Utrecht (PV);2008;300;0.25;325.0;0.27;113.0
1451;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Utrecht (PV);2009;305;0.25;335.0;0.27;113.0
1452;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Noord-Holland (PV);2004;510;0.2;560.0;0.21;194.0
1453;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Noord-Holland (PV);2005;520;0.2;570.0;0.21;195.0
1454;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Noord-Holland (PV);2006;525;0.2;565.0;0.21;197.0
1455;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Noord-Holland (PV);2007;655;0.24;;;
1456;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Noord-Holland (PV);2008;670;0.24;740.0;0.26;248.0
1457;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Noord-Holland (PV);2009;705;0.25;765.0;0.26;263.0
1458;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Zuid-Holland (PV);2004;850;0.24;920.0;0.26;318.0
1459;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Zuid-Holland (PV);2005;845;0.24;935.0;0.26;320.0
1460;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Zuid-Holland (PV);2006;845;0.23;930.0;0.25;319.0
1461;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Zuid-Holland (PV);2007;935;0.26;;;
1462;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Zuid-Holland (PV);2008;925;0.25;1030.0;0.27;355.0
1463;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Zuid-Holland (PV);2009;990;0.26;1065.0;0.28;368.0
1464;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Zeeland (PV);2004;90;0.2;100.0;0.21;35.0
1465;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Zeeland (PV);2005;95;0.2;100.0;0.22;34.0
1466;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Zeeland (PV);2006;95;0.2;105.0;0.21;36.0
1467;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Zeeland (PV);2007;100;0.2;;;
1468;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Zeeland (PV);2008;105;0.21;115.0;0.23;41.0
1469;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Zeeland (PV);2009;110;0.22;115.0;0.22;41.0
1470;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Noord-Brabant (PV);2004;635;0.24;690.0;0.26;236.0
1471;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Noord-Brabant (PV);2005;665;0.25;715.0;0.27;248.0
1472;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Noord-Brabant (PV);2006;690;0.25;755.0;0.27;261.0
1473;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Noord-Brabant (PV);2007;695;0.25;;;
1474;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Noord-Brabant (PV);2008;705;0.25;790.0;0.27;268.0
1475;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Noord-Brabant (PV);2009;780;0.27;845.0;0.28;288.0
1476;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Limburg (PV);2004;465;0.33;520.0;0.36;180.0
1477;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Limburg (PV);2005;475;0.33;505.0;0.35;177.0
1478;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Limburg (PV);2006;470;0.32;510.0;0.34;175.0
1479;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Limburg (PV);2007;485;0.32;;;
1480;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Limburg (PV);2008;485;0.32;555.0;0.36;188.0
1481;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Limburg (PV);2009;510;0.33;550.0;0.35;189.0
1482;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Nederland;2004;2790;0.16;3300.0;0.19;1051.0
1483;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Nederland;2005;2765;0.16;3335.0;0.19;1049.0
1484;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Nederland;2006;2795;0.16;3275.0;0.18;1040.0
1485;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Nederland;2007;2770;0.15;;;
1486;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Nederland;2008;2705;0.15;3195.0;0.17;1011.0
1487;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Nederland;2009;2790;0.15;3345.0;0.17;1031.0
1488;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Groningen (PV);2004;90;0.14;105.0;0.17;33.0
1489;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Groningen (PV);2005;95;0.15;110.0;0.17;36.0
1490;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Groningen (PV);2006;95;0.16;110.0;0.17;37.0
1491;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Groningen (PV);2007;75;0.12;;;
1492;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Groningen (PV);2008;65;0.1;85.0;0.13;26.0
1493;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Groningen (PV);2009;60;0.09;85.0;0.12;24.0
1494;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Friesland (PV);2004;95;0.13;110.0;0.15;36.0
1495;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Friesland (PV);2005;100;0.14;120.0;0.16;39.0
1496;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Friesland (PV);2006;95;0.13;115.0;0.15;35.0
1497;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Friesland (PV);2007;95;0.13;;;
1498;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Friesland (PV);2008;90;0.12;110.0;0.14;35.0
1499;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Friesland (PV);2009;95;0.12;115.0;0.14;36.0
1500;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Drenthe (PV);2004;185;0.32;205.0;0.34;71.0
1501;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Drenthe (PV);2005;175;0.29;200.0;0.33;66.0
1502;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Drenthe (PV);2006;175;0.29;200.0;0.32;65.0
1503;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Drenthe (PV);2007;160;0.26;;;
1504;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Drenthe (PV);2008;165;0.26;180.0;0.28;61.0
1505;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Drenthe (PV);2009;155;0.24;180.0;0.27;58.0
1506;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Overijssel (PV);2004;115;0.1;135.0;0.11;42.0
1507;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Overijssel (PV);2005;110;0.09;135.0;0.11;43.0
1508;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Overijssel (PV);2006;110;0.09;140.0;0.11;43.0
1509;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Overijssel (PV);2007;105;0.08;;;
1510;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Overijssel (PV);2008;115;0.09;140.0;0.11;41.0
1511;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Overijssel (PV);2009;120;0.09;155.0;0.12;47.0
1512;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Flevoland (PV);2004;10;0.03;10.0;0.03;3.0
1513;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Flevoland (PV);2005;10;0.04;15.0;0.06;4.0
1514;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Flevoland (PV);2006;10;0.03;15.0;0.05;3.0
1515;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Flevoland (PV);2007;5;0.03;;;
1516;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Flevoland (PV);2008;5;0.03;10.0;0.04;3.0
1517;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Flevoland (PV);2009;10;0.03;15.0;0.05;4.0
1518;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Gelderland (PV);2004;435;0.21;505.0;0.23;164.0
1519;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Gelderland (PV);2005;460;0.21;515.0;0.24;167.0
1520;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Gelderland (PV);2006;470;0.21;535.0;0.24;173.0
1521;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Gelderland (PV);2007;485;0.22;;;
1522;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Gelderland (PV);2008;465;0.2;550.0;0.24;178.0
1523;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Gelderland (PV);2009;510;0.22;595.0;0.25;177.0
1524;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Utrecht (PV);2004;220;0.2;275.0;0.25;85.0
1525;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Utrecht (PV);2005;210;0.19;255.0;0.23;81.0
1526;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Utrecht (PV);2006;220;0.19;250.0;0.22;79.0
1527;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Utrecht (PV);2007;210;0.18;;;
1528;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Utrecht (PV);2008;210;0.18;230.0;0.19;76.0
1529;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Utrecht (PV);2009;205;0.17;245.0;0.2;78.0
1530;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Noord-Holland (PV);2004;325;0.12;395.0;0.15;123.0
1531;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Noord-Holland (PV);2005;310;0.12;410.0;0.15;123.0
1532;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Noord-Holland (PV);2006;335;0.12;380.0;0.14;123.0
1533;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Noord-Holland (PV);2007;355;0.13;;;
1534;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Noord-Holland (PV);2008;345;0.12;405.0;0.14;127.0
1535;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Noord-Holland (PV);2009;355;0.12;440.0;0.15;136.0
1536;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Zuid-Holland (PV);2004;525;0.15;635.0;0.18;199.0
1537;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Zuid-Holland (PV);2005;520;0.15;640.0;0.18;197.0
1538;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Zuid-Holland (PV);2006;495;0.14;615.0;0.17;189.0
1539;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Zuid-Holland (PV);2007;510;0.14;;;
1540;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Zuid-Holland (PV);2008;475;0.13;600.0;0.16;183.0
1541;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Zuid-Holland (PV);2009;510;0.13;600.0;0.16;182.0
1542;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Zeeland (PV);2004;45;0.1;50.0;0.11;17.0
1543;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Zeeland (PV);2005;45;0.1;55.0;0.12;16.0
1544;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Zeeland (PV);2006;40;0.08;55.0;0.11;16.0
1545;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Zeeland (PV);2007;45;0.09;;;
1546;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Zeeland (PV);2008;40;0.08;55.0;0.11;16.0
1547;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Zeeland (PV);2009;50;0.09;55.0;0.1;16.0
1548;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Noord-Brabant (PV);2004;515;0.2;605.0;0.22;192.0
1549;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Noord-Brabant (PV);2005;500;0.19;600.0;0.22;188.0
1550;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Noord-Brabant (PV);2006;520;0.19;585.0;0.21;188.0
1551;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Noord-Brabant (PV);2007;510;0.18;;;
1552;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Noord-Brabant (PV);2008;520;0.18;585.0;0.2;191.0
1553;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Noord-Brabant (PV);2009;530;0.18;625.0;0.21;196.0
1554;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Limburg (PV);2004;235;0.17;270.0;0.19;87.0
1555;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Limburg (PV);2005;235;0.16;285.0;0.2;90.0
1556;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Limburg (PV);2006;240;0.16;290.0;0.19;89.0
1557;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Limburg (PV);2007;210;0.14;;;
1558;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Limburg (PV);2008;205;0.13;245.0;0.16;76.0
1559;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Limburg (PV);2009;190;0.12;250.0;0.16;77.0
1560;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Nederland;2004;120455;20.94;172025.0;26.87;45904.0
1561;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Nederland;2005;118855;20.19;172670.0;26.97;45304.0
1562;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Nederland;2006;117675;19.52;172950.0;25.84;45134.0
1563;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Nederland;2007;121535;19.66;;;
1564;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Nederland;2008;120315;18.97;178490.0;25.46;45060.0
1565;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Nederland;2009;122560;18.82;181145.0;25.25;45376.0
1566;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Groningen (PV);2004;4810;20.76;6520.0;25.25;1778.0
1567;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Groningen (PV);2005;4915;21.07;6890.0;26.7;1884.0
1568;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Groningen (PV);2006;4805;20.33;7015.0;26.63;1948.0
1569;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Groningen (PV);2007;5080;21.28;;;
1570;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Groningen (PV);2008;5060;20.96;7435.0;27.67;1880.0
1571;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Groningen (PV);2009;5085;20.78;7480.0;27.69;1895.0
1572;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Friesland (PV);2004;5285;21.31;7465.0;27.08;1992.0
1573;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Friesland (PV);2005;5345;21.11;7515.0;27.26;1981.0
1574;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Friesland (PV);2006;5190;20.34;7650.0;26.8;1944.0
1575;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Friesland (PV);2007;5120;19.61;;;
1576;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Friesland (PV);2008;5175;19.28;7495.0;25.37;1912.0
1577;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Friesland (PV);2009;5290;19.17;7805.0;25.71;1938.0
1578;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Drenthe (PV);2004;4395;22.63;6120.0;28.47;1661.0
1579;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Drenthe (PV);2005;4405;21.99;6195.0;28.81;1638.0
1580;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Drenthe (PV);2006;4370;21.26;6175.0;27.2;1634.0
1581;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Drenthe (PV);2007;4300;20.27;;;
1582;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Drenthe (PV);2008;4295;19.63;6295.0;26.12;1585.0
1583;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Drenthe (PV);2009;4475;19.85;6465.0;26.1;1638.0
1584;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Overijssel (PV);2004;7640;20.34;11055.0;26.37;3061.0
1585;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Overijssel (PV);2005;7715;19.98;10945.0;26.12;2904.0
1586;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Overijssel (PV);2006;7780;19.68;11520.0;26.08;2987.0
1587;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Overijssel (PV);2007;8065;19.79;;;
1588;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Overijssel (PV);2008;8085;19.16;11965.0;25.63;3015.0
1589;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Overijssel (PV);2009;8210;18.84;12190.0;25.34;3046.0
1590;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Flevoland (PV);2004;1315;18.04;1885.0;23.59;491.0
1591;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Flevoland (PV);2005;1335;17.46;2005.0;25.06;500.0
1592;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Flevoland (PV);2006;1325;16.8;2060.0;23.42;507.0
1593;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Flevoland (PV);2007;1340;16.25;;;
1594;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Flevoland (PV);2008;1330;15.61;2080.0;22.07;506.0
1595;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Flevoland (PV);2009;1395;15.8;2105.0;21.64;516.0
1596;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Gelderland (PV);2004;14870;21.84;20870.0;27.57;5762.0
1597;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Gelderland (PV);2005;14565;20.86;20610.0;27.23;5521.0
1598;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Gelderland (PV);2006;14760;20.52;21215.0;26.61;5588.0
1599;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Gelderland (PV);2007;15365;20.68;;;
1600;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Gelderland (PV);2008;15325;20.0;22305.0;26.4;5725.0
1601;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Gelderland (PV);2009;15540;19.65;22460.0;25.8;5756.0
1602;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Utrecht (PV);2004;8120;21.2;11545.0;27.18;3040.0
1603;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Utrecht (PV);2005;8210;20.9;11695.0;27.53;3033.0
1604;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Utrecht (PV);2006;8105;20.17;11820.0;26.56;3066.0
1605;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Utrecht (PV);2007;7935;19.17;;;
1606;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Utrecht (PV);2008;7945;18.77;11790.0;25.2;2969.0
1607;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Utrecht (PV);2009;8055;18.56;11985.0;25.11;2999.0
1608;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Noord-Holland (PV);2004;19310;20.41;28290.0;26.85;7318.0
1609;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Noord-Holland (PV);2005;18965;19.73;28230.0;26.79;7277.0
1610;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Noord-Holland (PV);2006;18510;18.91;27990.0;25.76;7112.0
1611;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Noord-Holland (PV);2007;19500;19.55;;;
1612;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Noord-Holland (PV);2008;19055;18.77;28690.0;25.54;7164.0
1613;Totaal mannen en vrouwen;80 jaar of ouder;Totaal zorg met verblijf;Noord-Holland (PV);2009;19335;18.69;28940.0;25.37;7155.0
