ID;Geslacht;Leeftijd;Werkzaam;Migratieachtergrond;Geboortegeneratie;PersoonMetUitkering_1;PersoonHeeftVoortdurendUitkering_2;TotaalGedeeltelijk_3;k_3Jaar_4;k_2Jaar3Jaar_5;k_1Jaar2Jaar_6;k_1Jaar_7;PersoonHeeftGeenUitkering_8
2352;Totaal mannen en vrouwen;21 jaar;Totaal;Totaal;1995 tot 2000;;;;;;;;
2353;Totaal mannen en vrouwen;21 jaar;Totaal;Nederlandse achtergrond;1935 tot 1940;;;;;;;;
2354;Totaal mannen en vrouwen;21 jaar;Totaal;Nederlandse achtergrond;1940 tot 1945;;;;;;;;
2355;Totaal mannen en vrouwen;21 jaar;Totaal;Nederlandse achtergrond;1945 tot 1950;;;;;;;;
2356;Totaal mannen en vrouwen;21 jaar;Totaal;Nederlandse achtergrond;1950 tot 1955;;;;;;;;
2357;Totaal mannen en vrouwen;21 jaar;Totaal;Nederlandse achtergrond;1955 tot 1960;;;;;;;;
2358;Totaal mannen en vrouwen;21 jaar;Totaal;Nederlandse achtergrond;1960 tot 1965;;;;;;;;
2359;Totaal mannen en vrouwen;21 jaar;Totaal;Nederlandse achtergrond;1965 tot 1970;;;;;;;;
2360;Totaal mannen en vrouwen;21 jaar;Totaal;Nederlandse achtergrond;1970 tot 1975;;;;;;;;
2361;Totaal mannen en vrouwen;21 jaar;Totaal;Nederlandse achtergrond;1975 tot 1980;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2362;Totaal mannen en vrouwen;21 jaar;Totaal;Nederlandse achtergrond;1980 tot 1985;4.0;0.0;10.0;2.0;1.0;1.0;6.0;90.0
2363;Totaal mannen en vrouwen;21 jaar;Totaal;Nederlandse achtergrond;1985 tot 1990;6.0;0.0;10.0;3.0;1.0;1.0;6.0;90.0
2364;Totaal mannen en vrouwen;21 jaar;Totaal;Nederlandse achtergrond;1990 tot 1995;7.0;0.0;12.0;3.0;1.0;1.0;7.0;88.0
2365;Totaal mannen en vrouwen;21 jaar;Totaal;Nederlandse achtergrond;1995 tot 2000;;;;;;;;
2366;Totaal mannen en vrouwen;21 jaar;Totaal;Met migratieachtergrond;1935 tot 1940;;;;;;;;
2367;Totaal mannen en vrouwen;21 jaar;Totaal;Met migratieachtergrond;1940 tot 1945;;;;;;;;
2368;Totaal mannen en vrouwen;21 jaar;Totaal;Met migratieachtergrond;1945 tot 1950;;;;;;;;
2369;Totaal mannen en vrouwen;21 jaar;Totaal;Met migratieachtergrond;1950 tot 1955;;;;;;;;
2370;Totaal mannen en vrouwen;21 jaar;Totaal;Met migratieachtergrond;1955 tot 1960;;;;;;;;
2371;Totaal mannen en vrouwen;21 jaar;Totaal;Met migratieachtergrond;1960 tot 1965;;;;;;;;
2372;Totaal mannen en vrouwen;21 jaar;Totaal;Met migratieachtergrond;1965 tot 1970;;;;;;;;
2373;Totaal mannen en vrouwen;21 jaar;Totaal;Met migratieachtergrond;1970 tot 1975;;;;;;;;
2374;Totaal mannen en vrouwen;21 jaar;Totaal;Met migratieachtergrond;1975 tot 1980;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2375;Totaal mannen en vrouwen;21 jaar;Totaal;Met migratieachtergrond;1980 tot 1985;9.0;0.0;18.0;2.0;2.0;3.0;11.0;82.0
2376;Totaal mannen en vrouwen;21 jaar;Totaal;Met migratieachtergrond;1985 tot 1990;7.0;0.0;13.0;3.0;1.0;2.0;8.0;87.0
2377;Totaal mannen en vrouwen;21 jaar;Totaal;Met migratieachtergrond;1990 tot 1995;8.0;0.0;15.0;4.0;1.0;2.0;8.0;85.0
2378;Totaal mannen en vrouwen;21 jaar;Totaal;Met migratieachtergrond;1995 tot 2000;;;;;;;;
2379;Totaal mannen en vrouwen;21 jaar;Totaal;Westerse migratieachtergrond;1935 tot 1940;;;;;;;;
2380;Totaal mannen en vrouwen;21 jaar;Totaal;Westerse migratieachtergrond;1940 tot 1945;;;;;;;;
2381;Totaal mannen en vrouwen;21 jaar;Totaal;Westerse migratieachtergrond;1945 tot 1950;;;;;;;;
2382;Totaal mannen en vrouwen;21 jaar;Totaal;Westerse migratieachtergrond;1950 tot 1955;;;;;;;;
2383;Totaal mannen en vrouwen;21 jaar;Totaal;Westerse migratieachtergrond;1955 tot 1960;;;;;;;;
2384;Totaal mannen en vrouwen;21 jaar;Totaal;Westerse migratieachtergrond;1960 tot 1965;;;;;;;;
2385;Totaal mannen en vrouwen;21 jaar;Totaal;Westerse migratieachtergrond;1965 tot 1970;;;;;;;;
2386;Totaal mannen en vrouwen;21 jaar;Totaal;Westerse migratieachtergrond;1970 tot 1975;;;;;;;;
2387;Totaal mannen en vrouwen;21 jaar;Totaal;Westerse migratieachtergrond;1975 tot 1980;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2388;Totaal mannen en vrouwen;21 jaar;Totaal;Westerse migratieachtergrond;1980 tot 1985;5.0;0.0;12.0;2.0;1.0;2.0;8.0;88.0
2389;Totaal mannen en vrouwen;21 jaar;Totaal;Westerse migratieachtergrond;1985 tot 1990;5.0;0.0;11.0;2.0;1.0;2.0;6.0;89.0
2390;Totaal mannen en vrouwen;21 jaar;Totaal;Westerse migratieachtergrond;1990 tot 1995;5.0;0.0;13.0;3.0;1.0;1.0;7.0;87.0
2391;Totaal mannen en vrouwen;21 jaar;Totaal;Westerse migratieachtergrond;1995 tot 2000;;;;;;;;
2392;Totaal mannen en vrouwen;21 jaar;Totaal;Niet-westerse migratieachtergrond;1935 tot 1940;;;;;;;;
2393;Totaal mannen en vrouwen;21 jaar;Totaal;Niet-westerse migratieachtergrond;1940 tot 1945;;;;;;;;
2394;Totaal mannen en vrouwen;21 jaar;Totaal;Niet-westerse migratieachtergrond;1945 tot 1950;;;;;;;;
2395;Totaal mannen en vrouwen;21 jaar;Totaal;Niet-westerse migratieachtergrond;1950 tot 1955;;;;;;;;
2396;Totaal mannen en vrouwen;21 jaar;Totaal;Niet-westerse migratieachtergrond;1955 tot 1960;;;;;;;;
2397;Totaal mannen en vrouwen;21 jaar;Totaal;Niet-westerse migratieachtergrond;1960 tot 1965;;;;;;;;
2398;Totaal mannen en vrouwen;21 jaar;Totaal;Niet-westerse migratieachtergrond;1965 tot 1970;;;;;;;;
2399;Totaal mannen en vrouwen;21 jaar;Totaal;Niet-westerse migratieachtergrond;1970 tot 1975;;;;;;;;
2400;Totaal mannen en vrouwen;21 jaar;Totaal;Niet-westerse migratieachtergrond;1975 tot 1980;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2401;Totaal mannen en vrouwen;21 jaar;Totaal;Niet-westerse migratieachtergrond;1980 tot 1985;10.0;0.0;21.0;2.0;2.0;4.0;12.0;79.0
2402;Totaal mannen en vrouwen;21 jaar;Totaal;Niet-westerse migratieachtergrond;1985 tot 1990;8.0;0.0;14.0;3.0;1.0;2.0;8.0;86.0
2403;Totaal mannen en vrouwen;21 jaar;Totaal;Niet-westerse migratieachtergrond;1990 tot 1995;10.0;0.0;16.0;4.0;1.0;2.0;9.0;84.0
2404;Totaal mannen en vrouwen;21 jaar;Totaal;Niet-westerse migratieachtergrond;1995 tot 2000;;;;;;;;
2405;Totaal mannen en vrouwen;21 jaar;Totaal;Marokko;1935 tot 1940;;;;;;;;
2406;Totaal mannen en vrouwen;21 jaar;Totaal;Marokko;1940 tot 1945;;;;;;;;
2407;Totaal mannen en vrouwen;21 jaar;Totaal;Marokko;1945 tot 1950;;;;;;;;
2408;Totaal mannen en vrouwen;21 jaar;Totaal;Marokko;1950 tot 1955;;;;;;;;
2409;Totaal mannen en vrouwen;21 jaar;Totaal;Marokko;1955 tot 1960;;;;;;;;
2410;Totaal mannen en vrouwen;21 jaar;Totaal;Marokko;1960 tot 1965;;;;;;;;
2411;Totaal mannen en vrouwen;21 jaar;Totaal;Marokko;1965 tot 1970;;;;;;;;
2412;Totaal mannen en vrouwen;21 jaar;Totaal;Marokko;1970 tot 1975;;;;;;;;
2413;Totaal mannen en vrouwen;21 jaar;Totaal;Marokko;1975 tot 1980;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2414;Totaal mannen en vrouwen;21 jaar;Totaal;Marokko;1980 tot 1985;10.0;0.0;18.0;2.0;2.0;3.0;11.0;82.0
2415;Totaal mannen en vrouwen;21 jaar;Totaal;Marokko;1985 tot 1990;8.0;0.0;13.0;2.0;1.0;2.0;8.0;87.0
2416;Totaal mannen en vrouwen;21 jaar;Totaal;Marokko;1990 tot 1995;11.0;0.0;17.0;4.0;1.0;2.0;10.0;83.0
2417;Totaal mannen en vrouwen;21 jaar;Totaal;Marokko;1995 tot 2000;;;;;;;;
2418;Totaal mannen en vrouwen;21 jaar;Totaal;Turkije;1935 tot 1940;;;;;;;;
2419;Totaal mannen en vrouwen;21 jaar;Totaal;Turkije;1940 tot 1945;;;;;;;;
2420;Totaal mannen en vrouwen;21 jaar;Totaal;Turkije;1945 tot 1950;;;;;;;;
2421;Totaal mannen en vrouwen;21 jaar;Totaal;Turkije;1950 tot 1955;;;;;;;;
2422;Totaal mannen en vrouwen;21 jaar;Totaal;Turkije;1955 tot 1960;;;;;;;;
2423;Totaal mannen en vrouwen;21 jaar;Totaal;Turkije;1960 tot 1965;;;;;;;;
2424;Totaal mannen en vrouwen;21 jaar;Totaal;Turkije;1965 tot 1970;;;;;;;;
2425;Totaal mannen en vrouwen;21 jaar;Totaal;Turkije;1970 tot 1975;;;;;;;;
2426;Totaal mannen en vrouwen;21 jaar;Totaal;Turkije;1975 tot 1980;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2427;Totaal mannen en vrouwen;21 jaar;Totaal;Turkije;1980 tot 1985;8.0;0.0;19.0;2.0;1.0;3.0;13.0;81.0
2428;Totaal mannen en vrouwen;21 jaar;Totaal;Turkije;1985 tot 1990;6.0;0.0;13.0;3.0;1.0;1.0;8.0;87.0
2429;Totaal mannen en vrouwen;21 jaar;Totaal;Turkije;1990 tot 1995;8.0;0.0;15.0;4.0;1.0;1.0;9.0;85.0
2430;Totaal mannen en vrouwen;21 jaar;Totaal;Turkije;1995 tot 2000;;;;;;;;
2431;Totaal mannen en vrouwen;21 jaar;Totaal;Suriname;1935 tot 1940;;;;;;;;
2432;Totaal mannen en vrouwen;21 jaar;Totaal;Suriname;1940 tot 1945;;;;;;;;
2433;Totaal mannen en vrouwen;21 jaar;Totaal;Suriname;1945 tot 1950;;;;;;;;
2434;Totaal mannen en vrouwen;21 jaar;Totaal;Suriname;1950 tot 1955;;;;;;;;
2435;Totaal mannen en vrouwen;21 jaar;Totaal;Suriname;1955 tot 1960;;;;;;;;
2436;Totaal mannen en vrouwen;21 jaar;Totaal;Suriname;1960 tot 1965;;;;;;;;
2437;Totaal mannen en vrouwen;21 jaar;Totaal;Suriname;1965 tot 1970;;;;;;;;
2438;Totaal mannen en vrouwen;21 jaar;Totaal;Suriname;1970 tot 1975;;;;;;;;
2439;Totaal mannen en vrouwen;21 jaar;Totaal;Suriname;1975 tot 1980;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2440;Totaal mannen en vrouwen;21 jaar;Totaal;Suriname;1980 tot 1985;10.0;0.0;18.0;2.0;2.0;3.0;10.0;82.0
2441;Totaal mannen en vrouwen;21 jaar;Totaal;Suriname;1985 tot 1990;8.0;0.0;14.0;3.0;1.0;2.0;8.0;86.0
2442;Totaal mannen en vrouwen;21 jaar;Totaal;Suriname;1990 tot 1995;11.0;0.0;17.0;4.0;1.0;3.0;9.0;83.0
2443;Totaal mannen en vrouwen;21 jaar;Totaal;Suriname;1995 tot 2000;;;;;;;;
2444;Totaal mannen en vrouwen;21 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1935 tot 1940;;;;;;;;
2445;Totaal mannen en vrouwen;21 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1940 tot 1945;;;;;;;;
2446;Totaal mannen en vrouwen;21 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1945 tot 1950;;;;;;;;
2447;Totaal mannen en vrouwen;21 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1950 tot 1955;;;;;;;;
2448;Totaal mannen en vrouwen;21 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1955 tot 1960;;;;;;;;
2449;Totaal mannen en vrouwen;21 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1960 tot 1965;;;;;;;;
2450;Totaal mannen en vrouwen;21 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1965 tot 1970;;;;;;;;
2451;Totaal mannen en vrouwen;21 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1970 tot 1975;;;;;;;;
2452;Totaal mannen en vrouwen;21 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1975 tot 1980;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2453;Totaal mannen en vrouwen;21 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1980 tot 1985;13.0;0.0;23.0;3.0;4.0;5.0;11.0;77.0
2454;Totaal mannen en vrouwen;21 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1985 tot 1990;9.0;0.0;19.0;4.0;2.0;4.0;10.0;81.0
2455;Totaal mannen en vrouwen;21 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1990 tot 1995;12.0;0.0;23.0;6.0;2.0;3.0;12.0;77.0
2456;Totaal mannen en vrouwen;21 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1995 tot 2000;;;;;;;;
2457;Totaal mannen en vrouwen;21 jaar;Totaal;Overige niet-westerse migratieachterg...;1935 tot 1940;;;;;;;;
2458;Totaal mannen en vrouwen;21 jaar;Totaal;Overige niet-westerse migratieachterg...;1940 tot 1945;;;;;;;;
2459;Totaal mannen en vrouwen;21 jaar;Totaal;Overige niet-westerse migratieachterg...;1945 tot 1950;;;;;;;;
2460;Totaal mannen en vrouwen;21 jaar;Totaal;Overige niet-westerse migratieachterg...;1950 tot 1955;;;;;;;;
2461;Totaal mannen en vrouwen;21 jaar;Totaal;Overige niet-westerse migratieachterg...;1955 tot 1960;;;;;;;;
2462;Totaal mannen en vrouwen;21 jaar;Totaal;Overige niet-westerse migratieachterg...;1960 tot 1965;;;;;;;;
2463;Totaal mannen en vrouwen;21 jaar;Totaal;Overige niet-westerse migratieachterg...;1965 tot 1970;;;;;;;;
2464;Totaal mannen en vrouwen;21 jaar;Totaal;Overige niet-westerse migratieachterg...;1970 tot 1975;;;;;;;;
2465;Totaal mannen en vrouwen;21 jaar;Totaal;Overige niet-westerse migratieachterg...;1975 tot 1980;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2466;Totaal mannen en vrouwen;21 jaar;Totaal;Overige niet-westerse migratieachterg...;1980 tot 1985;12.0;0.0;25.0;3.0;4.0;6.0;13.0;75.0
2467;Totaal mannen en vrouwen;21 jaar;Totaal;Overige niet-westerse migratieachterg...;1985 tot 1990;8.0;0.0;14.0;2.0;1.0;2.0;8.0;86.0
2468;Totaal mannen en vrouwen;21 jaar;Totaal;Overige niet-westerse migratieachterg...;1990 tot 1995;10.0;0.0;14.0;3.0;1.0;2.0;7.0;86.0
2469;Totaal mannen en vrouwen;21 jaar;Totaal;Overige niet-westerse migratieachterg...;1995 tot 2000;;;;;;;;
2470;Totaal mannen en vrouwen;21 jaar;Werkzaam;Totaal;1935 tot 1940;;;;;;;;
2471;Totaal mannen en vrouwen;21 jaar;Werkzaam;Totaal;1940 tot 1945;;;;;;;;
2472;Totaal mannen en vrouwen;21 jaar;Werkzaam;Totaal;1945 tot 1950;;;;;;;;
2473;Totaal mannen en vrouwen;21 jaar;Werkzaam;Totaal;1950 tot 1955;;;;;;;;
2474;Totaal mannen en vrouwen;21 jaar;Werkzaam;Totaal;1955 tot 1960;;;;;;;;
2475;Totaal mannen en vrouwen;21 jaar;Werkzaam;Totaal;1960 tot 1965;;;;;;;;
2476;Totaal mannen en vrouwen;21 jaar;Werkzaam;Totaal;1965 tot 1970;;;;;;;;
2477;Totaal mannen en vrouwen;21 jaar;Werkzaam;Totaal;1970 tot 1975;;;;;;;;
2478;Totaal mannen en vrouwen;21 jaar;Werkzaam;Totaal;1975 tot 1980;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2479;Totaal mannen en vrouwen;21 jaar;Werkzaam;Totaal;1980 tot 1985;2.0;0.0;8.0;1.0;0.0;1.0;6.0;92.0
2480;Totaal mannen en vrouwen;21 jaar;Werkzaam;Totaal;1985 tot 1990;2.0;0.0;8.0;1.0;0.0;1.0;5.0;92.0
2481;Totaal mannen en vrouwen;21 jaar;Werkzaam;Totaal;1990 tot 1995;2.0;0.0;8.0;1.0;0.0;0.0;6.0;92.0
2482;Totaal mannen en vrouwen;21 jaar;Werkzaam;Totaal;1995 tot 2000;;;;;;;;
2483;Totaal mannen en vrouwen;21 jaar;Werkzaam;Nederlandse achtergrond;1935 tot 1940;;;;;;;;
2484;Totaal mannen en vrouwen;21 jaar;Werkzaam;Nederlandse achtergrond;1940 tot 1945;;;;;;;;
2485;Totaal mannen en vrouwen;21 jaar;Werkzaam;Nederlandse achtergrond;1945 tot 1950;;;;;;;;
2486;Totaal mannen en vrouwen;21 jaar;Werkzaam;Nederlandse achtergrond;1950 tot 1955;;;;;;;;
2487;Totaal mannen en vrouwen;21 jaar;Werkzaam;Nederlandse achtergrond;1955 tot 1960;;;;;;;;
2488;Totaal mannen en vrouwen;21 jaar;Werkzaam;Nederlandse achtergrond;1960 tot 1965;;;;;;;;
2489;Totaal mannen en vrouwen;21 jaar;Werkzaam;Nederlandse achtergrond;1965 tot 1970;;;;;;;;
2490;Totaal mannen en vrouwen;21 jaar;Werkzaam;Nederlandse achtergrond;1970 tot 1975;;;;;;;;
2491;Totaal mannen en vrouwen;21 jaar;Werkzaam;Nederlandse achtergrond;1975 tot 1980;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2492;Totaal mannen en vrouwen;21 jaar;Werkzaam;Nederlandse achtergrond;1980 tot 1985;1.0;0.0;7.0;1.0;0.0;0.0;5.0;93.0
2493;Totaal mannen en vrouwen;21 jaar;Werkzaam;Nederlandse achtergrond;1985 tot 1990;2.0;0.0;7.0;1.0;0.0;0.0;5.0;93.0
2494;Totaal mannen en vrouwen;21 jaar;Werkzaam;Nederlandse achtergrond;1990 tot 1995;2.0;0.0;8.0;1.0;0.0;0.0;6.0;92.0
2495;Totaal mannen en vrouwen;21 jaar;Werkzaam;Nederlandse achtergrond;1995 tot 2000;;;;;;;;
2496;Totaal mannen en vrouwen;21 jaar;Werkzaam;Met migratieachtergrond;1935 tot 1940;;;;;;;;
2497;Totaal mannen en vrouwen;21 jaar;Werkzaam;Met migratieachtergrond;1940 tot 1945;;;;;;;;
2498;Totaal mannen en vrouwen;21 jaar;Werkzaam;Met migratieachtergrond;1945 tot 1950;;;;;;;;
2499;Totaal mannen en vrouwen;21 jaar;Werkzaam;Met migratieachtergrond;1950 tot 1955;;;;;;;;
2500;Totaal mannen en vrouwen;21 jaar;Werkzaam;Met migratieachtergrond;1955 tot 1960;;;;;;;;
2501;Totaal mannen en vrouwen;21 jaar;Werkzaam;Met migratieachtergrond;1960 tot 1965;;;;;;;;
2502;Totaal mannen en vrouwen;21 jaar;Werkzaam;Met migratieachtergrond;1965 tot 1970;;;;;;;;
2503;Totaal mannen en vrouwen;21 jaar;Werkzaam;Met migratieachtergrond;1970 tot 1975;;;;;;;;
2504;Totaal mannen en vrouwen;21 jaar;Werkzaam;Met migratieachtergrond;1975 tot 1980;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2505;Totaal mannen en vrouwen;21 jaar;Werkzaam;Met migratieachtergrond;1980 tot 1985;2.0;0.0;12.0;1.0;1.0;2.0;9.0;88.0
2506;Totaal mannen en vrouwen;21 jaar;Werkzaam;Met migratieachtergrond;1985 tot 1990;2.0;0.0;8.0;1.0;0.0;1.0;6.0;92.0
2507;Totaal mannen en vrouwen;21 jaar;Werkzaam;Met migratieachtergrond;1990 tot 1995;2.0;0.0;9.0;1.0;0.0;1.0;7.0;91.0
2508;Totaal mannen en vrouwen;21 jaar;Werkzaam;Met migratieachtergrond;1995 tot 2000;;;;;;;;
2509;Totaal mannen en vrouwen;21 jaar;Werkzaam;Westerse migratieachtergrond;1935 tot 1940;;;;;;;;
2510;Totaal mannen en vrouwen;21 jaar;Werkzaam;Westerse migratieachtergrond;1940 tot 1945;;;;;;;;
2511;Totaal mannen en vrouwen;21 jaar;Werkzaam;Westerse migratieachtergrond;1945 tot 1950;;;;;;;;
2512;Totaal mannen en vrouwen;21 jaar;Werkzaam;Westerse migratieachtergrond;1950 tot 1955;;;;;;;;
2513;Totaal mannen en vrouwen;21 jaar;Werkzaam;Westerse migratieachtergrond;1955 tot 1960;;;;;;;;
2514;Totaal mannen en vrouwen;21 jaar;Werkzaam;Westerse migratieachtergrond;1960 tot 1965;;;;;;;;
2515;Totaal mannen en vrouwen;21 jaar;Werkzaam;Westerse migratieachtergrond;1965 tot 1970;;;;;;;;
2516;Totaal mannen en vrouwen;21 jaar;Werkzaam;Westerse migratieachtergrond;1970 tot 1975;;;;;;;;
2517;Totaal mannen en vrouwen;21 jaar;Werkzaam;Westerse migratieachtergrond;1975 tot 1980;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2518;Totaal mannen en vrouwen;21 jaar;Werkzaam;Westerse migratieachtergrond;1980 tot 1985;1.0;0.0;8.0;1.0;0.0;1.0;7.0;92.0
2519;Totaal mannen en vrouwen;21 jaar;Werkzaam;Westerse migratieachtergrond;1985 tot 1990;2.0;0.0;8.0;1.0;0.0;1.0;6.0;92.0
2520;Totaal mannen en vrouwen;21 jaar;Werkzaam;Westerse migratieachtergrond;1990 tot 1995;2.0;0.0;9.0;1.0;0.0;0.0;6.0;91.0
2521;Totaal mannen en vrouwen;21 jaar;Werkzaam;Westerse migratieachtergrond;1995 tot 2000;;;;;;;;
2522;Totaal mannen en vrouwen;21 jaar;Werkzaam;Niet-westerse migratieachtergrond;1935 tot 1940;;;;;;;;
2523;Totaal mannen en vrouwen;21 jaar;Werkzaam;Niet-westerse migratieachtergrond;1940 tot 1945;;;;;;;;
2524;Totaal mannen en vrouwen;21 jaar;Werkzaam;Niet-westerse migratieachtergrond;1945 tot 1950;;;;;;;;
2525;Totaal mannen en vrouwen;21 jaar;Werkzaam;Niet-westerse migratieachtergrond;1950 tot 1955;;;;;;;;
2526;Totaal mannen en vrouwen;21 jaar;Werkzaam;Niet-westerse migratieachtergrond;1955 tot 1960;;;;;;;;
2527;Totaal mannen en vrouwen;21 jaar;Werkzaam;Niet-westerse migratieachtergrond;1960 tot 1965;;;;;;;;
2528;Totaal mannen en vrouwen;21 jaar;Werkzaam;Niet-westerse migratieachtergrond;1965 tot 1970;;;;;;;;
2529;Totaal mannen en vrouwen;21 jaar;Werkzaam;Niet-westerse migratieachtergrond;1970 tot 1975;;;;;;;;
2530;Totaal mannen en vrouwen;21 jaar;Werkzaam;Niet-westerse migratieachtergrond;1975 tot 1980;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2531;Totaal mannen en vrouwen;21 jaar;Werkzaam;Niet-westerse migratieachtergrond;1980 tot 1985;3.0;0.0;14.0;1.0;1.0;2.0;10.0;86.0
2532;Totaal mannen en vrouwen;21 jaar;Werkzaam;Niet-westerse migratieachtergrond;1985 tot 1990;2.0;0.0;9.0;1.0;1.0;1.0;6.0;91.0
2533;Totaal mannen en vrouwen;21 jaar;Werkzaam;Niet-westerse migratieachtergrond;1990 tot 1995;3.0;0.0;9.0;1.0;0.0;1.0;7.0;91.0
2534;Totaal mannen en vrouwen;21 jaar;Werkzaam;Niet-westerse migratieachtergrond;1995 tot 2000;;;;;;;;
2535;Totaal mannen en vrouwen;21 jaar;Werkzaam;Marokko;1935 tot 1940;;;;;;;;
2536;Totaal mannen en vrouwen;21 jaar;Werkzaam;Marokko;1940 tot 1945;;;;;;;;
2537;Totaal mannen en vrouwen;21 jaar;Werkzaam;Marokko;1945 tot 1950;;;;;;;;
2538;Totaal mannen en vrouwen;21 jaar;Werkzaam;Marokko;1950 tot 1955;;;;;;;;
2539;Totaal mannen en vrouwen;21 jaar;Werkzaam;Marokko;1955 tot 1960;;;;;;;;
2540;Totaal mannen en vrouwen;21 jaar;Werkzaam;Marokko;1960 tot 1965;;;;;;;;
2541;Totaal mannen en vrouwen;21 jaar;Werkzaam;Marokko;1965 tot 1970;;;;;;;;
2542;Totaal mannen en vrouwen;21 jaar;Werkzaam;Marokko;1970 tot 1975;;;;;;;;
2543;Totaal mannen en vrouwen;21 jaar;Werkzaam;Marokko;1975 tot 1980;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2544;Totaal mannen en vrouwen;21 jaar;Werkzaam;Marokko;1980 tot 1985;2.0;0.0;9.0;0.0;0.0;1.0;8.0;91.0
2545;Totaal mannen en vrouwen;21 jaar;Werkzaam;Marokko;1985 tot 1990;2.0;0.0;7.0;1.0;0.0;1.0;5.0;93.0
2546;Totaal mannen en vrouwen;21 jaar;Werkzaam;Marokko;1990 tot 1995;2.0;0.0;8.0;1.0;0.0;1.0;7.0;92.0
2547;Totaal mannen en vrouwen;21 jaar;Werkzaam;Marokko;1995 tot 2000;;;;;;;;
2548;Totaal mannen en vrouwen;21 jaar;Werkzaam;Turkije;1935 tot 1940;;;;;;;;
2549;Totaal mannen en vrouwen;21 jaar;Werkzaam;Turkije;1940 tot 1945;;;;;;;;
2550;Totaal mannen en vrouwen;21 jaar;Werkzaam;Turkije;1945 tot 1950;;;;;;;;
2551;Totaal mannen en vrouwen;21 jaar;Werkzaam;Turkije;1950 tot 1955;;;;;;;;
2552;Totaal mannen en vrouwen;21 jaar;Werkzaam;Turkije;1955 tot 1960;;;;;;;;
2553;Totaal mannen en vrouwen;21 jaar;Werkzaam;Turkije;1960 tot 1965;;;;;;;;
2554;Totaal mannen en vrouwen;21 jaar;Werkzaam;Turkije;1965 tot 1970;;;;;;;;
2555;Totaal mannen en vrouwen;21 jaar;Werkzaam;Turkije;1970 tot 1975;;;;;;;;
2556;Totaal mannen en vrouwen;21 jaar;Werkzaam;Turkije;1975 tot 1980;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2557;Totaal mannen en vrouwen;21 jaar;Werkzaam;Turkije;1980 tot 1985;2.0;0.0;13.0;1.0;1.0;1.0;11.0;87.0
2558;Totaal mannen en vrouwen;21 jaar;Werkzaam;Turkije;1985 tot 1990;2.0;0.0;8.0;1.0;0.0;1.0;7.0;92.0
2559;Totaal mannen en vrouwen;21 jaar;Werkzaam;Turkije;1990 tot 1995;2.0;0.0;9.0;1.0;0.0;1.0;7.0;91.0
2560;Totaal mannen en vrouwen;21 jaar;Werkzaam;Turkije;1995 tot 2000;;;;;;;;
2561;Totaal mannen en vrouwen;21 jaar;Werkzaam;Suriname;1935 tot 1940;;;;;;;;
2562;Totaal mannen en vrouwen;21 jaar;Werkzaam;Suriname;1940 tot 1945;;;;;;;;
2563;Totaal mannen en vrouwen;21 jaar;Werkzaam;Suriname;1945 tot 1950;;;;;;;;
2564;Totaal mannen en vrouwen;21 jaar;Werkzaam;Suriname;1950 tot 1955;;;;;;;;
2565;Totaal mannen en vrouwen;21 jaar;Werkzaam;Suriname;1955 tot 1960;;;;;;;;
2566;Totaal mannen en vrouwen;21 jaar;Werkzaam;Suriname;1960 tot 1965;;;;;;;;
2567;Totaal mannen en vrouwen;21 jaar;Werkzaam;Suriname;1965 tot 1970;;;;;;;;
2568;Totaal mannen en vrouwen;21 jaar;Werkzaam;Suriname;1970 tot 1975;;;;;;;;
