ID;SoortGezin;AantalKinderen;Regio;Gezinnen_1
3131;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Gelderland, gem. 500 en minder inw.;0
3132;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Utrecht, gem. 100001 en meer inw.;8
3133;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Utrecht;8
3134;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Utrecht, gem. 20001 - 50000 inw.;3
3135;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Amersfoort;3
3136;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Zeist;0
3137;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Utrecht, gem. 10001 - 20000 inw.;0
3138;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Utrecht, gem. 5001 - 10000 inw.;0
3139;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Utrecht, gem. 2001 - 5000 inw.;7
3140;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Utrecht, gem. 1001 - 2000 inw.;1
3141;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Utrecht, gem. 501 - 1000 inw.;2
3142;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Utrecht, gem. 500 en minder inw.;0
3143;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Noord-Holland, gem. 100001 en meer inw.;46
3144;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Amsterdam;38
3145;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Haarlem;8
3146;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Noord-Holland, gem. 50001 - 100000 inw.;4
3147;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Hilversum;4
3148;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Noord-Holland, gem. 20001 - 50000 inw.;7
3149;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Alkmaar;0
3150;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Bussum;1
3151;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Haarlemmermeer;1
3152;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Helder (Den);0
3153;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Velsen;3
3154;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Zaandam;2
3155;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Noord-Holland, gem. 10001 - 20000 inw.;0
3156;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Noord-Holland, gem. 5001 - 10000 inw.;6
3157;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Noord-Holland, gem. 2001 - 5000 inw.;6
3158;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Noord-Holland, gem. 1001 - 2000 inw.;0
3159;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Noord-Holland, gem. 501 - 1000 inw.;0
3160;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Noord-Holland, gem. 500 en minder inw.;0
3161;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Zuid-Holland, gem. 100001 en meer inw.;52
3162;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;'s-Gravenhage;4
3163;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Rotterdam;48
3164;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Zuid-Holland, gem. 50001 - 100000 inw.;11
3165;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Delft;0
3166;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Dordrecht;9
3167;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Leiden;1
3168;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Schiedam;1
3169;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Zuid-Holland, gem. 20001 - 50000 inw.;3
3170;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Gouda;2
3171;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Vlaardingen;1
3172;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Zuid-Holland, gem. 10001 - 20000 inw.;7
3173;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Zuid-Holland, gem. 5001 - 10000 inw.;5
3174;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Zuid-Holland, gem. 2001 - 5000 inw.;19
3175;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Zuid-Holland, gem. 1001 - 2000 inw.;4
3176;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Zuid-Holland, gem. 501 - 1000 inw.;2
3177;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Zuid-Holland, gem. 500 en minder inw.;0
3178;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Zeeland, gem. 20001 - 50000 inw.;0
3179;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Vlissingen;0
3180;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Zeeland, gem. 10001 - 20000 inw.;4
3181;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Zeeland, gem. 5001 - 10000 inw.;0
3182;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Zeeland, gem. 2001 - 5000 inw.;3
3183;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Zeeland, gem. 1001 - 2000 inw.;1
3184;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Zeeland, gem. 501 - 1000 inw.;0
3185;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Zeeland, gem. 500 en minder inw.;0
3186;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Noord-Brabant, gem. 50001 - 100000 inw.;3
3187;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Eindhoven;1
3188;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Tilburg;2
3189;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Noord-Brabant, gem. 20001 - 50000 inw.;26
3190;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Bergen op Zoom;4
3191;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Breda;1
3192;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Helmond;6
3193;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;'s-Hertogenbosch;12
3194;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Roosendaal en Nispen;3
3195;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Noord-Brabant, gem. 10001 - 20000 inw.;3
3196;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Noord-Brabant, gem. 5001 - 10000 inw.;14
3197;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Noord-Brabant, gem. 2001 - 5000 inw.;9
3198;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Noord-Brabant, gem. 1001 - 2000 inw.;17
3199;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Noord-Brabant, gem. 501 - 1000 inw.;0
3200;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Limburg, gem. 50001 - 100000 inw.;5
3201;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Maastricht;5
3202;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Limburg, gem. 20001 - 50000 inw.;4
3203;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Heerlen;1
3204;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Kerkrade;1
3205;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Venlo;2
3206;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Limburg, gem. 10001 - 20000 inw.;12
3207;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Limburg, gem. 5001 - 10000 inw.;0
3208;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Limburg, gem. 2001 - 5000 inw.;2
3209;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Limburg, gem. 1001 - 2000 inw.;0
3210;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Limburg, gem. 501 - 1000 inw.;0
3211;Totaal gezinnen met echtpaar;Gezinnen met 6 kinderen;Limburg, gem. 500 en minder inw.;0
3212;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Nederland;338
3213;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Groningen (provincie);64
3214;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Friesland;32
3215;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Drenthe;26
3216;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Overijssel;26
3217;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Gelderland;22
3218;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Utrecht (provincie);9
3219;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Noord-Holland;40
3220;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zuid-Holland;62
3221;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zeeland;4
3222;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Noord-Brabant;35
3223;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Limburg;18
3224;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Gemeenten met meer dan 100000 inwoners;101
3225;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Gemeenten met 50001 - 100000 inwoners;22
3226;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Gemeenten met 20001 - 50000 inwoners;46
3227;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Gemeenten met 10001 - 20000 inwoners;83
3228;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Gemeenten met 5001 - 10000 inwoners;42
3229;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Gemeenten met 2001 - 5000 inwoners;33
3230;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Gemeenten met 1001 - 2000 inwoners;9
3231;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Gemeenten met 501 - 1000 inwoners;2
3232;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Gemeenten met 500 of minder inwoners;0
3233;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Groningen, gem. 100001 en meer inw.;27
3234;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Groningen;27
3235;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Groningen, gem. 10001 - 20000 inw.;15
3236;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Groningen, gem. 5001 - 10000 inw.;20
3237;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Groningen, gem. 2001 - 5000 inw.;2
3238;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Groningen, gem. 1001 - 2000 inw.;0
3239;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Friesland, gem. 20001 - 50000 inw.;6
3240;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Leeuwarden;6
3241;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Friesland, gem. 10001 - 20000 inw.;19
3242;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Friesland, gem. 5001 - 10000 inw.;5
3243;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Friesland, gem. 2001 - 5000 inw.;1
3244;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Friesland, gem. 1001 - 2000 inw.;1
3245;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Friesland, gem. 501 - 1000 inw.;0
3246;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Drenthe, gem. 20001 - 50000 inw.;7
3247;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Emmen;7
3248;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Drenthe, gem. 10001 - 20000 inw.;16
3249;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Drenthe, gem. 5001 - 10000 inw.;3
3250;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Drenthe, gem. 2001 - 5000 inw.;0
3251;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Drenthe, gem. 1001 - 2000 inw.;0
3252;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Overijssel, gem. 50001 - 100000 inw.;7
3253;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Enschede;7
3254;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Overijssel, gem. 20001 - 50000 inw.;9
3255;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Almelo;4
3256;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Deventer;1
3257;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Hengelo (O.);1
3258;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Lonneker;1
3259;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zwolle;2
3260;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Overijssel, gem. 10001 - 20000 inw.;7
3261;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Overijssel, gem. 5001 - 10000 inw.;0
3262;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Overijssel, gem. 2001 - 5000 inw.;3
3263;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Overijssel, gem. 1001 - 2000 inw.;0
3264;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Overijssel, gem. 501 - 1000 inw.;0
3265;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Gelderland, gem. 50001 - 100000 inw.;5
3266;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Apeldoorn;0
3267;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Arnhem;3
3268;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Nijmegen;2
3269;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Gelderland, gem. 20001 - 50000 inw.;1
3270;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Ede;1
3271;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Rheden;0
3272;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Gelderland, gem. 10001 - 20000 inw.;3
3273;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Gelderland, gem. 5001 - 10000 inw.;5
3274;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Gelderland, gem. 2001 - 5000 inw.;7
3275;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Gelderland, gem. 1001 - 2000 inw.;1
3276;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Gelderland, gem. 501 - 1000 inw.;0
3277;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Gelderland, gem. 500 en minder inw.;0
3278;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Utrecht, gem. 100001 en meer inw.;2
3279;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Utrecht;2
3280;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Utrecht, gem. 20001 - 50000 inw.;4
3281;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Amersfoort;4
3282;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zeist;0
3283;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Utrecht, gem. 10001 - 20000 inw.;0
3284;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Utrecht, gem. 5001 - 10000 inw.;0
3285;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Utrecht, gem. 2001 - 5000 inw.;2
3286;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Utrecht, gem. 1001 - 2000 inw.;0
3287;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Utrecht, gem. 501 - 1000 inw.;1
3288;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Utrecht, gem. 500 en minder inw.;0
3289;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Noord-Holland, gem. 100001 en meer inw.;32
3290;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Amsterdam;25
3291;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Haarlem;7
3292;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Noord-Holland, gem. 50001 - 100000 inw.;0
3293;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Hilversum;0
3294;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Noord-Holland, gem. 20001 - 50000 inw.;5
3295;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Alkmaar;0
3296;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Bussum;2
3297;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Haarlemmermeer;1
3298;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Helder (Den);0
3299;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Velsen;1
3300;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zaandam;1
3301;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Noord-Holland, gem. 10001 - 20000 inw.;0
3302;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Noord-Holland, gem. 5001 - 10000 inw.;1
3303;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Noord-Holland, gem. 2001 - 5000 inw.;2
3304;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Noord-Holland, gem. 1001 - 2000 inw.;0
3305;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Noord-Holland, gem. 501 - 1000 inw.;0
3306;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Noord-Holland, gem. 500 en minder inw.;0
3307;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zuid-Holland, gem. 100001 en meer inw.;40
3308;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;'s-Gravenhage;5
3309;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Rotterdam;35
3310;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zuid-Holland, gem. 50001 - 100000 inw.;6
3311;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Delft;0
3312;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Dordrecht;4
3313;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Leiden;1
3314;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Schiedam;1
3315;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zuid-Holland, gem. 20001 - 50000 inw.;1
3316;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Gouda;0
3317;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Vlaardingen;1
3318;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zuid-Holland, gem. 10001 - 20000 inw.;2
3319;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zuid-Holland, gem. 5001 - 10000 inw.;2
3320;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zuid-Holland, gem. 2001 - 5000 inw.;8
3321;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zuid-Holland, gem. 1001 - 2000 inw.;2
3322;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zuid-Holland, gem. 501 - 1000 inw.;1
3323;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zuid-Holland, gem. 500 en minder inw.;0
3324;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zeeland, gem. 20001 - 50000 inw.;0
3325;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Vlissingen;0
3326;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zeeland, gem. 10001 - 20000 inw.;4
3327;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zeeland, gem. 5001 - 10000 inw.;0
3328;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zeeland, gem. 2001 - 5000 inw.;0
3329;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zeeland, gem. 1001 - 2000 inw.;0
3330;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zeeland, gem. 501 - 1000 inw.;0
3331;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Zeeland, gem. 500 en minder inw.;0
3332;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Noord-Brabant, gem. 50001 - 100000 inw.;3
3333;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Eindhoven;1
3334;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Tilburg;2
3335;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Noord-Brabant, gem. 20001 - 50000 inw.;9
3336;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Bergen op Zoom;1
3337;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Breda;2
3338;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Helmond;1
3339;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;'s-Hertogenbosch;4
3340;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Roosendaal en Nispen;1
3341;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Noord-Brabant, gem. 10001 - 20000 inw.;7
3342;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Noord-Brabant, gem. 5001 - 10000 inw.;6
3343;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Noord-Brabant, gem. 2001 - 5000 inw.;7
3344;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Noord-Brabant, gem. 1001 - 2000 inw.;3
3345;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Noord-Brabant, gem. 501 - 1000 inw.;0
3346;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Limburg, gem. 50001 - 100000 inw.;1
3347;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Maastricht;1
3348;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Limburg, gem. 20001 - 50000 inw.;4
3349;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Heerlen;0
3350;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Kerkrade;2
3351;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Venlo;2
3352;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Limburg, gem. 10001 - 20000 inw.;10
3353;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Limburg, gem. 5001 - 10000 inw.;0
3354;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Limburg, gem. 2001 - 5000 inw.;1
3355;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Limburg, gem. 1001 - 2000 inw.;2
3356;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Limburg, gem. 501 - 1000 inw.;0
3357;Totaal gezinnen met echtpaar;Gezinnen met 7 kinderen;Limburg, gem. 500 en minder inw.;0
3358;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Nederland;191
3359;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Groningen (provincie);36
3360;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Friesland;14
3361;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Drenthe;12
3362;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Overijssel;19
3363;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Gelderland;12
3364;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Utrecht (provincie);7
3365;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Noord-Holland;24
3366;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Zuid-Holland;35
3367;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Zeeland;1
3368;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Noord-Brabant;21
3369;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Limburg;10
3370;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Gemeenten met meer dan 100000 inwoners;55
3371;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Gemeenten met 50001 - 100000 inwoners;12
3372;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Gemeenten met 20001 - 50000 inwoners;27
3373;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Gemeenten met 10001 - 20000 inwoners;51
3374;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Gemeenten met 5001 - 10000 inwoners;19
3375;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Gemeenten met 2001 - 5000 inwoners;24
3376;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Gemeenten met 1001 - 2000 inwoners;2
3377;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Gemeenten met 501 - 1000 inwoners;1
3378;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Gemeenten met 500 of minder inwoners;0
3379;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Groningen, gem. 100001 en meer inw.;13
3380;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Groningen;13
3381;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Groningen, gem. 10001 - 20000 inw.;17
3382;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Groningen, gem. 5001 - 10000 inw.;4
3383;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Groningen, gem. 2001 - 5000 inw.;1
3384;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Groningen, gem. 1001 - 2000 inw.;1
3385;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Friesland, gem. 20001 - 50000 inw.;4
3386;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Leeuwarden;4
3387;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Friesland, gem. 10001 - 20000 inw.;5
3388;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Friesland, gem. 5001 - 10000 inw.;4
3389;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Friesland, gem. 2001 - 5000 inw.;0
3390;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Friesland, gem. 1001 - 2000 inw.;0
3391;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Friesland, gem. 501 - 1000 inw.;1
3392;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Drenthe, gem. 20001 - 50000 inw.;3
3393;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Emmen;3
3394;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Drenthe, gem. 10001 - 20000 inw.;8
3395;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Drenthe, gem. 5001 - 10000 inw.;1
3396;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Drenthe, gem. 2001 - 5000 inw.;0
3397;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Drenthe, gem. 1001 - 2000 inw.;0
3398;Totaal gezinnen met echtpaar;Gezinnen met 8 kinderen;Overijssel, gem. 50001 - 100000 inw.;3
