ID;Geslacht;Leerweg;OpleidingsrichtingEnSector;Herkomstgroepering;Generatie;Regiokenmerken;Perioden;TotaalGediplomeerden_1;EntreeopleidingNiveau1_2;BasisberoepsopleidingNiveau2_3;VakopleidingNiveau3_4;MiddenkaderopleidingNiveau4a_5;SpecialistenopleidingNiveau4b_6;KorteOpleiding_7;LangeOpleiding_8;PrimaireOpleiding_9;VoortgezetteOpleiding_10
765;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Noord-Nederland (LD);2001/'02;;;;;;;;;;
766;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Noord-Nederland (LD);2002/'03;;;;;;;;;;
767;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Noord-Nederland (LD);2003/'04;;;;;;;;;;
768;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Noord-Nederland (LD);2004/'05;;;;;;;;;;
769;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Noord-Nederland (LD);2005/'06;938.0;67.0;299.0;215.0;348.0;9.0;;;;
770;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Noord-Nederland (LD);2006/'07;956.0;67.0;298.0;222.0;361.0;8.0;;;;
771;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Noord-Nederland (LD);2007/'08;1047.0;102.0;315.0;196.0;427.0;7.0;;;;
772;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Noord-Nederland (LD);2008/'09;1069.0;96.0;366.0;230.0;364.0;13.0;;;;
773;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Noord-Nederland (LD);2009/'10;1266.0;105.0;493.0;275.0;383.0;10.0;;;;
774;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Noord-Nederland (LD);2010/'11;1227.0;125.0;385.0;312.0;397.0;8.0;;;;
775;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Noord-Nederland (LD);2011/'12;1293.0;123.0;396.0;327.0;439.0;8.0;;;;
776;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Noord-Nederland (LD);2012/'13;1368.0;143.0;413.0;340.0;464.0;8.0;;;;
777;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Noord-Nederland (LD);2013/'14;1398.0;144.0;387.0;362.0;501.0;4.0;;;;
778;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Noord-Nederland (LD);2014/'15;1452.0;126.0;429.0;336.0;561.0;0.0;0.0;0.0;0.0;0.0
779;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Noord-Nederland (LD);2015/'16;1345.0;117.0;382.0;297.0;548.0;1.0;;;;
780;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);1990/'91;;;;;;;;;;
781;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);1991/'92;;;;;;;;;;
782;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);1992/'93;;;;;;;;;;
783;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);1993/'94;;;;;;;;;;
784;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);1994/'95;;;;;;;;;;
785;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);1995/'96;;;;;;;;;;
786;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);1996/'97;;;;;;;;;;
787;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);1997/'98;;;;;;;;;;
788;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);1998/'99;;;;;;;;;;
789;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);1999/'00;;;;;;;;;;
790;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);2000/'01;;;;;;;;;;
791;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);2001/'02;;;;;;;;;;
792;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);2002/'03;;;;;;;;;;
793;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);2003/'04;;;;;;;;;;
794;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);2004/'05;;;;;;;;;;
795;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);2005/'06;3218.0;372.0;1045.0;639.0;1116.0;46.0;;;;
796;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);2006/'07;3459.0;366.0;1127.0;714.0;1199.0;53.0;;;;
797;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);2007/'08;3697.0;355.0;1196.0;762.0;1338.0;46.0;;;;
798;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);2008/'09;3976.0;353.0;1355.0;859.0;1365.0;44.0;;;;
799;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);2009/'10;4467.0;385.0;1767.0;944.0;1350.0;21.0;;;;
800;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);2010/'11;4511.0;444.0;1437.0;1054.0;1549.0;27.0;;;;
801;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);2011/'12;4808.0;513.0;1496.0;1172.0;1620.0;7.0;;;;
802;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);2012/'13;5046.0;548.0;1452.0;1255.0;1786.0;5.0;;;;
803;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);2013/'14;5156.0;547.0;1445.0;1217.0;1945.0;2.0;;;;
804;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);2014/'15;4957.0;476.0;1357.0;1184.0;1939.0;1.0;0.0;0.0;0.0;0.0
805;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Oost-Nederland (LD);2015/'16;4801.0;417.0;1388.0;1183.0;1813.0;;;;;
806;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);1990/'91;;;;;;;;;;
807;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);1991/'92;;;;;;;;;;
808;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);1992/'93;;;;;;;;;;
809;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);1993/'94;;;;;;;;;;
810;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);1994/'95;;;;;;;;;;
811;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);1995/'96;;;;;;;;;;
812;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);1996/'97;;;;;;;;;;
813;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);1997/'98;;;;;;;;;;
814;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);1998/'99;;;;;;;;;;
815;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);1999/'00;;;;;;;;;;
816;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);2000/'01;;;;;;;;;;
817;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);2001/'02;;;;;;;;;;
818;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);2002/'03;;;;;;;;;;
819;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);2003/'04;;;;;;;;;;
820;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);2004/'05;;;;;;;;;;
821;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);2005/'06;10867.0;1315.0;3458.0;2174.0;3811.0;109.0;;;;
822;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);2006/'07;11586.0;1417.0;3748.0;2326.0;3957.0;138.0;;;;
823;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);2007/'08;12797.0;1607.0;4089.0;2587.0;4403.0;111.0;;;;
824;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);2008/'09;13539.0;1468.0;4288.0;2859.0;4826.0;98.0;;;;
825;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);2009/'10;15045.0;1798.0;5034.0;3021.0;5120.0;72.0;;;;
826;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);2010/'11;15172.0;1771.0;4860.0;3169.0;5320.0;52.0;;;;
827;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);2011/'12;16394.0;2004.0;5140.0;3596.0;5618.0;36.0;;;;
828;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);2012/'13;17226.0;2039.0;5355.0;3707.0;6093.0;32.0;;;;
829;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);2013/'14;17568.0;2028.0;5191.0;4020.0;6318.0;11.0;;;;
830;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);2014/'15;17662.0;1859.0;5433.0;3880.0;6484.0;6.0;0.0;0.0;0.0;0.0
831;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;West-Nederland (LD);2015/'16;16954.0;1766.0;4969.0;4012.0;6207.0;;;;;
832;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);1990/'91;;;;;;;;;;
833;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);1991/'92;;;;;;;;;;
834;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);1992/'93;;;;;;;;;;
835;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);1993/'94;;;;;;;;;;
836;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);1994/'95;;;;;;;;;;
837;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);1995/'96;;;;;;;;;;
838;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);1996/'97;;;;;;;;;;
839;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);1997/'98;;;;;;;;;;
840;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);1998/'99;;;;;;;;;;
841;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);1999/'00;;;;;;;;;;
842;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);2000/'01;;;;;;;;;;
843;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);2001/'02;;;;;;;;;;
844;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);2002/'03;;;;;;;;;;
845;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);2003/'04;;;;;;;;;;
846;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);2004/'05;;;;;;;;;;
847;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);2005/'06;2982.0;361.0;937.0;601.0;1051.0;32.0;;;;
848;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);2006/'07;3326.0;498.0;1024.0;663.0;1095.0;46.0;;;;
849;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);2007/'08;3522.0;500.0;1136.0;703.0;1151.0;32.0;;;;
850;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);2008/'09;3830.0;418.0;1265.0;878.0;1240.0;29.0;;;;
851;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);2009/'10;4760.0;529.0;1863.0;965.0;1376.0;27.0;;;;
852;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);2010/'11;4438.0;563.0;1375.0;1009.0;1461.0;30.0;;;;
853;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);2011/'12;4333.0;453.0;1328.0;1030.0;1508.0;14.0;;;;
854;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);2012/'13;4527.0;497.0;1354.0;1160.0;1508.0;8.0;;;;
855;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);2013/'14;4599.0;451.0;1340.0;1139.0;1664.0;5.0;;;;
856;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);2014/'15;4287.0;400.0;1192.0;1090.0;1597.0;8.0;0.0;0.0;0.0;0.0
857;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Zuid-Nederland (LD);2015/'16;4129.0;370.0;1201.0;1018.0;1540.0;;;;;
858;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);1990/'91;;;;;;;;;;
859;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);1991/'92;;;;;;;;;;
860;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);1992/'93;;;;;;;;;;
861;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);1993/'94;;;;;;;;;;
862;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);1994/'95;;;;;;;;;;
863;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);1995/'96;;;;;;;;;;
864;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);1996/'97;;;;;;;;;;
865;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);1997/'98;;;;;;;;;;
866;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);1998/'99;;;;;;;;;;
867;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);1999/'00;;;;;;;;;;
868;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);2000/'01;;;;;;;;;;
869;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);2001/'02;;;;;;;;;;
870;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);2002/'03;;;;;;;;;;
871;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);2003/'04;;;;;;;;;;
872;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);2004/'05;;;;;;;;;;
873;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);2005/'06;83.0;9.0;36.0;21.0;17.0;;;;;
874;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);2006/'07;100.0;13.0;31.0;22.0;33.0;1.0;;;;
875;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);2007/'08;90.0;13.0;30.0;22.0;25.0;;;;;
876;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);2008/'09;137.0;17.0;46.0;33.0;40.0;1.0;;;;
877;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);2009/'10;151.0;14.0;65.0;36.0;35.0;1.0;;;;
878;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);2010/'11;148.0;19.0;46.0;33.0;50.0;;;;;
879;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);2011/'12;108.0;10.0;30.0;23.0;45.0;;;;;
880;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);2012/'13;76.0;10.0;22.0;18.0;26.0;;;;;
881;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);2013/'14;75.0;7.0;28.0;18.0;22.0;;;;;
882;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);2014/'15;55.0;3.0;12.0;19.0;21.0;0.0;0.0;0.0;0.0;0.0
883;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Niet in te delen (LD);2015/'16;91.0;4.0;20.0;19.0;48.0;;;;;
884;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Gemeenten >=100 000 inwoners (excl. G4);1990/'91;;;;;;;;;;
885;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Allochtoon, 2e generatie;Gemeenten >=100 000 inwoners (excl. G4);1991/'92;;;;;;;;;;
