ID;BindingArbeidsmarkt;Geslacht;Persoonskenmerken;Perioden;AantalPersonen_1;GemiddeldPersoonlijkPrimairInkomen_2;GemiddeldPersoonlijkOverdrachtsinkomen_3;GemiddeldPersoonlijkInkomen_4;GemiddeldGestandaardiseerdInkomen_5;AantalPersonenMetInkomen_6;GemiddeldPersoonlijkPrimairInkomen_7;GemiddeldPersoonlijkOverdrachtsinkomen_8;GemiddeldPersoonlijkInkomen_9;GemiddeldGestandaardiseerdInkomen_10
881;Werkloze beroepsbevolking;1100;Onderwijsniveau: laag;2006;148.0;4.1;7.6;10.8;17.2;130.0;4.5;8.4;11.9;17.2
882;Werkloze beroepsbevolking;1100;Onderwijsniveau: laag;2007;127.0;4.5;7.2;10.9;17.9;112.0;5.0;7.8;11.9;17.9
883;Werkloze beroepsbevolking;1100;Onderwijsniveau: laag;2008;113.0;5.0;7.1;11.2;18.9;93.0;5.5;7.7;12.3;18.9
884;Werkloze beroepsbevolking;1100;Onderwijsniveau: laag;2009;135.0;6.0;7.4;12.4;19.0;111.0;6.9;7.4;13.2;20.5
885;Werkloze beroepsbevolking;1100;Onderwijsniveau: laag;2010;153.0;5.6;8.5;13.0;18.5;135.0;6.2;9.4;14.5;18.6
886;Werkloze beroepsbevolking;1100;Onderwijsniveau: laag;2011;142.0;5.1;8.7;12.8;18.5;124.0;5.7;9.7;14.3;18.6
887;Werkloze beroepsbevolking;1100;Onderwijsniveau: laag;2012;172.0;4.8;9.2;13.0;18.3;149.0;5.4;10.4;14.7;18.3
888;Werkloze beroepsbevolking;1100;Onderwijsniveau: middelbaar;2005;200.0;6.0;10.0;14.4;17.0;180.0;6.4;10.6;15.3;16.8
889;Werkloze beroepsbevolking;1100;Onderwijsniveau: middelbaar;2006;174.0;6.3;9.5;14.3;18.0;158.0;6.7;10.2;15.3;17.9
890;Werkloze beroepsbevolking;1100;Onderwijsniveau: middelbaar;2007;145.0;6.6;8.6;13.9;18.9;129.0;7.2;9.4;15.2;18.8
891;Werkloze beroepsbevolking;1100;Onderwijsniveau: middelbaar;2008;118.0;7.5;8.2;14.4;19.6;99.0;8.2;9.1;15.8;19.5
892;Werkloze beroepsbevolking;1100;Onderwijsniveau: middelbaar;2009;152.0;8.7;9.5;16.6;20.3;133.0;9.8;9.8;17.8;21.8
893;Werkloze beroepsbevolking;1100;Onderwijsniveau: middelbaar;2010;168.0;8.1;10.1;16.6;20.2;151.0;8.8;11.0;18.0;20.2
894;Werkloze beroepsbevolking;1100;Onderwijsniveau: middelbaar;2011;171.0;7.8;10.0;16.2;19.6;155.0;8.4;10.9;17.6;19.6
895;Werkloze beroepsbevolking;1100;Onderwijsniveau: middelbaar;2012;210.0;7.1;10.3;15.8;19.5;191.0;7.6;11.1;17.1;19.5
896;Werkloze beroepsbevolking;1100;Onderwijsniveau: hoog;2005;97.0;9.3;12.6;19.3;19.3;89.0;9.8;13.3;20.4;19.2
897;Werkloze beroepsbevolking;1100;Onderwijsniveau: hoog;2006;81.0;10.8;12.5;20.6;21.2;74.0;11.4;13.3;21.8;21.1
898;Werkloze beroepsbevolking;1100;Onderwijsniveau: hoog;2007;67.0;10.9;11.8;20.2;22.4;59.0;11.9;12.9;22.2;22.2
899;Werkloze beroepsbevolking;1100;Onderwijsniveau: hoog;2008;66.0;13.1;12.1;22.7;24.0;56.0;14.3;13.2;24.8;23.5
900;Werkloze beroepsbevolking;1100;Onderwijsniveau: hoog;2009;84.0;15.0;11.9;23.9;22.6;72.0;17.1;13.5;27.2;23.4
901;Werkloze beroepsbevolking;1100;Onderwijsniveau: hoog;2010;98.0;13.7;13.1;23.8;22.7;89.0;14.6;14.0;25.4;22.7
902;Werkloze beroepsbevolking;1100;Onderwijsniveau: hoog;2011;99.0;13.0;12.8;23.0;22.1;90.0;14.0;13.9;24.9;22.2
903;Werkloze beroepsbevolking;1100;Onderwijsniveau: hoog;2012;118.0;12.7;12.7;22.6;22.4;108.0;13.7;13.7;24.3;22.2
904;Werkloze beroepsbevolking;1100;Onderwijsniveau: onbekend;2005;7.0;;;;;6.0;;;;
905;Werkloze beroepsbevolking;1100;Onderwijsniveau: onbekend;2006;7.0;;;;;6.0;;;;
906;Werkloze beroepsbevolking;1100;Onderwijsniveau: onbekend;2007;5.0;;;;;4.0;;;;
907;Werkloze beroepsbevolking;1100;Onderwijsniveau: onbekend;2008;4.0;;;;;3.0;;;;
908;Werkloze beroepsbevolking;1100;Onderwijsniveau: onbekend;2009;6.0;;;;;4.0;;;;
909;Werkloze beroepsbevolking;1100;Onderwijsniveau: onbekend;2010;7.0;;;;;5.0;;;;
910;Werkloze beroepsbevolking;1100;Onderwijsniveau: onbekend;2011;7.0;;;;;6.0;;;;
911;Werkloze beroepsbevolking;1100;Onderwijsniveau: onbekend;2012;7.0;;;;;5.0;;;;
912;Werkloze beroepsbevolking;1100;Eenpersoonshuishouden;2005;108.0;5.6;13.0;17.0;12.2;105.0;5.6;13.0;17.0;12.2
913;Werkloze beroepsbevolking;1100;Eenpersoonshuishouden;2006;91.0;6.2;12.8;17.3;13.0;89.0;6.2;12.8;17.4;13.0
914;Werkloze beroepsbevolking;1100;Eenpersoonshuishouden;2007;76.0;6.8;12.7;17.9;13.2;74.0;6.8;12.8;18.0;13.2
915;Werkloze beroepsbevolking;1100;Eenpersoonshuishouden;2008;69.0;8.0;13.2;19.8;14.6;65.0;8.0;13.3;19.8;14.5
916;Werkloze beroepsbevolking;1100;Eenpersoonshuishouden;2009;86.0;8.7;13.3;20.3;14.5;82.0;9.3;13.7;21.1;15.0
917;Werkloze beroepsbevolking;1100;Eenpersoonshuishouden;2010;92.0;8.2;14.5;20.8;14.6;88.0;8.2;14.5;20.8;14.6
918;Werkloze beroepsbevolking;1100;Eenpersoonshuishouden;2011;102.0;7.3;14.2;19.8;14.1;98.0;7.3;14.2;19.9;14.1
919;Werkloze beroepsbevolking;1100;Eenpersoonshuishouden;2012;122.0;7.0;14.3;19.7;14.0;117.0;7.1;14.3;19.7;14.0
920;Werkloze beroepsbevolking;1100;Alleenstaande ouder;2005;33.0;3.4;15.5;17.9;12.7;32.0;3.4;15.5;17.9;12.7
921;Werkloze beroepsbevolking;1100;Alleenstaande ouder;2006;29.0;4.0;14.0;17.0;13.3;28.0;4.0;14.1;17.1;13.3
922;Werkloze beroepsbevolking;1100;Alleenstaande ouder;2007;23.0;5.5;13.4;17.9;14.0;22.0;5.6;13.5;18.1;14.1
923;Werkloze beroepsbevolking;1100;Alleenstaande ouder;2008;19.0;;;;;16.0;;;;
924;Werkloze beroepsbevolking;1100;Alleenstaande ouder;2009;21.0;6.3;14.9;19.9;14.6;19.0;;;;
925;Werkloze beroepsbevolking;1100;Alleenstaande ouder;2010;26.0;6.8;15.8;21.2;15.1;25.0;6.8;15.9;21.3;15.2
926;Werkloze beroepsbevolking;1100;Alleenstaande ouder;2011;23.0;5.6;16.2;20.5;14.9;23.0;5.6;16.4;20.7;15.1
927;Werkloze beroepsbevolking;1100;Alleenstaande ouder;2012;28.0;4.4;16.4;19.8;14.3;27.0;4.5;16.7;20.1;14.4
928;Werkloze beroepsbevolking;1100;Lid van ouderpaar;2005;154.0;6.3;8.8;13.4;17.6;128.0;7.2;10.2;15.5;17.1
929;Werkloze beroepsbevolking;1100;Lid van ouderpaar;2006;130.0;7.5;8.0;13.8;19.1;108.0;8.8;9.4;16.1;19.0
930;Werkloze beroepsbevolking;1100;Lid van ouderpaar;2007;105.0;7.4;6.8;12.8;20.3;85.0;9.0;8.2;15.5;20.3
931;Werkloze beroepsbevolking;1100;Lid van ouderpaar;2008;84.0;8.5;6.4;13.4;21.3;62.0;10.5;7.8;16.4;21.3
932;Werkloze beroepsbevolking;1100;Lid van ouderpaar;2009;103.0;11.9;8.3;18.0;20.7;81.0;14.5;10.0;21.7;21.4
933;Werkloze beroepsbevolking;1100;Lid van ouderpaar;2010;127.0;10.5;10.1;18.4;21.0;108.0;12.2;11.6;21.2;21.1
934;Werkloze beroepsbevolking;1100;Lid van ouderpaar;2011;124.0;9.7;9.6;17.4;20.7;104.0;11.5;11.4;20.5;20.8
935;Werkloze beroepsbevolking;1100;Lid van ouderpaar;2012;145.0;9.5;10.1;17.4;20.6;123.0;11.0;11.8;20.3;20.5
936;Werkloze beroepsbevolking;1100;Lid van paar (geen ouder);2005;87.0;8.3;12.0;18.0;21.1;78.0;8.9;12.9;19.3;21.3
937;Werkloze beroepsbevolking;1100;Lid van paar (geen ouder);2006;75.0;7.1;13.0;18.1;22.3;68.0;7.5;13.8;19.2;22.4
938;Werkloze beroepsbevolking;1100;Lid van paar (geen ouder);2007;65.0;7.0;12.3;17.5;23.0;57.0;7.6;13.5;19.2;23.1
939;Werkloze beroepsbevolking;1100;Lid van paar (geen ouder);2008;56.0;9.5;12.3;19.7;24.1;49.0;10.5;13.6;21.8;24.1
940;Werkloze beroepsbevolking;1100;Lid van paar (geen ouder);2009;72.0;11.2;11.6;20.6;25.1;62.0;12.3;13.6;23.4;26.0
941;Werkloze beroepsbevolking;1100;Lid van paar (geen ouder);2010;83.0;10.4;12.2;20.3;23.7;75.0;11.3;13.2;22.0;24.2
942;Werkloze beroepsbevolking;1100;Lid van paar (geen ouder);2011;79.0;10.1;12.1;19.9;23.3;70.0;11.2;13.5;22.1;23.7
943;Werkloze beroepsbevolking;1100;Lid van paar (geen ouder);2012;95.0;9.9;13.0;20.6;23.7;85.0;10.9;14.1;22.5;24.0
944;Werkloze beroepsbevolking;1100;Overig lid huishouden;2005;100.0;4.6;3.2;7.2;20.5;85.0;5.0;3.5;7.9;20.8
945;Werkloze beroepsbevolking;1100;Overig lid huishouden;2006;85.0;4.9;2.7;7.0;21.3;74.0;5.3;2.9;7.6;21.7
946;Werkloze beroepsbevolking;1100;Overig lid huishouden;2007;75.0;5.5;2.1;7.0;22.5;65.0;5.9;2.3;7.6;22.8
947;Werkloze beroepsbevolking;1100;Overig lid huishouden;2008;72.0;5.6;2.3;7.2;23.4;58.0;6.0;2.5;7.8;23.7
948;Werkloze beroepsbevolking;1100;Overig lid huishouden;2009;95.0;5.5;2.8;7.8;23.3;76.0;6.1;2.8;8.2;25.0
949;Werkloze beroepsbevolking;1100;Overig lid huishouden;2010;99.0;4.9;2.9;7.2;22.6;84.0;5.6;3.3;8.3;23.2
950;Werkloze beroepsbevolking;1100;Overig lid huishouden;2011;90.0;5.7;3.2;8.2;23.5;80.0;6.4;3.5;9.1;24.1
951;Werkloze beroepsbevolking;1100;Overig lid huishouden;2012;117.0;4.8;3.3;7.4;22.8;100.0;5.5;3.7;8.6;23.6
952;Werkloze beroepsbevolking;3000;Totaal persoonskenmerken;2005;236.0;7.2;12.2;17.4;16.6;218.0;7.4;12.6;17.9;16.5
953;Werkloze beroepsbevolking;3000;Totaal persoonskenmerken;2006;191.0;7.9;12.1;17.9;17.7;178.0;8.1;12.4;18.4;17.8
954;Werkloze beroepsbevolking;3000;Totaal persoonskenmerken;2007;154.0;8.2;11.9;18.2;18.3;142.0;8.5;12.3;18.9;18.4
955;Werkloze beroepsbevolking;3000;Totaal persoonskenmerken;2008;142.0;9.8;11.4;19.3;19.7;124.0;10.2;11.8;20.0;19.7
956;Werkloze beroepsbevolking;3000;Totaal persoonskenmerken;2009;197.0;11.1;11.4;20.3;19.6;174.0;12.4;11.8;21.8;21.1
957;Werkloze beroepsbevolking;3000;Totaal persoonskenmerken;2010;218.0;10.4;12.8;21.0;19.7;201.0;11.0;13.5;22.1;19.8
958;Werkloze beroepsbevolking;3000;Totaal persoonskenmerken;2011;224.0;9.9;12.5;20.2;19.0;208.0;10.4;13.1;21.3;19.2
959;Werkloze beroepsbevolking;3000;Totaal persoonskenmerken;2012;274.0;9.4;12.8;20.0;19.1;255.0;9.9;13.5;21.1;19.3
960;Werkloze beroepsbevolking;3000;Leeftijd: 15 tot 25 jaar;2005;54.0;5.2;2.5;7.1;18.2;47.0;5.6;2.7;7.6;18.4
961;Werkloze beroepsbevolking;3000;Leeftijd: 15 tot 25 jaar;2006;41.0;5.0;2.5;7.0;20.1;36.0;5.4;2.7;7.5;20.3
962;Werkloze beroepsbevolking;3000;Leeftijd: 15 tot 25 jaar;2007;40.0;5.8;2.0;7.2;19.6;36.0;6.1;2.1;7.6;19.7
963;Werkloze beroepsbevolking;3000;Leeftijd: 15 tot 25 jaar;2008;40.0;5.0;2.0;6.6;20.3;33.0;5.3;2.2;7.0;20.3
964;Werkloze beroepsbevolking;3000;Leeftijd: 15 tot 25 jaar;2009;55.0;5.2;2.7;7.4;20.8;45.0;5.7;2.5;7.7;23.0
965;Werkloze beroepsbevolking;3000;Leeftijd: 15 tot 25 jaar;2010;53.0;4.9;2.5;6.9;20.3;46.0;5.5;2.9;7.9;20.7
966;Werkloze beroepsbevolking;3000;Leeftijd: 15 tot 25 jaar;2011;42.0;4.6;2.5;6.7;21.2;37.0;5.2;2.8;7.5;21.6
967;Werkloze beroepsbevolking;3000;Leeftijd: 15 tot 25 jaar;2012;52.0;4.7;2.3;6.5;21.0;46.0;5.3;2.6;7.4;21.4
968;Werkloze beroepsbevolking;3000;Leeftijd: 25 tot 45 jaar;2005;107.0;8.4;11.1;17.4;14.9;100.0;8.5;11.3;17.7;14.6
969;Werkloze beroepsbevolking;3000;Leeftijd: 25 tot 45 jaar;2006;80.0;9.6;9.6;17.2;15.5;75.0;9.8;9.9;17.6;15.6
970;Werkloze beroepsbevolking;3000;Leeftijd: 25 tot 45 jaar;2007;53.0;10.9;8.8;17.6;16.3;48.0;11.5;9.3;18.6;16.3
971;Werkloze beroepsbevolking;3000;Leeftijd: 25 tot 45 jaar;2008;49.0;14.2;8.2;20.0;18.2;42.0;14.6;8.5;20.5;18.1
972;Werkloze beroepsbevolking;3000;Leeftijd: 25 tot 45 jaar;2009;80.0;13.4;10.0;21.0;18.3;71.0;14.9;10.3;22.5;19.4
973;Werkloze beroepsbevolking;3000;Leeftijd: 25 tot 45 jaar;2010;90.0;12.3;11.5;21.3;17.9;83.0;12.8;12.0;22.3;18.0
974;Werkloze beroepsbevolking;3000;Leeftijd: 25 tot 45 jaar;2011;103.0;11.2;10.7;19.8;17.4;96.0;11.6;11.1;20.5;17.5
975;Werkloze beroepsbevolking;3000;Leeftijd: 25 tot 45 jaar;2012;123.0;10.9;10.6;19.4;17.6;115.0;11.4;11.0;20.2;17.7
976;Werkloze beroepsbevolking;3000;Leeftijd: 45 tot 65 jaar;2005;75.0;7.1;20.6;24.6;17.9;71.0;7.2;20.9;24.9;17.9
977;Werkloze beroepsbevolking;3000;Leeftijd: 45 tot 65 jaar;2006;70.0;7.6;20.4;25.0;18.8;67.0;7.6;20.6;25.3;18.8
978;Werkloze beroepsbevolking;3000;Leeftijd: 45 tot 65 jaar;2007;61.0;7.4;20.6;25.5;19.2;58.0;7.6;21.1;26.1;19.3
979;Werkloze beroepsbevolking;3000;Leeftijd: 45 tot 65 jaar;2008;53.0;9.5;20.6;27.6;20.6;49.0;9.7;21.2;28.3;20.7
980;Werkloze beroepsbevolking;3000;Leeftijd: 45 tot 65 jaar;2009;62.0;13.0;20.3;30.2;20.2;58.0;15.8;21.6;33.6;21.2
981;Werkloze beroepsbevolking;3000;Leeftijd: 45 tot 65 jaar;2010;76.0;12.1;21.7;30.3;21.3;73.0;12.3;22.0;30.7;21.2
982;Werkloze beroepsbevolking;3000;Leeftijd: 45 tot 65 jaar;2011;79.0;11.0;20.1;28.0;19.8;75.0;11.4;20.9;29.1;20.2
983;Werkloze beroepsbevolking;3000;Leeftijd: 45 tot 65 jaar;2012;99.0;10.0;21.0;27.9;19.9;94.0;10.3;21.7;28.9;20.2
984;Werkloze beroepsbevolking;3000;Herkomst: Autochtonen;2005;147.0;8.4;13.0;18.9;17.9;138.0;8.6;13.3;19.4;17.8
985;Werkloze beroepsbevolking;3000;Herkomst: Autochtonen;2006;117.0;8.9;13.4;19.8;18.9;111.0;9.1;13.7;20.3;19.0
986;Werkloze beroepsbevolking;3000;Herkomst: Autochtonen;2007;99.0;9.3;13.4;20.4;19.7;92.0;9.6;13.8;21.1;19.8
987;Werkloze beroepsbevolking;3000;Herkomst: Autochtonen;2008;89.0;10.8;13.1;21.7;21.5;81.0;11.1;13.5;22.3;21.5
988;Werkloze beroepsbevolking;3000;Herkomst: Autochtonen;2009;124.0;12.7;12.3;22.5;20.9;113.0;13.5;12.4;23.2;22.2
989;Werkloze beroepsbevolking;3000;Herkomst: Autochtonen;2010;141.0;11.5;14.0;23.0;20.9;133.0;11.9;14.6;23.8;20.9
990;Werkloze beroepsbevolking;3000;Herkomst: Autochtonen;2011;136.0;11.1;13.6;22.3;20.3;129.0;11.6;14.2;23.2;20.5
991;Werkloze beroepsbevolking;3000;Herkomst: Autochtonen;2012;172.0;11.0;14.0;22.5;20.6;162.0;11.5;14.6;23.5;20.8
992;Werkloze beroepsbevolking;3000;Herkomst: Westerse allochtonen;2005;26.0;6.1;14.5;18.5;17.2;24.0;6.3;14.9;19.1;17.1
993;Werkloze beroepsbevolking;3000;Herkomst: Westerse allochtonen;2006;22.0;8.3;13.6;19.5;18.0;20.0;8.6;14.1;20.3;18.1
994;Werkloze beroepsbevolking;3000;Herkomst: Westerse allochtonen;2007;17.0;;;;;15.0;;;;
995;Werkloze beroepsbevolking;3000;Herkomst: Westerse allochtonen;2008;17.0;;;;;15.0;;;;
996;Werkloze beroepsbevolking;3000;Herkomst: Westerse allochtonen;2009;23.0;11.0;11.8;20.7;19.4;20.0;12.1;12.9;22.6;20.8
997;Werkloze beroepsbevolking;3000;Herkomst: Westerse allochtonen;2010;23.0;10.1;12.6;20.6;19.4;21.0;10.6;13.2;21.6;19.5
998;Werkloze beroepsbevolking;3000;Herkomst: Westerse allochtonen;2011;26.0;12.9;14.0;23.9;20.0;24.0;13.4;14.5;24.8;20.1
999;Werkloze beroepsbevolking;3000;Herkomst: Westerse allochtonen;2012;31.0;9.3;15.1;21.9;18.9;29.0;9.8;15.9;23.0;19.0
1000;Werkloze beroepsbevolking;3000;Herkomst: Niet-westerse allochtonen;2005;63.0;4.8;9.5;13.2;13.1;56.0;4.9;9.8;13.6;13.1
1001;Werkloze beroepsbevolking;3000;Herkomst: Niet-westerse allochtonen;2006;52.0;5.3;8.5;12.7;14.7;46.0;5.5;8.8;13.2;14.7
1002;Werkloze beroepsbevolking;3000;Herkomst: Niet-westerse allochtonen;2007;38.0;5.4;8.1;12.5;14.4;34.0;5.8;8.6;13.2;14.3
1003;Werkloze beroepsbevolking;3000;Herkomst: Niet-westerse allochtonen;2008;36.0;7.3;7.2;13.3;15.7;28.0;7.7;7.6;14.1;15.8
1004;Werkloze beroepsbevolking;3000;Herkomst: Niet-westerse allochtonen;2009;50.0;6.7;8.7;14.3;16.2;41.0;7.6;8.9;15.2;17.0
1005;Werkloze beroepsbevolking;3000;Herkomst: Niet-westerse allochtonen;2010;53.0;7.7;9.9;16.1;16.6;47.0;8.3;10.8;17.4;16.6
1006;Werkloze beroepsbevolking;3000;Herkomst: Niet-westerse allochtonen;2011;61.0;5.9;9.3;14.1;15.5;55.0;6.3;10.0;15.2;15.6
1007;Werkloze beroepsbevolking;3000;Herkomst: Niet-westerse allochtonen;2012;71.0;5.5;8.7;13.2;15.5;64.0;5.9;9.4;14.3;15.6
1008;Werkloze beroepsbevolking;3000;Herkomst: onbekend;2005;;;;;;;;;;
1009;Werkloze beroepsbevolking;3000;Herkomst: onbekend;2006;;;;;;;;;;
1010;Werkloze beroepsbevolking;3000;Herkomst: onbekend;2007;;;;;;;;;;
1011;Werkloze beroepsbevolking;3000;Herkomst: onbekend;2008;;;;;;;;;;
1012;Werkloze beroepsbevolking;3000;Herkomst: onbekend;2009;;;;;;;;;;
1013;Werkloze beroepsbevolking;3000;Herkomst: onbekend;2010;;;;;;;;;;
1014;Werkloze beroepsbevolking;3000;Herkomst: onbekend;2011;;;;;;;;;;
1015;Werkloze beroepsbevolking;3000;Herkomst: onbekend;2012;;;;;;;;;;
1016;Werkloze beroepsbevolking;3000;Onderwijsniveau: laag;2005;86.0;5.2;9.7;13.5;16.3;78.0;5.4;10.0;14.1;16.0
1017;Werkloze beroepsbevolking;3000;Onderwijsniveau: laag;2006;67.0;5.7;9.4;13.7;16.8;61.0;5.9;9.9;14.4;16.8
1018;Werkloze beroepsbevolking;3000;Onderwijsniveau: laag;2007;58.0;6.0;9.1;13.8;17.3;53.0;6.2;9.5;14.4;17.3
1019;Werkloze beroepsbevolking;3000;Onderwijsniveau: laag;2008;55.0;6.3;8.0;13.2;18.4;46.0;6.6;8.4;13.8;18.4
1020;Werkloze beroepsbevolking;3000;Onderwijsniveau: laag;2009;73.0;7.5;8.6;14.8;18.4;63.0;8.4;8.2;15.2;20.2
1021;Werkloze beroepsbevolking;3000;Onderwijsniveau: laag;2010;84.0;7.0;10.6;16.1;18.0;76.0;7.6;11.3;17.3;18.1
1022;Werkloze beroepsbevolking;3000;Onderwijsniveau: laag;2011;77.0;6.4;10.6;15.6;17.9;69.0;6.8;11.3;16.7;18.0
1023;Werkloze beroepsbevolking;3000;Onderwijsniveau: laag;2012;96.0;6.1;11.6;16.2;17.9;88.0;6.5;12.5;17.4;17.9
1024;Werkloze beroepsbevolking;3000;Onderwijsniveau: middelbaar;2005;96.0;7.8;12.8;18.3;16.3;90.0;7.9;13.0;18.6;16.3
1025;Werkloze beroepsbevolking;3000;Onderwijsniveau: middelbaar;2006;79.0;7.5;12.4;17.9;17.1;75.0;7.6;12.6;18.2;17.2
1026;Werkloze beroepsbevolking;3000;Onderwijsniveau: middelbaar;2007;62.0;8.1;11.9;18.2;17.9;58.0;8.4;12.3;18.7;18.0
1027;Werkloze beroepsbevolking;3000;Onderwijsniveau: middelbaar;2008;53.0;9.4;11.4;18.9;18.6;47.0;9.7;11.7;19.4;18.7
1028;Werkloze beroepsbevolking;3000;Onderwijsniveau: middelbaar;2009;78.0;10.3;12.2;20.5;19.6;71.0;11.7;12.6;21.9;21.3
1029;Werkloze beroepsbevolking;3000;Onderwijsniveau: middelbaar;2010;81.0;10.4;13.3;21.4;19.7;76.0;10.7;13.8;22.1;19.9
1030;Werkloze beroepsbevolking;3000;Onderwijsniveau: middelbaar;2011;89.0;9.3;12.3;19.6;18.6;84.0;9.7;12.8;20.5;18.8
1031;Werkloze beroepsbevolking;3000;Onderwijsniveau: middelbaar;2012;110.0;8.7;12.8;19.5;19.1;103.0;9.1;13.3;20.3;19.3
1032;Werkloze beroepsbevolking;3000;Onderwijsniveau: hoog;2005;50.0;9.7;15.8;22.4;17.9;47.0;9.9;16.2;23.0;17.9
1033;Werkloze beroepsbevolking;3000;Onderwijsniveau: hoog;2006;41.0;12.3;16.4;25.4;20.4;38.0;12.5;16.7;25.8;20.4
1034;Werkloze beroepsbevolking;3000;Onderwijsniveau: hoog;2007;32.0;12.4;17.3;26.6;20.9;29.0;13.1;18.3;28.0;21.1
1035;Werkloze beroepsbevolking;3000;Onderwijsniveau: hoog;2008;32.0;16.3;17.1;30.1;23.2;29.0;16.8;17.7;31.0;23.2
1036;Werkloze beroepsbevolking;3000;Onderwijsniveau: hoog;2009;43.0;18.3;14.8;29.4;21.3;38.0;20.8;16.8;33.4;22.1
1037;Werkloze beroepsbevolking;3000;Onderwijsniveau: hoog;2010;50.0;16.4;16.3;29.0;22.3;47.0;17.0;16.9;30.1;22.3
1038;Werkloze beroepsbevolking;3000;Onderwijsniveau: hoog;2011;54.0;15.8;15.9;28.1;20.9;51.0;16.5;16.6;29.3;21.3
1039;Werkloze beroepsbevolking;3000;Onderwijsniveau: hoog;2012;64.0;15.6;15.0;27.1;20.9;61.0;16.2;15.5;28.1;21.1
1040;Werkloze beroepsbevolking;3000;Onderwijsniveau: onbekend;2005;4.0;;;;;3.0;;;;
1041;Werkloze beroepsbevolking;3000;Onderwijsniveau: onbekend;2006;4.0;;;;;4.0;;;;
1042;Werkloze beroepsbevolking;3000;Onderwijsniveau: onbekend;2007;2.0;;;;;2.0;;;;
1043;Werkloze beroepsbevolking;3000;Onderwijsniveau: onbekend;2008;2.0;;;;;;;;;
1044;Werkloze beroepsbevolking;3000;Onderwijsniveau: onbekend;2009;3.0;;;;;2.0;;;;
1045;Werkloze beroepsbevolking;3000;Onderwijsniveau: onbekend;2010;3.0;;;;;2.0;;;;
1046;Werkloze beroepsbevolking;3000;Onderwijsniveau: onbekend;2011;4.0;;;;;3.0;;;;
1047;Werkloze beroepsbevolking;3000;Onderwijsniveau: onbekend;2012;4.0;;;;;3.0;;;;
1048;Werkloze beroepsbevolking;3000;Eenpersoonshuishouden;2005;69.0;5.4;13.1;16.8;11.8;67.0;5.4;13.1;16.8;11.8
1049;Werkloze beroepsbevolking;3000;Eenpersoonshuishouden;2006;58.0;6.5;12.7;17.6;13.0;57.0;6.5;12.7;17.6;13.0
1050;Werkloze beroepsbevolking;3000;Eenpersoonshuishouden;2007;48.0;7.1;12.6;18.1;13.1;46.0;7.1;12.7;18.2;13.1
1051;Werkloze beroepsbevolking;3000;Eenpersoonshuishouden;2008;45.0;8.7;12.6;19.7;14.5;42.0;8.7;12.6;19.8;14.3
1052;Werkloze beroepsbevolking;3000;Eenpersoonshuishouden;2009;58.0;8.5;12.9;19.8;14.2;55.0;9.1;13.2;20.5;14.5
1053;Werkloze beroepsbevolking;3000;Eenpersoonshuishouden;2010;62.0;8.2;14.8;21.1;14.7;59.0;8.2;14.8;21.1;14.7
1054;Werkloze beroepsbevolking;3000;Eenpersoonshuishouden;2011;73.0;7.4;13.9;19.7;13.8;70.0;7.4;14.0;19.8;13.9
1055;Werkloze beroepsbevolking;3000;Eenpersoonshuishouden;2012;88.0;7.3;14.4;20.1;14.1;85.0;7.4;14.5;20.1;14.2
1056;Werkloze beroepsbevolking;3000;Alleenstaande ouder;2005;4.0;;;;;4.0;;;;
1057;Werkloze beroepsbevolking;3000;Alleenstaande ouder;2006;3.0;;;;;3.0;;;;
1058;Werkloze beroepsbevolking;3000;Alleenstaande ouder;2007;2.0;;;;;2.0;;;;
1059;Werkloze beroepsbevolking;3000;Alleenstaande ouder;2008;2.0;;;;;2.0;;;;
1060;Werkloze beroepsbevolking;3000;Alleenstaande ouder;2009;3.0;;;;;2.0;;;;
1061;Werkloze beroepsbevolking;3000;Alleenstaande ouder;2010;4.0;;;;;4.0;;;;
1062;Werkloze beroepsbevolking;3000;Alleenstaande ouder;2011;3.0;;;;;3.0;;;;
1063;Werkloze beroepsbevolking;3000;Alleenstaande ouder;2012;4.0;;;;;4.0;;;;
1064;Werkloze beroepsbevolking;3000;Lid van ouderpaar;2005;61.0;9.8;15.3;22.0;16.2;56.0;10.0;15.6;22.4;15.6
1065;Werkloze beroepsbevolking;3000;Lid van ouderpaar;2006;48.0;12.0;14.6;23.3;17.6;45.0;12.3;14.9;23.8;17.7
1066;Werkloze beroepsbevolking;3000;Lid van ouderpaar;2007;34.0;11.8;14.4;23.4;18.4;31.0;12.2;14.9;24.3;18.5
1067;Werkloze beroepsbevolking;3000;Lid van ouderpaar;2008;27.0;15.6;14.5;26.8;19.7;22.0;16.4;15.2;28.1;20.1
1068;Werkloze beroepsbevolking;3000;Lid van ouderpaar;2009;42.0;19.6;14.6;30.1;18.0;37.0;21.8;16.2;33.3;18.6
1069;Werkloze beroepsbevolking;3000;Lid van ouderpaar;2010;51.0;17.1;17.4;30.5;20.1;49.0;17.5;17.8;31.2;20.1
1070;Werkloze beroepsbevolking;3000;Lid van ouderpaar;2011;55.0;14.4;15.9;26.9;18.7;51.0;15.3;16.8;28.5;19.1
1071;Werkloze beroepsbevolking;3000;Lid van ouderpaar;2012;63.0;14.5;16.0;26.9;19.2;59.0;15.2;16.9;28.3;19.5
