ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;TevredenMetArbeidsomstandigheden_1;TevredenMetWerk_2;LeeftijdWillenDoorwerken_3;LeeftijdInStaatDoorwerken_4;VoldoenAanFysiekeEisenWerk_5;VoldoenAanPsychischeEisenWerk_6;MakkelijkNieuweFunctieEigenWerkgever_7;MakkelijkNieuweBaanAndereWerkgever_8
435;24-25 Basismetaal, metaalprod.-industrie;Waarde;2020;72.7;79.5;63.0;63.3;90.1;92.6;53.2;68.3
436;24-25 Basismetaal, metaalprod.-industrie;Waarde;2021;72.5;78.4;63.1;64.6;85.5;89.9;50.3;71.7
437;24-25 Basismetaal, metaalprod.-industrie;Waarde;2022;74.0;78.7;63.7;63.9;88.0;91.4;52.7;77.7
438;24-25 Basismetaal, metaalprod.-industrie;Waarde;2023;76.0;80.0;64.1;64.5;90.9;90.9;57.9;81.2
439;24-25 Basismetaal, metaalprod.-industrie;Waarde;2024;75.8;78.8;64.0;63.7;88.1;90.5;58.6;79.9
440;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2014;63.8;68.3;62.8;62.3;85.8;88.1;41.4;46.7
441;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2015;64.6;67.8;62.9;62.2;82.1;85.9;44.2;51.6
442;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2016;70.5;73.7;62.5;62.5;85.3;91.2;44.2;54.2
443;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2017;67.4;70.4;62.6;62.1;82.6;86.3;45.2;60.4
444;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2018;66.5;71.2;62.6;61.4;84.1;87.2;44.4;64.1
445;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2019;68.3;71.2;63.1;63.1;81.8;86.8;44.5;64.1
446;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2020;69.2;76.4;62.2;62.6;87.6;90.4;49.4;64.7
447;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2021;68.7;74.8;62.5;63.7;82.3;86.9;46.1;67.8
448;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2022;70.5;75.3;63.2;63.1;85.2;89.1;48.8;74.4
449;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2023;72.5;76.7;63.5;63.7;88.4;88.4;54.1;78.1
450;24-25 Basismetaal, metaalprod.-industrie;Ondergrens 95%-interval;2024;72.3;75.4;63.5;62.9;85.3;87.9;54.8;76.7
451;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2014;72.4;76.5;63.9;63.9;91.4;93.2;50.6;56.0
452;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2015;72.4;75.5;63.9;63.6;88.1;91.2;52.5;60.0
453;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2016;77.4;80.4;63.6;63.9;90.2;94.9;52.1;62.0
454;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2017;75.0;77.7;63.7;63.4;88.5;91.6;53.5;68.2
455;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2018;73.1;77.5;63.7;62.9;89.0;91.7;51.6;70.7
456;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2019;75.3;77.9;64.3;64.4;87.3;91.5;52.1;71.1
457;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2020;76.0;82.4;63.8;64.0;92.1;94.3;56.9;71.6
458;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2021;76.1;81.6;63.7;65.4;88.2;92.3;54.4;75.3
459;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2022;77.3;81.8;64.3;64.7;90.3;93.3;56.5;80.6
460;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2023;79.2;83.0;64.8;65.3;92.9;93.0;61.7;83.9
461;24-25 Basismetaal, metaalprod.-industrie;Bovengrens 95%-interval;2024;79.0;81.8;64.5;64.6;90.4;92.6;62.4;82.8
462;26 Elektrotechnische industrie;Waarde;2014;79.6;81.4;64.4;65.4;94.7;92.5;58.7;58.9
463;26 Elektrotechnische industrie;Waarde;2015;73.8;76.8;64.0;65.6;93.4;91.5;50.4;56.5
464;26 Elektrotechnische industrie;Waarde;2016;75.9;72.9;62.7;62.8;93.2;90.5;58.4;59.0
465;26 Elektrotechnische industrie;Waarde;2017;74.2;76.3;63.7;66.0;95.4;90.7;56.6;67.8
466;26 Elektrotechnische industrie;Waarde;2018;77.8;78.2;63.3;65.3;93.1;90.5;60.6;70.9
467;26 Elektrotechnische industrie;Waarde;2019;76.2;80.4;64.2;64.9;93.5;91.1;53.7;73.0
468;26 Elektrotechnische industrie;Waarde;2020;80.0;80.9;63.6;65.5;93.6;93.5;62.3;71.2
469;26 Elektrotechnische industrie;Waarde;2021;81.7;76.3;62.9;65.5;94.7;93.0;60.8;78.8
470;26 Elektrotechnische industrie;Waarde;2022;80.1;81.8;63.1;64.6;93.5;88.0;61.8;85.9
471;26 Elektrotechnische industrie;Waarde;2023;78.1;79.3;62.8;65.3;93.1;87.1;62.4;81.9
472;26 Elektrotechnische industrie;Waarde;2024;80.8;78.4;63.8;65.6;94.2;89.3;63.1;79.1
473;26 Elektrotechnische industrie;Ondergrens 95%-interval;2014;74.1;76.1;63.4;64.2;90.2;87.9;52.2;52.4
474;26 Elektrotechnische industrie;Ondergrens 95%-interval;2015;67.5;70.6;63.1;64.4;89.1;87.1;43.8;49.7
475;26 Elektrotechnische industrie;Ondergrens 95%-interval;2016;68.8;65.7;61.8;61.2;87.8;84.6;51.1;51.7
476;26 Elektrotechnische industrie;Ondergrens 95%-interval;2017;67.2;69.4;62.5;64.7;91.2;85.6;49.2;60.7
477;26 Elektrotechnische industrie;Ondergrens 95%-interval;2018;71.7;72.2;62.4;64.2;88.9;85.7;54.2;64.6
478;26 Elektrotechnische industrie;Ondergrens 95%-interval;2019;69.4;74.0;63.0;63.5;89.5;86.5;46.7;66.6
479;26 Elektrotechnische industrie;Ondergrens 95%-interval;2020;73.4;74.2;62.7;64.1;88.2;88.2;55.2;64.4
480;26 Elektrotechnische industrie;Ondergrens 95%-interval;2021;75.0;69.1;62.0;64.2;89.8;88.2;53.2;72.3
481;26 Elektrotechnische industrie;Ondergrens 95%-interval;2022;74.5;76.6;62.1;63.6;89.4;83.2;55.7;81.5
482;26 Elektrotechnische industrie;Ondergrens 95%-interval;2023;72.2;73.4;61.6;64.2;88.8;82.2;55.9;76.3
483;26 Elektrotechnische industrie;Ondergrens 95%-interval;2024;74.6;72.1;62.8;63.9;89.9;84.1;56.2;73.2
484;26 Elektrotechnische industrie;Bovengrens 95%-interval;2014;84.3;85.7;65.4;66.6;97.2;95.4;64.9;65.2
485;26 Elektrotechnische industrie;Bovengrens 95%-interval;2015;79.3;82.1;64.9;66.7;96.1;94.5;57.0;63.0
486;26 Elektrotechnische industrie;Bovengrens 95%-interval;2016;81.9;79.1;63.6;64.4;96.3;94.2;65.3;66.0
487;26 Elektrotechnische industrie;Bovengrens 95%-interval;2017;80.2;82.1;64.8;67.3;97.7;94.1;63.7;74.1
488;26 Elektrotechnische industrie;Bovengrens 95%-interval;2018;82.9;83.2;64.1;66.3;95.8;93.8;66.7;76.4
489;26 Elektrotechnische industrie;Bovengrens 95%-interval;2019;81.9;85.5;65.5;66.4;96.0;94.2;60.6;78.6
490;26 Elektrotechnische industrie;Bovengrens 95%-interval;2020;85.3;86.1;64.5;66.8;96.7;96.5;68.8;77.1
491;26 Elektrotechnische industrie;Bovengrens 95%-interval;2021;86.9;82.2;63.8;66.7;97.3;96.0;67.8;84.1
492;26 Elektrotechnische industrie;Bovengrens 95%-interval;2022;84.7;86.0;64.1;65.6;96.1;91.5;67.6;89.4
493;26 Elektrotechnische industrie;Bovengrens 95%-interval;2023;83.1;84.1;64.0;66.4;95.8;90.9;68.4;86.4
494;26 Elektrotechnische industrie;Bovengrens 95%-interval;2024;85.8;83.6;64.8;67.2;96.7;92.9;69.5;84.1
495;27 Elektrische apparatenindustrie;Waarde;2014;76.0;79.8;63.7;63.9;95.2;93.3;56.1;55.0
496;27 Elektrische apparatenindustrie;Waarde;2015;77.9;80.0;63.5;63.9;91.0;92.8;54.9;59.6
497;27 Elektrische apparatenindustrie;Waarde;2016;75.1;73.8;63.0;65.4;93.3;93.3;54.5;65.6
498;27 Elektrische apparatenindustrie;Waarde;2017;72.0;75.7;63.9;64.8;89.4;91.6;56.6;69.7
499;27 Elektrische apparatenindustrie;Waarde;2018;81.3;78.4;64.6;65.3;91.3;91.8;57.2;71.4
500;27 Elektrische apparatenindustrie;Waarde;2019;69.2;74.6;64.2;64.2;90.9;90.9;49.0;71.1
501;27 Elektrische apparatenindustrie;Waarde;2020;81.2;81.7;63.3;66.0;93.4;92.1;59.1;71.2
502;27 Elektrische apparatenindustrie;Waarde;2021;77.2;78.3;63.5;63.4;91.8;91.4;62.3;76.9
503;27 Elektrische apparatenindustrie;Waarde;2022;77.4;76.7;64.2;63.3;95.3;89.0;65.1;78.7
504;27 Elektrische apparatenindustrie;Waarde;2023;77.0;76.9;63.6;63.7;90.1;90.2;61.6;83.5
505;27 Elektrische apparatenindustrie;Waarde;2024;83.3;81.6;63.4;63.7;94.8;90.8;63.2;80.0
506;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2014;68.1;72.2;62.6;62.3;89.9;88.0;47.6;46.5
507;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2015;71.6;73.8;62.8;62.9;86.2;88.3;47.9;52.7
508;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2016;69.1;67.4;62.0;63.5;89.6;89.2;47.7;59.1
509;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2017;64.5;68.6;63.2;63.7;84.1;86.0;49.1;62.3
510;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2018;75.7;72.5;63.5;63.9;86.6;87.2;50.5;65.1
511;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2019;61.8;67.4;62.8;62.6;85.8;85.3;41.7;64.3
512;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2020;74.5;75.2;62.3;64.2;88.8;86.8;51.7;64.0
513;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2021;70.0;71.9;62.5;61.6;85.3;85.1;55.2;70.7
514;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2022;71.2;70.4;63.1;61.7;91.2;83.9;58.4;72.7
515;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2023;72.0;71.9;62.9;62.4;86.4;86.7;56.2;79.1
516;27 Elektrische apparatenindustrie;Ondergrens 95%-interval;2024;77.6;76.0;62.0;62.0;90.6;86.1;56.5;74.2
517;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2014;82.4;85.6;64.7;65.5;97.7;96.4;64.2;63.2
518;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2015;83.1;85.0;64.2;64.9;94.2;95.7;61.7;66.3
519;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2016;80.3;79.3;64.1;67.2;95.8;95.9;61.2;71.5
520;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2017;78.4;81.5;64.5;66.0;93.1;95.1;63.9;76.2
521;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2018;85.9;83.3;65.6;66.8;94.4;94.8;63.7;77.0
522;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2019;75.7;80.7;65.6;65.8;94.3;94.5;56.2;77.0
523;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2020;86.4;86.8;64.3;67.7;96.2;95.4;66.2;77.5
524;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2021;83.1;83.5;64.4;65.3;95.6;95.1;69.0;82.1
525;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2022;82.6;81.9;65.3;64.8;97.5;92.6;71.1;83.6
526;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2023;81.4;81.2;64.3;65.0;92.9;92.9;66.8;87.1
527;27 Elektrische apparatenindustrie;Bovengrens 95%-interval;2024;87.7;86.2;64.7;65.4;97.2;94.0;69.5;84.8
528;28 Machine-industrie;Waarde;2014;74.1;79.1;63.5;63.6;92.9;92.6;57.4;64.9
529;28 Machine-industrie;Waarde;2015;77.4;76.7;63.5;64.2;91.3;90.3;56.2;64.0
530;28 Machine-industrie;Waarde;2016;75.2;75.1;63.2;63.3;92.8;92.7;55.5;65.8
531;28 Machine-industrie;Waarde;2017;74.2;78.4;63.3;63.7;90.0;93.7;57.7;73.4
532;28 Machine-industrie;Waarde;2018;78.3;79.3;62.9;63.3;92.8;92.9;58.7;79.2
533;28 Machine-industrie;Waarde;2019;78.8;80.7;63.5;64.1;92.2;91.4;58.5;74.3
534;28 Machine-industrie;Waarde;2020;78.3;77.1;64.3;64.6;92.0;91.0;57.5;76.1
535;28 Machine-industrie;Waarde;2021;81.4;81.2;63.7;64.2;91.1;88.7;68.2;81.6
536;28 Machine-industrie;Waarde;2022;82.7;81.3;63.1;63.2;93.4;91.8;64.7;84.4
537;28 Machine-industrie;Waarde;2023;79.7;79.7;63.7;64.9;93.3;90.6;65.8;82.3
538;28 Machine-industrie;Waarde;2024;83.9;82.4;62.6;64.1;92.2;89.1;67.0;83.1
539;28 Machine-industrie;Ondergrens 95%-interval;2014;69.3;74.4;62.8;62.6;89.2;89.5;52.3;59.9
540;28 Machine-industrie;Ondergrens 95%-interval;2015;73.0;72.3;62.8;63.2;88.1;86.9;51.3;59.2
541;28 Machine-industrie;Ondergrens 95%-interval;2016;70.9;70.8;62.4;62.2;90.1;90.0;50.9;61.4
542;28 Machine-industrie;Ondergrens 95%-interval;2017;69.8;74.3;62.9;63.0;86.9;91.2;53.1;69.2
543;28 Machine-industrie;Ondergrens 95%-interval;2018;75.0;75.9;62.2;62.4;90.4;90.7;54.8;75.9
544;28 Machine-industrie;Ondergrens 95%-interval;2019;75.2;77.2;63.0;63.3;89.8;88.7;54.4;70.7
545;28 Machine-industrie;Ondergrens 95%-interval;2020;74.6;73.3;63.6;63.6;89.4;88.3;53.3;72.5
546;28 Machine-industrie;Ondergrens 95%-interval;2021;77.7;77.5;63.0;63.2;88.2;85.4;64.0;78.0
547;28 Machine-industrie;Ondergrens 95%-interval;2022;79.3;77.8;62.4;62.2;91.1;89.1;60.6;81.2
548;28 Machine-industrie;Ondergrens 95%-interval;2023;76.3;76.3;63.1;64.1;91.1;88.1;62.0;79.1
549;28 Machine-industrie;Ondergrens 95%-interval;2024;80.9;79.3;61.9;63.2;89.9;86.4;63.4;80.0
550;28 Machine-industrie;Bovengrens 95%-interval;2014;78.4;83.1;64.2;64.5;95.3;94.8;62.3;69.5
551;28 Machine-industrie;Bovengrens 95%-interval;2015;81.2;80.6;64.3;65.1;93.7;92.9;61.0;68.5
552;28 Machine-industrie;Bovengrens 95%-interval;2016;79.0;78.9;64.0;64.4;94.8;94.8;60.0;70.0
553;28 Machine-industrie;Bovengrens 95%-interval;2017;78.1;82.0;63.8;64.3;92.4;95.5;62.2;77.3
554;28 Machine-industrie;Bovengrens 95%-interval;2018;81.3;82.3;63.7;64.2;94.6;94.7;62.4;82.1
555;28 Machine-industrie;Bovengrens 95%-interval;2019;82.0;83.8;64.1;64.8;94.2;93.4;62.4;77.6
556;28 Machine-industrie;Bovengrens 95%-interval;2020;81.5;80.5;65.0;65.6;94.0;93.2;61.6;79.5
557;28 Machine-industrie;Bovengrens 95%-interval;2021;84.7;84.4;64.4;65.3;93.4;91.4;72.2;84.7
558;28 Machine-industrie;Bovengrens 95%-interval;2022;85.7;84.4;63.8;64.2;95.2;93.8;68.6;87.0
559;28 Machine-industrie;Bovengrens 95%-interval;2023;82.7;82.8;64.4;65.6;95.1;92.7;69.4;85.1
560;28 Machine-industrie;Bovengrens 95%-interval;2024;86.6;85.2;63.2;64.9;94.1;91.3;70.5;85.7
561;29-30 Transportmiddelenindustrie;Waarde;2014;75.0;75.1;63.2;63.5;88.9;89.5;52.2;57.4
562;29-30 Transportmiddelenindustrie;Waarde;2015;73.8;78.2;63.7;63.5;90.9;91.6;56.4;55.9
563;29-30 Transportmiddelenindustrie;Waarde;2016;74.3;75.8;63.4;62.8;91.3;92.4;56.7;54.3
564;29-30 Transportmiddelenindustrie;Waarde;2017;71.9;78.8;62.8;63.9;84.0;84.9;55.2;61.9
565;29-30 Transportmiddelenindustrie;Waarde;2018;65.8;69.5;63.3;62.7;85.5;86.1;54.0;65.1
566;29-30 Transportmiddelenindustrie;Waarde;2019;67.9;73.8;63.3;63.1;86.6;90.1;51.0;65.0
567;29-30 Transportmiddelenindustrie;Waarde;2020;67.8;68.4;63.8;63.4;88.2;87.6;50.7;66.9
568;29-30 Transportmiddelenindustrie;Waarde;2021;74.0;73.4;63.3;65.5;90.6;86.2;52.8;69.8
569;29-30 Transportmiddelenindustrie;Waarde;2022;72.2;74.6;63.7;63.8;89.4;88.0;59.3;77.0
570;29-30 Transportmiddelenindustrie;Waarde;2023;71.5;75.4;63.7;63.9;90.0;91.3;65.0;75.7
571;29-30 Transportmiddelenindustrie;Waarde;2024;77.1;78.4;63.5;63.7;93.3;90.9;63.0;76.8
572;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2014;70.3;70.3;62.5;62.3;84.6;85.5;47.2;52.4
573;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2015;67.8;72.5;63.1;62.6;86.6;87.5;50.0;49.6
574;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2016;68.4;70.1;62.5;61.6;87.0;88.4;50.4;48.1
575;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2017;65.3;72.7;61.7;62.9;78.4;79.3;48.3;55.1
576;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2018;60.5;64.3;62.6;61.7;81.2;81.8;48.6;59.9
577;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2019;62.2;68.4;62.6;62.2;82.2;86.2;45.1;59.3
578;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2020;61.9;62.5;62.7;61.8;83.7;82.9;44.7;61.1
579;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2021;67.5;66.8;62.0;64.3;85.9;80.9;46.1;63.4
580;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2022;67.0;69.4;62.6;62.8;85.7;83.7;53.9;72.3
581;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2023;65.3;69.5;62.8;62.8;85.5;86.9;58.6;69.9
582;29-30 Transportmiddelenindustrie;Ondergrens 95%-interval;2024;71.6;72.9;62.5;62.5;89.8;86.9;57.0;71.5
583;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2014;79.1;79.4;63.9;64.6;92.1;92.5;57.2;62.2
584;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2015;79.0;83.0;64.3;64.3;93.9;94.5;62.5;62.0
585;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2016;79.4;80.8;64.2;63.9;94.2;95.1;62.7;60.4
586;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2017;77.7;83.9;63.8;65.0;88.4;89.2;61.9;68.3
587;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2018;70.6;74.2;64.1;63.8;89.0;89.5;59.3;69.9
588;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2019;73.1;78.6;64.0;64.1;90.1;92.9;56.8;70.2
589;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2020;73.2;73.8;64.9;64.9;91.7;91.1;56.7;72.2
590;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2021;79.7;79.1;64.6;66.7;93.8;90.2;59.5;75.5
591;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2022;76.9;79.1;64.7;64.8;92.3;91.2;64.5;81.1
592;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2023;77.0;80.4;64.7;64.9;93.1;94.2;70.9;80.7
593;29-30 Transportmiddelenindustrie;Bovengrens 95%-interval;2024;81.9;83.1;64.5;65.0;95.6;93.8;68.6;81.4
594;31-33 Overige industrie en reparatie;Waarde;2014;71.2;72.8;63.8;63.0;84.2;83.1;41.2;36.3
595;31-33 Overige industrie en reparatie;Waarde;2015;70.4;71.6;63.6;63.4;81.6;84.5;40.7;37.1
596;31-33 Overige industrie en reparatie;Waarde;2016;68.2;71.8;63.9;62.6;84.5;86.1;41.1;40.4
597;31-33 Overige industrie en reparatie;Waarde;2017;72.1;72.7;63.4;61.1;82.6;84.4;46.0;44.9
598;31-33 Overige industrie en reparatie;Waarde;2018;69.3;71.5;64.1;63.0;82.5;84.1;44.8;48.0
599;31-33 Overige industrie en reparatie;Waarde;2019;73.3;75.2;62.9;62.8;83.3;84.9;47.8;50.6
600;31-33 Overige industrie en reparatie;Waarde;2020;72.0;76.5;64.1;63.9;86.1;87.5;43.6;48.9
601;31-33 Overige industrie en reparatie;Waarde;2021;73.6;74.6;63.8;62.8;83.6;84.4;46.5;52.5
602;31-33 Overige industrie en reparatie;Waarde;2022;72.0;73.9;64.5;63.9;85.9;85.0;49.9;62.6
603;31-33 Overige industrie en reparatie;Waarde;2023;72.8;74.3;64.1;64.2;85.6;87.4;52.8;65.0
604;31-33 Overige industrie en reparatie;Waarde;2024;72.2;76.0;64.2;63.7;87.2;87.8;51.3;64.1
605;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2014;67.8;69.5;63.0;62.1;81.3;80.0;37.7;33.0
606;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2015;67.4;68.6;62.9;62.7;79.0;82.1;37.6;34.1
607;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2016;65.3;68.9;63.3;61.9;82.2;83.8;38.1;37.4
608;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2017;69.1;69.7;62.8;60.3;80.1;81.9;42.8;41.8
609;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2018;66.9;69.1;63.8;62.4;80.5;82.1;42.3;45.4
610;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2019;70.6;72.5;62.2;62.2;80.9;82.6;44.9;47.6
611;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2020;69.2;73.9;63.6;63.3;83.9;85.4;40.7;45.9
612;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2021;70.5;71.6;63.2;62.0;81.0;81.8;43.2;49.2
613;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2022;68.8;70.8;64.0;63.2;83.3;82.4;46.6;59.2
614;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2023;69.7;71.3;63.6;63.4;83.1;84.9;49.4;61.7
615;31-33 Overige industrie en reparatie;Ondergrens 95%-interval;2024;69.1;73.0;63.6;63.1;84.8;85.5;48.1;60.9
616;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2014;74.3;75.8;64.5;64.0;86.7;85.8;44.7;39.9
617;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2015;73.3;74.4;64.3;64.1;83.8;86.7;43.9;40.2
618;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2016;71.0;74.5;64.4;63.2;86.6;88.1;44.2;43.4
619;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2017;74.8;75.4;63.9;61.9;84.9;86.6;49.2;48.1
620;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2018;71.6;73.8;64.5;63.6;84.3;85.9;47.3;50.5
621;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2019;75.9;77.7;63.5;63.4;85.3;86.9;50.8;53.6
622;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2020;74.6;79.0;64.7;64.6;88.1;89.4;46.6;51.9
623;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2021;76.4;77.4;64.3;63.7;85.9;86.6;49.9;55.9
624;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2022;75.0;76.8;65.1;64.5;88.1;87.3;53.3;65.8
625;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2023;75.7;77.2;64.7;64.9;87.9;89.5;56.1;68.1
626;31-33 Overige industrie en reparatie;Bovengrens 95%-interval;2024;75.1;78.7;64.7;64.2;89.2;89.8;54.6;67.2
627;D Energievoorziening;Waarde;2014;80.0;76.7;64.1;;95.0;90.2;48.9;51.5
628;D Energievoorziening;Waarde;2015;80.6;74.8;64.1;64.2;93.3;91.9;57.7;60.3
629;D Energievoorziening;Waarde;2016;79.4;75.9;62.5;64.0;93.1;94.4;59.0;59.6
630;D Energievoorziening;Waarde;2017;83.5;76.3;63.2;62.9;93.2;86.3;61.9;70.5
631;D Energievoorziening;Waarde;2018;79.0;77.1;64.2;65.4;94.2;95.1;60.9;73.8
632;D Energievoorziening;Waarde;2019;85.1;85.9;62.6;64.8;94.6;94.2;64.4;74.4
633;D Energievoorziening;Waarde;2020;83.8;78.5;63.1;64.6;93.6;93.7;68.3;69.4
634;D Energievoorziening;Waarde;2021;82.7;84.5;62.0;64.9;94.7;92.7;75.2;85.4
635;D Energievoorziening;Waarde;2022;86.9;82.0;63.3;65.3;94.6;90.1;83.1;85.4
636;D Energievoorziening;Waarde;2023;83.5;82.9;63.0;64.9;94.1;91.1;74.8;82.7
637;D Energievoorziening;Waarde;2024;84.8;84.5;62.5;64.6;94.2;95.2;76.3;84.1
638;D Energievoorziening;Ondergrens 95%-interval;2014;72.7;68.9;63.4;;90.5;84.2;40.6;43.2
639;D Energievoorziening;Ondergrens 95%-interval;2015;74.6;68.7;63.2;63.1;89.2;87.4;51.2;54.0
640;D Energievoorziening;Ondergrens 95%-interval;2016;73.2;69.6;61.2;62.8;89.1;90.6;52.3;53.1
641;D Energievoorziening;Ondergrens 95%-interval;2017;78.0;70.1;62.2;61.5;88.9;80.9;55.4;64.3
642;D Energievoorziening;Ondergrens 95%-interval;2018;73.5;71.6;63.5;64.5;90.9;92.0;54.9;68.4
643;D Energievoorziening;Ondergrens 95%-interval;2019;79.7;80.4;61.7;63.9;90.7;90.2;57.9;68.5
644;D Energievoorziening;Ondergrens 95%-interval;2020;78.7;72.7;62.2;63.6;89.1;89.6;62.0;63.2
645;D Energievoorziening;Ondergrens 95%-interval;2021;76.8;78.9;60.6;63.5;90.8;88.4;69.2;80.4
646;D Energievoorziening;Ondergrens 95%-interval;2022;82.4;76.9;62.5;64.3;91.2;85.9;78.4;80.9
647;D Energievoorziening;Ondergrens 95%-interval;2023;78.3;77.7;62.2;63.6;90.4;86.8;69.2;77.5
648;D Energievoorziening;Ondergrens 95%-interval;2024;79.8;79.5;61.4;63.5;90.7;92.3;70.9;79.2
649;D Energievoorziening;Bovengrens 95%-interval;2014;85.7;83.0;64.7;;97.5;94.1;57.2;59.8
650;D Energievoorziening;Bovengrens 95%-interval;2015;85.5;80.1;65.0;65.3;95.9;94.9;63.9;66.4
651;D Energievoorziening;Bovengrens 95%-interval;2016;84.4;81.3;63.7;65.3;95.7;96.7;65.3;65.8
652;D Energievoorziening;Bovengrens 95%-interval;2017;87.9;81.6;64.2;64.4;95.9;90.3;68.1;76.0
653;D Energievoorziening;Bovengrens 95%-interval;2018;83.5;81.8;64.9;66.4;96.4;97.0;66.7;78.7
654;D Energievoorziening;Bovengrens 95%-interval;2019;89.2;90.0;63.4;65.7;96.9;96.7;70.3;79.5
655;D Energievoorziening;Bovengrens 95%-interval;2020;87.9;83.3;64.0;65.5;96.3;96.2;74.1;75.0
656;D Energievoorziening;Bovengrens 95%-interval;2021;87.3;88.9;63.5;66.2;97.0;95.5;80.5;89.2
