ID;Geslacht;Leeftijd;Onderwijssoort;Migratieachtergrond;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
3100;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Marokko;2017/'18;4;3;75
3101;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Marokko;2018/'19;10;10;100
3102;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Marokko;2019/'20;5;5;100
3103;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Marokko;2020/'21;14;14;100
3104;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Suriname;2005/'06;1;1;100
3105;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Suriname;2006/'07;5;4;80
3106;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Suriname;2007/'08;5;5;100
3107;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Suriname;2008/'09;3;3;100
3108;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Suriname;2009/'10;4;4;100
3109;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Suriname;2010/'11;4;4;100
3110;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Suriname;2011/'12;4;4;100
3111;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Suriname;2012/'13;5;4;80
3112;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Suriname;2013/'14;5;5;100
3113;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Suriname;2014/'15;3;2;67
3114;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Suriname;2015/'16;10;10;100
3115;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Suriname;2016/'17;4;4;100
3116;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Suriname;2017/'18;9;7;78
3117;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Suriname;2018/'19;8;6;75
3118;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Suriname;2019/'20;4;4;100
3119;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Suriname;2020/'21;11;10;91
3120;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;(voormalige) Nederlandse Antillen, Aruba;2005/'06;1;1;100
3121;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;(voormalige) Nederlandse Antillen, Aruba;2006/'07;0;0;0
3122;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;(voormalige) Nederlandse Antillen, Aruba;2007/'08;0;0;0
3123;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;(voormalige) Nederlandse Antillen, Aruba;2008/'09;0;0;0
3124;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;(voormalige) Nederlandse Antillen, Aruba;2009/'10;0;0;0
3125;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;(voormalige) Nederlandse Antillen, Aruba;2010/'11;1;1;100
3126;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;(voormalige) Nederlandse Antillen, Aruba;2011/'12;0;0;0
3127;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;(voormalige) Nederlandse Antillen, Aruba;2012/'13;2;2;100
3128;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;(voormalige) Nederlandse Antillen, Aruba;2013/'14;1;1;100
3129;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;(voormalige) Nederlandse Antillen, Aruba;2014/'15;3;3;100
3130;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;(voormalige) Nederlandse Antillen, Aruba;2015/'16;1;1;100
3131;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;(voormalige) Nederlandse Antillen, Aruba;2016/'17;0;0;0
3132;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;(voormalige) Nederlandse Antillen, Aruba;2017/'18;3;3;100
3133;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;(voormalige) Nederlandse Antillen, Aruba;2018/'19;5;5;100
3134;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;(voormalige) Nederlandse Antillen, Aruba;2019/'20;1;1;100
3135;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;(voormalige) Nederlandse Antillen, Aruba;2020/'21;2;2;100
3136;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Overige niet-westerse migratieachterg...;2005/'06;11;10;91
3137;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Overige niet-westerse migratieachterg...;2006/'07;12;11;92
3138;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Overige niet-westerse migratieachterg...;2007/'08;17;17;100
3139;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Overige niet-westerse migratieachterg...;2008/'09;14;14;100
3140;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Overige niet-westerse migratieachterg...;2009/'10;16;16;100
3141;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Overige niet-westerse migratieachterg...;2010/'11;18;16;89
3142;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Overige niet-westerse migratieachterg...;2011/'12;16;14;88
3143;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Overige niet-westerse migratieachterg...;2012/'13;13;12;92
3144;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Overige niet-westerse migratieachterg...;2013/'14;13;13;100
3145;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Overige niet-westerse migratieachterg...;2014/'15;8;8;100
3146;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Overige niet-westerse migratieachterg...;2015/'16;14;14;100
3147;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Overige niet-westerse migratieachterg...;2016/'17;7;7;100
3148;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Overige niet-westerse migratieachterg...;2017/'18;16;14;88
3149;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Overige niet-westerse migratieachterg...;2018/'19;6;5;83
3150;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Overige niet-westerse migratieachterg...;2019/'20;15;15;100
3151;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Overige niet-westerse migratieachterg...;2020/'21;16;16;100
3152;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Onbekende migratieachtergrond;2005/'06;0;0;0
3153;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Onbekende migratieachtergrond;2006/'07;0;0;0
3154;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Onbekende migratieachtergrond;2007/'08;1;1;100
3155;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Onbekende migratieachtergrond;2008/'09;0;0;0
3156;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Onbekende migratieachtergrond;2009/'10;0;0;0
3157;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Onbekende migratieachtergrond;2010/'11;0;0;0
3158;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Onbekende migratieachtergrond;2011/'12;0;0;0
3159;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Onbekende migratieachtergrond;2012/'13;0;0;0
3160;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Onbekende migratieachtergrond;2013/'14;1;1;100
3161;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Onbekende migratieachtergrond;2014/'15;0;0;0
3162;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Onbekende migratieachtergrond;2015/'16;0;0;0
3163;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Onbekende migratieachtergrond;2016/'17;0;0;0
3164;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Onbekende migratieachtergrond;2017/'18;0;0;0
3165;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Onbekende migratieachtergrond;2018/'19;0;0;0
3166;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Onbekende migratieachtergrond;2019/'20;0;0;0
3167;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo;Onbekende migratieachtergrond;2020/'21;0;0;0
3168;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Totaal migratieachtergrond;2005/'06;103;102;99
3169;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Totaal migratieachtergrond;2006/'07;92;86;93
3170;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Totaal migratieachtergrond;2007/'08;89;86;97
3171;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Totaal migratieachtergrond;2008/'09;104;101;97
3172;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Totaal migratieachtergrond;2009/'10;98;96;98
3173;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Totaal migratieachtergrond;2010/'11;123;115;93
3174;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Totaal migratieachtergrond;2011/'12;113;106;94
3175;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Totaal migratieachtergrond;2012/'13;122;111;91
3176;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Totaal migratieachtergrond;2013/'14;126;123;98
3177;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Totaal migratieachtergrond;2014/'15;151;148;98
3178;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Totaal migratieachtergrond;2015/'16;180;177;98
3179;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Totaal migratieachtergrond;2016/'17;185;180;97
3180;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Totaal migratieachtergrond;2017/'18;240;228;95
3181;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Totaal migratieachtergrond;2018/'19;231;224;97
3182;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Totaal migratieachtergrond;2019/'20;265;265;100
3183;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Totaal migratieachtergrond;2020/'21;268;259;97
3184;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Nederlandse achtergrond;2005/'06;83;82;99
3185;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Nederlandse achtergrond;2006/'07;70;66;94
3186;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Nederlandse achtergrond;2007/'08;66;64;97
3187;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Nederlandse achtergrond;2008/'09;79;76;96
3188;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Nederlandse achtergrond;2009/'10;79;77;97
3189;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Nederlandse achtergrond;2010/'11;98;92;94
3190;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Nederlandse achtergrond;2011/'12;86;82;95
3191;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Nederlandse achtergrond;2012/'13;99;90;91
3192;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Nederlandse achtergrond;2013/'14;108;105;97
3193;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Nederlandse achtergrond;2014/'15;122;120;98
3194;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Nederlandse achtergrond;2015/'16;142;140;99
3195;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Nederlandse achtergrond;2016/'17;160;155;97
3196;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Nederlandse achtergrond;2017/'18;197;191;97
3197;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Nederlandse achtergrond;2018/'19;189;184;97
3198;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Nederlandse achtergrond;2019/'20;225;225;100
3199;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Nederlandse achtergrond;2020/'21;209;201;96
3200;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Met migratieachtergrond;2005/'06;20;20;100
3201;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Met migratieachtergrond;2006/'07;22;20;91
3202;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Met migratieachtergrond;2007/'08;22;21;95
3203;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Met migratieachtergrond;2008/'09;25;25;100
3204;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Met migratieachtergrond;2009/'10;19;19;100
3205;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Met migratieachtergrond;2010/'11;25;23;92
3206;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Met migratieachtergrond;2011/'12;27;24;89
3207;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Met migratieachtergrond;2012/'13;23;21;91
3208;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Met migratieachtergrond;2013/'14;18;18;100
3209;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Met migratieachtergrond;2014/'15;29;28;97
3210;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Met migratieachtergrond;2015/'16;38;37;97
3211;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Met migratieachtergrond;2016/'17;25;25;100
3212;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Met migratieachtergrond;2017/'18;43;37;86
3213;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Met migratieachtergrond;2018/'19;42;40;95
3214;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Met migratieachtergrond;2019/'20;40;40;100
3215;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Met migratieachtergrond;2020/'21;59;58;98
3216;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Westerse migratieachtergrond;2005/'06;6;6;100
3217;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Westerse migratieachtergrond;2006/'07;3;3;100
3218;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Westerse migratieachtergrond;2007/'08;2;2;100
3219;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Westerse migratieachtergrond;2008/'09;8;8;100
3220;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Westerse migratieachtergrond;2009/'10;3;3;100
3221;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Westerse migratieachtergrond;2010/'11;4;3;75
3222;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Westerse migratieachtergrond;2011/'12;7;6;86
3223;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Westerse migratieachtergrond;2012/'13;2;2;100
3224;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Westerse migratieachtergrond;2013/'14;0;0;0
3225;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Westerse migratieachtergrond;2014/'15;7;7;100
3226;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Westerse migratieachtergrond;2015/'16;6;6;100
3227;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Westerse migratieachtergrond;2016/'17;7;7;100
3228;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Westerse migratieachtergrond;2017/'18;6;6;100
3229;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Westerse migratieachtergrond;2018/'19;13;13;100
3230;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Westerse migratieachtergrond;2019/'20;12;12;100
3231;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Westerse migratieachtergrond;2020/'21;12;12;100
3232;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Niet-westerse migratieachtergrond;2005/'06;14;14;100
3233;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Niet-westerse migratieachtergrond;2006/'07;19;17;89
3234;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Niet-westerse migratieachtergrond;2007/'08;20;19;95
3235;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Niet-westerse migratieachtergrond;2008/'09;17;17;100
3236;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Niet-westerse migratieachtergrond;2009/'10;16;16;100
3237;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Niet-westerse migratieachtergrond;2010/'11;21;20;95
3238;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Niet-westerse migratieachtergrond;2011/'12;20;18;90
3239;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Niet-westerse migratieachtergrond;2012/'13;21;19;90
3240;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Niet-westerse migratieachtergrond;2013/'14;18;18;100
3241;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Niet-westerse migratieachtergrond;2014/'15;22;21;95
3242;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Niet-westerse migratieachtergrond;2015/'16;32;31;97
3243;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Niet-westerse migratieachtergrond;2016/'17;18;18;100
3244;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Niet-westerse migratieachtergrond;2017/'18;37;31;84
3245;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Niet-westerse migratieachtergrond;2018/'19;29;27;93
3246;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Niet-westerse migratieachtergrond;2019/'20;28;28;100
3247;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Niet-westerse migratieachtergrond;2020/'21;47;46;98
3248;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Turkije;2005/'06;3;3;100
3249;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Turkije;2006/'07;3;3;100
3250;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Turkije;2007/'08;2;1;50
3251;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Turkije;2008/'09;3;3;100
3252;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Turkije;2009/'10;2;2;100
3253;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Turkije;2010/'11;1;1;100
3254;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Turkije;2011/'12;1;1;100
3255;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Turkije;2012/'13;0;0;0
3256;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Turkije;2013/'14;0;0;0
3257;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Turkije;2014/'15;5;5;100
3258;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Turkije;2015/'16;5;5;100
3259;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Turkije;2016/'17;3;3;100
3260;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Turkije;2017/'18;5;4;80
3261;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Turkije;2018/'19;4;4;100
3262;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Turkije;2019/'20;5;5;100
3263;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Turkije;2020/'21;5;5;100
3264;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Marokko;2005/'06;1;1;100
3265;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Marokko;2006/'07;3;3;100
3266;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Marokko;2007/'08;0;0;0
3267;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Marokko;2008/'09;1;1;100
3268;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Marokko;2009/'10;1;1;100
3269;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Marokko;2010/'11;3;3;100
3270;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Marokko;2011/'12;3;3;100
3271;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Marokko;2012/'13;3;2;67
3272;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Marokko;2013/'14;1;1;100
3273;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Marokko;2014/'15;4;4;100
3274;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Marokko;2015/'16;3;2;67
3275;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Marokko;2016/'17;6;6;100
3276;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Marokko;2017/'18;4;3;75
3277;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Marokko;2018/'19;8;8;100
3278;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Marokko;2019/'20;5;5;100
3279;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Marokko;2020/'21;14;14;100
3280;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Suriname;2005/'06;1;1;100
3281;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Suriname;2006/'07;5;4;80
3282;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Suriname;2007/'08;5;5;100
3283;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Suriname;2008/'09;2;2;100
3284;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Suriname;2009/'10;4;4;100
3285;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Suriname;2010/'11;4;4;100
3286;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Suriname;2011/'12;4;4;100
3287;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Suriname;2012/'13;5;4;80
3288;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Suriname;2013/'14;5;5;100
3289;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Suriname;2014/'15;3;2;67
3290;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Suriname;2015/'16;9;9;100
3291;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Suriname;2016/'17;4;4;100
3292;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Suriname;2017/'18;9;7;78
3293;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Suriname;2018/'19;7;6;86
3294;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Suriname;2019/'20;4;4;100
3295;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);Suriname;2020/'21;10;9;90
3296;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);(voormalige) Nederlandse Antillen, Aruba;2005/'06;1;1;100
3297;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);(voormalige) Nederlandse Antillen, Aruba;2006/'07;0;0;0
3298;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);(voormalige) Nederlandse Antillen, Aruba;2007/'08;0;0;0
3299;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);(voormalige) Nederlandse Antillen, Aruba;2008/'09;0;0;0
3300;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);(voormalige) Nederlandse Antillen, Aruba;2009/'10;0;0;0
3301;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);(voormalige) Nederlandse Antillen, Aruba;2010/'11;0;0;0
3302;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);(voormalige) Nederlandse Antillen, Aruba;2011/'12;0;0;0
3303;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);(voormalige) Nederlandse Antillen, Aruba;2012/'13;2;2;100
3304;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);(voormalige) Nederlandse Antillen, Aruba;2013/'14;1;1;100
3305;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);(voormalige) Nederlandse Antillen, Aruba;2014/'15;3;3;100
3306;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);(voormalige) Nederlandse Antillen, Aruba;2015/'16;1;1;100
3307;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);(voormalige) Nederlandse Antillen, Aruba;2016/'17;0;0;0
3308;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);(voormalige) Nederlandse Antillen, Aruba;2017/'18;3;3;100
3309;Totaal mannen en vrouwen;Jonger dan 15 jaar;Vmbo (exclusief lwoo);(voormalige) Nederlandse Antillen, Aruba;2018/'19;5;5;100
