ID;Geslacht;Leeftijd;RegioS;Perioden;Verkeersdoden_1
2068;Totaal mannen en vrouwen;40 tot 50 jaar;Groningen (PV);2005;2
2069;Totaal mannen en vrouwen;40 tot 50 jaar;Groningen (PV);2006;6
2070;Totaal mannen en vrouwen;40 tot 50 jaar;Groningen (PV);2007;1
2071;Totaal mannen en vrouwen;40 tot 50 jaar;Groningen (PV);2008;1
2072;Totaal mannen en vrouwen;40 tot 50 jaar;Groningen (PV);2009;3
2073;Totaal mannen en vrouwen;40 tot 50 jaar;Groningen (PV);2010;5
2074;Totaal mannen en vrouwen;40 tot 50 jaar;Groningen (PV);2011;2
2075;Totaal mannen en vrouwen;40 tot 50 jaar;Groningen (PV);2012;2
2076;Totaal mannen en vrouwen;40 tot 50 jaar;Groningen (PV);2013;5
2077;Totaal mannen en vrouwen;40 tot 50 jaar;Groningen (PV);2014;1
2078;Totaal mannen en vrouwen;40 tot 50 jaar;Groningen (PV);2015;2
2079;Totaal mannen en vrouwen;40 tot 50 jaar;Groningen (PV);2016;4
2080;Totaal mannen en vrouwen;40 tot 50 jaar;Groningen (PV);2017;5
2081;Totaal mannen en vrouwen;40 tot 50 jaar;Groningen (PV);2018;2
2082;Totaal mannen en vrouwen;40 tot 50 jaar;Groningen (PV);2019;1
2083;Totaal mannen en vrouwen;40 tot 50 jaar;Groningen (PV);2020;3
2084;Totaal mannen en vrouwen;40 tot 50 jaar;Groningen (PV);2021;0
2085;Totaal mannen en vrouwen;40 tot 50 jaar;Groningen (PV);2022;3
2086;Totaal mannen en vrouwen;40 tot 50 jaar;Groningen (PV);2023;2
2087;Totaal mannen en vrouwen;40 tot 50 jaar;Groningen (PV);2024;5
2088;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);1996;6
2089;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);1997;7
2090;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);1998;0
2091;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);1999;7
2092;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2000;5
2093;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2001;6
2094;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2002;8
2095;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2003;7
2096;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2004;7
2097;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2005;3
2098;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2006;6
2099;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2007;4
2100;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2008;3
2101;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2009;2
2102;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2010;4
2103;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2011;2
2104;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2012;6
2105;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2013;1
2106;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2014;4
2107;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2015;2
2108;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2016;1
2109;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2017;4
2110;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2018;1
2111;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2019;1
2112;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2020;3
2113;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2021;2
2114;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2022;1
2115;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2023;3
2116;Totaal mannen en vrouwen;40 tot 50 jaar;Fryslân (PV);2024;1
2117;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);1996;5
2118;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);1997;1
2119;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);1998;7
2120;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);1999;7
2121;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2000;4
2122;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2001;6
2123;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2002;7
2124;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2003;2
2125;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2004;7
2126;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2005;7
2127;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2006;9
2128;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2007;10
2129;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2008;8
2130;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2009;3
2131;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2010;6
2132;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2011;6
2133;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2012;4
2134;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2013;3
2135;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2014;3
2136;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2015;3
2137;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2016;3
2138;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2017;2
2139;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2018;2
2140;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2019;1
2141;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2020;1
2142;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2021;4
2143;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2022;5
2144;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2023;1
2145;Totaal mannen en vrouwen;40 tot 50 jaar;Drenthe (PV);2024;3
2146;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);1996;7
2147;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);1997;11
2148;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);1998;5
2149;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);1999;7
2150;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2000;10
2151;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2001;10
2152;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2002;7
2153;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2003;7
2154;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2004;9
2155;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2005;8
2156;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2006;4
2157;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2007;5
2158;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2008;4
2159;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2009;4
2160;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2010;4
2161;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2011;6
2162;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2012;10
2163;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2013;7
2164;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2014;3
2165;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2015;4
2166;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2016;8
2167;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2017;6
2168;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2018;2
2169;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2019;2
2170;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2020;4
2171;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2021;1
2172;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2022;3
2173;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2023;4
2174;Totaal mannen en vrouwen;40 tot 50 jaar;Overijssel (PV);2024;3
2175;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);1996;3
2176;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);1997;1
2177;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);1998;2
2178;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);1999;4
2179;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2000;6
2180;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2001;3
2181;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2002;5
2182;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2003;4
2183;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2004;3
2184;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2005;3
2185;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2006;1
2186;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2007;4
2187;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2008;2
2188;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2009;2
2189;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2010;5
2190;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2011;1
2191;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2012;1
2192;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2013;1
2193;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2014;1
2194;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2015;1
2195;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2016;1
2196;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2017;3
2197;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2018;0
2198;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2019;0
2199;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2020;0
2200;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2021;3
2201;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2022;1
2202;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2023;0
2203;Totaal mannen en vrouwen;40 tot 50 jaar;Flevoland (PV);2024;0
2204;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);1996;20
2205;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);1997;17
2206;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);1998;18
2207;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);1999;21
2208;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2000;22
2209;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2001;15
2210;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2002;11
2211;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2003;16
2212;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2004;12
2213;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2005;16
2214;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2006;18
2215;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2007;13
2216;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2008;19
2217;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2009;6
2218;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2010;2
2219;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2011;11
2220;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2012;12
2221;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2013;7
2222;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2014;5
2223;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2015;10
2224;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2016;3
2225;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2017;11
2226;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2018;12
2227;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2019;10
2228;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2020;5
2229;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2021;7
2230;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2022;8
2231;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2023;7
2232;Totaal mannen en vrouwen;40 tot 50 jaar;Gelderland (PV);2024;8
2233;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);1996;11
2234;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);1997;5
2235;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);1998;6
2236;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);1999;6
2237;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2000;5
2238;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2001;6
2239;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2002;6
2240;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2003;5
2241;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2004;9
2242;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2005;5
2243;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2006;8
2244;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2007;6
2245;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2008;6
2246;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2009;3
2247;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2010;4
2248;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2011;5
2249;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2012;4
2250;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2013;2
2251;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2014;5
2252;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2015;5
2253;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2016;2
2254;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2017;3
2255;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2018;3
2256;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2019;4
2257;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2020;2
2258;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2021;2
2259;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2022;6
2260;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2023;2
2261;Totaal mannen en vrouwen;40 tot 50 jaar;Utrecht (PV);2024;1
2262;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);1996;18
2263;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);1997;15
2264;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);1998;18
2265;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);1999;11
2266;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2000;21
2267;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2001;15
2268;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2002;16
2269;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2003;18
2270;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2004;16
2271;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2005;14
2272;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2006;10
2273;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2007;10
2274;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2008;8
2275;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2009;9
2276;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2010;11
2277;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2011;7
2278;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2012;7
2279;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2013;10
2280;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2014;7
2281;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2015;5
2282;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2016;8
2283;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2017;6
2284;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2018;7
2285;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2019;7
2286;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2020;5
2287;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2021;5
2288;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2022;4
2289;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2023;7
2290;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Holland (PV);2024;4
2291;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);1996;19
2292;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);1997;24
2293;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);1998;19
2294;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);1999;13
2295;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2000;13
2296;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2001;13
2297;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2002;24
2298;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2003;17
2299;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2004;8
2300;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2005;6
2301;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2006;23
2302;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2007;6
2303;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2008;10
2304;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2009;12
2305;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2010;16
2306;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2011;12
2307;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2012;13
2308;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2013;4
2309;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2014;6
2310;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2015;7
2311;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2016;4
2312;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2017;8
2313;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2018;11
2314;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2019;3
2315;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2020;2
2316;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2021;6
2317;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2022;7
2318;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2023;1
2319;Totaal mannen en vrouwen;40 tot 50 jaar;Zuid-Holland (PV);2024;7
2320;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);1996;5
2321;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);1997;8
2322;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);1998;3
2323;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);1999;5
2324;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2000;1
2325;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2001;7
2326;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2002;3
2327;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2003;1
2328;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2004;3
2329;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2005;5
2330;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2006;3
2331;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2007;1
2332;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2008;4
2333;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2009;2
2334;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2010;1
2335;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2011;2
2336;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2012;3
2337;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2013;5
2338;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2014;4
2339;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2015;1
2340;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2016;3
2341;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2017;1
2342;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2018;2
2343;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2019;2
2344;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2020;6
2345;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2021;1
2346;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2022;1
2347;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2023;1
2348;Totaal mannen en vrouwen;40 tot 50 jaar;Zeeland (PV);2024;0
2349;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);1996;30
2350;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);1997;26
2351;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);1998;28
2352;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);1999;24
2353;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2000;24
2354;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2001;21
2355;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2002;24
2356;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2003;18
2357;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2004;20
2358;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2005;23
2359;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2006;16
2360;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2007;15
2361;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2008;20
2362;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2009;17
2363;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2010;16
2364;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2011;13
2365;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2012;11
2366;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2013;7
2367;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2014;11
2368;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2015;13
2369;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2016;15
2370;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2017;9
2371;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2018;14
2372;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2019;11
2373;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2020;8
2374;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2021;9
2375;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2022;9
2376;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2023;11
2377;Totaal mannen en vrouwen;40 tot 50 jaar;Noord-Brabant (PV);2024;10
2378;Totaal mannen en vrouwen;40 tot 50 jaar;Limburg (PV);1996;7
2379;Totaal mannen en vrouwen;40 tot 50 jaar;Limburg (PV);1997;12
2380;Totaal mannen en vrouwen;40 tot 50 jaar;Limburg (PV);1998;12
2381;Totaal mannen en vrouwen;40 tot 50 jaar;Limburg (PV);1999;10
2382;Totaal mannen en vrouwen;40 tot 50 jaar;Limburg (PV);2000;9
2383;Totaal mannen en vrouwen;40 tot 50 jaar;Limburg (PV);2001;8
2384;Totaal mannen en vrouwen;40 tot 50 jaar;Limburg (PV);2002;11
2385;Totaal mannen en vrouwen;40 tot 50 jaar;Limburg (PV);2003;13
2386;Totaal mannen en vrouwen;40 tot 50 jaar;Limburg (PV);2004;5
2387;Totaal mannen en vrouwen;40 tot 50 jaar;Limburg (PV);2005;10
2388;Totaal mannen en vrouwen;40 tot 50 jaar;Limburg (PV);2006;9
2389;Totaal mannen en vrouwen;40 tot 50 jaar;Limburg (PV);2007;10
2390;Totaal mannen en vrouwen;40 tot 50 jaar;Limburg (PV);2008;4
2391;Totaal mannen en vrouwen;40 tot 50 jaar;Limburg (PV);2009;6
2392;Totaal mannen en vrouwen;40 tot 50 jaar;Limburg (PV);2010;4
2393;Totaal mannen en vrouwen;40 tot 50 jaar;Limburg (PV);2011;6
2394;Totaal mannen en vrouwen;40 tot 50 jaar;Limburg (PV);2012;4
