ID;InstitutioneleBeleggers;Perioden;TotaleWaarde_1;TotaleWaardeOnroerendeZaken_2;EigenGebruikBinnenland_3;TotaalNietEigenGebruik_4;TotaleWaarde_5;Binnenland_6;Buitenland_7;TotaleWaarde_8;Binnenland_9;Buitenland_10;TotaleWaardeObligaties_11;CentraleOverheid_12;LokaleOverheid_13;TotaleWaardeFinancieleInstellingen_14;Banken_15;OverigeFinancieleInstellingen_16;Overheidsbedrijven_17;ParticuliereBedrijven_18;IZWS_19;Buitenland_20;TotaleWaardeAandelen_21;TotaleWaardeFinancieleInstellingen_22;Banken_23;OverigeFinancieleInstellingen_24;Overheidsbedrijven_25;ParticuliereBedrijven_26;IZWS_27;Buitenland_28;TotaleWaardeDeelnemingen_29;TotaleWaardeFinancieleInstellingen_30;Banken_31;OverigeFinancieleBedrijven_32;ParticuliereBedrijven_33;Buitenland_34;TotaalWaardeVorderingen_35;TotaleWaardeFinancieleInstellingen_36;Banken_37;OverigeFinancieleInstellingen_38;ParticuliereBedrijven_39;Buitenland_40;TotaleWaardeHypothecaireLeningen_41;TotaleWaardeWoninghypotheken_42;OverigeFinancieleInstellingen_43;Overheidsbedrijven_44;ParticuliereBedrijven_45;IZWS_46;Huishoudens_47;Buitenland_48;TotaleWaardeOverigeHypotheken_49;SocialeFondsen_50;OverigeFinancieleInstellingen_51;Overheidsbedrijven_52;ParticuliereBedrijven_53;IZWS_54;Huishoudens_55;Buitenland_56;TotaleWaardeNietHypothecaireLenigen_57;CentraleOverheid_58;LokaleOverheid_59;SocialeFondsen_60;TotaleWaardeFinancieleInstellingen_61;Banken_62;OverigeFinancieleInstellingen_63;Overheidsbedrijven_64;ParticuliereBedrijven_65;IZWS_66;Huishoudens_67;Buitenland_68;TotaleWaardeKortKredietUG_69;CentraleOverheid_70;LokaleOverheid_71;SocialeFondsen_72;TotaleWaardeFinancieleInstellingen_73;Banken_74;OverigeFinancieleInstellingen_75;Overheidsbedrijven_76;ParticuliereBedrijven_77;IZWS_78;Huishoudens_79;Buitenland_80;TotaleWaardeKortlopendeWaardepapieren_81;CentraleOverheid_82;LokaleOverheid_83;SocialeFondsen_84;TotaleWaardeFinancieleInstellingen_85;Banken_86;OverigeFinancieleDiensten_87;Overheidsbedrijven_88;ParticuliereBedrijven_89;IZWS_90;Buitenland_91;TotaleWaardeTermijndeposito_92;Banken_93;Buitenland_94;TotaleWaardeTermijndepositoS_95;Banken_96;Buitenland_97;TotaleWaarde_98;Banken_99;Buitenland_100;TotaleWaardePassiva_101;TotaleWaardeLangKredietOG_102;CentraleOverheid_103;LokaleOverheid_104;SocialeFondsen_105;TotaleWaardeFinancieleInstellingen_106;Banken_107;OverigeFinancieleInstellingen_108;Overheidsbedrijven_109;ParticuliereBedrijven_110;IZWS_111;Huishoudens_112;Buitenland_113;TotaleWaardeObligaties_114;Binnenland_115;Buitenland_116;TotaleWaardeKortKredietOG_117;CentraleOverheid_118;LokaleOverheid_119;SocialeFondsen_120;TotaleWaardeFinancieleInstellingen_121;Banken_122;OverigeFinancieleInstellingen_123;Overheidsbedrijven_124;ParticuliereBedrijven_125;IZWS_126;Huishoudens_127;Buitenland_128;GestortAandelenkapitaal_129;Agioreserve_130
31;6602 Pensioenfondsen;2000, 4e kwartaal;444945.3;23957.6;188.6;23769;13853.7;13829.2;24.5;9914.9;8234.5;1680.4;152962.2;33964.2;205.0;11762.2;8930.7;2831.5;386.1;2240.4;0.0;104404.4;212928.6;20509.7;2882.3;17627.4;61.4;18539.8;0.0;173817.7;5211.5;1160.6;0;1160.6;784.8;3266.0;0.0;0.0;0;0.0;0.0;0;11819.2;11518.9;0.0;7.1;0.0;0;11508.0;3.7;300.3;0.0;0.0;31.7;267.5;1.1;0.0;0;30165.0;1115.9;6480.2;0.0;8617.5;5757.7;2859.8;11461.2;503.1;459.4;5.3;1522.8;2878.2;0.0;0.0;0.0;2787.5;2511.6;275.9;29.3;52.0;0.0;0.0;9.4;30.1;0;0;0;28.2;28.2;0.0;0;0;0;1.9;3156.3;3156.4;0.0;97.3;67.2;30.1;1740.6;1665.9;74.7;2000.7;446.7;0;7.3;0.0;315.8;259.6;56.2;0.0;56.5;14.8;32.8;19.6;71.5;71.5;0.0;1482.5;0.0;0;2.5;1440.7;1439.5;1.2;0.0;30.9;0.0;0.0;8.5;0.0;0.0
32;6602 Pensioenfondsen;2001, 1e kwartaal;445688.0;23834.9;180.9;23654;13855.7;13832.9;22.8;9798.5;8174.5;1624.0;154867.7;30590.2;218.9;11675.8;9049.8;2626.0;333.2;2621.0;0.0;109429.1;213610.4;21641.1;2400.9;19240.2;58.8;17928.4;0.0;173981.6;5321.7;1145.2;0;1145.2;792.9;3383.7;0.0;0.0;0;0.0;0.0;0;12509.2;12197.4;0.0;6.5;0.0;0;12187.1;3.9;311.8;0.0;20.3;29.8;260.7;1.0;0.0;0;28521.6;896.8;6133.4;0.0;8085.6;5549.2;2536.4;11118.5;492.8;445.3;0.1;1349.3;3009.8;19.4;205.2;5.9;2136.9;1976.6;160.3;361.2;188.5;0.0;0.0;92.9;23.6;0;0;0;16.8;8.5;8.3;0;0;0;6.7;1477.8;1470.3;7.5;22.9;7.9;15.1;2488.2;2271.7;216.5;3241.6;384.0;0;7.3;0.0;306.6;259.6;47.0;0.0;21.2;15.2;14.1;19.6;104.7;104.7;0.0;2752.9;0.8;0;0.0;2720.2;2676.6;43.6;0.0;31.9;0.0;0.0;0.0;0.0;0.0
33;6602 Pensioenfondsen;2001, 2e kwartaal;452332.8;24082.2;181.2;23901;14254.9;14144.2;110.7;9645.7;8181.2;1464.5;152936.1;27620.1;197.8;11220.5;6750.6;4469.9;789.6;971.5;0.5;112136.4;223384.0;21279.3;2471.5;18807.8;259.2;16530.9;0.0;185314.6;5224.8;1181.5;0;1181.5;791.6;3251.7;0.0;0.0;0;0.0;0.0;0;11186.1;10896.6;0.0;6.2;0.0;0;10886.6;3.9;289.5;0.0;20.3;28.1;240.2;0.8;0.0;0;29531.6;1482.6;5539.4;0.0;9817.8;7365.8;2452.0;9015.6;2358.5;358.8;0.3;957.9;1346.7;17.1;20.9;7.5;904.4;384.7;519.7;117.2;74.4;0.0;0.0;205.2;30.7;0;0;0;11.4;11.4;0.0;0;0;0;19.3;1212.3;1212.3;0.0;125.7;73.5;52.2;3273.0;3109.3;163.7;2585.1;384.3;0;7.3;0.0;307.6;259.6;48.0;0.0;20.3;15.2;14.2;19.6;120.6;120.6;0.0;2080.3;2.2;0;0.0;2049.3;2029.1;20.2;0.0;11.9;0.0;0.0;17.0;0.0;0.0
34;6602 Pensioenfondsen;2001, 3e kwartaal;413116.5;24320.6;181.6;24139;14781.5;14580.4;201.1;9357.7;7927.9;1429.8;147382.1;24272.7;891.7;8814.0;5278.0;3536.0;1248.7;962.3;721.8;110470.8;191616.6;19665.6;2119.1;17546.5;181.4;13168.3;0.0;158601.5;1271.6;154.9;0;154.9;794.7;322.0;0.0;0.0;0;0.0;0.0;0;11543.2;11242.2;0.0;5.0;0.0;0;11231.7;5.5;301.0;0.0;20.3;35.3;244.8;0.5;0.0;0;27840.0;1463.2;5103.3;0.0;11052.4;8098.2;2954.2;7845.8;768.7;368.8;1.7;1236.1;1558.3;53.0;40.1;6.6;1025.2;392.0;633.2;128.4;94.4;0.0;9.0;201.7;15.0;0;0;0;11.3;11.3;0.0;0;0;0;3.7;1951.2;1803.5;147.7;184.6;123.7;60.9;5433.2;5311.0;122.0;2175.8;388.2;0;0.0;0.0;338.0;286.5;51.5;0.0;20.3;15.2;14.6;0.0;85.7;85.7;0.0;1702.0;0.3;0;0.0;1394.0;1393.3;0.7;0.0;10.8;0.0;0.0;296.9;0.0;0.0
35;6602 Pensioenfondsen;2001, 4e kwartaal;435382.5;24921.5;185.5;24736;15411.9;15106.8;305.1;9323.6;8163.0;1160.6;152512.1;25887.4;180.2;10666.2;6564.4;4101.8;1187.2;881.4;21.5;113688.3;215845.2;24026.3;2075.6;21950.7;40.4;13456.6;0.0;178322.0;1265.9;161.5;0;161.5;793.6;310.7;0.0;0.0;0;0.0;0.0;0;9476.6;9181.5;0.0;4.7;0.0;0;9172.4;4.4;295.1;0.0;25.8;32.7;236.1;0.5;0.0;0;25399.6;1655.0;5329.9;0.0;9871.4;7314.9;2556.5;6277.3;246.3;466.3;0.3;1552.8;1322.7;7.7;47.8;6.5;816.5;586.7;229.8;203.3;189.5;1.1;0.0;50.2;40.6;0;0;0;11.4;11.4;0.0;0;0;0;29.2;1496.1;1491.4;4.7;363.3;161.5;201.7;2739.5;2647.3;92.3;2750.3;385.8;0;0.0;0.0;340.6;286.5;54.1;15.5;0.0;14.8;14.7;0.0;87.5;87.5;0.0;2277.0;0.0;0;0.0;1787.5;916.1;871.4;0.0;14.8;0.0;0.0;474.7;0.0;0.0
36;7530 Sociale fondsen;1999, 1e kwartaal;5624.0;29.1;13.1;16;0.0;0.0;0.0;16.4;16.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;15.2;4.0;0.0;0.0;0.0;0;4.0;0.0;11.2;0.0;0.0;0.5;0.0;10.7;0.0;0;32.4;9.4;0.0;6.4;16.5;2.4;14.1;0.0;0.0;0.0;0.0;0.0;5460.7;4339.9;0.0;578.4;542.4;542.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;49.6;49.6;0.0;0.0;0.0;0.0;36.8;36.8;0.0;3341.8;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3335.3;2750.6;0;567.5;0.0;0.0;0.0;0.0;17.2;0.0;0.0;0.0;0.2;6.3
37;7530 Sociale fondsen;1999, 2e kwartaal;4337.5;29.1;13.1;16;0.0;0.0;0.0;16.4;16.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;15.1;3.9;0.0;0.0;0.0;0;3.9;0.0;11.2;0.0;0.0;0.5;0.0;10.7;0.0;0;32.4;9.4;0.0;6.4;16.5;2.4;14.1;0.0;0.0;0.0;0.0;0.0;4170.7;3560.6;0.0;333.5;276.6;276.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;40.4;40.4;0.0;0.0;0.0;0.0;49.5;49.5;0.0;3012.8;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3006.3;2625.0;0;365.7;0.0;0.0;0.0;0.0;15.6;0.0;0.0;0.0;0.2;6.3
38;7530 Sociale fondsen;1999, 3e kwartaal;5205.0;27.2;27.2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;14.7;3.5;0.0;0.0;0.0;0;3.5;0.0;11.2;0.0;0.0;0.5;0.0;10.7;0.0;0;20.6;0.0;0.0;6.4;14.1;0.0;14.1;0.0;0.0;0.0;0.0;0.0;4969.9;4718.9;0.0;194.9;56.1;56.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;41.6;41.6;0.0;0.0;0.0;0.0;131.1;131.1;0.0;2115.7;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2109.2;1905.4;0;181.6;0.0;0.0;0.0;0.0;22.2;0.0;0.0;0.0;0.2;6.3
39;7530 Sociale fondsen;1999, 4e kwartaal;5115.1;24.1;24.1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0;0.1;0.0;0.0;0.0;0.0;0;0.0;0.0;0;15.7;3.3;0.0;0.0;0.0;0;3.3;0.0;12.4;1.3;0.3;0.5;0.0;10.4;0.0;0;21.6;0.0;2.3;5.4;13.7;0.0;13.7;0.0;0.0;0.0;0.0;0.0;4915.3;4740.6;30.3;89.8;24.8;20.2;4.6;0.0;0.4;0.0;29.5;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;41.1;41.1;0.0;0.0;0.0;0.0;97.1;97.1;0.0;1751.9;2.0;0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1725.5;1548.3;0;96.2;10.0;0.1;9.9;25.7;24.3;17.4;3.5;0.0;16.1;8.3
40;7530 Sociale fondsen;2000, 1e kwartaal;7829.1;20.5;20.5;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;14.8;3.3;0.0;0.0;0.0;0;3.3;0.0;11.5;0.0;0.0;0.5;0.0;11.0;0.0;0;15.7;0.0;2.0;0.0;13.7;0.0;13.7;0.0;0.0;0.0;0.0;0.0;7403.2;7037.5;20.2;298.5;17.2;17.2;0.0;0.0;0.2;0.0;29.5;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;44.9;44.9;0.0;0.0;0.0;0.0;329.8;329.8;0.0;981.2;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;956.7;603.5;0;301.9;0.2;0.2;0.0;26.4;24.7;0.0;0.0;0.0;16.1;8.3
41;7530 Sociale fondsen;2000, 2e kwartaal;6798.5;20.5;20.5;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0;0.1;0.0;0.0;0.0;0.0;0;0.0;0.0;0;15.7;3.3;0.0;0.0;0.0;0;3.3;0.0;12.4;1.3;0.3;0.5;0.0;10.4;0.0;0;15.7;0.0;2.0;0.0;13.7;0.0;13.7;0.0;0.0;0.0;0.0;0.0;6428.8;6070.9;15.2;286.9;26.0;11.1;14.9;0.0;0.2;0.0;29.5;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;26.8;26.8;0.0;0.0;0.0;0.0;290.9;290.9;0.0;841.3;2.0;0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;815.2;453.8;0;282.4;33.8;0.4;33.4;25.7;17.1;0.0;2.4;0.0;16.1;8.0
42;7530 Sociale fondsen;2000, 3e kwartaal;8518.0;20.9;20.9;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0;0.1;0.0;0.0;0.0;0.0;0;0.0;0.0;0;15.6;3.3;0.0;0.0;0.0;0;3.3;0.0;12.3;1.1;0.2;0.5;0.0;10.4;0.0;0;15.7;0.0;2.0;0.0;13.7;0.0;13.7;0.0;0.0;0.0;0.0;0.0;8257.1;8010.9;30.3;180.1;6.0;0.0;6.0;0.0;0.2;0.0;29.5;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;16.2;16.2;0.0;0.0;0.0;0.0;192.4;192.4;0.0;280.8;5.0;0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;253.2;0.2;0;169.9;37.8;0.4;37.4;25.7;15.9;0.0;3.7;0.0;16.1;6.5
43;7530 Sociale fondsen;2000, 4e kwartaal;9916.1;21.2;21.2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0;0.2;0.0;0.0;0.1;0.1;0;0.1;0.0;0;13.7;2.9;0.0;0.0;0.0;0;2.9;0.0;10.8;1.1;0.2;0.5;0.0;8.9;0.0;0;14.7;0.0;1.0;0.0;13.7;0.0;13.7;0.0;0.0;0.0;0.0;0.0;9756.5;9593.2;35.3;94.3;7.1;0.2;6.9;0.0;1.1;0.0;25.5;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;109.6;109.6;0.0;220.1;5.0;0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;190.9;6.4;0;94.2;37.2;0.1;37.1;24.7;24.3;0.0;4.1;0.0;16.1;8.0
44;7530 Sociale fondsen;2001, 1e kwartaal;13427.6;25.8;25.8;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0;0.2;0.0;0.0;0.0;0.0;0;0.0;0.0;0;13.1;2.8;0.0;0.0;0.0;0;2.8;0.0;10.3;1.0;0.0;0.5;0.0;8.9;0.0;0;14.7;0.0;1.0;0.0;13.7;0.0;13.7;0.0;0.0;0.0;0.0;0.0;13131.7;12802.0;30.1;271.8;0.2;0.2;0.0;0.0;0.2;0.0;27.4;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;19.1;19.1;0.0;0.0;0.0;0.0;222.9;222.9;0.0;384.1;4.8;0;0.0;2.3;0.0;0.0;0.0;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0.0;349.3;7.3;0;306.0;0.8;0.1;0.7;27.2;8.1;0.0;0.0;0.0;18.1;12.0
45;7530 Sociale fondsen;2001, 2e kwartaal;12539.9;25.6;25.6;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0;0.2;0.0;0.0;0.0;0.0;0;0.0;0.0;0;12.8;2.6;0.0;0.0;0.0;0;2.6;0.0;10.2;0.9;0.0;0.5;0.0;8.9;0.0;0;14.7;0.0;1.0;0.0;13.7;0.0;13.7;0.0;0.0;0.0;0.0;0.0;12280.7;11887.6;20.1;346.6;0.2;0.2;0.0;0.0;0.9;0.0;25.4;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;5.9;5.9;0.0;0.0;0.0;0.0;199.8;199.8;0.0;421.3;4.5;0;0.0;2.3;0.0;0.0;0.0;0.0;0.0;2.2;0.0;0.0;0.0;0.0;0.0;382.4;6.7;0;320.3;0.8;0.1;0.7;27.8;26.8;0.0;0.0;0.0;18.1;16.3
46;7530 Sociale fondsen;2001, 3e kwartaal;12271.5;24.5;24.5;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0;0.2;0.0;0.0;0.0;0.0;0;0.0;0.0;0;13.0;2.9;0.0;0.0;0.0;0;2.9;0.0;10.1;0.7;0.0;0.5;0.0;8.9;0.0;0;14.7;0.0;1.0;0.0;13.7;0.0;13.7;0.0;0.0;0.0;0.0;0.0;12010.3;11712.7;30.1;241.3;0.2;0.2;0.0;0.0;0.6;0.0;25.4;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;208.8;208.8;0.0;365.1;4.4;0;0.0;2.3;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;333.4;6.7;0;261.0;0.4;0.1;0.3;27.8;37.5;0.0;0.0;0.0;18.1;9.2
47;7530 Sociale fondsen;2001, 4e kwartaal;11169.0;22.9;22.9;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.3;0;0.3;0.0;0.0;0.1;0.1;0;0.1;0.0;0;9.9;0.0;0.0;0.0;0.0;0;0.0;0.0;9.9;0.0;0.0;0.5;0.0;9.5;0.0;0;14.4;0.0;0.7;0.0;13.7;0.0;13.7;0.0;0.0;0.0;0.0;0.0;10857.9;10593.0;0.0;235.9;0.2;0.2;0.0;0.0;1.2;0.0;27.6;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;263.5;263.5;0.0;355.4;4.2;0;0.0;2.3;0.0;0.0;0.0;0.0;0.0;1.8;0.1;0.0;0.0;0.0;0.0;322.7;40.7;0;235.9;0.1;0.1;0.0;15.5;30.4;0.0;0.0;0.0;18.0;10.5
