ID;Bedrijfsgrootte;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
4969;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2012 mei;106.9;-11.0
4970;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2012 juni;113.5;0.8
4971;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2012 2e kwartaal;107.5;-5.9
4972;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2012 juli;99.3;-7.3
4973;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2012 augustus;77.2;0.3
4974;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2012 september;114.2;-5.4
4975;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2012 3e kwartaal;96.9;-4.6
4976;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2012 oktober;112.0;-4.0
4977;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2012 november;120.0;-4.7
4978;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2012 december;118.0;-12.8
4979;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2012 4e kwartaal;116.7;-7.4
4980;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2012;101.7;-6.5
4981;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013 januari;64.9;-6.3
4982;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013 februari;76.2;-8.4
4983;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013 maart;93.9;-10.3
4984;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013 1e kwartaal;78.4;-8.6
4985;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013 april;95.1;-6.8
4986;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013 mei;100.6;-5.9
4987;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013 juni;104.2;-8.2
4988;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013 2e kwartaal;100.0;-7.0
4989;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013 juli;96.1;-3.2
4990;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013 augustus;74.4;-3.7
4991;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013 september;104.0;-8.9
4992;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013 3e kwartaal;91.5;-5.6
4993;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013 oktober;112.2;0.1
4994;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013 november;110.7;-7.8
4995;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013 december;116.7;-1.1
4996;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013 4e kwartaal;113.2;-3.0
4997;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2013;95.8;-5.8
4998;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014 januari;69.7;7.3
4999;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014 februari;81.4;6.7
5000;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014 maart;89.7;-4.4
5001;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014 1e kwartaal;80.3;2.4
5002;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014 april;96.9;1.8
5003;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014 mei;95.8;-4.8
5004;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014 juni;98.2;-5.7
5005;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014 2e kwartaal;97.0;-3.0
5006;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014 juli;99.5;3.5
5007;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014 augustus;65.9;-11.4
5008;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014 september;103.8;-0.3
5009;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014 3e kwartaal;89.7;-2.0
5010;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014 oktober;119.7;6.7
5011;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014 november;113.5;2.5
5012;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014 december;124.4;6.6
5013;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014 4e kwartaal;119.2;5.3
5014;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2014;96.5;0.8
5015;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015 januari;68.5;-1.7
5016;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015 februari;80.4;-1.2
5017;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015 maart;99.6;11.0
5018;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015 1e kwartaal;82.8;3.2
5019;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015 april;95.7;-1.2
5020;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015 mei;97.2;1.5
5021;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015 juni;113.4;15.5
5022;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015 2e kwartaal;102.1;5.3
5023;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015 juli;105.6;6.1
5024;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015 augustus;73.2;11.1
5025;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015 september;109.4;5.4
5026;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015 3e kwartaal;96.0;7.0
5027;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015 oktober;114.8;-4.1
5028;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015 november;117.1;3.2
5029;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015 december;125.1;0.6
5030;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015 4e kwartaal;119.0;-0.1
5031;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2015;100.0;3.6
5032;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016 januari;71.2;3.9
5033;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016 februari;87.6;9.0
5034;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016 maart;101.8;2.2
5035;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016 1e kwartaal;86.9;4.9
5036;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016 april;101.6;6.2
5037;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016 mei;100.4;3.3
5038;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016 juni;117.9;3.9
5039;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016 2e kwartaal;106.6;4.4
5040;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016 juli;113.7;7.7
5041;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016 augustus;76.4;4.4
5042;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016 september;115.5;5.6
5043;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016 3e kwartaal;101.9;6.1
5044;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016 oktober;117.5;2.3
5045;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016 november;125.4;7.1
5046;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016 december;136.4;9.0
5047;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016 4e kwartaal;126.4;6.2
5048;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2016;105.5;5.5
5049;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017 januari;70.6;-0.8
5050;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017 februari;90.9;3.7
5051;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017 maart;114.6;12.5
5052;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017 1e kwartaal;92.0;5.9
5053;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017 april;100.4;-1.2
5054;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017 mei;114.2;13.7
5055;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017 juni;121.8;3.3
5056;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017 2e kwartaal;112.1;5.2
5057;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017 juli;115.6;1.7
5058;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017 augustus;79.7;4.4
5059;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017 september;115.9;0.3
5060;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017 3e kwartaal;103.8;1.8
5061;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017 oktober;127.0;8.1
5062;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017 november;136.1;8.5
5063;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017 december;142.0;4.1
5064;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017 4e kwartaal;135.0;6.8
5065;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2017;110.7;5.0
5066;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018 januari;80.8;14.5
5067;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018 februari;99.3;9.3
5068;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018 maart;116.6;1.7
5069;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018 1e kwartaal;98.9;7.5
5070;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018 april;118.7;18.2
5071;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018 mei;123.9;8.5
5072;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018 juni;134.1;10.1
5073;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018 2e kwartaal;125.6;12.0
5074;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018 juli;127.9;10.6
5075;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018 augustus;86.6;8.6
5076;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018 september;124.9;7.7
5077;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018 3e kwartaal;113.1;9.0
5078;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018 oktober;142.7;12.3
5079;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018 november;151.0;10.9
5080;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018 december;153.5;8.1
5081;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018 4e kwartaal;149.1;10.4
5082;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2018;121.7;9.9
5083;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019 januari;89.3;10.5
5084;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019 februari;113.3;14.1
5085;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019 maart;128.8;10.5
5086;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019 1e kwartaal;110.4;11.7
5087;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019 april;133.1;12.1
5088;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019 mei;140.4;13.3
5089;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019 juni;130.8;-2.5
5090;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019 2e kwartaal;134.8;7.3
5091;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019 juli ;139.3;8.9
5092;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019 augustus;90.9;5.0
5093;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019 september;140.9;12.8
5094;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019 3e kwartaal;123.7;9.3
5095;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019 oktober;150.8;5.7
5096;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019 november;150.8;-0.1
5097;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019 december;154.5;0.7
5098;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019 4e kwartaal;152.0;2.0
5099;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2019;130.2;7.0
5100;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 januari;101.8;14.0
5101;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 februari;116.4;2.8
5102;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 maart;142.0;10.2
5103;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 1e kwartaal ;120.1;8.7
5104;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 april;131.7;-1.1
5105;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 mei;125.3;-10.8
5106;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 juni;139.2;6.4
5107;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 2e kwartaal ;132.1;-2.0
5108;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 juli;136.3;-2.1
5109;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 augustus;89.8;-1.2
5110;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 september;141.2;0.3
5111;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 3e kwartaal ;122.4;-1.0
5112;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 oktober;148.6;-1.5
5113;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 november;150.9;0.0
5114;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 december;155.0;0.3
5115;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 4e kwartaal ;151.5;-0.4
5116;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2020 ;131.5;1.0
5117;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021 januari;101.8;0.0
5118;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021 februari;112.5;-3.4
5119;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021 maart;147.7;4.0
5120;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021 1e kwartaal;120.7;0.5
5121;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021 april;141.0;7.1
5122;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021 mei;131.4;4.9
5123;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021 juni;155.7;11.9
5124;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021 2e kwartaal;142.7;8.1
5125;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021 juli;154.6;13.5
5126;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021 augustus;88.3;-1.6
5127;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021 september;148.4;5.1
5128;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021 3e kwartaal;130.5;6.6
5129;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021 oktober;148.6;0.0
5130;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021 november;165.7;9.8
5131;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021 december;180.7;16.6
5132;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021 4e kwartaal;165.0;9.0
5133;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2021;139.7;6.2
5134;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022 januari;97.6;-4.1
5135;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022 februari;128.6;14.3
5136;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022 maart;159.7;8.2
5137;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022 1e kwartaal;128.6;6.6
5138;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022 april;146.6;4.0
5139;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022 mei;154.4;17.5
5140;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022 juni;169.6;8.9
5141;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022 2e kwartaal;156.9;9.9
5142;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022 juli;164.2;6.2
5143;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022 augustus;97.9;10.9
5144;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022 september;159.9;7.7
5145;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022 3e kwartaal;140.7;7.8
5146;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022 oktober;167.5;12.7
5147;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022 november;183.3;10.6
5148;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022 december;196.7;8.8
5149;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022 4e kwartaal;182.5;10.6
5150;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2022;152.2;8.9
5151;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023 januari;108.9;11.6
5152;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023 februari;142.3;10.7
5153;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023 maart;179.1;12.1
5154;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023 1e kwartaal;143.4;11.5
5155;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023 april;149.7;2.1
5156;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023 mei;168.3;9.0
5157;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023 juni;186.7;10.1
5158;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023 2e kwartaal;168.2;7.2
5159;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023 juli;174.8;6.5
5160;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023 augustus;108.7;11.0
5161;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023 september;165.7;3.6
5162;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023 3e kwartaal;149.7;6.4
5163;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023 oktober;180.4;7.7
5164;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023 november;185.3;1.1
5165;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023 december;196.6;-0.1
5166;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023 4e kwartaal;187.4;2.7
5167;10 of meer werkzame personen;412-439 Bouw (geen projectontwikkeling);2023;162.2;6.6
5168;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2005 januari;81.2;-2.6
5169;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2005 februari;96.8;-4.4
5170;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2005 maart;114.3;-7.4
5171;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2005 1e kwartaal;97.4;-5.1
5172;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2005 april;127.9;4.3
5173;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2005 mei;119.7;9.1
5174;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2005 juni;142.7;8.1
5175;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2005 2e kwartaal;130.1;7.1
5176;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2005 juli;115.8;0.7
5177;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2005 augustus;76.0;9.4
5178;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2005 september;132.6;5.1
5179;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2005 3e kwartaal;108.1;4.4
5180;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2005 oktober;133.8;2.8
5181;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2005 november;138.9;1.9
5182;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2005 december;156.5;7.9
5183;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2005 4e kwartaal;143.1;4.3
5184;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2005;119.7;3.0
5185;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2006 januari;82.4;1.5
5186;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2006 februari;106.7;10.2
5187;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2006 maart;136.2;19.2
5188;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2006 1e kwartaal;108.4;11.3
5189;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2006 april;125.9;-1.5
5190;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2006 mei;139.5;16.5
5191;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2006 juni;147.5;3.4
5192;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2006 2e kwartaal;137.7;5.8
5193;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2006 juli;115.3;-0.5
5194;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2006 augustus;79.8;4.9
5195;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2006 september;142.5;7.5
5196;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2006 3e kwartaal;112.5;4.0
5197;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2006 oktober;143.7;7.4
5198;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2006 november;152.9;10.1
5199;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2006 december;164.3;4.9
5200;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2006 4e kwartaal;153.6;7.4
5201;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2006;128.1;7.0
5202;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2007 januari;92.7;12.5
5203;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2007 februari;121.9;14.3
5204;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2007 maart;153.6;12.8
5205;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2007 1e kwartaal;122.8;13.2
5206;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2007 april;142.2;12.9
5207;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2007 mei;146.7;5.2
5208;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2007 juni;166.2;12.6
5209;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2007 2e kwartaal;151.7;10.2
5210;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2007 juli;133.8;16.1
5211;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2007 augustus;93.7;17.4
5212;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2007 september;149.6;5.0
5213;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2007 3e kwartaal;125.7;11.7
5214;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2007 oktober;162.8;13.3
5215;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2007 november;168.7;10.3
5216;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2007 december;173.1;5.4
5217;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2007 4e kwartaal;168.2;9.5
5218;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2007;142.1;11.0
5219;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2008 januari;110.9;19.5
5220;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2008 februari;147.8;21.2
5221;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2008 maart;161.2;4.9
5222;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2008 1e kwartaal;139.9;14.0
5223;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2008 april;167.9;18.1
5224;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2008 mei;159.2;8.5
5225;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2008 juni;178.0;7.1
5226;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2008 2e kwartaal;168.4;11.0
5227;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2008 juli;144.4;7.9
5228;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2008 augustus;103.0;10.0
5229;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2008 september;171.2;14.5
5230;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2008 3e kwartaal;139.6;11.0
5231;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2008 oktober;185.5;13.9
5232;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2008 november;168.3;-0.2
5233;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2008 december;185.0;6.8
5234;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2008 4e kwartaal;179.6;6.8
5235;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2008;156.9;10.4
5236;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2009 januari;100.9;-9.0
5237;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2009 februari;135.5;-8.3
5238;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2009 maart;154.5;-4.2
5239;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2009 1e kwartaal;130.3;-6.9
5240;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2009 april;151.2;-10.0
5241;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2009 mei;142.3;-10.6
5242;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2009 juni;155.6;-12.6
5243;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2009 2e kwartaal;149.7;-11.1
5244;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2009 juli;141.2;-2.2
5245;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2009 augustus;83.6;-18.8
5246;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2009 september;153.6;-10.3
5247;10 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2009 3e kwartaal;126.2;-9.6
