ID;Geslacht;TypeZelfstandige;ArbeidsmarktpositiePeiljaar;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Peiljaar;Perioden;StartendeZelfstandigen_1
2143;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;G Handel;3 jaar na startjaar;2015;
2144;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;G Handel;4 jaar na startjaar;2008;3.0
2145;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;G Handel;4 jaar na startjaar;2009;3.4
2146;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;G Handel;4 jaar na startjaar;2010;4.4
2147;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;G Handel;4 jaar na startjaar;2011;4.9
2148;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;G Handel;4 jaar na startjaar;2012;4.6
2149;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;G Handel;4 jaar na startjaar;2013;
2150;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;G Handel;4 jaar na startjaar;2014;
2151;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;G Handel;4 jaar na startjaar;2015;
2152;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;G Handel;5 jaar na startjaar;2008;3.0
2153;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;G Handel;5 jaar na startjaar;2009;3.4
2154;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;G Handel;5 jaar na startjaar;2010;4.4
2155;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;G Handel;5 jaar na startjaar;2011;4.9
2156;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;G Handel;5 jaar na startjaar;2012;
2157;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;G Handel;5 jaar na startjaar;2013;
2158;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;G Handel;5 jaar na startjaar;2014;
2159;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;G Handel;5 jaar na startjaar;2015;
2160;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;1 jaar na startjaar;2008;1.0
2161;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;1 jaar na startjaar;2009;1.1
2162;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;1 jaar na startjaar;2010;1.4
2163;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;1 jaar na startjaar;2011;1.6
2164;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;1 jaar na startjaar;2012;1.8
2165;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;1 jaar na startjaar;2013;1.7
2166;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;1 jaar na startjaar;2014;1.8
2167;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;1 jaar na startjaar;2015;1.9
2168;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;2 jaar na startjaar;2008;1.0
2169;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;2 jaar na startjaar;2009;1.1
2170;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;2 jaar na startjaar;2010;1.4
2171;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;2 jaar na startjaar;2011;1.6
2172;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;2 jaar na startjaar;2012;1.8
2173;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;2 jaar na startjaar;2013;1.7
2174;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;2 jaar na startjaar;2014;1.8
2175;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;2 jaar na startjaar;2015;
2176;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;3 jaar na startjaar;2008;1.0
2177;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;3 jaar na startjaar;2009;1.1
2178;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;3 jaar na startjaar;2010;1.4
2179;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;3 jaar na startjaar;2011;1.6
2180;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;3 jaar na startjaar;2012;1.8
2181;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;3 jaar na startjaar;2013;1.7
2182;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;3 jaar na startjaar;2014;
2183;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;3 jaar na startjaar;2015;
2184;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;4 jaar na startjaar;2008;1.0
2185;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;4 jaar na startjaar;2009;1.1
2186;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;4 jaar na startjaar;2010;1.4
2187;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;4 jaar na startjaar;2011;1.6
2188;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;4 jaar na startjaar;2012;1.8
2189;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;4 jaar na startjaar;2013;
2190;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;4 jaar na startjaar;2014;
2191;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;4 jaar na startjaar;2015;
2192;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;5 jaar na startjaar;2008;1.0
2193;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;5 jaar na startjaar;2009;1.1
2194;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;5 jaar na startjaar;2010;1.4
2195;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;5 jaar na startjaar;2011;1.6
2196;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;5 jaar na startjaar;2012;
2197;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;5 jaar na startjaar;2013;
2198;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;5 jaar na startjaar;2014;
2199;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;H Vervoer en opslag;5 jaar na startjaar;2015;
2200;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;1 jaar na startjaar;2008;1.8
2201;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;1 jaar na startjaar;2009;2.0
2202;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;1 jaar na startjaar;2010;2.3
2203;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;1 jaar na startjaar;2011;2.5
2204;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;1 jaar na startjaar;2012;2.5
2205;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;1 jaar na startjaar;2013;2.6
2206;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;1 jaar na startjaar;2014;2.8
2207;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;1 jaar na startjaar;2015;2.8
2208;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;2 jaar na startjaar;2008;1.8
2209;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;2 jaar na startjaar;2009;2.0
2210;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;2 jaar na startjaar;2010;2.3
2211;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;2 jaar na startjaar;2011;2.5
2212;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;2 jaar na startjaar;2012;2.5
2213;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;2 jaar na startjaar;2013;2.6
2214;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;2 jaar na startjaar;2014;2.8
2215;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;2 jaar na startjaar;2015;
2216;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;3 jaar na startjaar;2008;1.8
2217;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;3 jaar na startjaar;2009;2.0
2218;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;3 jaar na startjaar;2010;2.3
2219;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;3 jaar na startjaar;2011;2.5
2220;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;3 jaar na startjaar;2012;2.5
2221;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;3 jaar na startjaar;2013;2.6
2222;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;3 jaar na startjaar;2014;
2223;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;3 jaar na startjaar;2015;
2224;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;4 jaar na startjaar;2008;1.8
2225;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;4 jaar na startjaar;2009;2.0
2226;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;4 jaar na startjaar;2010;2.3
2227;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;4 jaar na startjaar;2011;2.5
2228;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;4 jaar na startjaar;2012;2.5
2229;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;4 jaar na startjaar;2013;
2230;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;4 jaar na startjaar;2014;
2231;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;4 jaar na startjaar;2015;
2232;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;5 jaar na startjaar;2008;1.8
2233;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;5 jaar na startjaar;2009;2.0
2234;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;5 jaar na startjaar;2010;2.3
2235;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;5 jaar na startjaar;2011;2.5
2236;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;5 jaar na startjaar;2012;
2237;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;5 jaar na startjaar;2013;
2238;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;5 jaar na startjaar;2014;
2239;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;I Horeca;5 jaar na startjaar;2015;
2240;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;1 jaar na startjaar;2008;0.9
2241;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;1 jaar na startjaar;2009;1.0
2242;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;1 jaar na startjaar;2010;1.4
2243;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;1 jaar na startjaar;2011;1.6
2244;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;1 jaar na startjaar;2012;1.5
2245;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;1 jaar na startjaar;2013;1.5
2246;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;1 jaar na startjaar;2014;1.6
2247;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;1 jaar na startjaar;2015;2.1
2248;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;2 jaar na startjaar;2008;0.9
2249;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;2 jaar na startjaar;2009;1.0
2250;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;2 jaar na startjaar;2010;1.4
2251;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;2 jaar na startjaar;2011;1.6
2252;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;2 jaar na startjaar;2012;1.5
2253;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;2 jaar na startjaar;2013;1.5
2254;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;2 jaar na startjaar;2014;1.6
2255;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;2 jaar na startjaar;2015;
2256;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;3 jaar na startjaar;2008;0.9
2257;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;3 jaar na startjaar;2009;1.0
2258;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;3 jaar na startjaar;2010;1.4
2259;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;3 jaar na startjaar;2011;1.6
2260;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;3 jaar na startjaar;2012;1.5
2261;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;3 jaar na startjaar;2013;1.5
2262;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;3 jaar na startjaar;2014;
2263;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;3 jaar na startjaar;2015;
2264;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;4 jaar na startjaar;2008;0.9
2265;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;4 jaar na startjaar;2009;1.0
2266;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;4 jaar na startjaar;2010;1.4
2267;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;4 jaar na startjaar;2011;1.6
2268;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;4 jaar na startjaar;2012;1.5
2269;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;4 jaar na startjaar;2013;
2270;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;4 jaar na startjaar;2014;
2271;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;4 jaar na startjaar;2015;
2272;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;5 jaar na startjaar;2008;0.9
2273;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;5 jaar na startjaar;2009;1.0
2274;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;5 jaar na startjaar;2010;1.4
2275;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;5 jaar na startjaar;2011;1.6
2276;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;5 jaar na startjaar;2012;
2277;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;5 jaar na startjaar;2013;
2278;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;5 jaar na startjaar;2014;
2279;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;J Informatie en communicatie;5 jaar na startjaar;2015;
2280;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;1 jaar na startjaar;2008;0.7
2281;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;1 jaar na startjaar;2009;0.6
2282;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;1 jaar na startjaar;2010;0.7
2283;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;1 jaar na startjaar;2011;0.7
2284;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;1 jaar na startjaar;2012;0.6
2285;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;1 jaar na startjaar;2013;0.6
2286;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;1 jaar na startjaar;2014;0.7
2287;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;1 jaar na startjaar;2015;0.6
2288;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;2 jaar na startjaar;2008;0.7
2289;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;2 jaar na startjaar;2009;0.6
2290;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;2 jaar na startjaar;2010;0.7
2291;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;2 jaar na startjaar;2011;0.7
2292;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;2 jaar na startjaar;2012;0.6
2293;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;2 jaar na startjaar;2013;0.6
2294;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;2 jaar na startjaar;2014;0.7
2295;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;2 jaar na startjaar;2015;
2296;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;3 jaar na startjaar;2008;0.7
2297;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;3 jaar na startjaar;2009;0.6
2298;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;3 jaar na startjaar;2010;0.7
2299;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;3 jaar na startjaar;2011;0.7
2300;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;3 jaar na startjaar;2012;0.6
2301;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;3 jaar na startjaar;2013;0.6
2302;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;3 jaar na startjaar;2014;
2303;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;3 jaar na startjaar;2015;
2304;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;4 jaar na startjaar;2008;0.7
2305;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;4 jaar na startjaar;2009;0.6
2306;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;4 jaar na startjaar;2010;0.7
2307;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;4 jaar na startjaar;2011;0.7
2308;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;4 jaar na startjaar;2012;0.6
2309;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;4 jaar na startjaar;2013;
2310;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;4 jaar na startjaar;2014;
2311;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;4 jaar na startjaar;2015;
2312;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;5 jaar na startjaar;2008;0.7
2313;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;5 jaar na startjaar;2009;0.6
2314;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;5 jaar na startjaar;2010;0.7
2315;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;5 jaar na startjaar;2011;0.7
2316;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;5 jaar na startjaar;2012;
2317;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;5 jaar na startjaar;2013;
2318;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;5 jaar na startjaar;2014;
2319;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;K Financiële dienstverlening;5 jaar na startjaar;2015;
2320;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;1 jaar na startjaar;2008;0.1
2321;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;1 jaar na startjaar;2009;0.2
2322;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;1 jaar na startjaar;2010;0.1
2323;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;1 jaar na startjaar;2011;0.2
2324;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;1 jaar na startjaar;2012;0.2
2325;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;1 jaar na startjaar;2013;0.2
2326;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;1 jaar na startjaar;2014;0.2
2327;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;1 jaar na startjaar;2015;0.2
2328;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;2 jaar na startjaar;2008;0.1
2329;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;2 jaar na startjaar;2009;0.2
2330;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;2 jaar na startjaar;2010;0.1
2331;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;2 jaar na startjaar;2011;0.2
2332;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;2 jaar na startjaar;2012;0.2
2333;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;2 jaar na startjaar;2013;0.2
2334;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;2 jaar na startjaar;2014;0.2
