ID;Geslacht;Opleidingsclusters;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na3Jaar_23;Na4Jaar_24;Na5Jaar_25;Na6Jaar_26;Na7Jaar_27;Na8Jaar_28;Na9Jaar_29;Na3Jaar_30;Na4Jaar_31;Na5Jaar_32;Na6Jaar_33;Na7Jaar_34;Na8Jaar_35;Na9Jaar_36;Na1Jaar_37;Na2Jaar_38;Na3Jaar_39;Na4Jaar_40;Na5Jaar_41;Na6Jaar_42;Na7Jaar_43;Na8Jaar_44;InJaar2_45;InJaar3_46;InJaar4_47;InJaar5_48;InJaar6_49;InJaar7_50;InJaar8_51;InJaar9_52;InJaar2_53;InJaar3_54;InJaar4_55;InJaar5_56;InJaar6_57;InJaar7_58;InJaar8_59;InJaar9_60;InJaar2_61;InJaar3_62;InJaar4_63;InJaar5_64;InJaar6_65;InJaar7_66;InJaar8_67;InJaar9_68;InJaar2_69;InJaar3_70;InJaar4_71;InJaar5_72;InJaar6_73;InJaar7_74;InJaar8_75;InJaar9_76;InJaar2_77;InJaar3_78;InJaar4_79;InJaar5_80;InJaar6_81;InJaar7_82;InJaar8_83;InJaar9_84
49;Totaal mannen en vrouwen;4;Cohort 2000;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;Totaal mannen en vrouwen;4;Cohort 2001;40.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;Totaal mannen en vrouwen;4;Cohort 2002;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;Totaal mannen en vrouwen;4;Cohort 2003;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;Totaal mannen en vrouwen;4;Cohort 2004;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;Totaal mannen en vrouwen;4;Cohort 2005;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;Totaal mannen en vrouwen;5;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;Totaal mannen en vrouwen;5;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;Totaal mannen en vrouwen;5;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;Totaal mannen en vrouwen;5;Cohort 1998;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;Totaal mannen en vrouwen;5;Cohort 1999;40.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;Totaal mannen en vrouwen;5;Cohort 2000;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;Totaal mannen en vrouwen;5;Cohort 2001;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;Totaal mannen en vrouwen;5;Cohort 2002;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;Totaal mannen en vrouwen;5;Cohort 2003;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;Totaal mannen en vrouwen;5;Cohort 2004;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;Totaal mannen en vrouwen;5;Cohort 2005;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;Totaal mannen en vrouwen;6;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;Totaal mannen en vrouwen;6;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;Totaal mannen en vrouwen;6;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;Totaal mannen en vrouwen;6;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;Totaal mannen en vrouwen;6;Cohort 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;Totaal mannen en vrouwen;6;Cohort 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;Totaal mannen en vrouwen;6;Cohort 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;Totaal mannen en vrouwen;6;Cohort 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;Totaal mannen en vrouwen;6;Cohort 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;Totaal mannen en vrouwen;6;Cohort 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;Totaal mannen en vrouwen;6;Cohort 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;Totaal mannen en vrouwen;7;Cohort 1995;140.0;6.0;32.0;45.0;51.0;55.0;57.0;58.0;6.0;30.0;42.0;48.0;52.0;53.0;55.0;6.0;30.0;42.0;48.0;52.0;53.0;55.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;3.0;4.0;4.0;4.0;18.0;25.0;27.0;31.0;30.0;34.0;32.0;33.0;82.0;75.0;67.0;37.0;25.0;15.0;12.0;10.0;82.0;73.0;65.0;36.0;24.0;14.0;12.0;9.0;81.0;72.0;65.0;36.0;24.0;14.0;12.0;9.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0
78;Totaal mannen en vrouwen;7;Cohort 1996;170.0;6.0;24.0;40.0;52.0;57.0;61.0;66.0;5.0;23.0;39.0;51.0;55.0;58.0;63.0;5.0;23.0;39.0;51.0;55.0;58.0;63.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;2.0;2.0;3.0;19.0;26.0;28.0;28.0;31.0;31.0;31.0;31.0;81.0;74.0;66.0;48.0;29.0;17.0;11.0;8.0;80.0;73.0;64.0;47.0;28.0;16.0;11.0;7.0;80.0;73.0;64.0;47.0;27.0;15.0;10.0;6.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0
79;Totaal mannen en vrouwen;7;Cohort 1997;190.0;10.0;26.0;43.0;51.0;53.0;57.0;61.0;9.0;23.0;39.0;47.0;49.0;53.0;57.0;9.0;23.0;39.0;47.0;49.0;53.0;57.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;4.0;4.0;4.0;4.0;4.0;21.0;28.0;30.0;32.0;30.0;34.0;34.0;34.0;78.0;71.0;59.0;42.0;27.0;16.0;13.0;9.0;76.0;69.0;57.0;40.0;26.0;16.0;13.0;9.0;76.0;69.0;57.0;40.0;25.0;15.0;12.0;8.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;0.0;1.0;0.0
80;Totaal mannen en vrouwen;7;Cohort 1998;170.0;4.0;20.0;33.0;43.0;49.0;54.0;;2.0;19.0;30.0;40.0;47.0;52.0;;2.0;19.0;30.0;40.0;47.0;52.0;;0.0;0.0;0.0;0.0;0.0;0.0;;2.0;2.0;2.0;2.0;2.0;2.0;;21.0;27.0;26.0;27.0;30.0;32.0;34.0;34.0;78.0;72.0;70.0;53.0;37.0;26.0;17.0;12.0;77.0;71.0;69.0;51.0;36.0;24.0;15.0;9.0;77.0;70.0;68.0;51.0;35.0;23.0;13.0;8.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0
81;Totaal mannen en vrouwen;7;Cohort 1999;130.0;3.0;31.0;47.0;56.0;62.0;;;2.0;28.0;43.0;51.0;56.0;;;2.0;28.0;43.0;51.0;56.0;;;0.0;0.0;0.0;0.0;0.0;;;2.0;3.0;5.0;5.0;5.0;;;26.0;31.0;31.0;35.0;34.0;34.0;34.0;;74.0;69.0;66.0;34.0;19.0;10.0;4.0;;73.0;64.0;62.0;31.0;18.0;8.0;2.0;;73.0;64.0;61.0;31.0;18.0;8.0;2.0;;0.0;0.0;1.0;0.0;1.0;1.0;0.0;;1.0;5.0;4.0;2.0;1.0;2.0;2.0;
82;Totaal mannen en vrouwen;7;Cohort 2000;210.0;5.0;26.0;42.0;53.0;;;;4.0;25.0;40.0;50.0;;;;4.0;25.0;40.0;50.0;;;;0.0;0.0;0.0;0.0;;;;1.0;1.0;2.0;3.0;;;;21.0;26.0;29.0;30.0;29.0;32.0;;;79.0;74.0;66.0;44.0;29.0;15.0;;;78.0;73.0;65.0;42.0;28.0;15.0;;;78.0;73.0;65.0;42.0;28.0;15.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;1.0;1.0;1.0;1.0;1.0;0.0;;
83;Totaal mannen en vrouwen;7;Cohort 2001;160.0;7.0;33.0;43.0;;;;;6.0;32.0;43.0;;;;;6.0;32.0;43.0;;;;;0.0;0.0;0.0;;;;;1.0;1.0;1.0;;;;;23.0;29.0;35.0;34.0;36.0;;;;77.0;71.0;58.0;33.0;20.0;;;;76.0;69.0;58.0;33.0;19.0;;;;76.0;69.0;58.0;33.0;19.0;;;;0.0;0.0;0.0;0.0;0.0;;;;1.0;3.0;1.0;1.0;1.0;;;
84;Totaal mannen en vrouwen;7;Cohort 2002;210.0;2.0;34.0;;;;;;1.0;32.0;;;;;;1.0;32.0;;;;;;0.0;0.0;;;;;;0.0;2.0;;;;;;19.0;24.0;25.0;32.0;;;;;81.0;75.0;73.0;35.0;;;;;81.0;74.0;71.0;35.0;;;;;80.0;73.0;70.0;34.0;;;;;0.0;0.0;0.0;1.0;;;;;0.0;1.0;2.0;0.0;;;;
85;Totaal mannen en vrouwen;7;Cohort 2003;190.0;18.0;;;;;;;18.0;;;;;;;18.0;;;;;;;0.0;;;;;;;0.0;;;;;;;18.0;20.0;23.0;;;;;;81.0;80.0;59.0;;;;;;81.0;79.0;57.0;;;;;;81.0;78.0;56.0;;;;;;0.0;1.0;1.0;;;;;;1.0;1.0;2.0;;;;;
86;Totaal mannen en vrouwen;7;Cohort 2004;80.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.0;32.0;;;;;;;77.0;66.0;;;;;;;72.0;60.0;;;;;;;72.0;60.0;;;;;;;0.0;0.0;;;;;;;5.0;6.0;;;;;;
87;Totaal mannen en vrouwen;7;Cohort 2005;80.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.0;;;;;;;;57.0;;;;;;;;55.0;;;;;;;;54.0;;;;;;;;1.0;;;;;;;;2.0;;;;;;;
88;Totaal mannen en vrouwen;8;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;Totaal mannen en vrouwen;8;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;Totaal mannen en vrouwen;8;Cohort 1997;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;Totaal mannen en vrouwen;8;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;Totaal mannen en vrouwen;8;Cohort 1999;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;Totaal mannen en vrouwen;8;Cohort 2000;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;Totaal mannen en vrouwen;8;Cohort 2001;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;Totaal mannen en vrouwen;8;Cohort 2002;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;Totaal mannen en vrouwen;8;Cohort 2003;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;Totaal mannen en vrouwen;8;Cohort 2004;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;Totaal mannen en vrouwen;8;Cohort 2005;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;Totaal mannen en vrouwen;9;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;Totaal mannen en vrouwen;9;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;Totaal mannen en vrouwen;9;Cohort 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;Totaal mannen en vrouwen;9;Cohort 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;Totaal mannen en vrouwen;9;Cohort 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;Totaal mannen en vrouwen;9;Cohort 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;Totaal mannen en vrouwen;9;Cohort 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;Totaal mannen en vrouwen;9;Cohort 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;Totaal mannen en vrouwen;9;Cohort 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;Totaal mannen en vrouwen;9;Cohort 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;Totaal mannen en vrouwen;9;Cohort 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;Mannen;0;Cohort 1995;820.0;13.0;20.0;26.0;32.0;36.0;38.0;40.0;9.0;16.0;22.0;27.0;31.0;34.0;35.0;9.0;16.0;21.0;27.0;31.0;33.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;4.0;4.0;5.0;5.0;5.0;5.0;28.0;40.0;45.0;48.0;50.0;52.0;53.0;52.0;66.0;51.0;42.0;32.0;24.0;16.0;11.0;9.0;64.0;50.0;40.0;30.0;23.0;15.0;11.0;8.0;63.0;49.0;39.0;30.0;22.0;15.0;11.0;8.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;1.0;1.0;0.0;1.0
111;Mannen;0;Cohort 1996;810.0;9.0;15.0;23.0;29.0;34.0;36.0;38.0;6.0;11.0;19.0;25.0;30.0;32.0;34.0;6.0;11.0;18.0;25.0;29.0;32.0;33.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;4.0;4.0;4.0;4.0;4.0;4.0;27.0;40.0;47.0;49.0;50.0;52.0;53.0;54.0;69.0;54.0;44.0;36.0;27.0;19.0;13.0;10.0;66.0;52.0;43.0;35.0;26.0;18.0;12.0;9.0;66.0;52.0;43.0;35.0;25.0;18.0;11.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0
112;Mannen;0;Cohort 1997;740.0;9.0;15.0;21.0;26.0;31.0;33.0;35.0;5.0;11.0;16.0;22.0;26.0;28.0;30.0;5.0;10.0;16.0;21.0;25.0;27.0;29.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0;4.0;4.0;5.0;5.0;5.0;5.0;33.0;44.0;49.0;52.0;54.0;54.0;55.0;58.0;65.0;52.0;42.0;33.0;25.0;20.0;15.0;9.0;63.0;50.0;41.0;31.0;24.0;19.0;14.0;9.0;62.0;49.0;40.0;31.0;24.0;18.0;13.0;8.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0
113;Mannen;0;Cohort 1998;850.0;10.0;19.0;26.0;32.0;37.0;39.0;;6.0;14.0;21.0;27.0;31.0;33.0;;6.0;14.0;21.0;26.0;31.0;33.0;;0.0;0.0;0.0;1.0;1.0;1.0;;4.0;5.0;5.0;5.0;5.0;5.0;;28.0;40.0;44.0;47.0;50.0;50.0;51.0;52.0;69.0;55.0;45.0;34.0;25.0;18.0;12.0;9.0;67.0;53.0;43.0;32.0;23.0;16.0;11.0;8.0;66.0;52.0;43.0;31.0;22.0;16.0;11.0;8.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0
114;Mannen;0;Cohort 1999;930.0;8.0;14.0;21.0;26.0;31.0;;;5.0;10.0;16.0;21.0;26.0;;;5.0;10.0;16.0;21.0;26.0;;;0.0;0.0;0.0;0.0;0.0;;;4.0;4.0;4.0;5.0;5.0;;;33.0;42.0;49.0;53.0;54.0;56.0;58.0;;64.0;54.0;42.0;33.0;25.0;18.0;12.0;;63.0;51.0;40.0;31.0;23.0;17.0;11.0;;62.0;51.0;39.0;30.0;23.0;16.0;10.0;;1.0;1.0;1.0;0.0;1.0;1.0;0.0;;2.0;2.0;2.0;2.0;2.0;1.0;1.0;
115;Mannen;0;Cohort 2000;900.0;9.0;17.0;22.0;30.0;;;;5.0;12.0;17.0;25.0;;;;5.0;12.0;17.0;25.0;;;;0.0;0.0;0.0;0.0;;;;4.0;5.0;5.0;5.0;;;;29.0;41.0;43.0;47.0;48.0;51.0;;;68.0;54.0;47.0;36.0;30.0;20.0;;;66.0;52.0;45.0;34.0;28.0;18.0;;;65.0;52.0;45.0;34.0;27.0;17.0;;;0.0;1.0;0.0;0.0;0.0;0.0;;;3.0;2.0;2.0;2.0;2.0;2.0;;
116;Mannen;0;Cohort 2001;840.0;7.0;13.0;21.0;;;;;4.0;9.0;17.0;;;;;4.0;9.0;17.0;;;;;0.0;0.0;0.0;;;;;3.0;3.0;4.0;;;;;34.0;46.0;50.0;54.0;56.0;;;;63.0;50.0;43.0;34.0;23.0;;;;61.0;48.0;40.0;31.0;21.0;;;;61.0;47.0;40.0;30.0;21.0;;;;0.0;1.0;1.0;1.0;0.0;;;;2.0;2.0;3.0;3.0;1.0;;;
117;Mannen;0;Cohort 2002;810.0;11.0;21.0;;;;;;6.0;15.0;;;;;;6.0;15.0;;;;;;0.0;0.0;;;;;;5.0;5.0;;;;;;31.0;39.0;46.0;51.0;;;;;65.0;54.0;43.0;28.0;;;;;62.0;52.0;42.0;27.0;;;;;61.0;51.0;41.0;26.0;;;;;1.0;1.0;1.0;1.0;;;;;3.0;2.0;2.0;2.0;;;;
118;Mannen;0;Cohort 2003;690.0;12.0;;;;;;;8.0;;;;;;;8.0;;;;;;;0.0;;;;;;;5.0;;;;;;;29.0;39.0;46.0;;;;;;68.0;55.0;42.0;;;;;;64.0;51.0;39.0;;;;;;64.0;50.0;38.0;;;;;;0.0;1.0;1.0;;;;;;4.0;4.0;3.0;;;;;
119;Mannen;0;Cohort 2004;520.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.0;45.0;;;;;;;64.0;49.0;;;;;;;61.0;45.0;;;;;;;60.0;45.0;;;;;;;1.0;1.0;;;;;;;4.0;4.0;;;;;;
120;Mannen;0;Cohort 2005;450.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.0;;;;;;;;66.0;;;;;;;;63.0;;;;;;;;63.0;;;;;;;;0.0;;;;;;;;3.0;;;;;;;
121;Mannen;1;Cohort 1995;50.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;Mannen;1;Cohort 1996;50.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;Mannen;1;Cohort 1997;50.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;Mannen;1;Cohort 1998;80.0;14.0;31.0;34.0;38.0;38.0;39.0;;3.0;19.0;21.0;25.0;25.0;26.0;;3.0;19.0;21.0;24.0;24.0;25.0;;0.0;0.0;0.0;1.0;1.0;1.0;;11.0;13.0;13.0;13.0;13.0;13.0;;31.0;45.0;48.0;50.0;49.0;49.0;51.0;49.0;59.0;44.0;39.0;19.0;18.0;14.0;11.0;13.0;58.0;39.0;33.0;18.0;14.0;13.0;10.0;6.0;55.0;39.0;30.0;15.0;11.0;10.0;8.0;4.0;3.0;0.0;3.0;3.0;3.0;3.0;3.0;3.0;1.0;5.0;6.0;1.0;4.0;1.0;1.0;6.0
125;Mannen;1;Cohort 1999;80.0;22.0;27.0;34.0;39.0;43.0;;;18.0;23.0;27.0;31.0;34.0;;;18.0;23.0;27.0;31.0;34.0;;;0.0;0.0;0.0;0.0;0.0;;;4.0;4.0;6.0;8.0;9.0;;;31.0;39.0;45.0;45.0;45.0;52.0;48.0;;65.0;51.0;32.0;27.0;21.0;9.0;9.0;;65.0;49.0;30.0;19.0;14.0;5.0;5.0;;65.0;49.0;30.0;19.0;14.0;5.0;4.0;;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;0.0;1.0;3.0;8.0;6.0;4.0;4.0;
126;Mannen;1;Cohort 2000;50.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;Mannen;1;Cohort 2001;50.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;Mannen;1;Cohort 2002;50.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;Mannen;1;Cohort 2003;40.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;Mannen;1;Cohort 2004;40.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;Mannen;1;Cohort 2005;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
