ID;Inkomensbegrippen;Inkomensklassen;Populatie;Geslacht;OverigeKenmerken;Perioden;PersonenInParticuliereHuishoudens_1;Inkomenssom_2
2522;Persoonlijk primair inkomen;301;492;Mannen;Sterk stedelijk;2002;1678.668277;49656.240177
2523;Persoonlijk primair inkomen;301;492;Mannen;Sterk stedelijk;2003;1680.683998;50474.034161
2524;Persoonlijk primair inkomen;301;492;Mannen;Sterk stedelijk;2004;1646.898911;51013.395758
2525;Persoonlijk primair inkomen;301;492;Mannen;Sterk stedelijk;2005;1653.490626;52184.114245
2526;Persoonlijk primair inkomen;301;492;Mannen;Sterk stedelijk;2006;1761.980286;57570.538482
2527;Persoonlijk primair inkomen;301;492;Mannen;Sterk stedelijk;2007;1776.961237;59684.572696
2528;Persoonlijk primair inkomen;301;492;Mannen;Sterk stedelijk;2008;1777.286081;61849.963043
2529;Persoonlijk primair inkomen;301;492;Mannen;Sterk stedelijk;2009;1782.808467;61599.687796
2530;Persoonlijk primair inkomen;301;492;Mannen;Sterk stedelijk;2010;1779.6736;61488.025921
2531;Persoonlijk primair inkomen;301;492;Mannen;Sterk stedelijk;2011;1795.489872;62534.6647144
2532;Persoonlijk primair inkomen;301;492;Mannen;Sterk stedelijk;2012;1796.249549;62748.5786361
2533;Persoonlijk primair inkomen;301;492;Mannen;Sterk stedelijk;2013;1813.965121;63283.5540145
2534;Persoonlijk primair inkomen;301;492;Mannen;Sterk stedelijk;2014;1779.30206699;62348.3006085
2535;Persoonlijk primair inkomen;301;492;Mannen;Matig stedelijk;2000;1273.452932;35729.408714
2536;Persoonlijk primair inkomen;301;492;Mannen;Matig stedelijk;2001;1249.769696;36769.548038
2537;Persoonlijk primair inkomen;301;492;Mannen;Matig stedelijk;2002;1226.813686;37448.358307
2538;Persoonlijk primair inkomen;301;492;Mannen;Matig stedelijk;2003;1249.560324;39000.553391
2539;Persoonlijk primair inkomen;301;492;Mannen;Matig stedelijk;2004;1299.450503;41707.833304
2540;Persoonlijk primair inkomen;301;492;Mannen;Matig stedelijk;2005;1307.692041;42747.251112
2541;Persoonlijk primair inkomen;301;492;Mannen;Matig stedelijk;2006;1225.811544;41678.36696
2542;Persoonlijk primair inkomen;301;492;Mannen;Matig stedelijk;2007;1233.357626;43466.18079
2543;Persoonlijk primair inkomen;301;492;Mannen;Matig stedelijk;2008;1196.812065;42750.298036
2544;Persoonlijk primair inkomen;301;492;Mannen;Matig stedelijk;2009;1223.55967;43221.449499
2545;Persoonlijk primair inkomen;301;492;Mannen;Matig stedelijk;2010;1223.409278;43242.291906
2546;Persoonlijk primair inkomen;301;492;Mannen;Matig stedelijk;2011;1229.053551;43942.4804284
2547;Persoonlijk primair inkomen;301;492;Mannen;Matig stedelijk;2012;1293.605328;46496.6922704
2548;Persoonlijk primair inkomen;301;492;Mannen;Matig stedelijk;2013;1262.15616;45001.5176867
2549;Persoonlijk primair inkomen;301;492;Mannen;Matig stedelijk;2014;1308.22228799;46767.1783917
2550;Persoonlijk primair inkomen;301;492;Mannen;Weinig stedelijk;2000;1340.656235;37349.54878
2551;Persoonlijk primair inkomen;301;492;Mannen;Weinig stedelijk;2001;1353.215024;39189.086175
2552;Persoonlijk primair inkomen;301;492;Mannen;Weinig stedelijk;2002;1367.247907;40986.209139
2553;Persoonlijk primair inkomen;301;492;Mannen;Weinig stedelijk;2003;1344.233158;41089.471226
2554;Persoonlijk primair inkomen;301;492;Mannen;Weinig stedelijk;2004;1344.107368;42374.862173
2555;Persoonlijk primair inkomen;301;492;Mannen;Weinig stedelijk;2005;1343.664269;42987.695262
2556;Persoonlijk primair inkomen;301;492;Mannen;Weinig stedelijk;2006;1370.560713;45363.240459
2557;Persoonlijk primair inkomen;301;492;Mannen;Weinig stedelijk;2007;1381.551031;47113.799153
2558;Persoonlijk primair inkomen;301;492;Mannen;Weinig stedelijk;2008;1390.916032;49061.935316
2559;Persoonlijk primair inkomen;301;492;Mannen;Weinig stedelijk;2009;1402.180956;48264.313174
2560;Persoonlijk primair inkomen;301;492;Mannen;Weinig stedelijk;2010;1450.708917;49440.432885
2561;Persoonlijk primair inkomen;301;492;Mannen;Weinig stedelijk;2011;1457.584904;50802.9017123
2562;Persoonlijk primair inkomen;301;492;Mannen;Weinig stedelijk;2012;1420.349838;48915.5262215
2563;Persoonlijk primair inkomen;301;492;Mannen;Weinig stedelijk;2013;1455.424423;50112.5886401
2564;Persoonlijk primair inkomen;301;492;Mannen;Weinig stedelijk;2014;1462.29094999;50714.7832766
2565;Persoonlijk primair inkomen;301;492;Mannen;Niet stedelijk;2000;871.464583;22609.725204
2566;Persoonlijk primair inkomen;301;492;Mannen;Niet stedelijk;2001;861.603988;23210.602183
2567;Persoonlijk primair inkomen;301;492;Mannen;Niet stedelijk;2002;851.221192;23554.901732
2568;Persoonlijk primair inkomen;301;492;Mannen;Niet stedelijk;2003;838.169561;23692.754981
2569;Persoonlijk primair inkomen;301;492;Mannen;Niet stedelijk;2004;818.374982;23946.602356
2570;Persoonlijk primair inkomen;301;492;Mannen;Niet stedelijk;2005;823.304228;24683.031889
2571;Persoonlijk primair inkomen;301;492;Mannen;Niet stedelijk;2006;795.193608;24673.187546
2572;Persoonlijk primair inkomen;301;492;Mannen;Niet stedelijk;2007;802.66313;25301.069515
2573;Persoonlijk primair inkomen;301;492;Mannen;Niet stedelijk;2008;796.092132;25889.308889
2574;Persoonlijk primair inkomen;301;492;Mannen;Niet stedelijk;2009;757.662561;24098.599629
2575;Persoonlijk primair inkomen;301;492;Mannen;Niet stedelijk;2010;730.598157;23177.408137
2576;Persoonlijk primair inkomen;301;492;Mannen;Niet stedelijk;2011;730.909230001;23609.9839761
2577;Persoonlijk primair inkomen;301;492;Mannen;Niet stedelijk;2012;710.117345001;22625.6616619
2578;Persoonlijk primair inkomen;301;492;Mannen;Niet stedelijk;2013;691.068452999;22067.0312641
2579;Persoonlijk primair inkomen;301;492;Mannen;Niet stedelijk;2014;668.177305;21354.1813795
2580;Persoonlijk primair inkomen;301;492;Mannen;Noord-Nederland (LD);2000;645.181478;14865.450341
2581;Persoonlijk primair inkomen;301;492;Mannen;Noord-Nederland (LD);2001;651.853077;15709.696356
2582;Persoonlijk primair inkomen;301;492;Mannen;Noord-Nederland (LD);2002;653.964374;16230.929692
2583;Persoonlijk primair inkomen;301;492;Mannen;Noord-Nederland (LD);2003;652.58017;16567.485132
2584;Persoonlijk primair inkomen;301;492;Mannen;Noord-Nederland (LD);2004;653.227872;17137.917055
2585;Persoonlijk primair inkomen;301;492;Mannen;Noord-Nederland (LD);2005;654.908239;17338.015611
2586;Persoonlijk primair inkomen;301;492;Mannen;Noord-Nederland (LD);2006;655.76698;17974.651602
2587;Persoonlijk primair inkomen;301;492;Mannen;Noord-Nederland (LD);2007;659.449582;18304.579913
2588;Persoonlijk primair inkomen;301;492;Mannen;Noord-Nederland (LD);2008;663.409916;19280.710133
2589;Persoonlijk primair inkomen;301;492;Mannen;Noord-Nederland (LD);2009;662.741757;18845.072996
2590;Persoonlijk primair inkomen;301;492;Mannen;Noord-Nederland (LD);2010;666.834148;18836.217049
2591;Persoonlijk primair inkomen;301;492;Mannen;Noord-Nederland (LD);2011;671.552217;19204.9553289
2592;Persoonlijk primair inkomen;301;492;Mannen;Noord-Nederland (LD);2012;672.023013;19232.1859378
2593;Persoonlijk primair inkomen;301;492;Mannen;Noord-Nederland (LD);2013;670.645754;19039.4933428
2594;Persoonlijk primair inkomen;301;492;Mannen;Noord-Nederland (LD);2014;669.7694;19385.0573421
2595;Persoonlijk primair inkomen;301;492;Mannen;Oost-Nederland (LD);2000;1280.071735;33142.54934
2596;Persoonlijk primair inkomen;301;492;Mannen;Oost-Nederland (LD);2001;1294.241038;35366.882732
2597;Persoonlijk primair inkomen;301;492;Mannen;Oost-Nederland (LD);2002;1301.613985;37051.721966
2598;Persoonlijk primair inkomen;301;492;Mannen;Oost-Nederland (LD);2003;1306.596838;37837.650647
2599;Persoonlijk primair inkomen;301;492;Mannen;Oost-Nederland (LD);2004;1303.826581;38917.60612
2600;Persoonlijk primair inkomen;301;492;Mannen;Oost-Nederland (LD);2005;1311.712701;39721.098538
2601;Persoonlijk primair inkomen;301;492;Mannen;Oost-Nederland (LD);2006;1316.293076;41587.730865
2602;Persoonlijk primair inkomen;301;492;Mannen;Oost-Nederland (LD);2007;1322.57682;43402.287757
2603;Persoonlijk primair inkomen;301;492;Mannen;Oost-Nederland (LD);2008;1337.188243;44993.002136
2604;Persoonlijk primair inkomen;301;492;Mannen;Oost-Nederland (LD);2009;1346.314848;44200.645848
2605;Persoonlijk primair inkomen;301;492;Mannen;Oost-Nederland (LD);2010;1354.230457;44308.238746
2606;Persoonlijk primair inkomen;301;492;Mannen;Oost-Nederland (LD);2011;1362.670524;45276.6274722
2607;Persoonlijk primair inkomen;301;492;Mannen;Oost-Nederland (LD);2012;1365.658157;45605.4836533
2608;Persoonlijk primair inkomen;301;492;Mannen;Oost-Nederland (LD);2013;1367.971822;45442.3438119
2609;Persoonlijk primair inkomen;301;492;Mannen;Oost-Nederland (LD);2014;1382.52682399;45739.7922691
2610;Persoonlijk primair inkomen;301;492;Mannen;West-Nederland (LD);2000;2843.915955;80393.948516
2611;Persoonlijk primair inkomen;301;492;Mannen;West-Nederland (LD);2001;2864.281;86097.187835
2612;Persoonlijk primair inkomen;301;492;Mannen;West-Nederland (LD);2002;2876.47814;89549.815982
2613;Persoonlijk primair inkomen;301;492;Mannen;West-Nederland (LD);2003;2858.895166;90506.901898
2614;Persoonlijk primair inkomen;301;492;Mannen;West-Nederland (LD);2004;2871.251237;93404.036757
2615;Persoonlijk primair inkomen;301;492;Mannen;West-Nederland (LD);2005;2887.293734;96486.326558
2616;Persoonlijk primair inkomen;301;492;Mannen;West-Nederland (LD);2006;2905.003135;101186.630258
2617;Persoonlijk primair inkomen;301;492;Mannen;West-Nederland (LD);2007;2933.711862;105277.898256
2618;Persoonlijk primair inkomen;301;492;Mannen;West-Nederland (LD);2008;2963.44208;109395.552778
2619;Persoonlijk primair inkomen;301;492;Mannen;West-Nederland (LD);2009;2977.101661;109055.641
2620;Persoonlijk primair inkomen;301;492;Mannen;West-Nederland (LD);2010;2991.236951;109447.979591
2621;Persoonlijk primair inkomen;301;492;Mannen;West-Nederland (LD);2011;3018.884933;111076.372331
2622;Persoonlijk primair inkomen;301;492;Mannen;West-Nederland (LD);2012;3033.763056;111811.130947
2623;Persoonlijk primair inkomen;301;492;Mannen;West-Nederland (LD);2013;3037.95867499;111860.052784
2624;Persoonlijk primair inkomen;301;492;Mannen;West-Nederland (LD);2014;3066.756116;114089.972498
2625;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Nederland (LD);2000;1379.044077;36185.717254
2626;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Nederland (LD);2001;1389.3731;37957.945076
2627;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Nederland (LD);2002;1386.64683;38872.938395
2628;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Nederland (LD);2003;1381.240633;39469.972581
2629;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Nederland (LD);2004;1377.391297;40594.095011
2630;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Nederland (LD);2005;1382.405075;41431.059001
2631;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Nederland (LD);2006;1390.116674;42902.038908
2632;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Nederland (LD);2007;1398.815898;44223.42894
2633;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Nederland (LD);2008;1413.95627;46095.529912
2634;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Nederland (LD);2009;1411.788066;45764.283772
2635;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Nederland (LD);2010;1418.380805;45710.044682
2636;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Nederland (LD);2011;1425.585814;47172.4469073
2637;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Nederland (LD);2012;1427.140084;46775.3215218
2638;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Nederland (LD);2013;1429.97814;46666.8111468
2639;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Nederland (LD);2014;1438.26844999;47390.5915665
2640;Persoonlijk primair inkomen;301;492;Mannen;Groningen (PV);2000;220.157602;4857.671873
2641;Persoonlijk primair inkomen;301;492;Mannen;Groningen (PV);2001;222.255559;5127.352689
2642;Persoonlijk primair inkomen;301;492;Mannen;Groningen (PV);2002;223.966277;5325.629888
2643;Persoonlijk primair inkomen;301;492;Mannen;Groningen (PV);2003;223.515535;5475.464415
2644;Persoonlijk primair inkomen;301;492;Mannen;Groningen (PV);2004;223.57919;5619.111258
2645;Persoonlijk primair inkomen;301;492;Mannen;Groningen (PV);2005;224.872749;5635.53411
2646;Persoonlijk primair inkomen;301;492;Mannen;Groningen (PV);2006;225.535051;5843.413191
2647;Persoonlijk primair inkomen;301;492;Mannen;Groningen (PV);2007;225.188041;5960.760915
2648;Persoonlijk primair inkomen;301;492;Mannen;Groningen (PV);2008;225.494888;6255.517406
2649;Persoonlijk primair inkomen;301;492;Mannen;Groningen (PV);2009;225.774199;6093.435504
2650;Persoonlijk primair inkomen;301;492;Mannen;Groningen (PV);2010;227.154766;6097.693165
2651;Persoonlijk primair inkomen;301;492;Mannen;Groningen (PV);2011;229.625482;6244.90972256
2652;Persoonlijk primair inkomen;301;492;Mannen;Groningen (PV);2012;229.592869;6266.49274076
2653;Persoonlijk primair inkomen;301;492;Mannen;Groningen (PV);2013;229.212917;6133.57103107
2654;Persoonlijk primair inkomen;301;492;Mannen;Groningen (PV);2014;228.937199;6220.8854874
2655;Persoonlijk primair inkomen;301;492;Mannen;Friesland (PV);2000;243.171338;5677.480607
2656;Persoonlijk primair inkomen;301;492;Mannen;Friesland (PV);2001;245.941129;5981.239213
2657;Persoonlijk primair inkomen;301;492;Mannen;Friesland (PV);2002;245.536258;6102.68734
2658;Persoonlijk primair inkomen;301;492;Mannen;Friesland (PV);2003;245.801529;6232.315717
2659;Persoonlijk primair inkomen;301;492;Mannen;Friesland (PV);2004;245.415497;6597.757035
2660;Persoonlijk primair inkomen;301;492;Mannen;Friesland (PV);2005;244.671556;6621.178815
2661;Persoonlijk primair inkomen;301;492;Mannen;Friesland (PV);2006;245.138545;6890.653707
2662;Persoonlijk primair inkomen;301;492;Mannen;Friesland (PV);2007;246.945183;6966.184159
2663;Persoonlijk primair inkomen;301;492;Mannen;Friesland (PV);2008;250.250377;7302.412724
2664;Persoonlijk primair inkomen;301;492;Mannen;Friesland (PV);2009;249.968761;7127.414327
2665;Persoonlijk primair inkomen;301;492;Mannen;Friesland (PV);2010;251.36403;7007.975426
2666;Persoonlijk primair inkomen;301;492;Mannen;Friesland (PV);2011;252.278821;7157.98793263
2667;Persoonlijk primair inkomen;301;492;Mannen;Friesland (PV);2012;252.533745;7217.40150579
2668;Persoonlijk primair inkomen;301;492;Mannen;Friesland (PV);2013;252.593480999;7139.38113063
2669;Persoonlijk primair inkomen;301;492;Mannen;Friesland (PV);2014;252.478756;7280.9532268
2670;Persoonlijk primair inkomen;301;492;Mannen;Drenthe (PV);2000;181.852538;4330.297862
2671;Persoonlijk primair inkomen;301;492;Mannen;Drenthe (PV);2001;183.656389;4601.104453
2672;Persoonlijk primair inkomen;301;492;Mannen;Drenthe (PV);2002;184.461839;4802.612464
2673;Persoonlijk primair inkomen;301;492;Mannen;Drenthe (PV);2003;183.263106;4859.705
2674;Persoonlijk primair inkomen;301;492;Mannen;Drenthe (PV);2004;184.233185;4921.048762
2675;Persoonlijk primair inkomen;301;492;Mannen;Drenthe (PV);2005;185.363934;5081.302686
2676;Persoonlijk primair inkomen;301;492;Mannen;Drenthe (PV);2006;185.093384;5240.584705
2677;Persoonlijk primair inkomen;301;492;Mannen;Drenthe (PV);2007;187.316358;5377.634839
2678;Persoonlijk primair inkomen;301;492;Mannen;Drenthe (PV);2008;187.664651;5722.780003
2679;Persoonlijk primair inkomen;301;492;Mannen;Drenthe (PV);2009;186.998797;5624.223164
2680;Persoonlijk primair inkomen;301;492;Mannen;Drenthe (PV);2010;188.315352;5730.548457
2681;Persoonlijk primair inkomen;301;492;Mannen;Drenthe (PV);2011;189.647914;5802.05767376
2682;Persoonlijk primair inkomen;301;492;Mannen;Drenthe (PV);2012;189.896399;5748.29169132
2683;Persoonlijk primair inkomen;301;492;Mannen;Drenthe (PV);2013;188.839355999;5766.5411811
2684;Persoonlijk primair inkomen;301;492;Mannen;Drenthe (PV);2014;188.353445;5883.21862794
2685;Persoonlijk primair inkomen;301;492;Mannen;Overijssel (PV);2000;419.493175;10221.656671
2686;Persoonlijk primair inkomen;301;492;Mannen;Overijssel (PV);2001;423.937923;10849.006704
2687;Persoonlijk primair inkomen;301;492;Mannen;Overijssel (PV);2002;423.947131;11426.074394
2688;Persoonlijk primair inkomen;301;492;Mannen;Overijssel (PV);2003;424.527179;11461.040321
2689;Persoonlijk primair inkomen;301;492;Mannen;Overijssel (PV);2004;424.01993;11850.116568
2690;Persoonlijk primair inkomen;301;492;Mannen;Overijssel (PV);2005;425.903824;12203.372805
2691;Persoonlijk primair inkomen;301;492;Mannen;Overijssel (PV);2006;429.633472;12747.721689
2692;Persoonlijk primair inkomen;301;492;Mannen;Overijssel (PV);2007;429.702267;13101.619527
2693;Persoonlijk primair inkomen;301;492;Mannen;Overijssel (PV);2008;432.825981;13621.564263
2694;Persoonlijk primair inkomen;301;492;Mannen;Overijssel (PV);2009;435.734338;13565.153597
2695;Persoonlijk primair inkomen;301;492;Mannen;Overijssel (PV);2010;438.851695;13643.588621
2696;Persoonlijk primair inkomen;301;492;Mannen;Overijssel (PV);2011;441.997337;13995.9701324
2697;Persoonlijk primair inkomen;301;492;Mannen;Overijssel (PV);2012;441.766247;14016.5150693
2698;Persoonlijk primair inkomen;301;492;Mannen;Overijssel (PV);2013;441.616756;13965.2665062
2699;Persoonlijk primair inkomen;301;492;Mannen;Overijssel (PV);2014;444.642317999;14126.2905961
2700;Persoonlijk primair inkomen;301;492;Mannen;Flevoland (PV);2000;121.385294;3445.706095
2701;Persoonlijk primair inkomen;301;492;Mannen;Flevoland (PV);2001;127.010841;3924.475032
2702;Persoonlijk primair inkomen;301;492;Mannen;Flevoland (PV);2002;130.260592;4221.72446
2703;Persoonlijk primair inkomen;301;492;Mannen;Flevoland (PV);2003;133.559203;4410.6364
2704;Persoonlijk primair inkomen;301;492;Mannen;Flevoland (PV);2004;133.51911;4343.180736
2705;Persoonlijk primair inkomen;301;492;Mannen;Flevoland (PV);2005;135.806553;4484.563903
2706;Persoonlijk primair inkomen;301;492;Mannen;Flevoland (PV);2006;136.580529;4756.695426
2707;Persoonlijk primair inkomen;301;492;Mannen;Flevoland (PV);2007;138.923488;5077.284539
2708;Persoonlijk primair inkomen;301;492;Mannen;Flevoland (PV);2008;141.846944;5210.971412
2709;Persoonlijk primair inkomen;301;492;Mannen;Flevoland (PV);2009;143.060226;5007.92533
2710;Persoonlijk primair inkomen;301;492;Mannen;Flevoland (PV);2010;144.888369;5178.725783
2711;Persoonlijk primair inkomen;301;492;Mannen;Flevoland (PV);2011;145.846727;5341.15660948
2712;Persoonlijk primair inkomen;301;492;Mannen;Flevoland (PV);2012;147.783501;5252.97770487
2713;Persoonlijk primair inkomen;301;492;Mannen;Flevoland (PV);2013;149.130351;5417.62085576
2714;Persoonlijk primair inkomen;301;492;Mannen;Flevoland (PV);2014;151.556004999;5429.5011621
2715;Persoonlijk primair inkomen;301;492;Mannen;Gelderland (PV);2000;739.193266;19475.186573
2716;Persoonlijk primair inkomen;301;492;Mannen;Gelderland (PV);2001;743.292274;20593.400996
2717;Persoonlijk primair inkomen;301;492;Mannen;Gelderland (PV);2002;747.406262;21403.923112
2718;Persoonlijk primair inkomen;301;492;Mannen;Gelderland (PV);2003;748.510456;21965.973925
2719;Persoonlijk primair inkomen;301;492;Mannen;Gelderland (PV);2004;746.287541;22724.308815
2720;Persoonlijk primair inkomen;301;492;Mannen;Gelderland (PV);2005;750.002324;23033.161831
2721;Persoonlijk primair inkomen;301;492;Mannen;Gelderland (PV);2006;750.079075;24083.31375
2722;Persoonlijk primair inkomen;301;492;Mannen;Gelderland (PV);2007;753.951065;25223.383691
2723;Persoonlijk primair inkomen;301;492;Mannen;Gelderland (PV);2008;762.515318;26160.466462
2724;Persoonlijk primair inkomen;301;492;Mannen;Gelderland (PV);2009;767.520284;25627.566921
2725;Persoonlijk primair inkomen;301;492;Mannen;Gelderland (PV);2010;770.490393;25485.924343
2726;Persoonlijk primair inkomen;301;492;Mannen;Gelderland (PV);2011;774.826460001;25939.5007303
2727;Persoonlijk primair inkomen;301;492;Mannen;Gelderland (PV);2012;776.108409001;26335.9908791
2728;Persoonlijk primair inkomen;301;492;Mannen;Gelderland (PV);2013;777.224715;26059.4564499
2729;Persoonlijk primair inkomen;301;492;Mannen;Gelderland (PV);2014;786.328500999;26184.0005108
2730;Persoonlijk primair inkomen;301;492;Mannen;Utrecht (PV);2000;420.421352;12811.494437
2731;Persoonlijk primair inkomen;301;492;Mannen;Utrecht (PV);2001;429.521874;13976.832537
2732;Persoonlijk primair inkomen;301;492;Mannen;Utrecht (PV);2002;432.724838;14691.113477
2733;Persoonlijk primair inkomen;301;492;Mannen;Utrecht (PV);2003;432.028008;14817.806683
2734;Persoonlijk primair inkomen;301;492;Mannen;Utrecht (PV);2004;436.82072;15270.549417
2735;Persoonlijk primair inkomen;301;492;Mannen;Utrecht (PV);2005;439.326095;16180.512144
2736;Persoonlijk primair inkomen;301;492;Mannen;Utrecht (PV);2006;446.980634;16803.390647
2737;Persoonlijk primair inkomen;301;492;Mannen;Utrecht (PV);2007;453.510878;17533.479925
2738;Persoonlijk primair inkomen;301;492;Mannen;Utrecht (PV);2008;458.550024;18302.032334
2739;Persoonlijk primair inkomen;301;492;Mannen;Utrecht (PV);2009;460.648871;18081.733897
2740;Persoonlijk primair inkomen;301;492;Mannen;Utrecht (PV);2010;462.432984;18127.304219
2741;Persoonlijk primair inkomen;301;492;Mannen;Utrecht (PV);2011;465.740154;18582.0049478
2742;Persoonlijk primair inkomen;301;492;Mannen;Utrecht (PV);2012;468.871992;18602.1088431
2743;Persoonlijk primair inkomen;301;492;Mannen;Utrecht (PV);2013;472.886273;18843.7739767
2744;Persoonlijk primair inkomen;301;492;Mannen;Utrecht (PV);2014;477.984835999;19361.3624779
2745;Persoonlijk primair inkomen;301;492;Mannen;Noord-Holland (PV);2000;971.675484;27808.036575
2746;Persoonlijk primair inkomen;301;492;Mannen;Noord-Holland (PV);2001;980.382136;29570.206517
2747;Persoonlijk primair inkomen;301;492;Mannen;Noord-Holland (PV);2002;985.217571;30535.580922
2748;Persoonlijk primair inkomen;301;492;Mannen;Noord-Holland (PV);2003;978.155872;30637.314182
2749;Persoonlijk primair inkomen;301;492;Mannen;Noord-Holland (PV);2004;984.904151;31744.909693
2750;Persoonlijk primair inkomen;301;492;Mannen;Noord-Holland (PV);2005;992.327971;32963.818982
2751;Persoonlijk primair inkomen;301;492;Mannen;Noord-Holland (PV);2006;995.511536;34904.104511
2752;Persoonlijk primair inkomen;301;492;Mannen;Noord-Holland (PV);2007;1009.126767;36347.712142
2753;Persoonlijk primair inkomen;301;492;Mannen;Noord-Holland (PV);2008;1021.165511;37652.964184
2754;Persoonlijk primair inkomen;301;492;Mannen;Noord-Holland (PV);2009;1025.488283;37257.802561
2755;Persoonlijk primair inkomen;301;492;Mannen;Noord-Holland (PV);2010;1032.935656;37361.94928
2756;Persoonlijk primair inkomen;301;492;Mannen;Noord-Holland (PV);2011;1046.942938;38078.7522148
2757;Persoonlijk primair inkomen;301;492;Mannen;Noord-Holland (PV);2012;1054.0582;38355.0369392
2758;Persoonlijk primair inkomen;301;492;Mannen;Noord-Holland (PV);2013;1053.27779699;38424.0684184
2759;Persoonlijk primair inkomen;301;492;Mannen;Noord-Holland (PV);2014;1067.58546899;39827.1708837
2760;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Holland (PV);2000;1305.868678;36028.765875
2761;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Holland (PV);2001;1307.616616;38646.053407
2762;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Holland (PV);2002;1310.967433;40273.529589
2763;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Holland (PV);2003;1301.364593;40947.352536
2764;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Holland (PV);2004;1302.711633;42095.672121
2765;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Holland (PV);2005;1307.788637;42913.677076
2766;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Holland (PV);2006;1313.696622;44923.000102
2767;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Holland (PV);2007;1322.494736;46602.982417
2768;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Holland (PV);2008;1334.741359;48573.204759
2769;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Holland (PV);2009;1340.063317;48868.070188
2770;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Holland (PV);2010;1345.434933;49108.768474
2771;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Holland (PV);2011;1355.312356;49477.4350804
2772;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Holland (PV);2012;1359.244373;49886.4099552
2773;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Holland (PV);2013;1361.72448499;49515.3103008
2774;Persoonlijk primair inkomen;301;492;Mannen;Zuid-Holland (PV);2014;1370.50884;49798.9546136
2775;Persoonlijk primair inkomen;301;492;Mannen;Zeeland (PV);2000;145.950441;3745.651628
2776;Persoonlijk primair inkomen;301;492;Mannen;Zeeland (PV);2001;146.760374;3904.095374
2777;Persoonlijk primair inkomen;301;492;Mannen;Zeeland (PV);2002;147.568298;4049.591994
2778;Persoonlijk primair inkomen;301;492;Mannen;Zeeland (PV);2003;147.346693;4104.428497
2779;Persoonlijk primair inkomen;301;492;Mannen;Zeeland (PV);2004;146.814733;4292.905525
2780;Persoonlijk primair inkomen;301;492;Mannen;Zeeland (PV);2005;147.851031;4428.318356
2781;Persoonlijk primair inkomen;301;492;Mannen;Zeeland (PV);2006;148.814343;4556.134997
2782;Persoonlijk primair inkomen;301;492;Mannen;Zeeland (PV);2007;148.579481;4793.723773
2783;Persoonlijk primair inkomen;301;492;Mannen;Zeeland (PV);2008;148.985186;4867.351501
2784;Persoonlijk primair inkomen;301;492;Mannen;Zeeland (PV);2009;150.90119;4848.034354
2785;Persoonlijk primair inkomen;301;492;Mannen;Zeeland (PV);2010;150.433378;4849.957619
2786;Persoonlijk primair inkomen;301;492;Mannen;Zeeland (PV);2011;150.889485;4938.18008832
2787;Persoonlijk primair inkomen;301;492;Mannen;Zeeland (PV);2012;151.588491;4967.5752096
2788;Persoonlijk primair inkomen;301;492;Mannen;Zeeland (PV);2013;150.07012;5076.90008853
2789;Persoonlijk primair inkomen;301;492;Mannen;Zeeland (PV);2014;150.676970999;5102.4845235
2790;Persoonlijk primair inkomen;301;492;Mannen;Noord-Brabant (PV);2000;932.339881;25456.84299
2791;Persoonlijk primair inkomen;301;492;Mannen;Noord-Brabant (PV);2001;941.426387;26670.196121
2792;Persoonlijk primair inkomen;301;492;Mannen;Noord-Brabant (PV);2002;940.707334;27303.967376
2793;Persoonlijk primair inkomen;301;492;Mannen;Noord-Brabant (PV);2003;939.336671;27707.038796
2794;Persoonlijk primair inkomen;301;492;Mannen;Noord-Brabant (PV);2004;936.656678;28817.079011
2795;Persoonlijk primair inkomen;301;492;Mannen;Noord-Brabant (PV);2005;939.169347;29363.690834
