ID;RegioS;Inkomensbron;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2
437;Utrecht (SG);Winst;22.8;44.9
438;Utrecht (SG);Werkloosheid,bijstand,arbeidsongeschikt;21.9;17.8
439;Utrecht (SG);Pensioen;50.0;24.6
440;Amsterdam (SG);Totaal particulier huishouden;657.8;30.3
441;Amsterdam (SG);Loon;371.3;34.5
442;Amsterdam (SG);Winst;69.7;38.1
443;Amsterdam (SG);Werkloosheid,bijstand,arbeidsongeschikt;80.6;16.6
444;Amsterdam (SG);Pensioen;126.2;22.5
445;Haarlem (SG);Totaal particulier huishouden;177.1;33.1
446;Haarlem (SG);Loon;94.9;37.0
447;Haarlem (SG);Winst;17.3;44.3
448;Haarlem (SG);Werkloosheid,bijstand,arbeidsongeschikt;14.2;18.1
449;Haarlem (SG);Pensioen;48.0;25.3
450;Leiden (SG);Totaal particulier huishouden;134.9;34.0
451;Leiden (SG);Loon;78.8;37.4
452;Leiden (SG);Winst;13.1;45.8
453;Leiden (SG);Werkloosheid,bijstand,arbeidsongeschikt;8.9;17.5
454;Leiden (SG);Pensioen;32.0;25.1
455;'s-Gravenhage (SG);Totaal particulier huishouden;430.0;31.4
456;'s-Gravenhage (SG);Loon;237.9;35.3
457;'s-Gravenhage (SG);Winst;38.1;41.7
458;'s-Gravenhage (SG);Werkloosheid,bijstand,arbeidsongeschikt;45.1;16.9
459;'s-Gravenhage (SG);Pensioen;102.3;24.4
460;Rotterdam (SG);Totaal particulier huishouden;513.2;29.3
461;Rotterdam (SG);Loon;278.6;33.9
462;Rotterdam (SG);Winst;38.4;40.4
463;Rotterdam (SG);Werkloosheid,bijstand,arbeidsongeschikt;62.2;16.7
464;Rotterdam (SG);Pensioen;126.9;22.0
465;Dordrecht (SG);Totaal particulier huishouden;115.9;31.1
466;Dordrecht (SG);Loon;65.7;35.2
467;Dordrecht (SG);Winst;8.9;42.9
468;Dordrecht (SG);Werkloosheid,bijstand,arbeidsongeschikt;9.3;17.4
469;Dordrecht (SG);Pensioen;30.8;22.9
470;Breda (SG);Totaal particulier huishouden;129.9;31.9
471;Breda (SG);Loon;72.6;35.7
472;Breda (SG);Winst;12.0;42.6
473;Breda (SG);Werkloosheid,bijstand,arbeidsongeschikt;10.4;17.8
474;Breda (SG);Pensioen;33.1;23.7
475;Tilburg (SG);Totaal particulier huishouden;118.2;30.4
476;Tilburg (SG);Loon;67.3;34.1
477;Tilburg (SG);Winst;10.3;40.8
478;Tilburg (SG);Werkloosheid,bijstand,arbeidsongeschikt;10.5;17.5
479;Tilburg (SG);Pensioen;28.5;22.6
480;'s-Hertogenbosch (SG);Totaal particulier huishouden;79.1;32.6
481;'s-Hertogenbosch (SG);Loon;43.5;36.6
482;'s-Hertogenbosch (SG);Winst;8.6;42.9
483;'s-Hertogenbosch (SG);Werkloosheid,bijstand,arbeidsongeschikt;6.9;17.9
484;'s-Hertogenbosch (SG);Pensioen;19.0;24.2
485;Eindhoven (SG);Totaal particulier huishouden;173.7;31.3
486;Eindhoven (SG);Loon;95.3;35.1
487;Eindhoven (SG);Winst;14.4;40.1
488;Eindhoven (SG);Werkloosheid,bijstand,arbeidsongeschikt;15.3;17.9
489;Eindhoven (SG);Pensioen;46.5;25.1
490;Geleen/Sittard (SG);Totaal particulier huishouden;65.7;29.7
491;Geleen/Sittard (SG);Loon;33.1;35.0
492;Geleen/Sittard (SG);Winst;4.9;38.9
493;Geleen/Sittard (SG);Werkloosheid,bijstand,arbeidsongeschikt;7.8;18.1
494;Geleen/Sittard (SG);Pensioen;18.8;23.2
495;Heerlen (SG);Totaal particulier huishouden;114.7;27.2
496;Heerlen (SG);Loon;56.2;32.1
497;Heerlen (SG);Winst;7.9;36.1
498;Heerlen (SG);Werkloosheid,bijstand,arbeidsongeschikt;15.4;16.9
499;Heerlen (SG);Pensioen;33.5;21.7
500;Maastricht (SG);Totaal particulier huishouden;76.9;29.0
501;Maastricht (SG);Loon;38.1;33.7
502;Maastricht (SG);Winst;6.6;38.5
503;Maastricht (SG);Werkloosheid,bijstand,arbeidsongeschikt;8.9;17.5
504;Maastricht (SG);Pensioen;22.0;23.0
505;Aa en Hunze;Totaal particulier huishouden;10.5;32.2
506;Aa en Hunze;Loon;5.2;36.8
507;Aa en Hunze;Winst;1.3;40.2
508;Aa en Hunze;Werkloosheid,bijstand,arbeidsongeschikt;0.6;19.3
509;Aa en Hunze;Pensioen;3.1;24.0
510;Aalburg;Totaal particulier huishouden;4.2;36.5
511;Aalburg;Loon;2.2;39.1
512;Aalburg;Winst;0.8;43.9
513;Aalburg;Werkloosheid,bijstand,arbeidsongeschikt;0.2;22.7
514;Aalburg;Pensioen;1.0;21.0
515;Aalsmeer;Totaal particulier huishouden;10.1;36.1
516;Aalsmeer;Loon;5.7;40.0
517;Aalsmeer;Winst;1.1;49.3
518;Aalsmeer;Werkloosheid,bijstand,arbeidsongeschikt;0.5;19.4
519;Aalsmeer;Pensioen;2.6;24.0
520;Aalten;Totaal particulier huishouden;10.8;29.8
521;Aalten;Loon;6.0;33.0
522;Aalten;Winst;1.2;40.2
523;Aalten;Werkloosheid,bijstand,arbeidsongeschikt;0.6;20.0
524;Aalten;Pensioen;3.0;21.0
525;Abcoude;Totaal particulier huishouden;3.3;48.3
526;Abcoude;Loon;1.7;52.9
527;Abcoude;Winst;0.6;59.5
528;Abcoude;Werkloosheid,bijstand,arbeidsongeschikt;0.1;23.3
529;Abcoude;Pensioen;0.9;30.3
530;Achtkarspelen;Totaal particulier huishouden;11.2;28.4
531;Achtkarspelen;Loon;5.7;31.7
532;Achtkarspelen;Winst;1.3;38.7
533;Achtkarspelen;Werkloosheid,bijstand,arbeidsongeschikt;1.1;17.8
534;Achtkarspelen;Pensioen;2.8;20.1
535;Alblasserdam;Totaal particulier huishouden;7.4;31.0
536;Alblasserdam;Loon;4.0;36.4
537;Alblasserdam;Winst;0.6;43.1
538;Alblasserdam;Werkloosheid,bijstand,arbeidsongeschikt;0.4;18.3
539;Alblasserdam;Pensioen;2.3;21.5
540;Albrandswaard;Totaal particulier huishouden;8.4;38.1
541;Albrandswaard;Loon;5.2;42.0
542;Albrandswaard;Winst;0.7;49.6
543;Albrandswaard;Werkloosheid,bijstand,arbeidsongeschikt;0.4;21.1
544;Albrandswaard;Pensioen;2.0;25.8
545;Alkemade;Totaal particulier huishouden;5.5;35.9
546;Alkemade;Loon;3.1;39.9
547;Alkemade;Winst;0.8;46.6
548;Alkemade;Werkloosheid,bijstand,arbeidsongeschikt;0.2;18.5
549;Alkemade;Pensioen;1.3;21.8
550;Alkmaar;Totaal particulier huishouden;42.0;29.1
551;Alkmaar;Loon;24.4;32.6
552;Alkmaar;Winst;3.3;39.4
553;Alkmaar;Werkloosheid,bijstand,arbeidsongeschikt;4.1;16.7
554;Alkmaar;Pensioen;9.4;22.4
555;Almelo;Totaal particulier huishouden;30.2;28.0
556;Almelo;Loon;15.6;32.2
557;Almelo;Winst;2.5;40.4
558;Almelo;Werkloosheid,bijstand,arbeidsongeschikt;3.9;17.4
559;Almelo;Pensioen;7.7;21.7
560;Almere;Totaal particulier huishouden;69.9;32.1
561;Almere;Loon;46.5;35.5
562;Almere;Winst;5.8;38.5
563;Almere;Werkloosheid,bijstand,arbeidsongeschikt;6.9;18.5
564;Almere;Pensioen;9.9;22.6
565;Alphen aan den Rijn;Totaal particulier huishouden;28.9;33.9
566;Alphen aan den Rijn;Loon;18.2;36.9
567;Alphen aan den Rijn;Winst;2.6;43.1
568;Alphen aan den Rijn;Werkloosheid,bijstand,arbeidsongeschikt;1.6;19.4
569;Alphen aan den Rijn;Pensioen;6.3;25.2
570;Alphen-Chaam;Totaal particulier huishouden;3.6;36.1
571;Alphen-Chaam;Loon;1.8;40.5
572;Alphen-Chaam;Winst;0.6;43.4
573;Alphen-Chaam;Werkloosheid,bijstand,arbeidsongeschikt;0.1;22.4
574;Alphen-Chaam;Pensioen;1.0;24.4
575;Ameland;Totaal particulier huishouden;1.4;27.8
576;Ameland;Loon;0.7;28.5
577;Ameland;Winst;0.3;35.1
578;Ameland;Werkloosheid,bijstand,arbeidsongeschikt;0.1;17.7
579;Ameland;Pensioen;0.3;21.2
580;Amersfoort;Totaal particulier huishouden;56.6;33.5
581;Amersfoort;Loon;35.7;36.4
582;Amersfoort;Winst;4.8;46.4
583;Amersfoort;Werkloosheid,bijstand,arbeidsongeschikt;3.3;19.6
584;Amersfoort;Pensioen;11.6;23.7
585;Amstelveen;Totaal particulier huishouden;35.0;35.7
586;Amstelveen;Loon;18.8;40.8
587;Amstelveen;Winst;3.3;47.2
588;Amstelveen;Werkloosheid,bijstand,arbeidsongeschikt;2.2;17.9
589;Amstelveen;Pensioen;10.1;26.4
590;Amsterdam;Totaal particulier huishouden;360.5;27.6
591;Amsterdam;Loon;194.9;31.9
592;Amsterdam;Winst;40.4;34.5
593;Amsterdam;Werkloosheid,bijstand,arbeidsongeschikt;57.1;15.8
594;Amsterdam;Pensioen;61.9;20.7
595;Andijk;Totaal particulier huishouden;2.5;33.0
596;Andijk;Loon;1.3;36.7
597;Andijk;Winst;0.5;41.7
598;Andijk;Werkloosheid,bijstand,arbeidsongeschikt;0.2;22.1
599;Andijk;Pensioen;0.6;20.9
600;Anna Paulowna;Totaal particulier huishouden;5.5;30.8
601;Anna Paulowna;Loon;3.0;34.2
602;Anna Paulowna;Winst;0.8;36.3
603;Anna Paulowna;Werkloosheid,bijstand,arbeidsongeschikt;0.3;20.3
604;Anna Paulowna;Pensioen;1.5;23.7
605;Apeldoorn;Totaal particulier huishouden;64.6;31.5
606;Apeldoorn;Loon;36.4;35.1
607;Apeldoorn;Winst;4.9;44.1
608;Apeldoorn;Werkloosheid,bijstand,arbeidsongeschikt;5.1;18.1
609;Apeldoorn;Pensioen;17.3;24.1
610;Appingedam;Totaal particulier huishouden;5.3;27.2
611;Appingedam;Loon;2.7;31.8
612;Appingedam;Winst;0.3;39.9
613;Appingedam;Werkloosheid,bijstand,arbeidsongeschikt;0.6;18.4
614;Appingedam;Pensioen;1.7;20.7
615;Arcen en Velden;Totaal particulier huishouden;3.5;32.7
616;Arcen en Velden;Loon;1.8;37.5
617;Arcen en Velden;Winst;0.4;40.8
618;Arcen en Velden;Werkloosheid,bijstand,arbeidsongeschikt;0.2;19.7
619;Arcen en Velden;Pensioen;0.9;22.8
620;Arnhem;Totaal particulier huishouden;63.9;27.3
621;Arnhem;Loon;35.6;30.6
622;Arnhem;Winst;5.1;37.3
623;Arnhem;Werkloosheid,bijstand,arbeidsongeschikt;9.2;16.1
624;Arnhem;Pensioen;12.7;22.7
625;Assen;Totaal particulier huishouden;27.0;29.1
626;Assen;Loon;15.3;32.3
627;Assen;Winst;1.9;38.4
628;Assen;Werkloosheid,bijstand,arbeidsongeschikt;2.6;16.5
629;Assen;Pensioen;6.5;24.2
630;Asten;Totaal particulier huishouden;6.4;32.6
631;Asten;Loon;3.3;36.8
632;Asten;Winst;0.9;42.5
633;Asten;Werkloosheid,bijstand,arbeidsongeschikt;0.4;17.6
634;Asten;Pensioen;1.7;23.1
635;Baarle-Nassau;Totaal particulier huishouden;2.8;30.4
636;Baarle-Nassau;Loon;1.3;35.9
637;Baarle-Nassau;Winst;0.4;33.9
638;Baarle-Nassau;Werkloosheid,bijstand,arbeidsongeschikt;0.2;20.1
639;Baarle-Nassau;Pensioen;0.8;22.0
640;Baarn;Totaal particulier huishouden;10.3;34.5
641;Baarn;Loon;5.3;38.0
642;Baarn;Winst;1.1;45.8
643;Baarn;Werkloosheid,bijstand,arbeidsongeschikt;0.6;18.2
644;Baarn;Pensioen;3.0;27.4
645;Barendrecht;Totaal particulier huishouden;16.6;37.2
646;Barendrecht;Loon;10.6;40.3
647;Barendrecht;Winst;1.6;48.2
648;Barendrecht;Werkloosheid,bijstand,arbeidsongeschikt;0.6;23.4
649;Barendrecht;Pensioen;3.6;25.2
650;Barneveld;Totaal particulier huishouden;17.3;35.6
651;Barneveld;Loon;9.4;37.6
652;Barneveld;Winst;2.9;47.7
653;Barneveld;Werkloosheid,bijstand,arbeidsongeschikt;0.8;20.8
654;Barneveld;Pensioen;3.9;23.8
655;Bedum;Totaal particulier huishouden;4.2;30.3
656;Bedum;Loon;2.3;33.7
657;Bedum;Winst;0.4;42.2
658;Bedum;Werkloosheid,bijstand,arbeidsongeschikt;0.3;18.2
659;Bedum;Pensioen;1.0;22.6
660;Beek (L.);Totaal particulier huishouden;7.1;31.4
661;Beek (L.);Loon;3.6;36.8
662;Beek (L.);Winst;0.6;39.9
663;Beek (L.);Werkloosheid,bijstand,arbeidsongeschikt;0.6;20.3
664;Beek (L.);Pensioen;2.1;23.4
665;Beemster;Totaal particulier huishouden;3.4;36.6
666;Beemster;Loon;1.6;39.6
667;Beemster;Winst;0.6;49.3
668;Beemster;Werkloosheid,bijstand,arbeidsongeschikt;0.1;22.1
669;Beemster;Pensioen;0.9;25.3
670;Beesel;Totaal particulier huishouden;5.5;31.0
671;Beesel;Loon;3.2;33.8
672;Beesel;Winst;0.5;41.0
673;Beesel;Werkloosheid,bijstand,arbeidsongeschikt;0.4;32.3
674;Beesel;Pensioen;1.4;21.4
675;Bellingwedde;Totaal particulier huishouden;4.0;27.3
676;Bellingwedde;Loon;1.7;32.4
677;Bellingwedde;Winst;0.5;32.8
678;Bellingwedde;Werkloosheid,bijstand,arbeidsongeschikt;0.4;19.7
679;Bellingwedde;Pensioen;1.2;20.7
680;Bennebroek;Totaal particulier huishouden;2.1;39.8
681;Bennebroek;Loon;0.9;45.6
682;Bennebroek;Winst;0.2;51.7
683;Bennebroek;Werkloosheid,bijstand,arbeidsongeschikt;0.1;23.4
684;Bennebroek;Pensioen;0.8;31.8
685;Bergambacht;Totaal particulier huishouden;3.6;35.2
686;Bergambacht;Loon;1.9;39.2
687;Bergambacht;Winst;0.5;49.9
688;Bergambacht;Werkloosheid,bijstand,arbeidsongeschikt;0.2;23.0
689;Bergambacht;Pensioen;1.0;22.9
690;Bergeijk;Totaal particulier huishouden;6.9;34.8
691;Bergeijk;Loon;3.6;38.6
692;Bergeijk;Winst;1.0;44.9
693;Bergeijk;Werkloosheid,bijstand,arbeidsongeschikt;0.4;19.4
694;Bergeijk;Pensioen;1.9;24.4
695;Bergen (L.);Totaal particulier huishouden;5.3;30.3
696;Bergen (L.);Loon;2.9;34.9
697;Bergen (L.);Winst;0.6;36.5
698;Bergen (L.);Werkloosheid,bijstand,arbeidsongeschikt;0.3;20.7
699;Bergen (L.);Pensioen;1.5;20.8
700;Bergen (NH.);Totaal particulier huishouden;13.4;35.2
701;Bergen (NH.);Loon;6.0;40.3
702;Bergen (NH.);Winst;1.9;43.9
703;Bergen (NH.);Werkloosheid,bijstand,arbeidsongeschikt;0.9;19.1
704;Bergen (NH.);Pensioen;4.1;26.6
705;Bergen op Zoom;Totaal particulier huishouden;27.5;29.9
706;Bergen op Zoom;Loon;15.2;34.0
707;Bergen op Zoom;Winst;2.2;39.1
708;Bergen op Zoom;Werkloosheid,bijstand,arbeidsongeschikt;2.2;18.4
709;Bergen op Zoom;Pensioen;7.5;22.5
710;Berkelland;Totaal particulier huishouden;17.5;31.5
711;Berkelland;Loon;8.9;35.2
712;Berkelland;Winst;2.4;41.7
713;Berkelland;Werkloosheid,bijstand,arbeidsongeschikt;1.1;19.9
714;Berkelland;Pensioen;4.9;22.5
715;Bernheze;Totaal particulier huishouden;10.7;36.0
716;Bernheze;Loon;5.9;39.5
717;Bernheze;Winst;1.5;46.7
718;Bernheze;Werkloosheid,bijstand,arbeidsongeschikt;0.7;21.0
719;Bernheze;Pensioen;2.5;23.4
720;Bernisse;Totaal particulier huishouden;5.0;35.2
721;Bernisse;Loon;2.8;39.7
722;Bernisse;Winst;0.7;43.7
723;Bernisse;Werkloosheid,bijstand,arbeidsongeschikt;0.2;21.5
724;Bernisse;Pensioen;1.4;24.0
725;Best;Totaal particulier huishouden;11.4;34.7
726;Best;Loon;6.7;38.7
727;Best;Winst;1.1;45.3
728;Best;Werkloosheid,bijstand,arbeidsongeschikt;0.7;20.2
729;Best;Pensioen;2.7;24.2
730;Beuningen;Totaal particulier huishouden;9.7;33.7
731;Beuningen;Loon;5.8;37.3
732;Beuningen;Winst;1.0;43.3
733;Beuningen;Werkloosheid,bijstand,arbeidsongeschikt;0.6;18.4
734;Beuningen;Pensioen;2.1;23.2
735;Beverwijk;Totaal particulier huishouden;16.3;29.6
736;Beverwijk;Loon;9.1;33.5
737;Beverwijk;Winst;1.3;39.8
738;Beverwijk;Werkloosheid,bijstand,arbeidsongeschikt;1.4;17.2
739;Beverwijk;Pensioen;4.4;22.8
740;Binnenmaas;Totaal particulier huishouden;11.8;35.5
741;Binnenmaas;Loon;6.6;38.4
742;Binnenmaas;Winst;1.4;48.3
743;Binnenmaas;Werkloosheid,bijstand,arbeidsongeschikt;0.4;19.7
744;Binnenmaas;Pensioen;3.2;25.0
745;Bladel;Totaal particulier huishouden;7.2;33.7
746;Bladel;Loon;4.0;36.8
747;Bladel;Winst;1.0;43.8
748;Bladel;Werkloosheid,bijstand,arbeidsongeschikt;0.4;20.9
749;Bladel;Pensioen;1.8;23.9
750;Blaricum;Totaal particulier huishouden;3.8;51.4
751;Blaricum;Loon;1.8;60.4
752;Blaricum;Winst;0.6;56.7
753;Blaricum;Werkloosheid,bijstand,arbeidsongeschikt;0.2;21.4
754;Blaricum;Pensioen;1.0;35.4
755;Bloemendaal;Totaal particulier huishouden;6.6;54.7
756;Bloemendaal;Loon;3.0;61.3
757;Bloemendaal;Winst;1.0;69.9
758;Bloemendaal;Werkloosheid,bijstand,arbeidsongeschikt;0.3;19.7
759;Bloemendaal;Pensioen;2.0;39.2
760;Boarnsterhim;Totaal particulier huishouden;7.9;31.2
761;Boarnsterhim;Loon;4.1;33.5
762;Boarnsterhim;Winst;1.2;43.3
763;Boarnsterhim;Werkloosheid,bijstand,arbeidsongeschikt;0.5;17.4
764;Boarnsterhim;Pensioen;1.9;22.0
765;Bodegraven;Totaal particulier huishouden;7.3;35.6
766;Bodegraven;Loon;4.3;39.1
767;Bodegraven;Winst;0.9;45.0
768;Bodegraven;Werkloosheid,bijstand,arbeidsongeschikt;0.3;20.1
769;Bodegraven;Pensioen;1.7;24.3
770;Boekel;Totaal particulier huishouden;3.3;33.8
771;Boekel;Loon;1.8;37.8
772;Boekel;Winst;0.6;41.2
773;Boekel;Werkloosheid,bijstand,arbeidsongeschikt;0.1;21.5
774;Boekel;Pensioen;0.8;20.8
775;Bolsward;Totaal particulier huishouden;4.1;28.2
776;Bolsward;Loon;2.1;31.8
777;Bolsward;Winst;0.4;37.6
778;Bolsward;Werkloosheid,bijstand,arbeidsongeschikt;0.3;17.0
779;Bolsward;Pensioen;1.2;20.4
780;Borger-Odoorn;Totaal particulier huishouden;10.6;30.0
781;Borger-Odoorn;Loon;5.3;34.2
782;Borger-Odoorn;Winst;1.3;35.9
783;Borger-Odoorn;Werkloosheid,bijstand,arbeidsongeschikt;0.9;20.7
784;Borger-Odoorn;Pensioen;3.1;22.7
785;Borne;Totaal particulier huishouden;8.1;33.1
786;Borne;Loon;4.4;37.6
787;Borne;Winst;0.8;43.5
788;Borne;Werkloosheid,bijstand,arbeidsongeschikt;0.5;19.7
789;Borne;Pensioen;2.2;23.9
790;Borsele;Totaal particulier huishouden;8.8;31.8
791;Borsele;Loon;4.7;35.2
792;Borsele;Winst;1.3;40.5
793;Borsele;Werkloosheid,bijstand,arbeidsongeschikt;0.5;18.8
794;Borsele;Pensioen;2.2;22.2
795;Boskoop;Totaal particulier huishouden;5.8;34.2
796;Boskoop;Loon;3.1;36.6
797;Boskoop;Winst;1.0;43.7
798;Boskoop;Werkloosheid,bijstand,arbeidsongeschikt;0.3;18.0
799;Boskoop;Pensioen;1.3;23.1
800;Boxmeer;Totaal particulier huishouden;11.0;34.1
801;Boxmeer;Loon;6.2;37.7
802;Boxmeer;Winst;1.3;45.4
803;Boxmeer;Werkloosheid,bijstand,arbeidsongeschikt;0.7;21.9
804;Boxmeer;Pensioen;2.7;23.0
805;Boxtel;Totaal particulier huishouden;12.0;32.4
806;Boxtel;Loon;6.7;36.0
807;Boxtel;Winst;1.3;43.1
808;Boxtel;Werkloosheid,bijstand,arbeidsongeschikt;0.9;18.9
809;Boxtel;Pensioen;2.9;23.2
810;Breda;Totaal particulier huishouden;72.6;31.2
811;Breda;Loon;40.7;34.8
812;Breda;Winst;6.2;42.4
813;Breda;Werkloosheid,bijstand,arbeidsongeschikt;6.6;16.7
814;Breda;Pensioen;18.0;24.3
815;Breukelen;Totaal particulier huishouden;5.9;36.4
816;Breukelen;Loon;3.1;41.2
817;Breukelen;Winst;0.8;46.0
818;Breukelen;Werkloosheid,bijstand,arbeidsongeschikt;0.3;20.5
819;Breukelen;Pensioen;1.6;24.1
820;Brielle;Totaal particulier huishouden;6.6;34.9
821;Brielle;Loon;3.8;38.2
822;Brielle;Winst;0.7;42.9
823;Brielle;Werkloosheid,bijstand,arbeidsongeschikt;0.3;16.9
824;Brielle;Pensioen;1.7;26.6
825;Bronckhorst;Totaal particulier huishouden;14.7;34.0
826;Bronckhorst;Loon;7.1;37.7
827;Bronckhorst;Winst;2.3;42.9
828;Bronckhorst;Werkloosheid,bijstand,arbeidsongeschikt;0.7;21.6
829;Bronckhorst;Pensioen;4.4;23.6
830;Brummen;Totaal particulier huishouden;8.4;33.5
831;Brummen;Loon;4.3;37.3
832;Brummen;Winst;0.9;44.2
833;Brummen;Werkloosheid,bijstand,arbeidsongeschikt;0.5;20.0
834;Brummen;Pensioen;2.6;24.7
835;Brunssum;Totaal particulier huishouden;13.3;26.4
836;Brunssum;Loon;6.5;31.1
837;Brunssum;Winst;0.8;34.9
838;Brunssum;Werkloosheid,bijstand,arbeidsongeschikt;1.7;17.7
839;Brunssum;Pensioen;4.1;21.2
840;Bunnik;Totaal particulier huishouden;5.6;39.4
841;Bunnik;Loon;2.9;42.6
842;Bunnik;Winst;0.8;50.1
843;Bunnik;Werkloosheid,bijstand,arbeidsongeschikt;0.2;19.9
844;Bunnik;Pensioen;1.6;30.6
845;Bunschoten;Totaal particulier huishouden;6.7;35.8
846;Bunschoten;Loon;3.9;38.2
847;Bunschoten;Winst;1.0;48.7
848;Bunschoten;Werkloosheid,bijstand,arbeidsongeschikt;0.3;20.5
849;Bunschoten;Pensioen;1.4;23.0
850;Buren;Totaal particulier huishouden;9.7;35.5
851;Buren;Loon;5.3;39.4
852;Buren;Winst;1.7;43.3
853;Buren;Werkloosheid,bijstand,arbeidsongeschikt;0.4;20.4
854;Buren;Pensioen;2.2;22.7
855;Bussum;Totaal particulier huishouden;14.0;38.1
856;Bussum;Loon;6.9;44.3
857;Bussum;Winst;1.7;47.3
858;Bussum;Werkloosheid,bijstand,arbeidsongeschikt;0.9;19.6
859;Bussum;Pensioen;4.1;26.6
860;Capelle aan den IJssel;Totaal particulier huishouden;28.2;31.9
861;Capelle aan den IJssel;Loon;16.4;36.5
862;Capelle aan den IJssel;Winst;2.3;42.4
863;Capelle aan den IJssel;Werkloosheid,bijstand,arbeidsongeschikt;2.4;17.4
864;Capelle aan den IJssel;Pensioen;6.7;23.1
865;Castricum;Totaal particulier huishouden;14.3;36.2
866;Castricum;Loon;7.4;39.5
867;Castricum;Winst;1.6;47.1
868;Castricum;Werkloosheid,bijstand,arbeidsongeschikt;0.7;20.0
869;Castricum;Pensioen;4.3;28.8
870;Coevorden;Totaal particulier huishouden;14.7;29.9
871;Coevorden;Loon;7.3;33.8
872;Coevorden;Winst;1.6;39.2
873;Coevorden;Werkloosheid,bijstand,arbeidsongeschikt;1.2;19.4
874;Coevorden;Pensioen;4.4;22.9
875;Cranendonck;Totaal particulier huishouden;8.2;32.6
876;Cranendonck;Loon;4.4;36.7
877;Cranendonck;Winst;1.0;44.3
878;Cranendonck;Werkloosheid,bijstand,arbeidsongeschikt;0.6;19.2
879;Cranendonck;Pensioen;2.2;23.2
880;Cromstrijen;Totaal particulier huishouden;5.3;34.9
881;Cromstrijen;Loon;3.0;39.7
882;Cromstrijen;Winst;0.6;42.0
883;Cromstrijen;Werkloosheid,bijstand,arbeidsongeschikt;0.2;19.6
884;Cromstrijen;Pensioen;1.4;23.0
885;Cuijk;Totaal particulier huishouden;9.7;30.8
886;Cuijk;Loon;5.7;34.2
887;Cuijk;Winst;0.8;40.1
888;Cuijk;Werkloosheid,bijstand,arbeidsongeschikt;0.8;20.7
889;Cuijk;Pensioen;2.3;22.2
890;Culemborg;Totaal particulier huishouden;10.7;33.9
891;Culemborg;Loon;6.6;37.2
892;Culemborg;Winst;1.0;45.2
893;Culemborg;Werkloosheid,bijstand,arbeidsongeschikt;0.6;20.3
894;Culemborg;Pensioen;2.3;22.7
895;Dalfsen;Totaal particulier huishouden;9.8;34.4
896;Dalfsen;Loon;5.2;37.9
897;Dalfsen;Winst;1.6;44.0
898;Dalfsen;Werkloosheid,bijstand,arbeidsongeschikt;0.4;21.7
899;Dalfsen;Pensioen;2.5;23.4
900;Dantumadeel;Totaal particulier huishouden;7.5;28.4
901;Dantumadeel;Loon;3.8;32.2
902;Dantumadeel;Winst;0.9;38.6
903;Dantumadeel;Werkloosheid,bijstand,arbeidsongeschikt;0.6;18.8
904;Dantumadeel;Pensioen;2.1;20.5
905;De Bilt;Totaal particulier huishouden;17.8;38.7
906;De Bilt;Loon;8.6;43.0
907;De Bilt;Winst;2.1;53.2
908;De Bilt;Werkloosheid,bijstand,arbeidsongeschikt;1.0;18.2
909;De Bilt;Pensioen;5.7;29.1
910;De Marne;Totaal particulier huishouden;4.6;27.6
911;De Marne;Loon;2.0;31.5
912;De Marne;Winst;0.7;39.5
913;De Marne;Werkloosheid,bijstand,arbeidsongeschikt;0.5;16.2
914;De Marne;Pensioen;1.3;19.7
915;De Ronde Venen;Totaal particulier huishouden;13.5;38.3
916;De Ronde Venen;Loon;7.7;41.7
917;De Ronde Venen;Winst;1.8;46.9
918;De Ronde Venen;Werkloosheid,bijstand,arbeidsongeschikt;0.6;21.8
919;De Ronde Venen;Pensioen;3.1;26.0
920;De Wolden;Totaal particulier huishouden;9.2;32.3
921;De Wolden;Loon;4.4;35.5
922;De Wolden;Winst;1.6;42.9
923;De Wolden;Werkloosheid,bijstand,arbeidsongeschikt;0.5;19.8
924;De Wolden;Pensioen;2.6;23.2
925;Delft;Totaal particulier huishouden;40.6;28.9
926;Delft;Loon;23.5;32.4
927;Delft;Winst;2.8;39.4
928;Delft;Werkloosheid,bijstand,arbeidsongeschikt;4.3;16.6
929;Delft;Pensioen;9.6;23.5
930;Delfzijl;Totaal particulier huishouden;11.6;28.2
931;Delfzijl;Loon;5.7;32.6
932;Delfzijl;Winst;0.9;39.1
933;Delfzijl;Werkloosheid,bijstand,arbeidsongeschikt;1.3;18.8
934;Delfzijl;Pensioen;3.5;22.0
935;Den Helder;Totaal particulier huishouden;25.7;27.8
936;Den Helder;Loon;13.7;31.7
937;Den Helder;Winst;1.5;36.5
938;Den Helder;Werkloosheid,bijstand,arbeidsongeschikt;2.8;16.8
939;Den Helder;Pensioen;7.3;22.7
940;Deurne;Totaal particulier huishouden;12.0;33.3
941;Deurne;Loon;6.5;36.4
942;Deurne;Winst;1.5;47.2
943;Deurne;Werkloosheid,bijstand,arbeidsongeschikt;0.8;20.1
944;Deurne;Pensioen;3.1;22.9
945;Deventer;Totaal particulier huishouden;40.1;29.4
946;Deventer;Loon;22.9;32.3
947;Deventer;Winst;3.0;41.2
948;Deventer;Werkloosheid,bijstand,arbeidsongeschikt;4.0;18.5
949;Deventer;Pensioen;9.4;23.8
950;Diemen;Totaal particulier huishouden;10.0;32.9
951;Diemen;Loon;5.8;36.9
952;Diemen;Winst;1.1;39.6
