ID;Geslacht;Leeftijd;Herkomstgroepering;SoortHuishouden;Perioden;TotaalBevolking_1;AlleenArbeidTotaal_2;ArbeidAlsWerknemer_3;ArbeidAlsZelfstandige_4;ArbeidAlsWerknemerEnAlsZelfstandige_5;AlleenUitkeringTotaal_6;AOUitkering_7;WWUitkering_8;WWEnAOUitkering_9;Bijstandsuitkering_10;BijstandsEnAOUitkering_11;AndereUitkeringen_12;AlleenArbeidEnUitkeringTotaal_13;ArbeidAlsWerknemerEnUitkeringTotaal_14;ArbeidAlsWerknemerEnAOUitkering_15;ArbeidAlsWerknemerEnWWUitkering_16;ArbeidAlsWerknemerEnBijstandsuitk_17;ArbeidAlsWerknemerEnAndereUitkering_18;ArbeidAlsZelfstandigeEnUitkering_19;ArbeidAlsWerknEnAlsZelfsEnUitk_20;AlleenPensioen_21;AlleenArbeidEnPensioenTotaal_22;ArbeidAlsWerknemerEnPensioen_23;ArbeidAlsZelfstandigeEnPensioen_24;ArbeidAlsWerknEnAlsZelfsEnPens_25;AlleenUitkeringEnPensioenTotaal_26;PensioenEnAOUitkering_27;PensioenEnWWUitkering_28;PensioenEnBijstandsuitkering_29;PensioenEnAndereUitkeringen_30;ArbeidUitkeringEnPensioen_31;GeenArbeidUitkeringPensioenTotaal_32;NietSchoolgaandeKinderen_33;ScholierStudent_34;OverigePersonen_35
1112;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Totaal institutionele huishoudens;2003, vrijdag 26 september;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;2.0;0.4;1.6;
1113;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Totaal institutionele huishoudens;2004, vrijdag 24 september;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;1.9;0.4;1.5;
1114;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Totaal institutionele huishoudens;2005, vrijdag 30 september;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;1.8;0.4;1.4;
1115;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Totaal institutionele huishoudens;2006, vrijdag 29 september;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;1.6;0.3;1.3;
1116;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Totaal institutionele huishoudens;2007, vrijdag 28 september;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;1.6;0.3;1.3;
1117;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Totaal institutionele huishoudens;2008, vrijdag 26 september;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;1.8;0.4;1.4;
1118;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Totaal institutionele huishoudens;2009, vrijdag 25 september;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;1.8;0.4;1.4;
1119;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Totaal institutionele huishoudens;2010, vrijdag 24 september;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;1.8;0.4;1.4;
1120;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Totaal institutionele huishoudens;2011, vrijdag 30 september;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;1.8;0.4;1.3;
1121;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Totaal institutionele huishoudens;2012, vrijdag 28 september;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;1.9;0.5;1.4;
1122;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Totaal institutionele huishoudens;2013. vrijdag 27 september;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;3.0;0.8;2.2;
1123;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Totaal institutionele huishoudens;2014, vrijdag 26 september;2.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;2.9;0.8;2.1;
1124;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon;Totaal institutionele huishoudens;2015, vrijdag 25 september;3.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;3.8;1.0;2.8;
1125;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal huishoudens;2001, vrijdag 28 september;72.9;0.8;0.8;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;72.0;5.6;66.4;
1126;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal huishoudens;2002, vrijdag 27 september;71.4;0.7;0.7;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;70.7;5.0;65.7;
1127;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal huishoudens;2003, vrijdag 26 september;67.2;0.5;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;66.6;4.4;62.3;
1128;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal huishoudens;2004, vrijdag 24 september;60.8;0.3;0.3;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;60.4;3.7;56.7;
1129;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal huishoudens;2005, vrijdag 30 september;54.2;0.3;0.3;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;53.9;3.3;50.5;
1130;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal huishoudens;2006, vrijdag 29 september;48.8;0.1;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;48.6;3.2;45.5;
1131;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal huishoudens;2007, vrijdag 28 september;44.3;0.1;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;44.1;3.0;41.0;
1132;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal huishoudens;2008, vrijdag 26 september;41.4;0.1;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;41.2;3.4;37.8;
1133;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal huishoudens;2009, vrijdag 25 september;40.3;0.1;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;40.1;3.9;36.2;
1134;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal huishoudens;2010, vrijdag 24 september;39.3;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;39.1;4.1;35.1;
1135;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal huishoudens;2011, vrijdag 30 september;38.5;0.1;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;38.4;4.1;34.3;
1136;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal huishoudens;2012, vrijdag 28 september;36.3;0.1;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;36.2;4.0;32.2;
1137;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal huishoudens;2013. vrijdag 27 september;35.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;35.9;3.9;32.0;
1138;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal huishoudens;2014, vrijdag 26 september;38.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;38.2;4.3;33.9;
1139;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal huishoudens;2015, vrijdag 25 september;44.4;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;44.3;5.8;38.4;
1140;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal particuliere huishoudens;2001, vrijdag 28 september;72.2;0.8;0.8;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;71.4;5.5;65.8;
1141;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal particuliere huishoudens;2002, vrijdag 27 september;70.6;0.7;0.7;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;69.9;4.9;64.9;
1142;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal particuliere huishoudens;2003, vrijdag 26 september;66.5;0.5;0.5;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;65.9;4.3;61.6;
1143;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal particuliere huishoudens;2004, vrijdag 24 september;60.2;0.3;0.3;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;59.8;3.7;56.1;
1144;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal particuliere huishoudens;2005, vrijdag 30 september;53.7;0.3;0.3;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;53.4;3.3;50.1;
1145;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal particuliere huishoudens;2006, vrijdag 29 september;48.5;0.1;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;48.3;3.1;45.2;
1146;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal particuliere huishoudens;2007, vrijdag 28 september;43.9;0.1;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;43.8;3.0;40.7;
1147;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal particuliere huishoudens;2008, vrijdag 26 september;41.1;0.1;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;40.9;3.4;37.5;
1148;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal particuliere huishoudens;2009, vrijdag 25 september;40.0;0.1;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;39.8;3.9;35.9;
1149;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal particuliere huishoudens;2010, vrijdag 24 september;38.9;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;38.8;4.0;34.8;
1150;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal particuliere huishoudens;2011, vrijdag 30 september;38.2;0.1;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;38.1;4.1;34.0;
1151;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal particuliere huishoudens;2012, vrijdag 28 september;36.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;35.8;4.0;31.9;
1152;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal particuliere huishoudens;2013. vrijdag 27 september;34.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;34.6;3.8;30.8;
1153;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal particuliere huishoudens;2014, vrijdag 26 september;36.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;36.8;4.1;32.7;
1154;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal particuliere huishoudens;2015, vrijdag 25 september;42.2;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;42.1;5.5;36.6;
1155;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal institutionele huishoudens;2001, vrijdag 28 september;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.7;0.1;0.6;
1156;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal institutionele huishoudens;2002, vrijdag 27 september;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.8;0.1;0.7;
1157;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal institutionele huishoudens;2003, vrijdag 26 september;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.7;0.0;0.7;
1158;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal institutionele huishoudens;2004, vrijdag 24 september;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.6;0.0;0.5;
1159;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal institutionele huishoudens;2005, vrijdag 30 september;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.5;0.0;0.4;
1160;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal institutionele huishoudens;2006, vrijdag 29 september;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.3;0.0;0.3;
1161;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal institutionele huishoudens;2007, vrijdag 28 september;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.3;0.0;0.3;
1162;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal institutionele huishoudens;2008, vrijdag 26 september;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.3;0.0;0.3;
1163;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal institutionele huishoudens;2009, vrijdag 25 september;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.3;0.0;0.3;
1164;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal institutionele huishoudens;2010, vrijdag 24 september;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.3;0.0;0.3;
1165;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal institutionele huishoudens;2011, vrijdag 30 september;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.3;0.0;0.3;
1166;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal institutionele huishoudens;2012, vrijdag 28 september;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.3;0.0;0.3;
1167;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal institutionele huishoudens;2013. vrijdag 27 september;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;1.3;0.1;1.1;
1168;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal institutionele huishoudens;2014, vrijdag 26 september;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;1.4;0.2;1.2;
1169;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 1e generatie;Totaal institutionele huishoudens;2015, vrijdag 25 september;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;2.2;0.4;1.8;
1170;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 2e generatie;Totaal huishoudens;2001, vrijdag 28 september;390.0;1.5;1.5;0.0;0.0;0.3;0.0;0.0;0.0;0.1;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;388.2;127.3;260.9;
1171;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 2e generatie;Totaal huishoudens;2002, vrijdag 27 september;403.2;1.4;1.4;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;401.6;130.9;270.7;
1172;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 2e generatie;Totaal huishoudens;2003, vrijdag 26 september;414.2;1.0;1.0;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;412.9;132.8;280.1;
1173;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 2e generatie;Totaal huishoudens;2004, vrijdag 24 september;421.6;0.8;0.8;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;420.6;132.2;288.4;
1174;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 2e generatie;Totaal huishoudens;2005, vrijdag 30 september;426.8;0.7;0.7;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;425.9;130.9;295.0;
1175;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 2e generatie;Totaal huishoudens;2006, vrijdag 29 september;429.1;0.4;0.4;0.0;0.0;0.3;0.0;0.0;0.0;0.1;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;428.4;128.3;300.2;
1176;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 2e generatie;Totaal huishoudens;2007, vrijdag 28 september;431.6;0.4;0.4;0.0;0.0;0.3;0.0;0.0;0.0;0.1;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;430.9;126.2;304.7;
1177;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 2e generatie;Totaal huishoudens;2008, vrijdag 26 september;434.9;0.7;0.6;0.0;0.0;0.3;0.0;0.0;0.0;0.1;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;433.9;124.4;309.6;
1178;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 2e generatie;Totaal huishoudens;2009, vrijdag 25 september;438.6;0.5;0.5;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;437.8;123.1;314.7;
1179;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 2e generatie;Totaal huishoudens;2010, vrijdag 24 september;441.8;0.5;0.5;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;441.1;122.4;318.7;
1180;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 2e generatie;Totaal huishoudens;2011, vrijdag 30 september;445.2;0.5;0.5;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;444.5;122.3;322.2;
1181;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 2e generatie;Totaal huishoudens;2012, vrijdag 28 september;445.2;0.5;0.5;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;444.4;121.0;323.4;
1182;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 2e generatie;Totaal huishoudens;2013. vrijdag 27 september;442.5;0.5;0.5;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;441.8;118.4;323.3;
1183;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 2e generatie;Totaal huishoudens;2014, vrijdag 26 september;439.8;0.5;0.5;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;439.0;116.1;322.9;
1184;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 2e generatie;Totaal huishoudens;2015, vrijdag 25 september;435.1;0.6;0.6;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;434.3;113.9;320.4;
1185;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 2e generatie;Totaal particuliere huishoudens;2001, vrijdag 28 september;388.8;1.5;1.5;0.0;0.0;0.3;0.0;0.0;0.0;0.1;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;387.0;127.0;260.1;
1186;Totaal mannen en vrouwen;Jonger dan 15 jaar;Niet-westerse allochtoon 2e generatie;Totaal particuliere huishoudens;2002, vrijdag 27 september;402.0;1.4;1.4;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;400.3;130.5;269.8;
