ID;Persoonskenmerken;Marges;CaribischNederland;Perioden;GeenGodsdienst_1;RoomsKatholiek_2;Pinkstergemeente_3;Protestant_4;Adventist_5;Methodist_6;Evangelisch_7;Anglicaans_8;Islam_9;Jehova_10;Hindoeisme_11;Anders_12;EenKeerPerWeekOfVaker_13;TweeTotDrieKeerPerMaand_14;EenKeerPerMaand_15;MinderDanEenKeerPerMaand_16;ZeldenOfNooit_17
149;Leeftijd: 25 tot 45 jaar;Percentage;Bonaire;2021;17.5;55.8;8.1;3.5;1.5;;5.1;;;;;6.5;20.8;8.1;15.8;10.1;45.2
150;Leeftijd: 25 tot 45 jaar;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;
151;Leeftijd: 25 tot 45 jaar;Percentage;Sint-Eustatius;2017/2018;21.4;25.3;;;13.3;30.6;;;;;;;18.2;11.4;10.9;10.2;49.4
152;Leeftijd: 25 tot 45 jaar;Percentage;Sint-Eustatius;2021;29.3;25.0;;;13.5;23.8;;;;;;;16.4;13.2;9.5;9.6;51.3
153;Leeftijd: 25 tot 45 jaar;Percentage;Saba;2013;;;;;;;;;;;;;;;;;
154;Leeftijd: 25 tot 45 jaar;Percentage;Saba;2017/2018;33.0;32.4;;;;;;4.6;;;;13.8;10.8;14.4;13.4;8.4;53.0
155;Leeftijd: 25 tot 45 jaar;Percentage;Saba;2021;23.5;42.5;7.2;;3.6;;5.0;9.7;;;;8.5;17.1;14.1;6.2;11.8;50.7
156;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2013;3.4;5.0;2.5;1.2;2.0;2.2;2.0;1.2;;1.2;;1.9;4.5;3.4;3.0;3.7;5.4
157;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;3.5;4.1;1.8;1.1;1.7;2.2;1.3;1.0;0.8;1.2;;1.8;3.8;3.0;3.1;3.4;4.7
158;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.5;4.2;2.1;1.1;1.9;2.2;1.7;1.3;;0.7;;1.9;3.8;3.0;3.2;2.9;4.8
159;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2013;4.2;5.6;3.0;;1.5;;2.4;;;1.6;;1.8;5.5;4.1;3.6;4.2;6.3
160;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2017/2018;4.5;5.3;2.7;1.5;;;1.9;;;1.7;;2.1;5.1;3.6;3.9;4.8;5.9
161;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2021;4.5;5.9;3.3;2.2;1.5;;2.6;;;;;2.9;5.3;3.6;4.8;4.0;6.5
162;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;
163;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;7.1;7.5;;;5.9;8.0;;;;;;;7.5;6.2;6.1;5.9;9.8
164;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2021;7.2;6.8;;;5.4;6.7;;;;;;;7.0;6.4;5.5;5.6;9.5
165;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;;;;;;;
166;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2017/2018;9.5;9.4;;;;;;4.2;;;;7.0;7.7;8.7;8.4;6.9;12.3
167;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2021;8.2;9.5;5.0;;3.6;;4.2;5.7;;;;5.4;8.3;7.7;5.3;7.1;11.0
168;Leeftijd: 45 tot 65 jaar;Percentage;Caribisch Nederland;2013;12.0;61.1;6.3;1.8;3.9;2.6;2.9;1.1;;1.3;;6.1;33.8;11.5;14.1;14.7;25.9
169;Leeftijd: 45 tot 65 jaar;Percentage;Caribisch Nederland;2017/2018;17.0;48.8;6.6;1.7;7.0;6.5;2.6;0.9;;1.6;1.0;6.0;30.4;11.4;11.9;13.1;33.3
170;Leeftijd: 45 tot 65 jaar;Percentage;Caribisch Nederland;2021;17.4;49.4;4.5;1.6;8.2;6.6;4.7;1.2;;1.8;0.7;3.8;32.3;10.5;8.5;11.4;37.3
171;Leeftijd: 45 tot 65 jaar;Percentage;Bonaire;2013;10.3;71.3;6.9;1.9;;;3.8;;;1.5;;2.5;34.1;10.7;14.6;14.9;25.8
172;Leeftijd: 45 tot 65 jaar;Percentage;Bonaire;2017/2018;18.0;58.6;6.0;2.3;3.1;;3.2;;;1.9;;5.5;29.1;10.6;14.4;15.1;30.8
173;Leeftijd: 45 tot 65 jaar;Percentage;Bonaire;2021;13.4;62.8;4.3;3.0;1.6;;7.2;;;2.5;;4.2;27.5;9.3;10.9;11.0;41.3
174;Leeftijd: 45 tot 65 jaar;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;
175;Leeftijd: 45 tot 65 jaar;Percentage;Sint-Eustatius;2017/2018;10.5;25.1;10.8;;20.8;26.5;;;;;;;38.4;11.8;6.5;10.2;33.2
176;Leeftijd: 45 tot 65 jaar;Percentage;Sint-Eustatius;2021;21.4;24.6;3.4;;22.5;21.4;;;;;;2.3;39.5;9.4;4.5;9.7;36.9
177;Leeftijd: 45 tot 65 jaar;Percentage;Saba;2013;;;;;;;;;;;;;;;;;
178;Leeftijd: 45 tot 65 jaar;Percentage;Saba;2017/2018;24.5;42.9;;;;;;;;;;15.0;19.7;14.8;9.8;8.0;47.7
179;Leeftijd: 45 tot 65 jaar;Percentage;Saba;2021;23.0;52.4;7.5;;;;;5.6;;;;5.3;36.4;16.9;7.6;16.2;22.9
180;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2013;3.3;4.9;2.4;1.3;1.9;1.6;1.7;1.1;;1.1;;2.4;5.1;3.4;3.7;3.8;4.7
181;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;3.0;4.0;2.0;1.0;2.1;2.0;1.3;0.7;;1.0;0.8;1.9;4.1;2.8;2.9;3.0;4.2
182;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.2;4.2;1.8;1.1;2.3;2.1;1.8;0.9;;1.1;0.7;1.6;4.4;2.9;2.6;3.0;4.5
183;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Bonaire;2013;3.5;5.2;2.9;1.5;;;2.2;;;1.4;;1.8;5.8;3.7;4.3;4.3;5.3
184;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Bonaire;2017/2018;3.9;5.0;2.4;1.5;1.8;;1.8;;;1.4;;2.3;5.1;3.4;3.9;4.0;5.2
185;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Bonaire;2021;4.0;5.6;2.4;2.0;1.5;;3.0;;;1.8;;2.3;5.6;3.6;3.9;3.9;6.2
186;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;
187;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;5.1;7.3;5.2;;6.8;7.4;;;;;;;8.6;5.7;4.4;5.4;8.3
188;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2021;6.3;6.6;2.8;;6.4;6.3;;;;;;2.3;8.5;5.1;3.6;5.1;8.4
189;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;;;;;;;
190;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Saba;2017/2018;9.9;11.4;;;;;;;;;;8.3;10.6;9.5;7.9;7.2;13.3
191;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Saba;2021;8.8;10.5;5.5;;;;;4.8;;;;4.7;11.8;9.2;6.5;9.0;10.3
192;Leeftijd: 65 jaar of ouder;Percentage;Caribisch Nederland;2013;7.3;63.9;;7.6;3.6;6.8;;;;;;2.9;34.0;15.2;9.8;9.8;31.1
193;Leeftijd: 65 jaar of ouder;Percentage;Caribisch Nederland;2017/2018;13.3;54.0;4.5;4.4;5.6;7.0;2.0;3.0;;2.1;;4.1;39.1;12.4;7.2;10.4;31.0
194;Leeftijd: 65 jaar of ouder;Percentage;Caribisch Nederland;2021;11.3;51.6;2.9;3.0;9.3;9.5;3.9;4.6;;;;3.4;39.2;10.8;7.0;8.0;35.0
195;Leeftijd: 65 jaar of ouder;Percentage;Bonaire;2013;5.6;76.6;;9.7;;;;;;;;;31.7;18.7;12.8;9.5;27.4
196;Leeftijd: 65 jaar of ouder;Percentage;Bonaire;2017/2018;14.5;65.7;4.6;7.1;;;3.3;;;;;;32.2;12.6;8.7;14.0;32.6
197;Leeftijd: 65 jaar of ouder;Percentage;Bonaire;2021;11.7;67.2;;5.0;3.3;;6.1;;;;;4.2;31.8;9.7;11.9;11.3;35.2
198;Leeftijd: 65 jaar of ouder;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;
199;Leeftijd: 65 jaar of ouder;Percentage;Sint-Eustatius;2017/2018;11.5;16.6;7.2;;23.3;26.6;;;;;;;;;;;
200;Leeftijd: 65 jaar of ouder;Percentage;Sint-Eustatius;2021;11.2;15.9;4.9;;22.3;30.5;;6.3;;;;;49.7;10.0;;;36.1
201;Leeftijd: 65 jaar of ouder;Percentage;Saba;2013;;;;;;;;;;;;;;;;;
202;Leeftijd: 65 jaar of ouder;Percentage;Saba;2017/2018;10.9;63.8;;;;;;11.4;;;;13.8;;;;;
203;Leeftijd: 65 jaar of ouder;Percentage;Saba;2021;10.2;66.7;;;;;;10.6;;;;;41.8;14.6;;8.7;32.7
204;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2013;4.4;8.2;;4.5;3.1;4.3;;;;;;2.9;8.4;6.4;5.3;5.3;8.2
205;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;4.4;6.4;2.6;2.6;3.0;3.3;1.8;2.2;;1.8;;2.5;6.7;4.5;3.5;4.2;6.4
206;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.9;6.2;2.1;2.1;3.6;3.7;2.4;2.6;;;;2.3;6.5;4.1;3.4;3.6;6.3
207;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2013;4.5;8.3;;5.8;;;;;;;;;9.5;7.9;6.8;5.9;9.1
208;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2017/2018;5.7;7.7;3.4;4.2;;;2.9;;;;;;8.2;5.8;5.0;6.1;8.3
209;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2021;5.7;8.3;;3.8;3.2;;4.2;;;;;3.6;8.8;5.6;6.1;6.0;9.0
210;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;
211;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;8.5;10.0;6.9;;11.3;11.8;;;;;;;;;;;
212;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2021;7.2;8.3;4.9;;9.5;10.5;;5.5;;;;;12.2;7.3;;;11.7
213;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;;;;;;;
214;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Saba;2017/2018;10.5;16.2;;;;;;10.7;;;;11.6;;;;;
215;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Saba;2021;8.6;13.3;;;;;;8.7;;;;;14.7;10.6;;8.4;14.0
216;Onderwijsniveau: laag;Percentage;Caribisch Nederland;2013;6.5;66.3;4.1;1.1;5.2;4.7;3.9;2.2;;1.8;;3.7;27.4;12.0;12.3;13.5;34.8
217;Onderwijsniveau: laag;Percentage;Caribisch Nederland;2017/2018;12.2;54.6;6.5;1.1;5.7;9.4;2.4;1.5;;1.5;;5.1;24.3;12.5;11.5;11.9;39.8
218;Onderwijsniveau: laag;Percentage;Caribisch Nederland;2021;12.7;52.6;4.5;1.6;8.6;9.3;3.6;2.7;;1.4;;2.7;26.2;10.1;9.9;12.2;41.7
219;Onderwijsniveau: laag;Percentage;Bonaire;2013;5.5;77.1;4.5;1.4;1.4;;4.9;;;2.0;;2.6;28.3;12.6;13.2;13.5;32.4
220;Onderwijsniveau: laag;Percentage;Bonaire;2017/2018;12.6;67.6;6.1;1.5;2.2;;2.8;;;2.3;;4.4;23.6;10.8;14.0;15.3;36.3
221;Onderwijsniveau: laag;Percentage;Bonaire;2021;9.5;68.8;4.9;2.5;2.5;;5.1;;;1.6;;4.3;26.8;9.7;11.8;10.8;40.9
222;Onderwijsniveau: laag;Percentage;Sint-Eustatius;2013;8.7;27.8;;;21.0;24.8;;6.7;;;;7.9;26.6;7.3;9.0;15.4;41.8
223;Onderwijsniveau: laag;Percentage;Sint-Eustatius;2017/2018;10.4;24.6;9.1;;16.2;33.5;;3.0;;;;2.2;28.6;14.0;7.1;8.2;42.1
224;Onderwijsniveau: laag;Percentage;Sint-Eustatius;2021;19.6;25.5;2.0;;19.4;26.3;2.3;1.6;;1.6;;;25.6;8.5;7.3;12.3;46.3
225;Onderwijsniveau: laag;Percentage;Saba;2013;12.3;54.7;;;;;;13.3;;;;;19.7;18.9;11.8;7.5;42.2
226;Onderwijsniveau: laag;Percentage;Saba;2017/2018;14.4;55.7;;;;;4.3;6.2;;;;15.3;17.6;17.7;9.5;;52.3
227;Onderwijsniveau: laag;Percentage;Saba;2021;7.6;59.6;9.7;;4.8;;;14.8;;;;;25.5;15.4;7.9;17.1;34.0
228;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Caribisch Nederland;2013;2.0;3.8;1.6;0.8;1.8;1.7;1.5;1.2;;1.1;;1.5;3.7;2.7;2.7;2.9;4.0
229;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;2.2;3.3;1.6;0.7;1.5;1.9;1.0;0.8;;0.8;;1.5;3.0;2.3;2.3;2.3;3.4
230;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Caribisch Nederland;2021;2.4;3.6;1.5;0.9;2.0;2.1;1.3;1.2;;0.8;;1.2;3.4;2.3;2.3;2.5;3.8
231;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Bonaire;2013;2.1;4.0;2.0;1.1;1.1;;2.0;;;1.3;;1.5;4.4;3.2;3.3;3.3;4.5
232;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Bonaire;2017/2018;2.8;3.9;2.0;1.0;1.2;;1.4;;;1.3;;1.7;3.8;2.8;3.1;3.3;4.4
233;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Bonaire;2021;2.9;4.6;2.1;1.5;1.5;;2.2;;;1.3;;2.0;4.6;3.1;3.4;3.2;5.1
234;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Sint-Eustatius;2013;6.1;9.7;;;8.8;9.4;;5.4;;;;5.8;10.0;5.9;6.5;8.2;11.2
235;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;3.9;5.5;3.6;;4.7;6.0;;2.2;;;;1.8;6.1;4.6;3.4;3.7;6.6
236;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Sint-Eustatius;2021;4.8;5.3;1.7;;4.8;5.4;1.8;1.5;;1.5;;;5.9;3.8;3.5;4.5;6.8
237;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Saba;2013;8.0;12.2;;;;;;8.3;;;;;10.4;10.3;8.4;6.9;12.9
238;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Saba;2017/2018;6.7;9.5;;;;;3.9;4.6;;;;6.9;7.9;7.9;6.1;;10.4
239;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Saba;2021;5.3;9.8;5.9;;4.3;;;7.1;;;;;9.1;7.5;5.6;7.9;9.9
240;Onderwijsniveau: middelbaar/hoog;Percentage;Caribisch Nederland;2013;21.8;49.3;8.5;4.1;2.0;2.2;3.2;;1.4;;1.3;5.3;32.3;11.7;9.2;13.3;33.5
241;Onderwijsniveau: middelbaar/hoog;Percentage;Caribisch Nederland;2017/2018;27.0;41.8;5.1;3.3;5.1;3.6;1.9;2.2;0.9;2.0;1.5;5.6;31.3;10.8;10.3;15.0;32.7
242;Onderwijsniveau: middelbaar/hoog;Percentage;Caribisch Nederland;2021;23.8;43.2;5.2;2.4;5.9;4.7;4.5;1.9;;0.6;0.7;6.9;28.8;10.0;10.2;8.8;42.3
243;Onderwijsniveau: middelbaar/hoog;Percentage;Bonaire;2013;20.1;57.4;9.4;4.2;;;3.6;;;;1.2;2.2;32.8;12.2;10.1;12.6;32.3
244;Onderwijsniveau: middelbaar/hoog;Percentage;Bonaire;2017/2018;26.2;49.6;7.2;4.6;1.6;;2.9;;1.0;1.9;1.2;4.0;31.5;10.2;10.4;16.1;31.9
245;Onderwijsniveau: middelbaar/hoog;Percentage;Bonaire;2021;20.9;51.4;5.1;4.3;1.6;;6.8;;;1.2;;7.5;25.0;7.9;13.4;9.4;44.3
246;Onderwijsniveau: middelbaar/hoog;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;
247;Onderwijsniveau: middelbaar/hoog;Percentage;Sint-Eustatius;2017/2018;24.7;22.0;3.8;;21.2;18.9;;;;3.4;;;45.1;14.5;8.6;12.2;19.7
248;Onderwijsniveau: middelbaar/hoog;Percentage;Sint-Eustatius;2021;26.2;22.6;5.9;;19.3;20.0;;;;;;3.0;36.3;11.4;7.0;6.4;38.9
249;Onderwijsniveau: middelbaar/hoog;Percentage;Saba;2013;20.7;32.2;;5.3;;;;;10.0;;;14.5;30.8;11.7;6.1;11.1;40.3
250;Onderwijsniveau: middelbaar/hoog;Percentage;Saba;2017/2018;31.5;34.7;;;;;;9.0;;;3.3;12.3;18.2;9.5;11.7;13.8;46.9
251;Onderwijsniveau: middelbaar/hoog;Percentage;Saba;2021;27.6;44.7;5.0;;3.0;;3.1;5.5;;;;9.2;30.6;13.5;5.8;9.5;40.6
252;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2013;3.7;4.5;2.5;1.8;1.3;1.3;1.6;;1.1;;1.0;2.0;4.8;3.3;3.0;3.5;4.9
253;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;3.3;3.6;1.6;1.3;1.6;1.4;1.0;1.1;0.7;1.0;0.9;1.7;4.0;2.7;2.6;3.1;4.1
254;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.2;3.7;1.6;1.1;1.8;1.6;1.5;1.0;;0.6;0.6;1.9;3.9;2.6;2.6;2.4;4.2
255;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Bonaire;2013;4.2;5.2;3.1;2.1;;;2.0;;;;1.1;1.5;5.5;3.9;3.6;3.9;5.5
256;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Bonaire;2017/2018;4.1;4.7;2.4;1.9;1.2;;1.6;;0.9;1.3;1.0;1.8;5.0;3.3;3.3;4.0;5.1
257;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Bonaire;2021;4.2;5.1;2.3;2.1;1.3;;2.6;;;1.1;;2.7;5.0;3.1;3.9;3.4;5.7
258;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;
259;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;7.8;7.5;3.4;;7.4;7.1;;;;3.3;;;10.4;7.3;5.8;6.8;8.3
260;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2021;6.9;6.5;3.7;;6.2;6.2;;;;;;2.7;8.9;5.9;4.7;4.5;9.0
261;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Saba;2013;8.7;10.1;;4.8;;;;;6.5;;;7.6;11.2;7.8;5.8;7.6;11.9
262;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Saba;2017/2018;7.6;7.7;;;;;;4.7;;;2.9;5.4;7.6;5.8;6.3;6.8;9.8
263;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Saba;2021;6.7;7.4;3.3;;2.5;;2.6;3.4;;;;4.3;8.1;6.0;4.1;5.2;8.7
264;Onderwijsniveau: middelbaar;Percentage;Caribisch Nederland;2013;16.5;58.3;8.8;4.2;2.2;2.4;2.7;;;;;3.2;28.6;12.2;10.6;14.0;34.6
265;Onderwijsniveau: middelbaar;Percentage;Caribisch Nederland;2017/2018;20.7;49.8;4.3;2.4;5.6;4.4;2.4;2.7;;2.2;;4.4;28.5;12.0;10.5;16.9;32.1
266;Onderwijsniveau: middelbaar;Percentage;Caribisch Nederland;2021;20.7;47.7;5.9;1.5;5.6;4.9;4.6;1.5;;1.0;;6.1;29.1;9.3;11.9;6.1;43.6
267;Onderwijsniveau: middelbaar;Percentage;Bonaire;2013;14.4;64.6;8.8;4.0;;;3.3;;;;;2.5;29.1;13.2;10.9;12.7;34.2
268;Onderwijsniveau: middelbaar;Percentage;Bonaire;2017/2018;21.9;56.1;5.6;3.0;2.4;;3.5;;;2.0;;3.7;28.3;10.7;11.0;18.0;31.9
269;Onderwijsniveau: middelbaar;Percentage;Bonaire;2021;16.8;55.7;5.5;3.0;1.6;;7.4;;;2.0;;7.4;28.5;8.5;15.1;4.9;43.0
270;Onderwijsniveau: middelbaar;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;
271;Onderwijsniveau: middelbaar;Percentage;Sint-Eustatius;2017/2018;17.9;26.4;;;20.3;23.1;;;;;;;36.1;16.3;10.7;14.4;22.5
272;Onderwijsniveau: middelbaar;Percentage;Sint-Eustatius;2021;27.3;27.4;4.7;;16.3;18.6;;;;;;;30.4;7.9;7.5;6.5;47.7
273;Onderwijsniveau: middelbaar;Percentage;Saba;2013;;;;;;;;;;;;;;;;;
274;Onderwijsniveau: middelbaar;Percentage;Saba;2017/2018;18.4;49.5;;;;;;13.5;;;;10.3;20.2;12.4;8.3;15.2;44.0
275;Onderwijsniveau: middelbaar;Percentage;Saba;2021;21.9;52.8;8.3;;;;;4.3;;;;7.3;29.2;12.6;8.9;8.6;40.7
276;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Caribisch Nederland;2013;4.3;5.7;3.3;2.3;1.7;1.8;1.9;;;;;2.0;5.7;4.1;3.9;4.4;6.0
277;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;4.0;4.9;2.0;1.5;2.3;2.0;1.5;1.6;;1.4;;2.0;5.0;3.6;3.4;4.1;5.1
278;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.8;4.7;2.2;1.1;2.1;2.0;2.0;1.1;;0.9;;2.2;4.8;3.1;3.4;2.5;5.2
279;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Bonaire;2013;4.5;6.2;3.6;2.5;;;2.3;;;;;2.0;6.3;4.7;4.3;4.6;6.6
280;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Bonaire;2017/2018;4.9;5.9;2.7;2.1;1.8;;2.2;;;1.7;;2.3;6.1;4.2;4.2;5.2;6.3
281;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Bonaire;2021;4.9;6.5;3.0;2.2;1.6;;3.4;;;1.8;;3.4;6.5;4.0;5.2;3.1;7.1
282;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;
283;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;9.0;10.3;;;9.4;9.9;;;;;;;12.4;9.5;8.0;9.1;10.8
284;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Sint-Eustatius;2021;8.3;8.3;3.9;;6.8;7.2;;;;;;;10.2;5.9;5.8;5.4;11.0
285;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;;;;;;;
286;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Saba;2017/2018;9.7;12.5;;;;;;8.5;;;;7.6;11.1;9.1;7.6;10.0;13.8
287;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Saba;2021;8.0;9.6;5.3;;;;;3.9;;;;5.0;10.0;7.3;6.3;6.1;10.8
288;Onderwijsniveau: hoog;Percentage;Caribisch Nederland;2013;30.5;34.6;7.9;3.8;;;4.0;;3.8;;2.8;8.7;39.5;10.7;6.5;12.0;31.4
289;Onderwijsniveau: hoog;Percentage;Caribisch Nederland;2017/2018;35.5;31.3;6.1;4.4;4.4;2.5;;1.6;1.7;1.8;2.1;7.2;35.8;8.8;9.9;11.8;33.6
290;Onderwijsniveau: hoog;Percentage;Caribisch Nederland;2021;29.1;35.3;4.0;4.0;6.6;4.2;4.3;2.4;;;1.9;8.2;28.1;11.2;7.0;13.8;39.8
291;Onderwijsniveau: hoog;Percentage;Bonaire;2013;32.0;42.5;10.7;4.7;;;4.2;;;;;;42.3;9.6;8.1;12.5;27.5
292;Onderwijsniveau: hoog;Percentage;Bonaire;2017/2018;32.9;39.4;9.6;6.9;;;2.0;;;;;4.4;37.2;9.2;9.2;12.6;31.9
293;Onderwijsniveau: hoog;Percentage;Bonaire;2021;27.4;44.6;4.5;6.4;;;5.7;;;;;7.6;18.7;6.8;10.4;17.5;46.6
294;Onderwijsniveau: hoog;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;
295;Onderwijsniveau: hoog;Percentage;Sint-Eustatius;2017/2018;34.8;15.4;;;22.5;12.7;;;;;;;;;;;
296;Onderwijsniveau: hoog;Percentage;Sint-Eustatius;2021;;;;;;;;;;;;;;;;;
297;Onderwijsniveau: hoog;Percentage;Saba;2013;21.1;28.1;;;;;6.1;;14.0;;;16.6;;;;;
298;Onderwijsniveau: hoog;Percentage;Saba;2017/2018;41.3;23.5;;;;;;5.7;;;5.8;13.8;;;;;
299;Onderwijsniveau: hoog;Percentage;Saba;2021;36.4;32.4;;;;;;7.2;;;;12.1;;;;;
300;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2013;6.8;7.0;4.0;2.8;;;2.9;;2.8;;2.4;4.2;8.7;5.5;4.4;5.8;8.3
301;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;5.4;5.2;2.7;2.3;2.3;1.8;;1.4;1.5;1.5;1.6;2.9;6.7;4.0;4.2;4.5;6.6
302;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2021;5.6;5.9;2.4;2.4;3.0;2.5;2.5;1.9;;;1.7;3.4;6.5;4.6;3.7;5.0;7.1
303;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Bonaire;2013;8.6;9.2;5.7;3.9;;;3.7;;;;;;11.1;6.6;6.1;7.5;10.1
304;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Bonaire;2017/2018;7.0;7.3;4.4;3.8;;;2.1;;;;;3.1;8.8;5.3;5.3;6.1;8.5
