ID;Geslacht;Kenmerken;Perioden;EenOfMeerDelictenTotaal_1;MeerDanEenDelictsoort_2;GeweldsdelictenTotaal_3;VechtpartijInOpenbaar_4;VerwondingMetMesOfAnderWapen_5;MishandelingMetLetsel_6;Bedreiging_7;VermogensdelictenTotaal_8;DiefstaldelictenTotaal_9;Fietsdiefstal_10;DiefstalOpSchoolOfWerkTotaal_11;DiefstalOpSchool_12;DiefstalOpWerk_13;Winkeldiefstal_14;PrijsjesVerwisselen_15;Heling_16;VandalismedelictenTotaal_17;OpzettelijkeVernieling_18;Graffiti_19;Brandstichting_20;Zwartrijden_21;RijdenOnderInvloed_22;Wapenbezit_23
114;Mannen en vrouwen;Lft. cat. 2: 20-24 jaar;1997;47.8;21.3;9.8;7.2;0.6;3.1;3.3;23.3;12.3;5.2;6.2;3.3;3.2;3.9;7.1;10.8;7.6;6.6;1.6;0.7;26.9;10.6;9.2
115;Mannen en vrouwen;Lft. cat. 2: 20-24 jaar;2001;50.7;22.8;9.3;7.1;0.4;1.9;2.8;23.3;12.6;3.9;7.5;5.4;2.6;3.6;7.9;10.5;9.5;8.1;2.2;0.6;27.3;15.1;8.4
116;Mannen en vrouwen;Lft. cat. 2: 20-24 jaar;2003;51.6;24.1;10.7;7.4;0.6;2.9;4.0;20.4;12.3;4.8;7.1;3.9;3.8;3.9;4.2;10.6;11.6;10.3;2.0;0.7;31.0;14.4;7.3
117;Mannen en vrouwen;Lft. cat. 2: 25-34 jaar;1997;37.7;13.5;4.4;2.7;0.1;1.4;1.5;16.6;7.5;1.6;4.3;1.1;3.2;2.9;5.3;7.5;3.5;3.3;0.1;0.5;14.3;16.6;6.0
118;Mannen en vrouwen;Lft. cat. 2: 25-34 jaar;2001;39.3;12.6;4.7;2.6;0.0;1.3;1.8;11.4;4.2;1.4;1.9;0.1;1.9;1.6;3.9;5.4;3.1;2.4;0.6;0.6;21.9;14.4;3.8
119;Mannen en vrouwen;Lft. cat. 2: 25-34 jaar;2003;39.6;13.8;6.3;3.7;0.3;1.0;3.5;14.9;7.9;1.8;5.0;1.5;3.6;2.5;4.5;6.5;4.7;4.4;0.9;0.0;16.1;15.8;5.3
120;Mannen;Totaal jongeren (12-29 jaar);1997;55.0;29.6;16.4;12.0;0.9;4.8;4.9;28.5;19.0;6.0;10.6;6.6;4.6;8.5;7.6;12.4;18.8;15.4;5.9;1.6;24.3;18.6;14.6
121;Mannen;Totaal jongeren (12-29 jaar);2001;58.5;32.0;19.3;14.0;0.8;5.0;7.5;26.9;17.5;6.2;10.6;7.6;3.6;6.3;5.8;13.0;20.7;17.8;6.4;2.7;28.8;20.5;9.6
122;Mannen;Totaal jongeren (12-29 jaar);2003;59.5;32.4;19.9;14.3;1.0;5.6;8.0;25.6;17.8;6.4;11.4;7.6;4.4;6.1;5.5;10.4;22.9;19.6;6.7;2.3;28.4;21.6;10.7
123;Mannen;Lft. cat. 1: 12-24 jaar;1997;59.2;34.3;20.7;15.7;1.4;5.8;6.1;33.2;22.3;7.8;11.8;9.1;3.7;10.5;8.6;14.8;25.7;20.4;8.9;2.2;28.5;12.6;18.1
124;Mannen;Lft. cat. 1: 12-24 jaar;2001;63.2;38.3;25.1;18.5;1.2;6.6;9.9;33.0;22.9;7.9;14.0;11.0;3.9;8.6;7.1;15.5;27.9;24.1;8.9;3.7;30.2;18.5;12.3
125;Mannen;Lft. cat. 1: 12-24 jaar;2003;63.3;36.9;23.6;17.3;1.2;7.2;8.9;28.6;20.6;7.7;13.1;9.9;4.1;7.4;6.2;11.4;29.1;24.7;8.7;3.2;32.5;19.3;12.5
126;Mannen;Lft. cat. 1: 12-17 jaar;1997;56.9;36.2;23.6;18.5;2.0;6.0;5.3;35.1;26.7;6.8;13.5;12.3;2.4;17.3;10.4;14.0;35.4;27.2;13.4;3.5;22.5;;21.3
127;Mannen;Lft. cat. 1: 12-17 jaar;2001;61.7;38.6;30.2;20.6;1.8;8.6;14.1;32.7;25.2;7.2;15.2;13.7;2.4;11.3;8.0;12.1;37.5;31.4;13.7;6.1;24.7;;14.2
128;Mannen;Lft. cat. 1: 12-17 jaar;2003;59.6;35.9;25.8;18.7;1.5;8.1;9.5;29.1;23.5;6.7;15.7;14.7;1.6;9.5;7.4;7.8;35.7;28.5;14.0;4.8;26.0;;14.2
129;Mannen;Lft. cat. 1: 18-24 jaar;1997;61.1;32.7;18.3;13.4;0.8;5.6;6.8;31.6;18.6;8.6;10.4;6.4;4.8;4.9;7.2;15.5;17.5;14.8;5.2;1.1;33.5;12.6;15.4
130;Mannen;Lft. cat. 1: 18-24 jaar;2001;64.5;38.0;20.8;16.7;0.7;4.8;6.3;33.4;21.0;8.5;13.0;8.8;5.1;6.2;6.3;18.4;19.7;17.9;4.8;1.6;34.9;18.5;10.6
131;Mannen;Lft. cat. 1: 18-24 jaar;2003;66.5;37.9;21.7;16.0;1.1;6.4;8.4;28.3;18.1;8.7;10.8;5.7;6.2;5.6;5.2;14.6;23.2;21.3;4.0;1.8;38.2;19.3;11.0
132;Mannen;Lft. cat. 1: 25-29 jaar;1997;47.1;20.4;8.0;4.8;0.0;2.8;2.5;19.6;12.6;2.5;8.2;1.8;6.4;4.6;5.6;7.8;5.6;5.6;0.2;0.5;16.2;24.8;7.7
133;Mannen;Lft. cat. 1: 25-29 jaar;2001;48.1;17.8;6.2;3.8;0.0;1.6;2.3;13.2;5.5;2.3;2.9;0.0;2.9;1.3;3.0;7.4;4.7;3.6;0.8;0.7;25.5;22.9;3.4
134;Mannen;Lft. cat. 1: 25-29 jaar;2003;50.0;21.3;10.5;6.8;0.4;1.7;5.8;17.9;10.8;3.2;7.2;1.8;5.4;2.8;3.6;8.1;7.5;6.9;1.8;0.0;18.4;24.6;6.3
135;Mannen;Opleidingsniveau: basisonderwijs;1997;;;;;;;;;;;;;;;;;;;;;;;
136;Mannen;Opleidingsniveau: basisonderwijs;2001;;;;;;;;;;;;;;;;;;;;;;;
137;Mannen;Opleidingsniveau: basisonderwijs;2003;;;;;;;;;;;;;;;;;;;;;;;
138;Mannen;Opleidingsniveau: vbo;1997;;;;;;;;;;;;;;;;;;;;;;;
139;Mannen;Opleidingsniveau: vbo;2001;;;;;;;;;;;;;;;;;;;;;;;
140;Mannen;Opleidingsniveau: vbo;2003;;;;;;;;;;;;;;;;;;;;;;;
141;Mannen;Opleidingsniveau: mavo;1997;;;;;;;;;;;;;;;;;;;;;;;
142;Mannen;Opleidingsniveau: mavo;2001;;;;;;;;;;;;;;;;;;;;;;;
143;Mannen;Opleidingsniveau: mavo;2003;;;;;;;;;;;;;;;;;;;;;;;
144;Mannen;Opleidingsniveau: havo, mbo, vwo;1997;;;;;;;;;;;;;;;;;;;;;;;
145;Mannen;Opleidingsniveau: havo, mbo, vwo;2001;;;;;;;;;;;;;;;;;;;;;;;
146;Mannen;Opleidingsniveau: havo, mbo, vwo;2003;;;;;;;;;;;;;;;;;;;;;;;
147;Mannen;Opleidingsniveau: hbo, universiteit;1997;;;;;;;;;;;;;;;;;;;;;;;
148;Mannen;Opleidingsniveau: hbo, universiteit;2001;;;;;;;;;;;;;;;;;;;;;;;
149;Mannen;Opleidingsniveau: hbo, universiteit;2003;;;;;;;;;;;;;;;;;;;;;;;
150;Mannen;Soc.-ec. groep: hogere leidinggevenden;1997;;;;;;;;;;;;;;;;;;;;;;;
151;Mannen;Soc.-ec. groep: hogere leidinggevenden;2001;;;;;;;;;;;;;;;;;;;;;;;
152;Mannen;Soc.-ec. groep: hogere leidinggevenden;2003;;;;;;;;;;;;;;;;;;;;;;;
153;Mannen;Soc.-ec. groep: overige hoofdarbeid;1997;;;;;;;;;;;;;;;;;;;;;;;
154;Mannen;Soc.-ec. groep: overige hoofdarbeid;2001;;;;;;;;;;;;;;;;;;;;;;;
155;Mannen;Soc.-ec. groep: overige hoofdarbeid;2003;;;;;;;;;;;;;;;;;;;;;;;
156;Mannen;Soc.-ec. groep: kleine zelfstandigen;1997;;;;;;;;;;;;;;;;;;;;;;;
157;Mannen;Soc.-ec. groep: kleine zelfstandigen;2001;;;;;;;;;;;;;;;;;;;;;;;
158;Mannen;Soc.-ec. groep: kleine zelfstandigen;2003;;;;;;;;;;;;;;;;;;;;;;;
159;Mannen;Soc.-ec. groep: geschoolde handarbeid;1997;;;;;;;;;;;;;;;;;;;;;;;
160;Mannen;Soc.-ec. groep: geschoolde handarbeid;2001;;;;;;;;;;;;;;;;;;;;;;;
161;Mannen;Soc.-ec. groep: geschoolde handarbeid;2003;;;;;;;;;;;;;;;;;;;;;;;
162;Mannen;Soc.-ec. groep: half/onges. handarbeid;1997;;;;;;;;;;;;;;;;;;;;;;;
163;Mannen;Soc.-ec. groep: half/onges. handarbeid;2001;;;;;;;;;;;;;;;;;;;;;;;
164;Mannen;Soc.-ec. groep: half/onges. handarbeid;2003;;;;;;;;;;;;;;;;;;;;;;;
165;Mannen;Soc.-ec. groep: werkloze beroepsbevolk.;1997;;;;;;;;;;;;;;;;;;;;;;;
166;Mannen;Soc.-ec. groep: werkloze beroepsbevolk.;2001;;;;;;;;;;;;;;;;;;;;;;;
167;Mannen;Soc.-ec. groep: werkloze beroepsbevolk.;2003;;;;;;;;;;;;;;;;;;;;;;;
168;Mannen;Soc.-ec. groep: onderwijs volgend;1997;;;;;;;;;;;;;;;;;;;;;;;
169;Mannen;Soc.-ec. groep: onderwijs volgend;2001;;;;;;;;;;;;;;;;;;;;;;;
170;Mannen;Soc.-ec. groep: onderwijs volgend;2003;;;;;;;;;;;;;;;;;;;;;;;
171;Mannen;Soc.-ec. groep: arbeidsongeschikt;1997;;;;;;;;;;;;;;;;;;;;;;;
172;Mannen;Soc.-ec. groep: arbeidsongeschikt;2001;;;;;;;;;;;;;;;;;;;;;;;
173;Mannen;Soc.-ec. groep: arbeidsongeschikt;2003;;;;;;;;;;;;;;;;;;;;;;;
174;Mannen;Soc.-ec.groep:VUT/pensioen 58-64 jarigen;1997;;;;;;;;;;;;;;;;;;;;;;;
175;Mannen;Soc.-ec.groep:VUT/pensioen 58-64 jarigen;2001;;;;;;;;;;;;;;;;;;;;;;;
176;Mannen;Soc.-ec.groep:VUT/pensioen 58-64 jarigen;2003;;;;;;;;;;;;;;;;;;;;;;;
177;Mannen;Soc.-ec. groep: verzorgt hh. m. minderj.;1997;;;;;;;;;;;;;;;;;;;;;;;
178;Mannen;Soc.-ec. groep: verzorgt hh. m. minderj.;2001;;;;;;;;;;;;;;;;;;;;;;;
179;Mannen;Soc.-ec. groep: verzorgt hh. m. minderj.;2003;;;;;;;;;;;;;;;;;;;;;;;
180;Mannen;Soc.-ec. groep: overige sociale groep;1997;;;;;;;;;;;;;;;;;;;;;;;
181;Mannen;Soc.-ec. groep: overige sociale groep;2001;;;;;;;;;;;;;;;;;;;;;;;
182;Mannen;Soc.-ec. groep: overige sociale groep;2003;;;;;;;;;;;;;;;;;;;;;;;
183;Mannen;Hh.-samenstelling: éénpersoonshuishouden;1997;;;;;;;;;;;;;;;;;;;;;;;
184;Mannen;Hh.-samenstelling: éénpersoonshuishouden;2001;;;;;;;;;;;;;;;;;;;;;;;
185;Mannen;Hh.-samenstelling: éénpersoonshuishouden;2003;;;;;;;;;;;;;;;;;;;;;;;
186;Mannen;Hh.-samenstelling: lid van éénoudergezin;1997;;;;;;;;;;;;;;;;;;;;;;;
187;Mannen;Hh.-samenstelling: lid van éénoudergezin;2001;;;;;;;;;;;;;;;;;;;;;;;
188;Mannen;Hh.-samenstelling: lid van éénoudergezin;2003;;;;;;;;;;;;;;;;;;;;;;;
189;Mannen;Hh.-samenstelling: lid paar z. kinderen;1997;;;;;;;;;;;;;;;;;;;;;;;
190;Mannen;Hh.-samenstelling: lid paar z. kinderen;2001;;;;;;;;;;;;;;;;;;;;;;;
191;Mannen;Hh.-samenstelling: lid paar z. kinderen;2003;;;;;;;;;;;;;;;;;;;;;;;
192;Mannen;Hh.-samenstelling: lid paar met kinderen;1997;;;;;;;;;;;;;;;;;;;;;;;
193;Mannen;Hh.-samenstelling: lid paar met kinderen;2001;;;;;;;;;;;;;;;;;;;;;;;
194;Mannen;Hh.-samenstelling: lid paar met kinderen;2003;;;;;;;;;;;;;;;;;;;;;;;
195;Mannen;Zeer sterk stedelijk;1997;;;;;;;;;;;;;;;;;;;;;;;
196;Mannen;Zeer sterk stedelijk;2001;;;;;;;;;;;;;;;;;;;;;;;
197;Mannen;Zeer sterk stedelijk;2003;;;;;;;;;;;;;;;;;;;;;;;
198;Mannen;Sterk stedelijk;1997;;;;;;;;;;;;;;;;;;;;;;;
199;Mannen;Sterk stedelijk;2001;;;;;;;;;;;;;;;;;;;;;;;
200;Mannen;Sterk stedelijk;2003;;;;;;;;;;;;;;;;;;;;;;;
201;Mannen;Matig stedelijk;1997;;;;;;;;;;;;;;;;;;;;;;;
202;Mannen;Matig stedelijk;2001;;;;;;;;;;;;;;;;;;;;;;;
203;Mannen;Matig stedelijk;2003;;;;;;;;;;;;;;;;;;;;;;;
204;Mannen;Weinig stedelijk;1997;;;;;;;;;;;;;;;;;;;;;;;
205;Mannen;Weinig stedelijk;2001;;;;;;;;;;;;;;;;;;;;;;;
206;Mannen;Weinig stedelijk;2003;;;;;;;;;;;;;;;;;;;;;;;
207;Mannen;Niet stedelijk;1997;;;;;;;;;;;;;;;;;;;;;;;
208;Mannen;Niet stedelijk;2001;;;;;;;;;;;;;;;;;;;;;;;
209;Mannen;Niet stedelijk;2003;;;;;;;;;;;;;;;;;;;;;;;
210;Mannen;Eigen woning;1997;;;;;;;;;;;;;;;;;;;;;;;
211;Mannen;Eigen woning;2001;;;;;;;;;;;;;;;;;;;;;;;
212;Mannen;Eigen woning;2003;;;;;;;;;;;;;;;;;;;;;;;
213;Mannen;Geen eigen woning;1997;;;;;;;;;;;;;;;;;;;;;;;
214;Mannen;Geen eigen woning;2001;;;;;;;;;;;;;;;;;;;;;;;
215;Mannen;Geen eigen woning;2003;;;;;;;;;;;;;;;;;;;;;;;
216;Mannen;Eengezinswoning, vrijstaande woning;1997;;;;;;;;;;;;;;;;;;;;;;;
217;Mannen;Eengezinswoning, vrijstaande woning;2001;;;;;;;;;;;;;;;;;;;;;;;
218;Mannen;Eengezinswoning, vrijstaande woning;2003;;;;;;;;;;;;;;;;;;;;;;;
219;Mannen;Flat, etage-, portiekwoning;1997;;;;;;;;;;;;;;;;;;;;;;;
220;Mannen;Flat, etage-, portiekwoning;2001;;;;;;;;;;;;;;;;;;;;;;;
221;Mannen;Flat, etage-, portiekwoning;2003;;;;;;;;;;;;;;;;;;;;;;;
222;Mannen;Ander woningtype;1997;;;;;;;;;;;;;;;;;;;;;;;
223;Mannen;Ander woningtype;2001;;;;;;;;;;;;;;;;;;;;;;;
224;Mannen;Ander woningtype;2003;;;;;;;;;;;;;;;;;;;;;;;
225;Mannen;Lft. cat. 2: 0-14 jaar;1997;45.2;24.8;18.0;12.3;2.2;4.4;4.5;27.2;20.2;1.1;6.9;6.9;0.0;15.6;9.1;8.7;25.2;21.4;7.1;1.2;13.6;;14.3
226;Mannen;Lft. cat. 2: 0-14 jaar;2001;54.8;30.3;25.4;14.2;1.1;7.2;12.0;25.0;18.7;1.8;10.8;10.8;0.5;10.6;6.8;5.9;31.8;24.3;12.4;6.2;18.1;;10.7
227;Mannen;Lft. cat. 2: 0-14 jaar;2003;49.5;25.9;19.9;13.5;0.7;6.4;7.1;19.7;16.1;2.1;10.5;10.0;0.8;7.5;5.3;2.0;29.1;20.8;11.7;3.9;14.8;;10.6
228;Mannen;Lft. cat. 2: 15-24 jaar;1997;63.2;37.1;21.5;16.7;1.1;6.2;6.6;34.9;22.9;9.7;13.3;9.8;4.8;9.1;8.5;16.6;25.8;20.2;9.4;2.5;32.8;12.6;19.2
229;Mannen;Lft. cat. 2: 15-24 jaar;2001;65.9;40.8;25.0;19.9;1.3;6.4;9.2;35.6;24.3;9.9;15.0;11.1;5.0;7.9;7.1;18.5;26.7;24.1;7.8;2.8;34.0;18.5;12.8
230;Mannen;Lft. cat. 2: 15-24 jaar;2003;67.6;40.4;24.8;18.4;1.4;7.5;9.4;31.5;22.1;9.5;13.9;9.9;5.1;7.4;6.5;14.4;29.1;26.0;7.8;3.0;38.1;19.3;13.1
231;Mannen;Lft. cat. 2: 15-19 jaar;1997;68.5;44.2;26.9;21.3;1.1;7.4;7.2;40.5;28.9;10.5;18.0;15.2;4.8;14.0;9.7;19.4;39.8;30.1;16.1;4.1;34.7;4.7;26.1
232;Mannen;Lft. cat. 2: 15-19 jaar;2001;72.7;49.4;33.2;26.4;2.0;9.6;13.5;42.7;31.2;12.9;19.7;15.4;5.8;11.7;8.4;21.0;36.7;33.7;11.6;4.3;39.7;8.5;15.2
233;Mannen;Lft. cat. 2: 15-19 jaar;2003;71.6;45.5;30.6;23.3;1.6;9.3;11.9;36.9;27.2;11.8;16.7;14.1;3.5;10.2;7.3;15.0;38.2;34.0;11.8;4.7;41.0;12.8;16.6
234;Mannen;Lft. cat. 2: 20-24 jaar;1997;58.2;30.2;16.3;12.4;1.2;5.0;6.0;29.6;17.2;9.0;8.8;4.6;4.8;4.4;7.3;13.9;12.5;10.6;3.1;1.1;31.1;15.6;12.7
235;Mannen;Lft. cat. 2: 20-24 jaar;2001;58.5;31.6;16.2;12.9;0.5;2.9;4.5;28.0;16.8;6.7;10.0;6.5;4.1;3.8;5.7;15.9;15.8;13.7;3.6;1.3;28.0;23.4;10.2
236;Mannen;Lft. cat. 2: 20-24 jaar;2003;63.3;34.9;18.6;13.2;1.2;5.4;6.8;25.6;16.5;7.0;10.7;5.4;6.8;4.4;5.7;13.7;19.3;17.2;3.4;1.1;34.9;22.3;9.2
237;Mannen;Lft. cat. 2: 25-34 jaar;1997;47.1;20.4;8.0;4.8;0.0;2.8;2.5;19.6;12.6;2.5;8.2;1.8;6.4;4.6;5.6;7.8;5.6;5.6;0.2;0.5;16.2;24.8;7.7
238;Mannen;Lft. cat. 2: 25-34 jaar;2001;48.1;17.8;6.2;3.8;0.0;1.6;2.3;13.2;5.5;2.3;2.9;0.0;2.9;1.3;3.0;7.4;4.7;3.6;0.8;0.7;25.5;22.9;3.4
239;Mannen;Lft. cat. 2: 25-34 jaar;2003;50.0;21.3;10.5;6.8;0.4;1.7;5.8;17.9;10.8;3.2;7.2;1.8;5.4;2.8;3.6;8.1;7.5;6.9;1.8;0.0;18.4;24.6;6.3
240;Vrouwen;Totaal jongeren (12-29 jaar);1997;37.2;14.4;5.4;3.5;0.3;1.7;2.2;19.1;9.1;1.3;3.9;3.4;0.7;5.8;9.0;6.5;7.4;5.8;2.8;0.5;19.5;6.1;6.3
241;Vrouwen;Totaal jongeren (12-29 jaar);2001;41.4;15.3;6.4;3.9;0.2;2.1;2.8;17.3;9.4;1.4;4.7;4.1;0.9;4.9;8.1;4.3;7.5;5.3;3.1;0.5;25.0;6.0;5.9
242;Vrouwen;Totaal jongeren (12-29 jaar);2003;38.9;14.8;6.6;4.0;0.3;1.0;3.4;17.0;10.3;2.3;4.9;3.8;1.3;5.2;5.3;5.3;8.1;6.0;2.6;0.7;23.2;6.2;5.2
243;Vrouwen;Lft. cat. 1: 12-24 jaar;1997;42.0;18.5;7.8;5.0;0.3;2.6;3.1;21.9;12.7;1.6;5.7;5.1;1.1;8.2;11.0;6.2;10.5;8.3;4.2;0.5;23.1;4.1;7.5
244;Vrouwen;Lft. cat. 1: 12-24 jaar;2001;46.4;18.9;7.9;5.0;0.3;2.6;3.4;20.8;12.4;1.8;6.5;5.9;1.0;6.2;9.5;4.7;10.3;7.3;4.3;0.5;28.2;6.2;6.7
245;Vrouwen;Lft. cat. 1: 12-24 jaar;2003;43.0;18.4;8.5;5.4;0.4;1.3;4.3;19.1;12.5;3.1;5.8;4.8;1.1;6.5;5.3;5.4;10.7;7.8;3.7;1.0;27.0;5.8;5.6
246;Vrouwen;Lft. cat. 1: 12-17 jaar;1997;45.5;23.8;12.6;8.4;0.6;4.7;5.1;26.1;16.9;0.8;7.4;7.4;0.7;11.8;14.8;4.6;17.2;12.8;8.1;1.0;21.6;;8.6
247;Vrouwen;Lft. cat. 1: 12-17 jaar;2001;47.0;23.0;12.5;8.3;0.2;4.4;5.3;22.4;15.2;1.6;7.4;7.0;0.7;9.8;10.5;3.7;16.2;11.0;8.2;1.1;26.3;;6.9
248;Vrouwen;Lft. cat. 1: 12-17 jaar;2003;42.7;21.2;11.8;7.7;0.6;1.5;5.8;20.8;15.2;3.0;6.8;6.3;0.5;9.5;7.0;3.8;16.6;11.1;7.1;1.7;24.7;;6.2
249;Vrouwen;Lft. cat. 1: 18-24 jaar;1997;39.0;14.2;3.8;2.2;0.0;0.8;1.4;18.4;9.1;2.3;4.4;3.1;1.4;5.1;7.7;7.5;4.9;4.5;1.0;0.2;24.4;4.1;6.6
250;Vrouwen;Lft. cat. 1: 18-24 jaar;2001;46.0;15.4;4.1;2.2;0.3;1.0;1.9;19.4;10.0;2.0;5.8;5.0;1.3;3.2;8.7;5.6;5.3;4.2;1.1;0.0;29.7;6.2;6.6
251;Vrouwen;Lft. cat. 1: 18-24 jaar;2003;43.3;16.0;5.7;3.5;0.1;1.2;3.0;17.6;10.1;3.1;4.9;3.5;1.6;3.9;3.8;6.8;5.6;4.9;0.7;0.5;29.0;5.8;5.1
252;Vrouwen;Lft. cat. 1: 25-29 jaar;1997;27.8;6.3;0.7;0.4;0.2;0.0;0.5;13.6;2.1;0.8;0.2;0.2;0.0;1.1;5.1;7.3;1.4;1.0;0.0;0.4;12.4;8.1;4.2
253;Vrouwen;Lft. cat. 1: 25-29 jaar;2001;30.3;7.3;3.1;1.4;0.0;1.1;1.3;9.7;2.9;0.6;0.8;0.2;0.8;1.9;4.9;3.3;1.5;1.1;0.4;0.5;18.2;5.8;4.1
254;Vrouwen;Lft. cat. 1: 25-29 jaar;2003;29.0;6.2;2.0;0.6;0.2;0.2;1.2;11.9;5.0;0.4;2.8;1.3;1.8;2.2;5.4;4.9;1.9;1.9;0.0;0.0;13.9;6.7;4.2
255;Vrouwen;Opleidingsniveau: basisonderwijs;1997;;;;;;;;;;;;;;;;;;;;;;;
256;Vrouwen;Opleidingsniveau: basisonderwijs;2001;;;;;;;;;;;;;;;;;;;;;;;
257;Vrouwen;Opleidingsniveau: basisonderwijs;2003;;;;;;;;;;;;;;;;;;;;;;;
258;Vrouwen;Opleidingsniveau: vbo;1997;;;;;;;;;;;;;;;;;;;;;;;
259;Vrouwen;Opleidingsniveau: vbo;2001;;;;;;;;;;;;;;;;;;;;;;;
260;Vrouwen;Opleidingsniveau: vbo;2003;;;;;;;;;;;;;;;;;;;;;;;
261;Vrouwen;Opleidingsniveau: mavo;1997;;;;;;;;;;;;;;;;;;;;;;;
262;Vrouwen;Opleidingsniveau: mavo;2001;;;;;;;;;;;;;;;;;;;;;;;
263;Vrouwen;Opleidingsniveau: mavo;2003;;;;;;;;;;;;;;;;;;;;;;;
264;Vrouwen;Opleidingsniveau: havo, mbo, vwo;1997;;;;;;;;;;;;;;;;;;;;;;;
265;Vrouwen;Opleidingsniveau: havo, mbo, vwo;2001;;;;;;;;;;;;;;;;;;;;;;;
266;Vrouwen;Opleidingsniveau: havo, mbo, vwo;2003;;;;;;;;;;;;;;;;;;;;;;;
267;Vrouwen;Opleidingsniveau: hbo, universiteit;1997;;;;;;;;;;;;;;;;;;;;;;;
268;Vrouwen;Opleidingsniveau: hbo, universiteit;2001;;;;;;;;;;;;;;;;;;;;;;;
269;Vrouwen;Opleidingsniveau: hbo, universiteit;2003;;;;;;;;;;;;;;;;;;;;;;;
270;Vrouwen;Soc.-ec. groep: hogere leidinggevenden;1997;;;;;;;;;;;;;;;;;;;;;;;
271;Vrouwen;Soc.-ec. groep: hogere leidinggevenden;2001;;;;;;;;;;;;;;;;;;;;;;;
272;Vrouwen;Soc.-ec. groep: hogere leidinggevenden;2003;;;;;;;;;;;;;;;;;;;;;;;
273;Vrouwen;Soc.-ec. groep: overige hoofdarbeid;1997;;;;;;;;;;;;;;;;;;;;;;;
274;Vrouwen;Soc.-ec. groep: overige hoofdarbeid;2001;;;;;;;;;;;;;;;;;;;;;;;
275;Vrouwen;Soc.-ec. groep: overige hoofdarbeid;2003;;;;;;;;;;;;;;;;;;;;;;;
276;Vrouwen;Soc.-ec. groep: kleine zelfstandigen;1997;;;;;;;;;;;;;;;;;;;;;;;
277;Vrouwen;Soc.-ec. groep: kleine zelfstandigen;2001;;;;;;;;;;;;;;;;;;;;;;;
278;Vrouwen;Soc.-ec. groep: kleine zelfstandigen;2003;;;;;;;;;;;;;;;;;;;;;;;
279;Vrouwen;Soc.-ec. groep: geschoolde handarbeid;1997;;;;;;;;;;;;;;;;;;;;;;;
280;Vrouwen;Soc.-ec. groep: geschoolde handarbeid;2001;;;;;;;;;;;;;;;;;;;;;;;
281;Vrouwen;Soc.-ec. groep: geschoolde handarbeid;2003;;;;;;;;;;;;;;;;;;;;;;;
282;Vrouwen;Soc.-ec. groep: half/onges. handarbeid;1997;;;;;;;;;;;;;;;;;;;;;;;
283;Vrouwen;Soc.-ec. groep: half/onges. handarbeid;2001;;;;;;;;;;;;;;;;;;;;;;;
284;Vrouwen;Soc.-ec. groep: half/onges. handarbeid;2003;;;;;;;;;;;;;;;;;;;;;;;
285;Vrouwen;Soc.-ec. groep: werkloze beroepsbevolk.;1997;;;;;;;;;;;;;;;;;;;;;;;
286;Vrouwen;Soc.-ec. groep: werkloze beroepsbevolk.;2001;;;;;;;;;;;;;;;;;;;;;;;
287;Vrouwen;Soc.-ec. groep: werkloze beroepsbevolk.;2003;;;;;;;;;;;;;;;;;;;;;;;
288;Vrouwen;Soc.-ec. groep: onderwijs volgend;1997;;;;;;;;;;;;;;;;;;;;;;;
289;Vrouwen;Soc.-ec. groep: onderwijs volgend;2001;;;;;;;;;;;;;;;;;;;;;;;
290;Vrouwen;Soc.-ec. groep: onderwijs volgend;2003;;;;;;;;;;;;;;;;;;;;;;;
291;Vrouwen;Soc.-ec. groep: arbeidsongeschikt;1997;;;;;;;;;;;;;;;;;;;;;;;
292;Vrouwen;Soc.-ec. groep: arbeidsongeschikt;2001;;;;;;;;;;;;;;;;;;;;;;;
293;Vrouwen;Soc.-ec. groep: arbeidsongeschikt;2003;;;;;;;;;;;;;;;;;;;;;;;
294;Vrouwen;Soc.-ec.groep:VUT/pensioen 58-64 jarigen;1997;;;;;;;;;;;;;;;;;;;;;;;
295;Vrouwen;Soc.-ec.groep:VUT/pensioen 58-64 jarigen;2001;;;;;;;;;;;;;;;;;;;;;;;
296;Vrouwen;Soc.-ec.groep:VUT/pensioen 58-64 jarigen;2003;;;;;;;;;;;;;;;;;;;;;;;
297;Vrouwen;Soc.-ec. groep: verzorgt hh. m. minderj.;1997;;;;;;;;;;;;;;;;;;;;;;;
298;Vrouwen;Soc.-ec. groep: verzorgt hh. m. minderj.;2001;;;;;;;;;;;;;;;;;;;;;;;
299;Vrouwen;Soc.-ec. groep: verzorgt hh. m. minderj.;2003;;;;;;;;;;;;;;;;;;;;;;;
300;Vrouwen;Soc.-ec. groep: overige sociale groep;1997;;;;;;;;;;;;;;;;;;;;;;;
301;Vrouwen;Soc.-ec. groep: overige sociale groep;2001;;;;;;;;;;;;;;;;;;;;;;;
302;Vrouwen;Soc.-ec. groep: overige sociale groep;2003;;;;;;;;;;;;;;;;;;;;;;;
303;Vrouwen;Hh.-samenstelling: éénpersoonshuishouden;1997;;;;;;;;;;;;;;;;;;;;;;;
304;Vrouwen;Hh.-samenstelling: éénpersoonshuishouden;2001;;;;;;;;;;;;;;;;;;;;;;;
305;Vrouwen;Hh.-samenstelling: éénpersoonshuishouden;2003;;;;;;;;;;;;;;;;;;;;;;;
