ID;Geslacht;Leeftijd;Afstudeerrichting;Herkomstgroepering;Peilmoment;BedrijfstakkenBranchesSBI93;Perioden;LoonVanWerknemersTotaal_1;LoonVanWerknemersVoltijd_2;LoonVanWerknemersTotaal_3;LoonVanWerknemersVoltijd_4;LoonVanWerknemersTotaal_5;LoonVanWerknemersVoltijd_6;LoonVanWerknemersTotaal_7;LoonVanWerknemersVoltijd_8;LoonVanWerknemersTotaal_9;LoonVanWerknemersVoltijd_10;LoonVanWerknemersTotaal_11;LoonVanWerknemersVoltijd_12;LoonVanWerknemersTotaal_13;LoonVanWerknemersVoltijd_14;LoonVanWerknemersTotaal_15;LoonVanWerknemersVoltijd_16
2666;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;8;Cohort 2006/'07;;;;;;;;;;;;;;;;
2667;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;8;Cohort 2007/'08;;;;;;;;;;;;;;;;
2668;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;9;Cohort 2004/'05;2.5;2.8;2.4;2.8;2.4;2.8;2.1;;3.0;3.2;;;3.0;3.2;;
2669;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;9;Cohort 2005/'06;;;;;;;;;;;;;;;;
2670;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;9;Cohort 2006/'07;;;;;;;;;;;;;;;;
2671;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;9;Cohort 2007/'08;;;;;;;;;;;;;;;;
2672;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;M Onderwijs;Cohort 2004/'05;2.5;2.7;2.4;2.7;2.4;2.7;2.5;2.7;2.6;3.1;;;2.6;3.1;;
2673;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;M Onderwijs;Cohort 2005/'06;;;;;;;;;;;;;;;;
2674;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;M Onderwijs;Cohort 2006/'07;;;;;;;;;;;;;;;;
2675;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;M Onderwijs;Cohort 2007/'08;;;;;;;;;;;;;;;;
2676;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2004/'05;1.9;2.6;1.9;2.5;1.9;2.5;1.9;2.3;2.7;3.7;;;2.7;3.7;;
2677;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2005/'06;;;;;;;;;;;;;;;;
2678;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2006/'07;;;;;;;;;;;;;;;;
2679;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2007/'08;;;;;;;;;;;;;;;;
2680;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2004/'05;2.1;2.5;2.0;2.5;2.0;2.5;4.2;2.9;2.7;3.2;;;2.7;3.2;;
2681;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2005/'06;;;;;;;;;;;;;;;;
2682;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2006/'07;;;;;;;;;;;;;;;;
2683;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2007/'08;;;;;;;;;;;;;;;;
2684;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;Onbekend;Cohort 2004/'05;1.6;;1.6;;1.6;;;;;;;;;;;
2685;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;Onbekend;Cohort 2005/'06;;;;;;;;;;;;;;;;
2686;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;Onbekend;Cohort 2006/'07;;;;;;;;;;;;;;;;
2687;Totaal mannen en vrouwen;0;2;1;Drie jaar na afstuderen;Onbekend;Cohort 2007/'08;;;;;;;;;;;;;;;;
2688;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;0;Cohort 2004/'05;1.5;2.0;1.4;1.9;1.4;1.9;1.6;2.1;1.6;2.1;2.1;2.1;1.6;2.1;;
2689;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;0;Cohort 2005/'06;1.6;2.3;1.6;2.3;1.6;2.3;1.6;2.0;1.9;2.4;;;1.9;2.4;;
2690;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;0;Cohort 2006/'07;1.7;2.3;1.7;2.3;1.7;2.3;1.5;1.8;1.9;2.4;;;1.9;2.4;;
2691;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;0;Cohort 2007/'08;1.8;2.5;1.8;2.4;1.8;2.4;1.6;2.4;2.1;3.4;1.2;;2.1;3.4;;
2692;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;1;Cohort 2004/'05;1.2;2.1;1.2;2.1;1.2;2.1;;;;;;;;;;
2693;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;1;Cohort 2005/'06;3.4;3.4;3.4;3.4;3.4;3.4;;;;;;;;;;
2694;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;1;Cohort 2006/'07;;;;;;;;;;;;;;;;
2695;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;1;Cohort 2007/'08;;;;;;;;;;;;;;;;
2696;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;2;Cohort 2004/'05;2.1;2.1;2.1;2.1;2.1;2.1;;;;;;;;;;
2697;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;2;Cohort 2005/'06;0.3;;0.3;;0.3;;;;;;;;;;;
2698;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;2;Cohort 2006/'07;1.1;2.0;1.1;2.0;1.1;2.0;;;;;;;;;;
2699;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;2;Cohort 2007/'08;1.7;2.3;1.7;2.3;1.7;2.3;;;;;;;;;;
2700;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;3;Cohort 2004/'05;1.0;1.9;1.0;1.9;1.0;1.9;;;1.3;;;;1.3;;;
2701;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;3;Cohort 2005/'06;1.0;1.7;1.0;1.7;1.0;1.7;;;;;;;;;;
2702;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;3;Cohort 2006/'07;1.2;2.5;1.2;2.5;1.2;2.5;;;;;;;;;;
2703;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;3;Cohort 2007/'08;1.0;2.3;1.0;2.3;1.0;2.3;;;0.4;;;;0.4;;;
2704;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;4;Cohort 2004/'05;0.7;0.5;0.7;0.5;0.7;0.5;;;;;;;;;;
2705;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;4;Cohort 2005/'06;1.1;;1.1;;1.1;;;;;;;;;;;
2706;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;4;Cohort 2006/'07;0.7;;0.7;;0.7;;;;;;;;;;;
2707;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;4;Cohort 2007/'08;0.9;1.7;0.9;1.7;0.9;1.7;;;;;;;;;;
2708;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;5;Cohort 2004/'05;0.4;;0.4;;0.4;;;;;;;;;;;
2709;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;5;Cohort 2005/'06;1.0;;1.0;;1.0;;;;;;;;;;;
2710;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;5;Cohort 2006/'07;2.0;;2.0;;2.0;;;;;;;;;;;
2711;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;5;Cohort 2007/'08;1.5;2.0;1.5;2.0;1.5;2.0;;;;;;;;;;
2712;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;6;Cohort 2004/'05;2.4;2.4;;;;;;;2.4;2.4;;;2.4;2.4;;
2713;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;6;Cohort 2005/'06;0.9;;0.9;;0.9;;;;;;;;;;;
2714;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;6;Cohort 2006/'07;1.5;;1.5;;1.5;;;;;;;;;;;
2715;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;6;Cohort 2007/'08;3.9;;3.9;;3.9;;;;;;;;;;;
2716;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;7;Cohort 2004/'05;1.1;1.9;1.1;1.9;1.1;1.9;;;2.1;2.1;2.1;2.1;;;;
2717;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;7;Cohort 2005/'06;1.5;2.2;1.5;2.2;1.5;2.2;;;;;;;;;;
2718;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;7;Cohort 2006/'07;1.6;2.4;1.6;2.4;1.6;2.4;;;1.7;;;;1.7;;;
2719;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;7;Cohort 2007/'08;2.5;3.0;2.1;2.4;2.1;2.4;1.8;;3.1;4.0;1.2;;3.5;4.0;;
2720;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;8;Cohort 2004/'05;1.2;1.8;1.2;1.8;1.2;1.8;1.1;;0.6;;;;0.6;;;
2721;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;8;Cohort 2005/'06;1.4;2.4;1.3;2.4;1.3;2.4;;;1.9;2.5;;;1.9;2.5;;
2722;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;8;Cohort 2006/'07;1.3;2.0;1.2;2.0;1.3;2.0;1.0;;2.2;2.3;;;2.2;2.3;;
2723;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;8;Cohort 2007/'08;1.4;2.1;1.4;2.1;1.4;2.1;;;1.2;;;;1.2;;;
2724;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;9;Cohort 2004/'05;1.1;1.3;1.1;1.3;1.1;1.3;0.6;;1.4;1.4;;;1.4;1.4;;
2725;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;9;Cohort 2005/'06;1.8;2.6;2.0;2.6;2.0;2.6;;;1.0;;;;1.0;;;
2726;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;9;Cohort 2006/'07;2.1;2.7;2.1;2.7;2.1;2.7;;;;;;;;;;
2727;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;9;Cohort 2007/'08;1.5;1.8;1.5;1.8;1.5;1.8;;;;;;;;;;
2728;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;M Onderwijs;Cohort 2004/'05;1.6;2.0;1.6;2.0;1.6;2.0;1.7;2.1;1.7;2.2;;;1.7;2.2;;
2729;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;M Onderwijs;Cohort 2005/'06;1.8;2.3;1.8;2.3;1.8;2.3;1.7;2.1;1.9;2.3;;;1.9;2.3;;
2730;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;M Onderwijs;Cohort 2006/'07;1.8;2.3;1.8;2.3;1.8;2.3;1.4;1.5;1.9;2.5;;;1.9;2.5;;
2731;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;M Onderwijs;Cohort 2007/'08;1.9;2.5;1.9;2.5;1.9;2.5;1.6;2.4;2.0;2.8;;;2.0;2.8;;
2732;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2004/'05;0.9;0.7;0.9;0.7;0.9;0.7;;;1.1;;;;1.1;;;
2733;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2005/'06;1.0;1.8;1.0;1.8;1.0;;1.6;1.8;;;;;;;;
2734;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2006/'07;1.2;1.8;1.2;1.8;1.2;1.7;2.4;2.4;0.8;;;;0.8;;;
2735;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2007/'08;1.5;2.3;1.5;2.3;1.5;2.3;;;1.6;;;;1.6;;;
2736;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2004/'05;1.0;1.6;1.0;1.6;1.0;1.6;;;;;;;;;;
2737;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2005/'06;1.2;1.6;1.2;1.6;1.2;1.6;;;1.6;;;;1.6;;;
2738;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2006/'07;1.7;2.0;1.8;2.0;1.8;2.0;;;1.2;;;;1.2;;;
2739;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2007/'08;1.1;2.2;1.1;2.2;1.1;2.2;;;;;;;;;;
2740;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;Onbekend;Cohort 2004/'05;0.5;;0.5;;0.5;;;;;;;;;;;
2741;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;Onbekend;Cohort 2005/'06;;;;;;;;;;;;;;;;
2742;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;Onbekend;Cohort 2006/'07;;;;;;;;;;;;;;;;
2743;Totaal mannen en vrouwen;0;2;2;Direct na afstuderen;Onbekend;Cohort 2007/'08;;;;;;;;;;;;;;;;
2744;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;0;Cohort 2004/'05;2.0;2.5;2.0;2.4;2.0;2.4;2.3;2.5;2.1;2.8;3.2;3.2;2.1;2.8;;
2745;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;0;Cohort 2005/'06;2.1;2.6;2.1;2.6;2.1;2.6;2.2;2.7;2.1;2.7;;;2.1;2.7;;
2746;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;0;Cohort 2006/'07;2.2;2.6;2.2;2.6;2.2;2.6;2.6;2.6;2.1;2.6;;;2.1;2.6;;
2747;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;0;Cohort 2007/'08;;;;;;;;;;;;;;;;
2748;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;1;Cohort 2004/'05;1.6;;1.6;;1.6;;;;;;;;;;;
2749;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;1;Cohort 2005/'06;;;;;;;;;;;;;;;;
2750;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;1;Cohort 2006/'07;;;;;;;;;;;;;;;;
2751;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;1;Cohort 2007/'08;;;;;;;;;;;;;;;;
2752;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;2;Cohort 2004/'05;1.9;2.1;1.9;2.1;1.9;2.1;;;;;;;;;;
2753;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;2;Cohort 2005/'06;2.3;2.5;2.3;2.5;2.3;2.5;;;;;;;;;;
2754;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;2;Cohort 2006/'07;;;;;;;;;;;;;;;;
2755;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;2;Cohort 2007/'08;;;;;;;;;;;;;;;;
2756;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;3;Cohort 2004/'05;1.3;2.0;1.3;2.1;1.3;2.1;0.3;;1.5;1.6;;;1.5;1.6;;
2757;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;3;Cohort 2005/'06;0.8;;0.7;;0.7;;;;1.6;;;;1.6;;;
2758;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;3;Cohort 2006/'07;1.8;2.0;1.8;2.0;1.8;2.0;;;;;;;;;;
2759;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;3;Cohort 2007/'08;;;;;;;;;;;;;;;;
2760;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;4;Cohort 2004/'05;1.1;2.4;1.1;2.4;1.1;2.4;;;;;;;;;;
2761;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;4;Cohort 2005/'06;1.4;2.5;1.4;2.5;1.4;2.5;;;;;;;;;;
2762;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;4;Cohort 2006/'07;0.8;;0.8;;0.8;;;;;;;;;;;
2763;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;4;Cohort 2007/'08;;;;;;;;;;;;;;;;
2764;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;5;Cohort 2004/'05;2.0;;2.0;;2.0;;;;;;;;;;;
2765;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;5;Cohort 2005/'06;1.7;1.7;1.7;1.7;1.7;1.7;;;;;;;;;;
2766;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;5;Cohort 2006/'07;2.3;2.4;2.3;2.4;2.3;2.4;;;;;;;;;;
2767;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;5;Cohort 2007/'08;;;;;;;;;;;;;;;;
2768;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;6;Cohort 2004/'05;3.3;3.3;;;;;;;3.3;3.3;;;3.3;3.3;;
2769;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;6;Cohort 2005/'06;1.9;2.2;1.7;2.0;1.7;2.0;;;2.4;2.4;;;2.4;2.4;;
2770;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;6;Cohort 2006/'07;2.0;2.3;2.0;2.3;2.0;2.3;;;;;;;;;;
2771;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;6;Cohort 2007/'08;;;;;;;;;;;;;;;;
2772;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;7;Cohort 2004/'05;1.8;2.5;1.6;2.4;1.6;2.4;;;2.8;2.8;3.2;3.2;2.5;2.5;;
2773;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;7;Cohort 2005/'06;1.9;2.3;1.9;2.3;1.9;2.3;;;1.9;2.3;;;1.9;2.3;;
2774;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;7;Cohort 2006/'07;2.3;2.6;2.3;2.7;2.3;2.7;;;2.2;2.2;;;2.2;2.2;;
2775;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;7;Cohort 2007/'08;;;;;;;;;;;;;;;;
2776;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;8;Cohort 2004/'05;1.7;2.4;1.6;2.2;1.6;2.2;;;2.7;3.5;;;2.7;3.5;;
2777;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;8;Cohort 2005/'06;1.8;3.0;2.0;3.0;2.0;3.0;;;1.0;;;;1.0;;;
2778;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;8;Cohort 2006/'07;1.8;2.9;1.8;2.9;1.8;2.9;;;1.7;;;;1.7;;;
2779;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;8;Cohort 2007/'08;;;;;;;;;;;;;;;;
2780;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;9;Cohort 2004/'05;1.9;1.9;1.9;1.9;1.9;1.9;;;1.9;;;;1.9;;;
2781;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;9;Cohort 2005/'06;2.2;2.5;2.2;2.5;2.2;2.5;;;;;;;;;;
2782;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;9;Cohort 2006/'07;1.9;2.5;1.9;2.5;1.9;2.5;;;;;;;;;;
2783;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;9;Cohort 2007/'08;;;;;;;;;;;;;;;;
2784;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;M Onderwijs;Cohort 2004/'05;2.1;2.5;2.2;2.5;2.1;2.5;2.4;2.5;2.1;2.9;;;2.1;2.9;;
2785;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;M Onderwijs;Cohort 2005/'06;2.2;2.6;2.2;2.6;2.2;2.6;2.3;2.7;2.2;2.8;;;2.2;2.8;;
2786;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;M Onderwijs;Cohort 2006/'07;2.3;2.6;2.3;2.6;2.3;2.6;2.6;2.6;2.2;2.9;;;2.2;2.9;;
2787;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;M Onderwijs;Cohort 2007/'08;;;;;;;;;;;;;;;;
2788;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2004/'05;1.6;1.6;1.6;1.6;1.6;1.6;;;1.7;;;;1.7;;;
2789;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2005/'06;1.6;2.3;1.7;2.3;1.7;2.3;1.5;;1.0;;;;1.0;;;
2790;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2006/'07;1.8;2.6;1.8;2.6;1.8;2.6;2.6;2.6;1.1;;;;1.1;;;
2791;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2007/'08;;;;;;;;;;;;;;;;
2792;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2004/'05;1.5;2.0;1.4;2.0;1.4;2.0;;;2.1;;;;2.1;;;
2793;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2005/'06;1.9;3.0;1.9;3.0;1.9;3.0;;;1.9;2.9;;;1.9;2.9;;
2794;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2006/'07;2.0;2.4;2.0;2.4;2.0;2.4;;;2.8;;;;2.8;;;
2795;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2007/'08;;;;;;;;;;;;;;;;
2796;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;Onbekend;Cohort 2004/'05;;;;;;;;;;;;;;;;
2797;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;Onbekend;Cohort 2005/'06;;;;;;;;;;;;;;;;
2798;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;Onbekend;Cohort 2006/'07;;;;;;;;;;;;;;;;
2799;Totaal mannen en vrouwen;0;2;2;Één jaar na afstuderen;Onbekend;Cohort 2007/'08;;;;;;;;;;;;;;;;
2800;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;0;Cohort 2004/'05;2.3;2.7;2.3;2.7;2.3;2.7;2.3;2.7;2.5;3.2;3.8;3.8;2.5;3.2;;
2801;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;0;Cohort 2005/'06;2.3;2.7;2.3;2.7;2.3;2.7;2.5;2.7;2.5;3.2;;;2.5;3.2;;
2802;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;0;Cohort 2006/'07;;;;;;;;;;;;;;;;
2803;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;0;Cohort 2007/'08;;;;;;;;;;;;;;;;
2804;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;1;Cohort 2004/'05;;;;;;;;;;;;;;;;
2805;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;1;Cohort 2005/'06;;;;;;;;;;;;;;;;
2806;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;1;Cohort 2006/'07;;;;;;;;;;;;;;;;
2807;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;1;Cohort 2007/'08;;;;;;;;;;;;;;;;
2808;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;2;Cohort 2004/'05;2.4;2.4;2.4;2.4;2.4;2.4;;;;;;;;;;
2809;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;2;Cohort 2005/'06;2.9;3.2;2.9;3.2;2.9;3.2;;;;;;;;;;
2810;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;2;Cohort 2006/'07;;;;;;;;;;;;;;;;
2811;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;2;Cohort 2007/'08;;;;;;;;;;;;;;;;
2812;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;3;Cohort 2004/'05;1.3;2.0;1.1;;1.1;;;;2.0;2.0;;;2.0;2.0;;
2813;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;3;Cohort 2005/'06;1.1;2.4;1.1;2.4;1.1;2.4;;;;;;;;;;
2814;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;3;Cohort 2006/'07;;;;;;;;;;;;;;;;
2815;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;3;Cohort 2007/'08;;;;;;;;;;;;;;;;
2816;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;4;Cohort 2004/'05;1.3;1.8;1.3;1.8;1.3;1.8;;;;;;;;;;
2817;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;4;Cohort 2005/'06;1.4;2.5;1.4;2.5;1.4;2.5;;;;;;;;;;
2818;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;4;Cohort 2006/'07;;;;;;;;;;;;;;;;
2819;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;4;Cohort 2007/'08;;;;;;;;;;;;;;;;
2820;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;5;Cohort 2004/'05;1.9;2.3;1.9;2.3;1.9;2.3;;;;;;;;;;
2821;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;5;Cohort 2005/'06;;;;;;;;;;;;;;;;
2822;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;5;Cohort 2006/'07;;;;;;;;;;;;;;;;
2823;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;5;Cohort 2007/'08;;;;;;;;;;;;;;;;
2824;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;6;Cohort 2004/'05;3.2;3.2;;;;;;;3.2;3.2;;;3.2;3.2;;
2825;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;6;Cohort 2005/'06;2.2;2.4;2.0;2.1;2.0;2.1;;;2.8;2.8;;;2.8;2.8;;
2826;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;6;Cohort 2006/'07;;;;;;;;;;;;;;;;
2827;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;6;Cohort 2007/'08;;;;;;;;;;;;;;;;
2828;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;7;Cohort 2004/'05;2.4;2.7;2.2;2.5;2.2;2.5;;;3.4;3.4;3.8;3.8;2.9;2.9;;
2829;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;7;Cohort 2005/'06;2.1;2.9;2.0;2.5;2.0;2.5;;;2.8;4.2;;;2.8;4.2;;
2830;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;7;Cohort 2006/'07;;;;;;;;;;;;;;;;
2831;Totaal mannen en vrouwen;0;2;2;Twee jaar na afstuderen;7;Cohort 2007/'08;;;;;;;;;;;;;;;;
