ID;Geslacht;Leeftijd;Herkomst;Generatie;PercentageAOWOpbouw;Perioden;AantalZelfstandigen_1;OpgebouwdeJaarlijkseAanspraken_2;ContanteWaarde_3;TeBereikenJaarlijkseAanspraken_4;Vervangingspercentage_5;OpgebouwdeJaarlijkseAanspraken_6;ContanteWaarde_7;TeBereikenJaarlijkseAanspraken_8;Vervangingspercentage_9;VierdePijler_10;OpgebouwdeJaarlijkseAanspraken_11;ContanteWaarde_12;TeBereikenJaarlijkseAanspraken_13;Vervangingspercentage_14
521;Totaal mannen en vrouwen;6;1;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;2005;250.0;2500.0;11100.0;6500.0;15.0;1500.0;6500.0;3100.0;7.0;60.0;4000.0;17600.0;9600.0;22.0
522;Totaal mannen en vrouwen;6;1;Tweede generatie allochtonen;70% tot 95% AOW opbouw;2005;300.0;4000.0;17500.0;8100.0;20.0;1500.0;6500.0;2800.0;7.0;56.0;5500.0;24000.0;10900.0;27.0
523;Totaal mannen en vrouwen;6;1;Tweede generatie allochtonen;95% of meer AOW opbouw;2005;5300.0;4700.0;20600.0;8700.0;23.0;1700.0;7500.0;2800.0;8.0;63.0;6400.0;28100.0;11500.0;31.0
524;Totaal mannen en vrouwen;6;1;Autochtonen;Totaal alle AOW percentages;2005;;;;;;;;;;;;;;
525;Totaal mannen en vrouwen;6;1;Autochtonen;Minder dan 70% AOW opbouw;2005;;;;;;;;;;;;;;
526;Totaal mannen en vrouwen;6;1;Autochtonen;70% tot 95% AOW opbouw;2005;;;;;;;;;;;;;;
527;Totaal mannen en vrouwen;6;1;Autochtonen;95% of meer AOW opbouw;2005;;;;;;;;;;;;;;
528;Totaal mannen en vrouwen;6;3;Totaal alle generaties;Totaal alle AOW percentages;2005;8550.0;3900.0;17200.0;7900.0;22.0;1400.0;6200.0;2400.0;7.0;58.0;5300.0;23400.0;10300.0;29.0
529;Totaal mannen en vrouwen;6;3;Totaal alle generaties;Minder dan 70% AOW opbouw;2005;2350.0;2000.0;9200.0;6100.0;21.0;700.0;3100.0;1400.0;5.0;46.0;2700.0;12300.0;7500.0;26.0
530;Totaal mannen en vrouwen;6;3;Totaal alle generaties;70% tot 95% AOW opbouw;2005;650.0;3800.0;17300.0;7800.0;24.0;1100.0;4800.0;2000.0;6.0;59.0;4900.0;22100.0;9800.0;30.0
531;Totaal mannen en vrouwen;6;3;Totaal alle generaties;95% of meer AOW opbouw;2005;5600.0;4700.0;20600.0;8700.0;23.0;1700.0;7600.0;2900.0;8.0;63.0;6400.0;28200.0;11600.0;31.0
532;Totaal mannen en vrouwen;6;3;Eerste generatie allochtonen;Totaal alle AOW percentages;2005;3100.0;2700.0;12300.0;6800.0;22.0;900.0;4000.0;1700.0;6.0;49.0;3600.0;16300.0;8500.0;28.0
533;Totaal mannen en vrouwen;6;3;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;2005;2100.0;2000.0;9000.0;6100.0;22.0;600.0;2800.0;1300.0;5.0;45.0;2600.0;11800.0;7400.0;27.0
534;Totaal mannen en vrouwen;6;3;Eerste generatie allochtonen;70% tot 95% AOW opbouw;2005;350.0;3700.0;17200.0;7600.0;28.0;800.0;3400.0;1300.0;5.0;61.0;4500.0;20600.0;8900.0;33.0
535;Totaal mannen en vrouwen;6;3;Eerste generatie allochtonen;95% of meer AOW opbouw;2005;600.0;4700.0;20500.0;8700.0;21.0;1900.0;8600.0;3400.0;8.0;59.0;6600.0;29100.0;12100.0;29.0
536;Totaal mannen en vrouwen;6;3;Tweede generatie allochtonen;Totaal alle AOW percentages;2005;5450.0;4600.0;20100.0;8600.0;22.0;1700.0;7400.0;2900.0;8.0;63.0;6300.0;27500.0;11500.0;30.0
537;Totaal mannen en vrouwen;6;3;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;2005;200.0;2500.0;11100.0;6500.0;15.0;1500.0;6400.0;3000.0;7.0;59.0;4000.0;17500.0;9500.0;22.0
538;Totaal mannen en vrouwen;6;3;Tweede generatie allochtonen;70% tot 95% AOW opbouw;2005;300.0;4000.0;17500.0;8100.0;20.0;1500.0;6700.0;2900.0;7.0;57.0;5500.0;24200.0;11000.0;27.0
539;Totaal mannen en vrouwen;6;3;Tweede generatie allochtonen;95% of meer AOW opbouw;2005;4950.0;4700.0;20600.0;8700.0;23.0;1700.0;7500.0;2800.0;8.0;63.0;6400.0;28100.0;11500.0;31.0
540;Totaal mannen en vrouwen;6;3;Autochtonen;Totaal alle AOW percentages;2005;;;;;;;;;;;;;;
541;Totaal mannen en vrouwen;6;3;Autochtonen;Minder dan 70% AOW opbouw;2005;;;;;;;;;;;;;;
542;Totaal mannen en vrouwen;6;3;Autochtonen;70% tot 95% AOW opbouw;2005;;;;;;;;;;;;;;
543;Totaal mannen en vrouwen;6;3;Autochtonen;95% of meer AOW opbouw;2005;;;;;;;;;;;;;;
544;Totaal mannen en vrouwen;6;2;Totaal alle generaties;Totaal alle AOW percentages;2005;7200.0;3300.0;14100.0;7300.0;30.0;700.0;3000.0;1200.0;5.0;36.0;4000.0;17100.0;8500.0;35.0
545;Totaal mannen en vrouwen;6;2;Totaal alle generaties;Minder dan 70% AOW opbouw;2005;3600.0;2300.0;9600.0;6300.0;31.0;500.0;1900.0;800.0;4.0;28.0;2800.0;11500.0;7100.0;35.0
546;Totaal mannen en vrouwen;6;2;Totaal alle generaties;70% tot 95% AOW opbouw;2005;1450.0;3900.0;17200.0;7900.0;31.0;700.0;2900.0;1100.0;4.0;41.0;4600.0;20100.0;9000.0;35.0
547;Totaal mannen en vrouwen;6;2;Totaal alle generaties;95% of meer AOW opbouw;2005;2150.0;4600.0;19600.0;8700.0;30.0;1100.0;4800.0;1900.0;7.0;46.0;5700.0;24400.0;10600.0;37.0
548;Totaal mannen en vrouwen;6;2;Eerste generatie allochtonen;Totaal alle AOW percentages;2005;6800.0;3200.0;13800.0;7200.0;31.0;600.0;2800.0;1100.0;5.0;35.0;3800.0;16600.0;8300.0;36.0
549;Totaal mannen en vrouwen;6;2;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;2005;3600.0;2300.0;9600.0;6300.0;31.0;400.0;1900.0;800.0;4.0;28.0;2700.0;11500.0;7100.0;35.0
550;Totaal mannen en vrouwen;6;2;Eerste generatie allochtonen;70% tot 95% AOW opbouw;2005;1400.0;3900.0;17200.0;7800.0;32.0;700.0;2900.0;1100.0;4.0;41.0;4600.0;20100.0;8900.0;36.0
551;Totaal mannen en vrouwen;6;2;Eerste generatie allochtonen;95% of meer AOW opbouw;2005;1800.0;4600.0;19400.0;8600.0;31.0;1000.0;4400.0;1700.0;6.0;44.0;5600.0;23800.0;10300.0;37.0
552;Totaal mannen en vrouwen;6;2;Tweede generatie allochtonen;Totaal alle AOW percentages;2005;400.0;4600.0;20100.0;8800.0;23.0;1500.0;7000.0;2900.0;8.0;55.0;6100.0;27100.0;11700.0;31.0
553;Totaal mannen en vrouwen;6;2;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;2005;0.0;;;;;;;;;;;;;
554;Totaal mannen en vrouwen;6;2;Tweede generatie allochtonen;70% tot 95% AOW opbouw;2005;50.0;4000.0;17700.0;8200.0;22.0;1100.0;4700.0;2300.0;6.0;45.0;5100.0;22400.0;10500.0;28.0
555;Totaal mannen en vrouwen;6;2;Tweede generatie allochtonen;95% of meer AOW opbouw;2005;300.0;4800.0;20900.0;8900.0;24.0;1500.0;7200.0;2900.0;8.0;55.0;6300.0;28100.0;11800.0;32.0
556;Totaal mannen en vrouwen;6;2;Autochtonen;Totaal alle AOW percentages;2005;;;;;;;;;;;;;;
557;Totaal mannen en vrouwen;6;2;Autochtonen;Minder dan 70% AOW opbouw;2005;;;;;;;;;;;;;;
558;Totaal mannen en vrouwen;6;2;Autochtonen;70% tot 95% AOW opbouw;2005;;;;;;;;;;;;;;
559;Totaal mannen en vrouwen;6;2;Autochtonen;95% of meer AOW opbouw;2005;;;;;;;;;;;;;;
560;Totaal mannen en vrouwen;7;0;Totaal alle generaties;Totaal alle AOW percentages;2005;95750.0;5200.0;27900.0;8300.0;24.0;2000.0;10800.0;2800.0;8.0;72.0;7200.0;38700.0;11100.0;32.0
561;Totaal mannen en vrouwen;7;0;Totaal alle generaties;Minder dan 70% AOW opbouw;2005;6500.0;2600.0;14000.0;5800.0;18.0;1400.0;7600.0;2300.0;7.0;50.0;4000.0;21600.0;8100.0;25.0
562;Totaal mannen en vrouwen;7;0;Totaal alle generaties;70% tot 95% AOW opbouw;2005;4700.0;4600.0;24700.0;7800.0;24.0;2200.0;12300.0;2900.0;9.0;56.0;6800.0;37000.0;10700.0;33.0
563;Totaal mannen en vrouwen;7;0;Totaal alle generaties;95% of meer AOW opbouw;2005;84550.0;5400.0;29100.0;8500.0;25.0;2100.0;11000.0;2800.0;8.0;75.0;7500.0;40100.0;11300.0;33.0
564;Totaal mannen en vrouwen;7;0;Eerste generatie allochtonen;Totaal alle AOW percentages;2005;7950.0;3700.0;19700.0;6800.0;26.0;1300.0;7500.0;1800.0;7.0;46.0;5000.0;27200.0;8600.0;33.0
565;Totaal mannen en vrouwen;7;0;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;2005;4150.0;2600.0;13600.0;5800.0;24.0;600.0;3400.0;1100.0;5.0;39.0;3200.0;17000.0;6900.0;29.0
566;Totaal mannen en vrouwen;7;0;Eerste generatie allochtonen;70% tot 95% AOW opbouw;2005;2450.0;4500.0;24600.0;7600.0;30.0;2000.0;11800.0;2400.0;9.0;51.0;6500.0;36400.0;10000.0;39.0
567;Totaal mannen en vrouwen;7;0;Eerste generatie allochtonen;95% of meer AOW opbouw;2005;1350.0;5500.0;29500.0;8700.0;25.0;2200.0;12200.0;2900.0;9.0;57.0;7700.0;41700.0;11600.0;34.0
568;Totaal mannen en vrouwen;7;0;Tweede generatie allochtonen;Totaal alle AOW percentages;2005;4800.0;5300.0;28900.0;8500.0;22.0;2300.0;12100.0;3300.0;9.0;68.0;7600.0;41000.0;11800.0;31.0
569;Totaal mannen en vrouwen;7;0;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;2005;250.0;2800.0;15400.0;5900.0;13.0;2600.0;14400.0;4200.0;9.0;68.0;5400.0;29800.0;10100.0;22.0
570;Totaal mannen en vrouwen;7;0;Tweede generatie allochtonen;70% tot 95% AOW opbouw;2005;250.0;4600.0;24500.0;7800.0;17.0;2300.0;12100.0;3900.0;9.0;63.0;6900.0;36600.0;11700.0;26.0
571;Totaal mannen en vrouwen;7;0;Tweede generatie allochtonen;95% of meer AOW opbouw;2005;4300.0;5500.0;30000.0;8700.0;23.0;2200.0;12000.0;3200.0;8.0;68.0;7700.0;42000.0;11900.0;31.0
572;Totaal mannen en vrouwen;7;0;Autochtonen;Totaal alle AOW percentages;2005;83000.0;5300.0;28600.0;8400.0;24.0;2100.0;11000.0;2900.0;8.0;75.0;7400.0;39600.0;11300.0;32.0
573;Totaal mannen en vrouwen;7;0;Autochtonen;Minder dan 70% AOW opbouw;2005;2150.0;2700.0;14600.0;5800.0;13.0;2700.0;14900.0;4500.0;10.0;69.0;5400.0;29500.0;10300.0;23.0
574;Totaal mannen en vrouwen;7;0;Autochtonen;70% tot 95% AOW opbouw;2005;2000.0;4700.0;24800.0;7900.0;20.0;2400.0;12900.0;3400.0;9.0;61.0;7100.0;37700.0;11300.0;29.0
575;Totaal mannen en vrouwen;7;0;Autochtonen;95% of meer AOW opbouw;2005;78900.0;5400.0;29000.0;8500.0;25.0;2100.0;10900.0;2800.0;8.0;76.0;7500.0;39900.0;11300.0;33.0
576;Totaal mannen en vrouwen;7;4;Totaal alle generaties;Totaal alle AOW percentages;2005;83000.0;5300.0;28600.0;8400.0;24.0;2100.0;11000.0;2900.0;8.0;75.0;7400.0;39600.0;11300.0;32.0
577;Totaal mannen en vrouwen;7;4;Totaal alle generaties;Minder dan 70% AOW opbouw;2005;2150.0;2700.0;14600.0;5800.0;13.0;2700.0;14900.0;4500.0;10.0;69.0;5400.0;29500.0;10300.0;23.0
578;Totaal mannen en vrouwen;7;4;Totaal alle generaties;70% tot 95% AOW opbouw;2005;2000.0;4700.0;24800.0;7900.0;20.0;2400.0;12900.0;3400.0;9.0;61.0;7100.0;37700.0;11300.0;29.0
579;Totaal mannen en vrouwen;7;4;Totaal alle generaties;95% of meer AOW opbouw;2005;78900.0;5400.0;29000.0;8500.0;25.0;2100.0;10900.0;2800.0;8.0;76.0;7500.0;39900.0;11300.0;33.0
580;Totaal mannen en vrouwen;7;4;Eerste generatie allochtonen;Totaal alle AOW percentages;2005;;;;;;;;;;;;;;
581;Totaal mannen en vrouwen;7;4;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;2005;;;;;;;;;;;;;;
582;Totaal mannen en vrouwen;7;4;Eerste generatie allochtonen;70% tot 95% AOW opbouw;2005;;;;;;;;;;;;;;
583;Totaal mannen en vrouwen;7;4;Eerste generatie allochtonen;95% of meer AOW opbouw;2005;;;;;;;;;;;;;;
584;Totaal mannen en vrouwen;7;4;Tweede generatie allochtonen;Totaal alle AOW percentages;2005;;;;;;;;;;;;;;
585;Totaal mannen en vrouwen;7;4;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;2005;;;;;;;;;;;;;;
586;Totaal mannen en vrouwen;7;4;Tweede generatie allochtonen;70% tot 95% AOW opbouw;2005;;;;;;;;;;;;;;
587;Totaal mannen en vrouwen;7;4;Tweede generatie allochtonen;95% of meer AOW opbouw;2005;;;;;;;;;;;;;;
588;Totaal mannen en vrouwen;7;4;Autochtonen;Totaal alle AOW percentages;2005;83000.0;5300.0;28600.0;8400.0;24.0;2100.0;11000.0;2900.0;8.0;75.0;7400.0;39600.0;11300.0;32.0
589;Totaal mannen en vrouwen;7;4;Autochtonen;Minder dan 70% AOW opbouw;2005;2150.0;2700.0;14600.0;5800.0;13.0;2700.0;14900.0;4500.0;10.0;69.0;5400.0;29500.0;10300.0;23.0
590;Totaal mannen en vrouwen;7;4;Autochtonen;70% tot 95% AOW opbouw;2005;2000.0;4700.0;24800.0;7900.0;20.0;2400.0;12900.0;3400.0;9.0;61.0;7100.0;37700.0;11300.0;29.0
591;Totaal mannen en vrouwen;7;4;Autochtonen;95% of meer AOW opbouw;2005;78900.0;5400.0;29000.0;8500.0;25.0;2100.0;10900.0;2800.0;8.0;76.0;7500.0;39900.0;11300.0;33.0
592;Totaal mannen en vrouwen;7;1;Totaal alle generaties;Totaal alle AOW percentages;2005;12750.0;4300.0;23200.0;7500.0;24.0;1700.0;9200.0;2400.0;8.0;54.0;6000.0;32400.0;9900.0;32.0
593;Totaal mannen en vrouwen;7;1;Totaal alle generaties;Minder dan 70% AOW opbouw;2005;4400.0;2600.0;13700.0;5800.0;23.0;800.0;4000.0;1300.0;5.0;40.0;3400.0;17700.0;7100.0;28.0
594;Totaal mannen en vrouwen;7;1;Totaal alle generaties;70% tot 95% AOW opbouw;2005;2700.0;4500.0;24500.0;7600.0;28.0;2100.0;11800.0;2500.0;9.0;52.0;6600.0;36300.0;10100.0;37.0
595;Totaal mannen en vrouwen;7;1;Totaal alle generaties;95% of meer AOW opbouw;2005;5650.0;5500.0;29900.0;8700.0;23.0;2200.0;12000.0;3100.0;8.0;65.0;7700.0;41900.0;11800.0;31.0
596;Totaal mannen en vrouwen;7;1;Eerste generatie allochtonen;Totaal alle AOW percentages;2005;7950.0;3700.0;19700.0;6800.0;26.0;1300.0;7500.0;1800.0;7.0;46.0;5000.0;27200.0;8600.0;33.0
597;Totaal mannen en vrouwen;7;1;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;2005;4150.0;2600.0;13600.0;5800.0;24.0;600.0;3400.0;1100.0;5.0;39.0;3200.0;17000.0;6900.0;29.0
598;Totaal mannen en vrouwen;7;1;Eerste generatie allochtonen;70% tot 95% AOW opbouw;2005;2450.0;4500.0;24600.0;7600.0;30.0;2000.0;11800.0;2400.0;9.0;51.0;6500.0;36400.0;10000.0;39.0
599;Totaal mannen en vrouwen;7;1;Eerste generatie allochtonen;95% of meer AOW opbouw;2005;1350.0;5500.0;29500.0;8700.0;25.0;2200.0;12200.0;2900.0;9.0;57.0;7700.0;41700.0;11600.0;34.0
600;Totaal mannen en vrouwen;7;1;Tweede generatie allochtonen;Totaal alle AOW percentages;2005;4800.0;5300.0;28900.0;8500.0;22.0;2300.0;12100.0;3300.0;9.0;68.0;7600.0;41000.0;11800.0;31.0
601;Totaal mannen en vrouwen;7;1;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;2005;250.0;2800.0;15400.0;5900.0;13.0;2600.0;14400.0;4200.0;9.0;68.0;5400.0;29800.0;10100.0;22.0
602;Totaal mannen en vrouwen;7;1;Tweede generatie allochtonen;70% tot 95% AOW opbouw;2005;250.0;4600.0;24500.0;7800.0;17.0;2300.0;12100.0;3900.0;9.0;63.0;6900.0;36600.0;11700.0;26.0
603;Totaal mannen en vrouwen;7;1;Tweede generatie allochtonen;95% of meer AOW opbouw;2005;4300.0;5500.0;30000.0;8700.0;23.0;2200.0;12000.0;3200.0;8.0;68.0;7700.0;42000.0;11900.0;31.0
604;Totaal mannen en vrouwen;7;1;Autochtonen;Totaal alle AOW percentages;2005;;;;;;;;;;;;;;
605;Totaal mannen en vrouwen;7;1;Autochtonen;Minder dan 70% AOW opbouw;2005;;;;;;;;;;;;;;
606;Totaal mannen en vrouwen;7;1;Autochtonen;70% tot 95% AOW opbouw;2005;;;;;;;;;;;;;;
607;Totaal mannen en vrouwen;7;1;Autochtonen;95% of meer AOW opbouw;2005;;;;;;;;;;;;;;
608;Totaal mannen en vrouwen;7;3;Totaal alle generaties;Totaal alle AOW percentages;2005;7600.0;4600.0;25300.0;7800.0;22.0;2200.0;12400.0;3100.0;9.0;63.0;6800.0;37700.0;10900.0;31.0
609;Totaal mannen en vrouwen;7;3;Totaal alle generaties;Minder dan 70% AOW opbouw;2005;1900.0;2400.0;13400.0;5700.0;20.0;1000.0;5400.0;1700.0;6.0;52.0;3400.0;18800.0;7400.0;26.0
610;Totaal mannen en vrouwen;7;3;Totaal alle generaties;70% tot 95% AOW opbouw;2005;900.0;4500.0;24900.0;7600.0;23.0;4500.0;26500.0;5600.0;17.0;64.0;9000.0;51400.0;13200.0;40.0
611;Totaal mannen en vrouwen;7;3;Totaal alle generaties;95% of meer AOW opbouw;2005;4800.0;5500.0;30000.0;8600.0;23.0;2300.0;12500.0;3200.0;9.0;68.0;7800.0;42500.0;11800.0;32.0
612;Totaal mannen en vrouwen;7;3;Eerste generatie allochtonen;Totaal alle AOW percentages;2005;3000.0;3500.0;19700.0;6700.0;23.0;2200.0;12700.0;2900.0;10.0;56.0;5700.0;32400.0;9600.0;33.0
613;Totaal mannen en vrouwen;7;3;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;2005;1700.0;2400.0;13100.0;5600.0;21.0;800.0;4200.0;1400.0;5.0;49.0;3200.0;17300.0;7000.0;26.0
614;Totaal mannen en vrouwen;7;3;Eerste generatie allochtonen;70% tot 95% AOW opbouw;2005;650.0;4400.0;25100.0;7500.0;26.0;5300.0;31700.0;6100.0;21.0;65.0;9700.0;56800.0;13600.0;47.0
615;Totaal mannen en vrouwen;7;3;Eerste generatie allochtonen;95% of meer AOW opbouw;2005;700.0;5600.0;30700.0;8700.0;23.0;2800.0;15500.0;3400.0;9.0;65.0;8400.0;46200.0;12100.0;32.0
616;Totaal mannen en vrouwen;7;3;Tweede generatie allochtonen;Totaal alle AOW percentages;2005;4600.0;5300.0;28900.0;8500.0;22.0;2300.0;12100.0;3300.0;9.0;68.0;7600.0;41000.0;11800.0;31.0
617;Totaal mannen en vrouwen;7;3;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;2005;250.0;2800.0;15400.0;5900.0;13.0;2600.0;14600.0;4100.0;9.0;69.0;5400.0;30000.0;10000.0;22.0
618;Totaal mannen en vrouwen;7;3;Tweede generatie allochtonen;70% tot 95% AOW opbouw;2005;250.0;4700.0;24600.0;7800.0;17.0;2300.0;12100.0;4100.0;9.0;62.0;7000.0;36700.0;11900.0;26.0
619;Totaal mannen en vrouwen;7;3;Tweede generatie allochtonen;95% of meer AOW opbouw;2005;4100.0;5500.0;29900.0;8600.0;23.0;2200.0;12000.0;3200.0;8.0;69.0;7700.0;41900.0;11800.0;31.0
620;Totaal mannen en vrouwen;7;3;Autochtonen;Totaal alle AOW percentages;2005;;;;;;;;;;;;;;
621;Totaal mannen en vrouwen;7;3;Autochtonen;Minder dan 70% AOW opbouw;2005;;;;;;;;;;;;;;
622;Totaal mannen en vrouwen;7;3;Autochtonen;70% tot 95% AOW opbouw;2005;;;;;;;;;;;;;;
623;Totaal mannen en vrouwen;7;3;Autochtonen;95% of meer AOW opbouw;2005;;;;;;;;;;;;;;
624;Totaal mannen en vrouwen;7;2;Totaal alle generaties;Totaal alle AOW percentages;2005;5150.0;3800.0;20100.0;7000.0;29.0;900.0;4600.0;1200.0;5.0;40.0;4700.0;24700.0;8200.0;34.0
625;Totaal mannen en vrouwen;7;2;Totaal alle generaties;Minder dan 70% AOW opbouw;2005;2450.0;2700.0;13900.0;5900.0;27.0;600.0;3000.0;900.0;4.0;32.0;3300.0;16900.0;6800.0;31.0
626;Totaal mannen en vrouwen;7;2;Totaal alle generaties;70% tot 95% AOW opbouw;2005;1800.0;4600.0;24300.0;7700.0;32.0;800.0;4400.0;1000.0;4.0;46.0;5400.0;28700.0;8700.0;36.0
627;Totaal mannen en vrouwen;7;2;Totaal alle generaties;95% of meer AOW opbouw;2005;850.0;5500.0;28800.0;8700.0;28.0;1800.0;9400.0;2500.0;8.0;51.0;7300.0;38200.0;11200.0;36.0
628;Totaal mannen en vrouwen;7;2;Eerste generatie allochtonen;Totaal alle AOW percentages;2005;4900.0;3700.0;19700.0;6900.0;29.0;800.0;4300.0;1100.0;5.0;39.0;4500.0;24000.0;8000.0;34.0
629;Totaal mannen en vrouwen;7;2;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;2005;2450.0;2700.0;13900.0;5900.0;27.0;600.0;2900.0;900.0;4.0;32.0;3300.0;16800.0;6800.0;31.0
630;Totaal mannen en vrouwen;7;2;Eerste generatie allochtonen;70% tot 95% AOW opbouw;2005;1750.0;4600.0;24400.0;7700.0;32.0;800.0;4400.0;1000.0;4.0;46.0;5400.0;28800.0;8700.0;36.0
631;Totaal mannen en vrouwen;7;2;Eerste generatie allochtonen;95% of meer AOW opbouw;2005;700.0;5500.0;28400.0;8700.0;29.0;1700.0;8900.0;2400.0;8.0;49.0;7200.0;37300.0;11100.0;37.0
632;Totaal mannen en vrouwen;7;2;Tweede generatie allochtonen;Totaal alle AOW percentages;2005;200.0;5400.0;28900.0;8600.0;22.0;2200.0;11400.0;3100.0;8.0;61.0;7600.0;40300.0;11700.0;30.0
633;Totaal mannen en vrouwen;7;2;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;2005;0.0;;;;;;;;;;;;;
634;Totaal mannen en vrouwen;7;2;Tweede generatie allochtonen;70% tot 95% AOW opbouw;2005;0.0;;;;;;;;;;;;;
635;Totaal mannen en vrouwen;7;2;Tweede generatie allochtonen;95% of meer AOW opbouw;2005;200.0;5600.0;30500.0;8900.0;24.0;2200.0;11200.0;3100.0;8.0;60.0;7800.0;41700.0;12000.0;32.0
636;Totaal mannen en vrouwen;7;2;Autochtonen;Totaal alle AOW percentages;2005;;;;;;;;;;;;;;
637;Totaal mannen en vrouwen;7;2;Autochtonen;Minder dan 70% AOW opbouw;2005;;;;;;;;;;;;;;
638;Totaal mannen en vrouwen;7;2;Autochtonen;70% tot 95% AOW opbouw;2005;;;;;;;;;;;;;;
639;Totaal mannen en vrouwen;7;2;Autochtonen;95% of meer AOW opbouw;2005;;;;;;;;;;;;;;
640;Totaal mannen en vrouwen;8;0;Totaal alle generaties;Totaal alle AOW percentages;2005;84400.0;6000.0;40000.0;8200.0;23.0;2700.0;17500.0;3300.0;9.0;76.0;8700.0;57500.0;11500.0;32.0
641;Totaal mannen en vrouwen;8;0;Totaal alle generaties;Minder dan 70% AOW opbouw;2005;5050.0;3100.0;20300.0;5400.0;15.0;2900.0;18800.0;3900.0;11.0;56.0;6000.0;39100.0;9300.0;26.0
642;Totaal mannen en vrouwen;8;0;Totaal alle generaties;70% tot 95% AOW opbouw;2005;4600.0;5300.0;35000.0;7500.0;24.0;2300.0;14700.0;2800.0;9.0;62.0;7600.0;49700.0;10300.0;33.0
643;Totaal mannen en vrouwen;8;0;Totaal alle generaties;95% of meer AOW opbouw;2005;74750.0;6300.0;41700.0;8500.0;24.0;2700.0;17600.0;3300.0;9.0;78.0;9000.0;59300.0;11800.0;33.0
644;Totaal mannen en vrouwen;8;0;Eerste generatie allochtonen;Totaal alle AOW percentages;2005;5950.0;4400.0;29200.0;6700.0;24.0;1600.0;10700.0;1900.0;7.0;52.0;6000.0;39900.0;8600.0;31.0
645;Totaal mannen en vrouwen;8;0;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;2005;2700.0;3000.0;19600.0;5300.0;21.0;1000.0;6800.0;1400.0;6.0;44.0;4000.0;26400.0;6700.0;27.0
646;Totaal mannen en vrouwen;8;0;Eerste generatie allochtonen;70% tot 95% AOW opbouw;2005;2200.0;5100.0;34200.0;7400.0;29.0;1400.0;9100.0;1700.0;7.0;57.0;6500.0;43300.0;9100.0;36.0
647;Totaal mannen en vrouwen;8;0;Eerste generatie allochtonen;95% of meer AOW opbouw;2005;1050.0;6400.0;43200.0;8700.0;22.0;3700.0;23900.0;4000.0;10.0;65.0;10100.0;67100.0;12700.0;32.0
648;Totaal mannen en vrouwen;8;0;Tweede generatie allochtonen;Totaal alle AOW percentages;2005;4400.0;6100.0;40900.0;8400.0;21.0;3700.0;24200.0;4300.0;11.0;71.0;9800.0;65100.0;12700.0;32.0
649;Totaal mannen en vrouwen;8;0;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;2005;250.0;3200.0;21500.0;5600.0;12.0;5600.0;37200.0;7700.0;16.0;64.0;8800.0;58700.0;13300.0;28.0
650;Totaal mannen en vrouwen;8;0;Tweede generatie allochtonen;70% tot 95% AOW opbouw;2005;250.0;5600.0;36700.0;7800.0;21.0;2600.0;17600.0;2900.0;8.0;63.0;8200.0;54300.0;10700.0;29.0
651;Totaal mannen en vrouwen;8;0;Tweede generatie allochtonen;95% of meer AOW opbouw;2005;3900.0;6400.0;42400.0;8600.0;22.0;3700.0;23700.0;4200.0;10.0;72.0;10100.0;66100.0;12800.0;32.0
652;Totaal mannen en vrouwen;8;0;Autochtonen;Totaal alle AOW percentages;2005;74000.0;6100.0;40900.0;8300.0;24.0;2700.0;17700.0;3400.0;10.0;78.0;8800.0;58600.0;11700.0;34.0
653;Totaal mannen en vrouwen;8;0;Autochtonen;Minder dan 70% AOW opbouw;2005;2100.0;3200.0;21100.0;5400.0;12.0;4900.0;32000.0;6600.0;14.0;70.0;8100.0;53100.0;12000.0;26.0
654;Totaal mannen en vrouwen;8;0;Autochtonen;70% tot 95% AOW opbouw;2005;2100.0;5400.0;35500.0;7700.0;21.0;3100.0;20300.0;4100.0;11.0;67.0;8500.0;55800.0;11800.0;32.0
655;Totaal mannen en vrouwen;8;0;Autochtonen;95% of meer AOW opbouw;2005;69800.0;6200.0;41600.0;8400.0;24.0;2700.0;17200.0;3300.0;9.0;79.0;8900.0;58800.0;11700.0;33.0
656;Totaal mannen en vrouwen;8;4;Totaal alle generaties;Totaal alle AOW percentages;2005;74000.0;6100.0;40900.0;8300.0;24.0;2700.0;17700.0;3400.0;10.0;78.0;8800.0;58600.0;11700.0;34.0
