ID;Populatie;Geslacht;Persoonskenmerken;Marges;Perioden;Verkeersdeelname_1;GebruikVanHetOpenbaarVervoer_2
383;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 2 Middelbaar;Waarde;2023;82.6;7.2
384;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 2 Middelbaar;Ondergrens 95%-interval;2018;85.3;9.0
385;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 2 Middelbaar;Ondergrens 95%-interval;2019;84.5;8.8
386;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 2 Middelbaar;Ondergrens 95%-interval;2020;76.4;4.0
387;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 2 Middelbaar;Ondergrens 95%-interval;2021;79.9;5.0
388;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 2 Middelbaar;Ondergrens 95%-interval;2022;81.6;6.4
389;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 2 Middelbaar;Ondergrens 95%-interval;2023;81.9;6.8
390;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 2 Middelbaar;Bovengrens 95%-interval;2018;86.7;10.0
391;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 2 Middelbaar;Bovengrens 95%-interval;2019;86.0;9.8
392;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 2 Middelbaar;Bovengrens 95%-interval;2020;77.8;4.6
393;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 2 Middelbaar;Bovengrens 95%-interval;2021;81.2;5.7
394;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 2 Middelbaar;Bovengrens 95%-interval;2022;83.0;7.2
395;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 2 Middelbaar;Bovengrens 95%-interval;2023;83.3;7.6
396;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 3 Hoog;Waarde;2018;87.2;11.3
397;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 3 Hoog;Waarde;2019;86.5;11.8
398;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 3 Hoog;Waarde;2020;79.2;4.8
399;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 3 Hoog;Waarde;2021;81.4;4.6
400;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 3 Hoog;Waarde;2022;82.5;7.1
401;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 3 Hoog;Waarde;2023;83.9;8.8
402;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 3 Hoog;Ondergrens 95%-interval;2018;86.5;10.8
403;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 3 Hoog;Ondergrens 95%-interval;2019;85.7;11.3
404;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 3 Hoog;Ondergrens 95%-interval;2020;78.6;4.5
405;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 3 Hoog;Ondergrens 95%-interval;2021;80.8;4.4
406;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 3 Hoog;Ondergrens 95%-interval;2022;81.9;6.7
407;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 3 Hoog;Ondergrens 95%-interval;2023;83.3;8.4
408;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 3 Hoog;Bovengrens 95%-interval;2018;87.8;11.8
409;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 3 Hoog;Bovengrens 95%-interval;2019;87.2;12.4
410;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 3 Hoog;Bovengrens 95%-interval;2020;79.8;5.1
411;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 3 Hoog;Bovengrens 95%-interval;2021;82.0;4.9
412;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 3 Hoog;Bovengrens 95%-interval;2022;83.2;7.5
413;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Onderwijsniveau: 3 Hoog;Bovengrens 95%-interval;2023;84.5;9.2
414;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam: 12 tot 30 uur pw;Waarde;2018;89.6;7.8
415;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam: 12 tot 30 uur pw;Waarde;2019;87.8;8.4
416;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam: 12 tot 30 uur pw;Waarde;2020;82.7;3.9
417;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam: 12 tot 30 uur pw;Waarde;2021;86.4;4.6
418;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam: 12 tot 30 uur pw;Waarde;2022;86.8;6.4
419;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam: 12 tot 30 uur pw;Waarde;2023;87.0;6.7
420;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam: 12 tot 30 uur pw;Ondergrens 95%-interval;2018;88.7;7.1
421;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam: 12 tot 30 uur pw;Ondergrens 95%-interval;2019;86.7;7.6
422;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam: 12 tot 30 uur pw;Ondergrens 95%-interval;2020;81.8;3.4
423;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam: 12 tot 30 uur pw;Ondergrens 95%-interval;2021;85.5;4.2
424;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam: 12 tot 30 uur pw;Ondergrens 95%-interval;2022;85.7;5.8
425;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam: 12 tot 30 uur pw;Ondergrens 95%-interval;2023;86.0;6.1
426;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam: 12 tot 30 uur pw;Bovengrens 95%-interval;2018;90.5;8.6
427;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam: 12 tot 30 uur pw;Bovengrens 95%-interval;2019;88.9;9.2
428;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam: 12 tot 30 uur pw;Bovengrens 95%-interval;2020;83.7;4.4
429;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam: 12 tot 30 uur pw;Bovengrens 95%-interval;2021;87.2;5.2
430;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam: 12 tot 30 uur pw;Bovengrens 95%-interval;2022;87.7;7.0
431;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam: 12 tot 30 uur pw;Bovengrens 95%-interval;2023;87.9;7.3
432;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam 30 uur pw of meer;Waarde;2018;89.0;9.6
433;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam 30 uur pw of meer;Waarde;2019;88.7;9.9
434;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam 30 uur pw of meer;Waarde;2020;80.5;4.3
435;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam 30 uur pw of meer;Waarde;2021;82.8;4.0
436;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam 30 uur pw of meer;Waarde;2022;83.6;6.3
437;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam 30 uur pw of meer;Waarde;2023;84.8;7.8
438;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam 30 uur pw of meer;Ondergrens 95%-interval;2018;88.4;9.1
439;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam 30 uur pw of meer;Ondergrens 95%-interval;2019;88.0;9.5
440;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam 30 uur pw of meer;Ondergrens 95%-interval;2020;79.9;4.0
441;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam 30 uur pw of meer;Ondergrens 95%-interval;2021;82.2;3.7
442;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam 30 uur pw of meer;Ondergrens 95%-interval;2022;82.9;5.9
443;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam 30 uur pw of meer;Ondergrens 95%-interval;2023;84.2;7.4
444;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam 30 uur pw of meer;Bovengrens 95%-interval;2018;89.6;10.1
445;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam 30 uur pw of meer;Bovengrens 95%-interval;2019;89.3;10.4
446;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam 30 uur pw of meer;Bovengrens 95%-interval;2020;81.1;4.6
447;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam 30 uur pw of meer;Bovengrens 95%-interval;2021;83.3;4.2
448;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam 30 uur pw of meer;Bovengrens 95%-interval;2022;84.2;6.6
449;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkzaam 30 uur pw of meer;Bovengrens 95%-interval;2023;85.5;8.2
450;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:student/scholier;Waarde;2018;87.2;13.9
451;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:student/scholier;Waarde;2019;86.4;13.0
452;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:student/scholier;Waarde;2020;74.9;6.7
453;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:student/scholier;Waarde;2021;80.0;7.9
454;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:student/scholier;Waarde;2022;82.5;10.7
455;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:student/scholier;Waarde;2023;83.6;11.3
456;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:student/scholier;Ondergrens 95%-interval;2018;86.4;13.2
457;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:student/scholier;Ondergrens 95%-interval;2019;85.5;12.3
458;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:student/scholier;Ondergrens 95%-interval;2020;74.0;6.3
459;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:student/scholier;Ondergrens 95%-interval;2021;79.2;7.4
460;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:student/scholier;Ondergrens 95%-interval;2022;81.5;10.1
461;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:student/scholier;Ondergrens 95%-interval;2023;82.6;10.7
462;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:student/scholier;Bovengrens 95%-interval;2018;87.9;14.6
463;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:student/scholier;Bovengrens 95%-interval;2019;87.2;13.7
464;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:student/scholier;Bovengrens 95%-interval;2020;75.8;7.2
465;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:student/scholier;Bovengrens 95%-interval;2021;80.8;8.4
466;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:student/scholier;Bovengrens 95%-interval;2022;83.5;11.3
467;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:student/scholier;Bovengrens 95%-interval;2023;84.5;12.0
468;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkloos;Waarde;2018;75.2;6.6
469;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkloos;Waarde;2019;71.2;6.6
470;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkloos;Waarde;2020;66.1;
471;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkloos;Waarde;2021;66.4;5.0
472;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkloos;Waarde;2022;66.3;6.2
473;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkloos;Waarde;2023;66.9;9.6
474;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkloos;Ondergrens 95%-interval;2018;72.0;5.0
475;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkloos;Ondergrens 95%-interval;2019;67.3;4.9
476;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkloos;Ondergrens 95%-interval;2020;63.1;
477;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkloos;Ondergrens 95%-interval;2021;63.3;3.7
478;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkloos;Ondergrens 95%-interval;2022;62.3;4.7
479;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkloos;Ondergrens 95%-interval;2023;63.1;7.5
480;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkloos;Bovengrens 95%-interval;2018;78.2;8.6
481;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkloos;Bovengrens 95%-interval;2019;74.7;8.9
482;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkloos;Bovengrens 95%-interval;2020;68.9;
483;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkloos;Bovengrens 95%-interval;2021;69.4;6.8
484;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkloos;Bovengrens 95%-interval;2022;70.0;8.3
485;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: werkloos;Bovengrens 95%-interval;2023;70.5;12.3
486;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:  arbeidsongeschikt;Waarde;2018;71.1;4.8
487;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:  arbeidsongeschikt;Waarde;2019;67.8;5.6
488;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:  arbeidsongeschikt;Waarde;2020;58.3;
489;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:  arbeidsongeschikt;Waarde;2021;67.1;
490;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:  arbeidsongeschikt;Waarde;2022;70.3;3.6
491;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:  arbeidsongeschikt;Waarde;2023;70.2;3.4
492;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:  arbeidsongeschikt;Ondergrens 95%-interval;2018;68.5;3.7
493;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:  arbeidsongeschikt;Ondergrens 95%-interval;2019;64.8;4.4
494;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:  arbeidsongeschikt;Ondergrens 95%-interval;2020;55.6;
495;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:  arbeidsongeschikt;Ondergrens 95%-interval;2021;64.6;
496;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:  arbeidsongeschikt;Ondergrens 95%-interval;2022;67.8;2.7
497;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:  arbeidsongeschikt;Ondergrens 95%-interval;2023;67.8;2.5
498;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:  arbeidsongeschikt;Bovengrens 95%-interval;2018;73.6;6.3
499;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:  arbeidsongeschikt;Bovengrens 95%-interval;2019;70.7;7.2
500;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:  arbeidsongeschikt;Bovengrens 95%-interval;2020;60.9;
501;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:  arbeidsongeschikt;Bovengrens 95%-interval;2021;69.4;
502;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:  arbeidsongeschikt;Bovengrens 95%-interval;2022;72.7;4.7
503;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie:  arbeidsongeschikt;Bovengrens 95%-interval;2023;72.5;4.5
504;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: gepensioneerd/VUT;Waarde;2018;69.8;3.8
505;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: gepensioneerd/VUT;Waarde;2019;69.0;3.7
506;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: gepensioneerd/VUT;Waarde;2020;62.7;1.4
507;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: gepensioneerd/VUT;Waarde;2021;69.6;1.5
508;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: gepensioneerd/VUT;Waarde;2022;71.6;2.0
509;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: gepensioneerd/VUT;Waarde;2023;70.9;2.7
510;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: gepensioneerd/VUT;Ondergrens 95%-interval;2018;68.6;3.4
511;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: gepensioneerd/VUT;Ondergrens 95%-interval;2019;67.9;3.3
512;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: gepensioneerd/VUT;Ondergrens 95%-interval;2020;61.7;1.2
513;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: gepensioneerd/VUT;Ondergrens 95%-interval;2021;68.6;1.3
514;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: gepensioneerd/VUT;Ondergrens 95%-interval;2022;70.7;1.8
515;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: gepensioneerd/VUT;Ondergrens 95%-interval;2023;70.0;2.4
516;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: gepensioneerd/VUT;Bovengrens 95%-interval;2018;70.9;4.4
517;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: gepensioneerd/VUT;Bovengrens 95%-interval;2019;70.2;4.2
518;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: gepensioneerd/VUT;Bovengrens 95%-interval;2020;63.6;1.7
519;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: gepensioneerd/VUT;Bovengrens 95%-interval;2021;70.5;1.8
520;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: gepensioneerd/VUT;Bovengrens 95%-interval;2022;72.6;2.3
521;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: gepensioneerd/VUT;Bovengrens 95%-interval;2023;71.8;3.0
522;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: anders/overig;Waarde;2018;73.2;5.4
523;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: anders/overig;Waarde;2019;71.0;5.0
524;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: anders/overig;Waarde;2020;62.1;2.1
525;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: anders/overig;Waarde;2021;67.8;2.9
526;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: anders/overig;Waarde;2022;70.1;3.8
527;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: anders/overig;Waarde;2023;70.5;4.6
528;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: anders/overig;Ondergrens 95%-interval;2018;71.7;4.7
529;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: anders/overig;Ondergrens 95%-interval;2019;69.4;4.3
530;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: anders/overig;Ondergrens 95%-interval;2020;60.7;1.7
531;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: anders/overig;Ondergrens 95%-interval;2021;66.3;2.5
532;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: anders/overig;Ondergrens 95%-interval;2022;68.5;3.2
533;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: anders/overig;Ondergrens 95%-interval;2023;68.9;4.0
534;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: anders/overig;Bovengrens 95%-interval;2018;74.6;6.1
535;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: anders/overig;Bovengrens 95%-interval;2019;72.5;5.7
536;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: anders/overig;Bovengrens 95%-interval;2020;63.5;2.5
537;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: anders/overig;Bovengrens 95%-interval;2021;69.1;3.5
538;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: anders/overig;Bovengrens 95%-interval;2022;71.6;4.5
539;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Participatie: anders/overig;Bovengrens 95%-interval;2023;72.0;5.3
540;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto op eigen naam;Waarde;2018;84.4;3.7
541;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto op eigen naam;Waarde;2019;84.7;4.1
542;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto op eigen naam;Waarde;2020;78.3;1.6
543;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto op eigen naam;Waarde;2021;80.9;1.4
544;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto op eigen naam;Waarde;2022;82.3;2.4
545;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto op eigen naam;Waarde;2023;82.8;2.9
546;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto op eigen naam;Ondergrens 95%-interval;2018;83.7;3.5
547;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto op eigen naam;Ondergrens 95%-interval;2019;84.0;3.8
548;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto op eigen naam;Ondergrens 95%-interval;2020;77.8;1.4
549;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto op eigen naam;Ondergrens 95%-interval;2021;80.3;1.2
550;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto op eigen naam;Ondergrens 95%-interval;2022;81.7;2.2
551;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto op eigen naam;Ondergrens 95%-interval;2023;82.2;2.7
552;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto op eigen naam;Bovengrens 95%-interval;2018;85.0;4.0
553;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto op eigen naam;Bovengrens 95%-interval;2019;85.3;4.4
554;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto op eigen naam;Bovengrens 95%-interval;2020;78.9;1.7
555;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto op eigen naam;Bovengrens 95%-interval;2021;81.4;1.5
556;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto op eigen naam;Bovengrens 95%-interval;2022;82.9;2.6
557;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto op eigen naam;Bovengrens 95%-interval;2023;83.4;3.1
558;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto in hh;Waarde;2018;85.5;7.9
559;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto in hh;Waarde;2019;84.1;8.1
560;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto in hh;Waarde;2020;77.5;3.1
561;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto in hh;Waarde;2021;81.5;3.3
562;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto in hh;Waarde;2022;82.9;5.1
563;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto in hh;Waarde;2023;83.3;6.3
564;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto in hh;Ondergrens 95%-interval;2018;84.7;7.4
565;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto in hh;Ondergrens 95%-interval;2019;83.1;7.6
566;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto in hh;Ondergrens 95%-interval;2020;76.7;2.9
567;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto in hh;Ondergrens 95%-interval;2021;80.8;3.0
568;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto in hh;Ondergrens 95%-interval;2022;82.0;4.7
569;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto in hh;Ondergrens 95%-interval;2023;82.5;5.9
570;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto in hh;Bovengrens 95%-interval;2018;86.3;8.4
571;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto in hh;Bovengrens 95%-interval;2019;85.0;8.7
572;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto in hh;Bovengrens 95%-interval;2020;78.2;3.5
573;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto in hh;Bovengrens 95%-interval;2021;82.2;3.6
574;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto in hh;Bovengrens 95%-interval;2022;83.6;5.5
575;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, personenauto in hh;Bovengrens 95%-interval;2023;84.1;6.8
576;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, geen personenauto in hh;Waarde;2018;84.9;21.5
577;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, geen personenauto in hh;Waarde;2019;82.9;21.9
578;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, geen personenauto in hh;Waarde;2020;72.4;9.7
579;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, geen personenauto in hh;Waarde;2021;79.4;11.8
580;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, geen personenauto in hh;Waarde;2022;79.2;13.4
581;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Rijbewijs, geen personenauto in hh;Waarde;2023;79.5;17.1
