ID;LeeftijdVanDeMoederOp31December;HerkomstlandMoeder;GeboortelandMoeder;Perioden;LevendGeborenKinderen_1
2228;24 jaar;Europese Unie (exclusief Nederland);Moeder geboren in Nederland;2023;59.0
2229;24 jaar;Europese Unie (exclusief Nederland);Moeder geboren buiten Nederland;2021;210.0
2230;24 jaar;Europese Unie (exclusief Nederland);Moeder geboren buiten Nederland;2022;209.0
2231;24 jaar;Europese Unie (exclusief Nederland);Moeder geboren buiten Nederland;2023;205.0
2232;24 jaar;België;Totaal moeders;2021;26.0
2233;24 jaar;België;Totaal moeders;2022;33.0
2234;24 jaar;België;Totaal moeders;2023;27.0
2235;24 jaar;België;Moeder geboren in Nederland;2021;10.0
2236;24 jaar;België;Moeder geboren in Nederland;2022;19.0
2237;24 jaar;België;Moeder geboren in Nederland;2023;14.0
2238;24 jaar;België;Moeder geboren buiten Nederland;2021;16.0
2239;24 jaar;België;Moeder geboren buiten Nederland;2022;14.0
2240;24 jaar;België;Moeder geboren buiten Nederland;2023;13.0
2241;24 jaar;Duitsland;Totaal moeders;2021;27.0
2242;24 jaar;Duitsland;Totaal moeders;2022;40.0
2243;24 jaar;Duitsland;Totaal moeders;2023;31.0
2244;24 jaar;Duitsland;Moeder geboren in Nederland;2021;12.0
2245;24 jaar;Duitsland;Moeder geboren in Nederland;2022;25.0
2246;24 jaar;Duitsland;Moeder geboren in Nederland;2023;15.0
2247;24 jaar;Duitsland;Moeder geboren buiten Nederland;2021;15.0
2248;24 jaar;Duitsland;Moeder geboren buiten Nederland;2022;15.0
2249;24 jaar;Duitsland;Moeder geboren buiten Nederland;2023;16.0
2250;24 jaar;Polen;Totaal moeders;2021;93.0
2251;24 jaar;Polen;Totaal moeders;2022;88.0
2252;24 jaar;Polen;Totaal moeders;2023;75.0
2253;24 jaar;Polen;Moeder geboren in Nederland;2021;4.0
2254;24 jaar;Polen;Moeder geboren in Nederland;2022;4.0
2255;24 jaar;Polen;Moeder geboren in Nederland;2023;3.0
2256;24 jaar;Polen;Moeder geboren buiten Nederland;2021;89.0
2257;24 jaar;Polen;Moeder geboren buiten Nederland;2022;84.0
2258;24 jaar;Polen;Moeder geboren buiten Nederland;2023;72.0
2259;24 jaar;Overig Europa;Totaal moeders;2021;177.0
2260;24 jaar;Overig Europa;Totaal moeders;2022;191.0
2261;24 jaar;Overig Europa;Totaal moeders;2023;193.0
2262;24 jaar;Overig Europa;Moeder geboren in Nederland;2021;57.0
2263;24 jaar;Overig Europa;Moeder geboren in Nederland;2022;50.0
2264;24 jaar;Overig Europa;Moeder geboren in Nederland;2023;51.0
2265;24 jaar;Overig Europa;Moeder geboren buiten Nederland;2021;120.0
2266;24 jaar;Overig Europa;Moeder geboren buiten Nederland;2022;141.0
2267;24 jaar;Overig Europa;Moeder geboren buiten Nederland;2023;142.0
2268;24 jaar;Onbekend herkomstland;Totaal moeders;2021;0.0
2269;24 jaar;Onbekend herkomstland;Totaal moeders;2022;0.0
2270;24 jaar;Onbekend herkomstland;Totaal moeders;2023;0.0
2271;24 jaar;Onbekend herkomstland;Moeder geboren in Nederland;2021;0.0
2272;24 jaar;Onbekend herkomstland;Moeder geboren in Nederland;2022;0.0
2273;24 jaar;Onbekend herkomstland;Moeder geboren in Nederland;2023;0.0
2274;24 jaar;Onbekend herkomstland;Moeder geboren buiten Nederland;2021;0.0
2275;24 jaar;Onbekend herkomstland;Moeder geboren buiten Nederland;2022;0.0
2276;24 jaar;Onbekend herkomstland;Moeder geboren buiten Nederland;2023;0.0
2277;25 jaar;Totaal;Totaal moeders;2021;5060.0
2278;25 jaar;Totaal;Totaal moeders;2022;4755.0
2279;25 jaar;Totaal;Totaal moeders;2023;4700.0
2280;25 jaar;Totaal;Moeder geboren in Nederland;2021;4020.0
2281;25 jaar;Totaal;Moeder geboren in Nederland;2022;3761.0
2282;25 jaar;Totaal;Moeder geboren in Nederland;2023;3647.0
2283;25 jaar;Totaal;Moeder geboren buiten Nederland;2021;1040.0
2284;25 jaar;Totaal;Moeder geboren buiten Nederland;2022;994.0
2285;25 jaar;Totaal;Moeder geboren buiten Nederland;2023;1053.0
2286;25 jaar;Nederland;Totaal moeders;2021;3126.0
2287;25 jaar;Nederland;Totaal moeders;2022;2867.0
2288;25 jaar;Nederland;Totaal moeders;2023;2802.0
2289;25 jaar;Nederland;Moeder geboren in Nederland;2021;3126.0
2290;25 jaar;Nederland;Moeder geboren in Nederland;2022;2867.0
2291;25 jaar;Nederland;Moeder geboren in Nederland;2023;2802.0
2292;25 jaar;Nederland;Moeder geboren buiten Nederland;2021;
2293;25 jaar;Nederland;Moeder geboren buiten Nederland;2022;
2294;25 jaar;Nederland;Moeder geboren buiten Nederland;2023;
2295;25 jaar;Buiten Nederland;Totaal moeders;2021;1934.0
2296;25 jaar;Buiten Nederland;Totaal moeders;2022;1888.0
2297;25 jaar;Buiten Nederland;Totaal moeders;2023;1898.0
2298;25 jaar;Buiten Nederland;Moeder geboren in Nederland;2021;894.0
2299;25 jaar;Buiten Nederland;Moeder geboren in Nederland;2022;894.0
2300;25 jaar;Buiten Nederland;Moeder geboren in Nederland;2023;845.0
2301;25 jaar;Buiten Nederland;Moeder geboren buiten Nederland;2021;1040.0
2302;25 jaar;Buiten Nederland;Moeder geboren buiten Nederland;2022;994.0
2303;25 jaar;Buiten Nederland;Moeder geboren buiten Nederland;2023;1053.0
2304;25 jaar;Europa (exclusief Nederland);Totaal moeders;2021;464.0
2305;25 jaar;Europa (exclusief Nederland);Totaal moeders;2022;429.0
2306;25 jaar;Europa (exclusief Nederland);Totaal moeders;2023;454.0
2307;25 jaar;Europa (exclusief Nederland);Moeder geboren in Nederland;2021;130.0
2308;25 jaar;Europa (exclusief Nederland);Moeder geboren in Nederland;2022;111.0
2309;25 jaar;Europa (exclusief Nederland);Moeder geboren in Nederland;2023;119.0
2310;25 jaar;Europa (exclusief Nederland);Moeder geboren buiten Nederland;2021;334.0
2311;25 jaar;Europa (exclusief Nederland);Moeder geboren buiten Nederland;2022;318.0
2312;25 jaar;Europa (exclusief Nederland);Moeder geboren buiten Nederland;2023;335.0
2313;25 jaar;Buiten Europa;Totaal moeders;2021;1470.0
2314;25 jaar;Buiten Europa;Totaal moeders;2022;1459.0
2315;25 jaar;Buiten Europa;Totaal moeders;2023;1444.0
2316;25 jaar;Buiten Europa;Moeder geboren in Nederland;2021;764.0
2317;25 jaar;Buiten Europa;Moeder geboren in Nederland;2022;783.0
2318;25 jaar;Buiten Europa;Moeder geboren in Nederland;2023;726.0
2319;25 jaar;Buiten Europa;Moeder geboren buiten Nederland;2021;706.0
2320;25 jaar;Buiten Europa;Moeder geboren buiten Nederland;2022;676.0
2321;25 jaar;Buiten Europa;Moeder geboren buiten Nederland;2023;718.0
2322;25 jaar;Indonesië;Totaal moeders;2021;20.0
2323;25 jaar;Indonesië;Totaal moeders;2022;22.0
2324;25 jaar;Indonesië;Totaal moeders;2023;17.0
2325;25 jaar;Indonesië;Moeder geboren in Nederland;2021;16.0
2326;25 jaar;Indonesië;Moeder geboren in Nederland;2022;15.0
2327;25 jaar;Indonesië;Moeder geboren in Nederland;2023;15.0
2328;25 jaar;Indonesië;Moeder geboren buiten Nederland;2021;4.0
2329;25 jaar;Indonesië;Moeder geboren buiten Nederland;2022;7.0
2330;25 jaar;Indonesië;Moeder geboren buiten Nederland;2023;2.0
2331;25 jaar;Marokko;Totaal moeders;2021;319.0
2332;25 jaar;Marokko;Totaal moeders;2022;328.0
2333;25 jaar;Marokko;Totaal moeders;2023;302.0
2334;25 jaar;Marokko;Moeder geboren in Nederland;2021;254.0
2335;25 jaar;Marokko;Moeder geboren in Nederland;2022;250.0
2336;25 jaar;Marokko;Moeder geboren in Nederland;2023;236.0
2337;25 jaar;Marokko;Moeder geboren buiten Nederland;2021;65.0
2338;25 jaar;Marokko;Moeder geboren buiten Nederland;2022;78.0
2339;25 jaar;Marokko;Moeder geboren buiten Nederland;2023;66.0
2340;25 jaar;Nederlandse Cariben;Totaal moeders;2021;103.0
2341;25 jaar;Nederlandse Cariben;Totaal moeders;2022;97.0
2342;25 jaar;Nederlandse Cariben;Totaal moeders;2023;109.0
2343;25 jaar;Nederlandse Cariben;Moeder geboren in Nederland;2021;44.0
2344;25 jaar;Nederlandse Cariben;Moeder geboren in Nederland;2022;46.0
2345;25 jaar;Nederlandse Cariben;Moeder geboren in Nederland;2023;53.0
2346;25 jaar;Nederlandse Cariben;Moeder geboren buiten Nederland;2021;59.0
2347;25 jaar;Nederlandse Cariben;Moeder geboren buiten Nederland;2022;51.0
2348;25 jaar;Nederlandse Cariben;Moeder geboren buiten Nederland;2023;56.0
2349;25 jaar;Suriname;Totaal moeders;2021;149.0
2350;25 jaar;Suriname;Totaal moeders;2022;138.0
2351;25 jaar;Suriname;Totaal moeders;2023;139.0
2352;25 jaar;Suriname;Moeder geboren in Nederland;2021;126.0
2353;25 jaar;Suriname;Moeder geboren in Nederland;2022;111.0
2354;25 jaar;Suriname;Moeder geboren in Nederland;2023;111.0
2355;25 jaar;Suriname;Moeder geboren buiten Nederland;2021;23.0
2356;25 jaar;Suriname;Moeder geboren buiten Nederland;2022;27.0
2357;25 jaar;Suriname;Moeder geboren buiten Nederland;2023;28.0
2358;25 jaar;Turkije;Totaal moeders;2021;251.0
2359;25 jaar;Turkije;Totaal moeders;2022;258.0
2360;25 jaar;Turkije;Totaal moeders;2023;216.0
2361;25 jaar;Turkije;Moeder geboren in Nederland;2021;197.0
2362;25 jaar;Turkije;Moeder geboren in Nederland;2022;211.0
2363;25 jaar;Turkije;Moeder geboren in Nederland;2023;169.0
2364;25 jaar;Turkije;Moeder geboren buiten Nederland;2021;54.0
2365;25 jaar;Turkije;Moeder geboren buiten Nederland;2022;47.0
2366;25 jaar;Turkije;Moeder geboren buiten Nederland;2023;47.0
2367;25 jaar;Afrika (exclusief Marokko);Totaal moeders;2021;198.0
2368;25 jaar;Afrika (exclusief Marokko);Totaal moeders;2022;187.0
2369;25 jaar;Afrika (exclusief Marokko);Totaal moeders;2023;225.0
2370;25 jaar;Afrika (exclusief Marokko);Moeder geboren in Nederland;2021;42.0
2371;25 jaar;Afrika (exclusief Marokko);Moeder geboren in Nederland;2022;54.0
2372;25 jaar;Afrika (exclusief Marokko);Moeder geboren in Nederland;2023;54.0
2373;25 jaar;Afrika (exclusief Marokko);Moeder geboren buiten Nederland;2021;156.0
2374;25 jaar;Afrika (exclusief Marokko);Moeder geboren buiten Nederland;2022;133.0
2375;25 jaar;Afrika (exclusief Marokko);Moeder geboren buiten Nederland;2023;171.0
2376;25 jaar;Amerika en Oceanië (ex. Suriname en N...;Totaal moeders;2021;79.0
2377;25 jaar;Amerika en Oceanië (ex. Suriname en N...;Totaal moeders;2022;70.0
2378;25 jaar;Amerika en Oceanië (ex. Suriname en N...;Totaal moeders;2023;62.0
2379;25 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren in Nederland;2021;38.0
2380;25 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren in Nederland;2022;38.0
2381;25 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren in Nederland;2023;26.0
2382;25 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren buiten Nederland;2021;41.0
2383;25 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren buiten Nederland;2022;32.0
2384;25 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren buiten Nederland;2023;36.0
2385;25 jaar;Azië (exclusief Indonesië en Turkije);Totaal moeders;2021;351.0
2386;25 jaar;Azië (exclusief Indonesië en Turkije);Totaal moeders;2022;359.0
2387;25 jaar;Azië (exclusief Indonesië en Turkije);Totaal moeders;2023;374.0
2388;25 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren in Nederland;2021;47.0
2389;25 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren in Nederland;2022;58.0
2390;25 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren in Nederland;2023;62.0
2391;25 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren buiten Nederland;2021;304.0
2392;25 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren buiten Nederland;2022;301.0
2393;25 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren buiten Nederland;2023;312.0
2394;25 jaar;Afrika;Totaal moeders;2021;517.0
2395;25 jaar;Afrika;Totaal moeders;2022;515.0
2396;25 jaar;Afrika;Totaal moeders;2023;527.0
2397;25 jaar;Afrika;Moeder geboren in Nederland;2021;296.0
2398;25 jaar;Afrika;Moeder geboren in Nederland;2022;304.0
2399;25 jaar;Afrika;Moeder geboren in Nederland;2023;290.0
2400;25 jaar;Afrika;Moeder geboren buiten Nederland;2021;221.0
2401;25 jaar;Afrika;Moeder geboren buiten Nederland;2022;211.0
2402;25 jaar;Afrika;Moeder geboren buiten Nederland;2023;237.0
2403;25 jaar;Amerika;Totaal moeders;2021;323.0
2404;25 jaar;Amerika;Totaal moeders;2022;289.0
2405;25 jaar;Amerika;Totaal moeders;2023;303.0
2406;25 jaar;Amerika;Moeder geboren in Nederland;2021;201.0
2407;25 jaar;Amerika;Moeder geboren in Nederland;2022;179.0
2408;25 jaar;Amerika;Moeder geboren in Nederland;2023;183.0
2409;25 jaar;Amerika;Moeder geboren buiten Nederland;2021;122.0
2410;25 jaar;Amerika;Moeder geboren buiten Nederland;2022;110.0
2411;25 jaar;Amerika;Moeder geboren buiten Nederland;2023;120.0
2412;25 jaar;Azië;Totaal moeders;2021;622.0
2413;25 jaar;Azië;Totaal moeders;2022;639.0
2414;25 jaar;Azië;Totaal moeders;2023;607.0
2415;25 jaar;Azië;Moeder geboren in Nederland;2021;260.0
2416;25 jaar;Azië;Moeder geboren in Nederland;2022;284.0
2417;25 jaar;Azië;Moeder geboren in Nederland;2023;246.0
2418;25 jaar;Azië;Moeder geboren buiten Nederland;2021;362.0
2419;25 jaar;Azië;Moeder geboren buiten Nederland;2022;355.0
2420;25 jaar;Azië;Moeder geboren buiten Nederland;2023;361.0
2421;25 jaar;Oceanië;Totaal moeders;2021;8.0
2422;25 jaar;Oceanië;Totaal moeders;2022;16.0
2423;25 jaar;Oceanië;Totaal moeders;2023;7.0
2424;25 jaar;Oceanië;Moeder geboren in Nederland;2021;7.0
2425;25 jaar;Oceanië;Moeder geboren in Nederland;2022;16.0
2426;25 jaar;Oceanië;Moeder geboren in Nederland;2023;7.0
2427;25 jaar;Oceanië;Moeder geboren buiten Nederland;2021;1.0
2428;25 jaar;Oceanië;Moeder geboren buiten Nederland;2022;0.0
2429;25 jaar;Oceanië;Moeder geboren buiten Nederland;2023;0.0
2430;25 jaar;Europese Unie (exclusief Nederland);Totaal moeders;2021;361.0
2431;25 jaar;Europese Unie (exclusief Nederland);Totaal moeders;2022;326.0
2432;25 jaar;Europese Unie (exclusief Nederland);Totaal moeders;2023;360.0
2433;25 jaar;Europese Unie (exclusief Nederland);Moeder geboren in Nederland;2021;85.0
2434;25 jaar;Europese Unie (exclusief Nederland);Moeder geboren in Nederland;2022;82.0
2435;25 jaar;Europese Unie (exclusief Nederland);Moeder geboren in Nederland;2023;85.0
2436;25 jaar;Europese Unie (exclusief Nederland);Moeder geboren buiten Nederland;2021;276.0
2437;25 jaar;Europese Unie (exclusief Nederland);Moeder geboren buiten Nederland;2022;244.0
2438;25 jaar;Europese Unie (exclusief Nederland);Moeder geboren buiten Nederland;2023;275.0
2439;25 jaar;België;Totaal moeders;2021;28.0
2440;25 jaar;België;Totaal moeders;2022;27.0
2441;25 jaar;België;Totaal moeders;2023;29.0
2442;25 jaar;België;Moeder geboren in Nederland;2021;16.0
2443;25 jaar;België;Moeder geboren in Nederland;2022;15.0
2444;25 jaar;België;Moeder geboren in Nederland;2023;11.0
2445;25 jaar;België;Moeder geboren buiten Nederland;2021;12.0
2446;25 jaar;België;Moeder geboren buiten Nederland;2022;12.0
2447;25 jaar;België;Moeder geboren buiten Nederland;2023;18.0
2448;25 jaar;Duitsland;Totaal moeders;2021;59.0
2449;25 jaar;Duitsland;Totaal moeders;2022;43.0
2450;25 jaar;Duitsland;Totaal moeders;2023;55.0
2451;25 jaar;Duitsland;Moeder geboren in Nederland;2021;41.0
2452;25 jaar;Duitsland;Moeder geboren in Nederland;2022;29.0
2453;25 jaar;Duitsland;Moeder geboren in Nederland;2023;32.0
2454;25 jaar;Duitsland;Moeder geboren buiten Nederland;2021;18.0
2455;25 jaar;Duitsland;Moeder geboren buiten Nederland;2022;14.0
2456;25 jaar;Duitsland;Moeder geboren buiten Nederland;2023;23.0
2457;25 jaar;Polen;Totaal moeders;2021;135.0
2458;25 jaar;Polen;Totaal moeders;2022;113.0
2459;25 jaar;Polen;Totaal moeders;2023;113.0
2460;25 jaar;Polen;Moeder geboren in Nederland;2021;2.0
2461;25 jaar;Polen;Moeder geboren in Nederland;2022;6.0
2462;25 jaar;Polen;Moeder geboren in Nederland;2023;7.0
2463;25 jaar;Polen;Moeder geboren buiten Nederland;2021;133.0
2464;25 jaar;Polen;Moeder geboren buiten Nederland;2022;107.0
2465;25 jaar;Polen;Moeder geboren buiten Nederland;2023;106.0
2466;25 jaar;Overig Europa;Totaal moeders;2021;242.0
2467;25 jaar;Overig Europa;Totaal moeders;2022;246.0
2468;25 jaar;Overig Europa;Totaal moeders;2023;257.0
2469;25 jaar;Overig Europa;Moeder geboren in Nederland;2021;71.0
2470;25 jaar;Overig Europa;Moeder geboren in Nederland;2022;61.0
2471;25 jaar;Overig Europa;Moeder geboren in Nederland;2023;69.0
2472;25 jaar;Overig Europa;Moeder geboren buiten Nederland;2021;171.0
2473;25 jaar;Overig Europa;Moeder geboren buiten Nederland;2022;185.0
2474;25 jaar;Overig Europa;Moeder geboren buiten Nederland;2023;188.0
2475;25 jaar;Onbekend herkomstland;Totaal moeders;2021;0.0
2476;25 jaar;Onbekend herkomstland;Totaal moeders;2022;0.0
2477;25 jaar;Onbekend herkomstland;Totaal moeders;2023;0.0
2478;25 jaar;Onbekend herkomstland;Moeder geboren in Nederland;2021;0.0
2479;25 jaar;Onbekend herkomstland;Moeder geboren in Nederland;2022;0.0
2480;25 jaar;Onbekend herkomstland;Moeder geboren in Nederland;2023;0.0
2481;25 jaar;Onbekend herkomstland;Moeder geboren buiten Nederland;2021;0.0
2482;25 jaar;Onbekend herkomstland;Moeder geboren buiten Nederland;2022;0.0
2483;25 jaar;Onbekend herkomstland;Moeder geboren buiten Nederland;2023;0.0
2484;26 jaar;Totaal;Totaal moeders;2021;6834.0
2485;26 jaar;Totaal;Totaal moeders;2022;6289.0
2486;26 jaar;Totaal;Totaal moeders;2023;6166.0
2487;26 jaar;Totaal;Moeder geboren in Nederland;2021;5561.0
2488;26 jaar;Totaal;Moeder geboren in Nederland;2022;5005.0
2489;26 jaar;Totaal;Moeder geboren in Nederland;2023;4930.0
2490;26 jaar;Totaal;Moeder geboren buiten Nederland;2021;1273.0
2491;26 jaar;Totaal;Moeder geboren buiten Nederland;2022;1284.0
2492;26 jaar;Totaal;Moeder geboren buiten Nederland;2023;1236.0
2493;26 jaar;Nederland;Totaal moeders;2021;4457.0
2494;26 jaar;Nederland;Totaal moeders;2022;3938.0
2495;26 jaar;Nederland;Totaal moeders;2023;3873.0
2496;26 jaar;Nederland;Moeder geboren in Nederland;2021;4457.0
2497;26 jaar;Nederland;Moeder geboren in Nederland;2022;3938.0
2498;26 jaar;Nederland;Moeder geboren in Nederland;2023;3873.0
2499;26 jaar;Nederland;Moeder geboren buiten Nederland;2021;
2500;26 jaar;Nederland;Moeder geboren buiten Nederland;2022;
2501;26 jaar;Nederland;Moeder geboren buiten Nederland;2023;
2502;26 jaar;Buiten Nederland;Totaal moeders;2021;2377.0
2503;26 jaar;Buiten Nederland;Totaal moeders;2022;2351.0
2504;26 jaar;Buiten Nederland;Totaal moeders;2023;2293.0
2505;26 jaar;Buiten Nederland;Moeder geboren in Nederland;2021;1104.0
2506;26 jaar;Buiten Nederland;Moeder geboren in Nederland;2022;1067.0
2507;26 jaar;Buiten Nederland;Moeder geboren in Nederland;2023;1057.0
2508;26 jaar;Buiten Nederland;Moeder geboren buiten Nederland;2021;1273.0
2509;26 jaar;Buiten Nederland;Moeder geboren buiten Nederland;2022;1284.0
2510;26 jaar;Buiten Nederland;Moeder geboren buiten Nederland;2023;1236.0
2511;26 jaar;Europa (exclusief Nederland);Totaal moeders;2021;540.0
2512;26 jaar;Europa (exclusief Nederland);Totaal moeders;2022;506.0
2513;26 jaar;Europa (exclusief Nederland);Totaal moeders;2023;520.0
2514;26 jaar;Europa (exclusief Nederland);Moeder geboren in Nederland;2021;150.0
2515;26 jaar;Europa (exclusief Nederland);Moeder geboren in Nederland;2022;129.0
2516;26 jaar;Europa (exclusief Nederland);Moeder geboren in Nederland;2023;137.0
2517;26 jaar;Europa (exclusief Nederland);Moeder geboren buiten Nederland;2021;390.0
2518;26 jaar;Europa (exclusief Nederland);Moeder geboren buiten Nederland;2022;377.0
2519;26 jaar;Europa (exclusief Nederland);Moeder geboren buiten Nederland;2023;383.0
2520;26 jaar;Buiten Europa;Totaal moeders;2021;1837.0
2521;26 jaar;Buiten Europa;Totaal moeders;2022;1845.0
2522;26 jaar;Buiten Europa;Totaal moeders;2023;1773.0
2523;26 jaar;Buiten Europa;Moeder geboren in Nederland;2021;954.0
2524;26 jaar;Buiten Europa;Moeder geboren in Nederland;2022;938.0
2525;26 jaar;Buiten Europa;Moeder geboren in Nederland;2023;920.0
2526;26 jaar;Buiten Europa;Moeder geboren buiten Nederland;2021;883.0
2527;26 jaar;Buiten Europa;Moeder geboren buiten Nederland;2022;907.0
2528;26 jaar;Buiten Europa;Moeder geboren buiten Nederland;2023;853.0
2529;26 jaar;Indonesië;Totaal moeders;2021;38.0
2530;26 jaar;Indonesië;Totaal moeders;2022;40.0
2531;26 jaar;Indonesië;Totaal moeders;2023;14.0
2532;26 jaar;Indonesië;Moeder geboren in Nederland;2021;30.0
2533;26 jaar;Indonesië;Moeder geboren in Nederland;2022;27.0
2534;26 jaar;Indonesië;Moeder geboren in Nederland;2023;12.0
2535;26 jaar;Indonesië;Moeder geboren buiten Nederland;2021;8.0
2536;26 jaar;Indonesië;Moeder geboren buiten Nederland;2022;13.0
2537;26 jaar;Indonesië;Moeder geboren buiten Nederland;2023;2.0
2538;26 jaar;Marokko;Totaal moeders;2021;402.0
2539;26 jaar;Marokko;Totaal moeders;2022;394.0
2540;26 jaar;Marokko;Totaal moeders;2023;362.0
2541;26 jaar;Marokko;Moeder geboren in Nederland;2021;310.0
2542;26 jaar;Marokko;Moeder geboren in Nederland;2022;287.0
2543;26 jaar;Marokko;Moeder geboren in Nederland;2023;276.0
2544;26 jaar;Marokko;Moeder geboren buiten Nederland;2021;92.0
2545;26 jaar;Marokko;Moeder geboren buiten Nederland;2022;107.0
2546;26 jaar;Marokko;Moeder geboren buiten Nederland;2023;86.0
2547;26 jaar;Nederlandse Cariben;Totaal moeders;2021;116.0
2548;26 jaar;Nederlandse Cariben;Totaal moeders;2022;136.0
2549;26 jaar;Nederlandse Cariben;Totaal moeders;2023;133.0
2550;26 jaar;Nederlandse Cariben;Moeder geboren in Nederland;2021;53.0
2551;26 jaar;Nederlandse Cariben;Moeder geboren in Nederland;2022;55.0
2552;26 jaar;Nederlandse Cariben;Moeder geboren in Nederland;2023;62.0
2553;26 jaar;Nederlandse Cariben;Moeder geboren buiten Nederland;2021;63.0
2554;26 jaar;Nederlandse Cariben;Moeder geboren buiten Nederland;2022;81.0
2555;26 jaar;Nederlandse Cariben;Moeder geboren buiten Nederland;2023;71.0
2556;26 jaar;Suriname;Totaal moeders;2021;164.0
2557;26 jaar;Suriname;Totaal moeders;2022;174.0
2558;26 jaar;Suriname;Totaal moeders;2023;155.0
2559;26 jaar;Suriname;Moeder geboren in Nederland;2021;135.0
2560;26 jaar;Suriname;Moeder geboren in Nederland;2022;150.0
2561;26 jaar;Suriname;Moeder geboren in Nederland;2023;124.0
2562;26 jaar;Suriname;Moeder geboren buiten Nederland;2021;29.0
2563;26 jaar;Suriname;Moeder geboren buiten Nederland;2022;24.0
2564;26 jaar;Suriname;Moeder geboren buiten Nederland;2023;31.0
2565;26 jaar;Turkije;Totaal moeders;2021;328.0
2566;26 jaar;Turkije;Totaal moeders;2022;322.0
2567;26 jaar;Turkije;Totaal moeders;2023;326.0
2568;26 jaar;Turkije;Moeder geboren in Nederland;2021;260.0
2569;26 jaar;Turkije;Moeder geboren in Nederland;2022;263.0
2570;26 jaar;Turkije;Moeder geboren in Nederland;2023;275.0
2571;26 jaar;Turkije;Moeder geboren buiten Nederland;2021;68.0
2572;26 jaar;Turkije;Moeder geboren buiten Nederland;2022;59.0
2573;26 jaar;Turkije;Moeder geboren buiten Nederland;2023;51.0
2574;26 jaar;Afrika (exclusief Marokko);Totaal moeders;2021;285.0
2575;26 jaar;Afrika (exclusief Marokko);Totaal moeders;2022;249.0
2576;26 jaar;Afrika (exclusief Marokko);Totaal moeders;2023;235.0
2577;26 jaar;Afrika (exclusief Marokko);Moeder geboren in Nederland;2021;68.0
2578;26 jaar;Afrika (exclusief Marokko);Moeder geboren in Nederland;2022;62.0
2579;26 jaar;Afrika (exclusief Marokko);Moeder geboren in Nederland;2023;66.0
2580;26 jaar;Afrika (exclusief Marokko);Moeder geboren buiten Nederland;2021;217.0
2581;26 jaar;Afrika (exclusief Marokko);Moeder geboren buiten Nederland;2022;187.0
2582;26 jaar;Afrika (exclusief Marokko);Moeder geboren buiten Nederland;2023;169.0
2583;26 jaar;Amerika en Oceanië (ex. Suriname en N...;Totaal moeders;2021;101.0
2584;26 jaar;Amerika en Oceanië (ex. Suriname en N...;Totaal moeders;2022;101.0
2585;26 jaar;Amerika en Oceanië (ex. Suriname en N...;Totaal moeders;2023;86.0
2586;26 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren in Nederland;2021;47.0
2587;26 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren in Nederland;2022;34.0
2588;26 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren in Nederland;2023;40.0
2589;26 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren buiten Nederland;2021;54.0
2590;26 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren buiten Nederland;2022;67.0
2591;26 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren buiten Nederland;2023;46.0
2592;26 jaar;Azië (exclusief Indonesië en Turkije);Totaal moeders;2021;403.0
2593;26 jaar;Azië (exclusief Indonesië en Turkije);Totaal moeders;2022;429.0
2594;26 jaar;Azië (exclusief Indonesië en Turkije);Totaal moeders;2023;462.0
2595;26 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren in Nederland;2021;51.0
2596;26 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren in Nederland;2022;60.0
2597;26 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren in Nederland;2023;65.0
2598;26 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren buiten Nederland;2021;352.0
2599;26 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren buiten Nederland;2022;369.0
2600;26 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren buiten Nederland;2023;397.0
2601;26 jaar;Afrika;Totaal moeders;2021;687.0
2602;26 jaar;Afrika;Totaal moeders;2022;643.0
2603;26 jaar;Afrika;Totaal moeders;2023;597.0
2604;26 jaar;Afrika;Moeder geboren in Nederland;2021;378.0
2605;26 jaar;Afrika;Moeder geboren in Nederland;2022;349.0
2606;26 jaar;Afrika;Moeder geboren in Nederland;2023;342.0
2607;26 jaar;Afrika;Moeder geboren buiten Nederland;2021;309.0
