ID;Zorgfinanciering;BatenVanFinancieringsvormenZorg;Zorgfuncties;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
2138;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal uitgaven gezondheidszorg;2011;7201
2139;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal uitgaven gezondheidszorg;2012;7858
2140;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal uitgaven gezondheidszorg;2013;8928
2141;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal uitgaven gezondheidszorg;2014;9125
2142;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal uitgaven gezondheidszorg;2015;9039
2143;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal uitgaven gezondheidszorg;2016;9252
2144;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal uitgaven gezondheidszorg;2017;9307
2145;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal uitgaven gezondheidszorg;2018;9518
2146;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal uitgaven gezondheidszorg;2019;9823
2147;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal uitgaven gezondheidszorg;2020;9593
2148;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal uitgaven gezondheidszorg;2021;10481
2149;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal uitgaven gezondheidszorg;2022;11139
2150;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;1998;317
2151;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;1999;334
2152;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2000;340
2153;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2001;356
2154;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2002;390
2155;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2003;381
2156;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2004;435
2157;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2005;443
2158;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2006;299
2159;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2007;425
2160;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2008;443
2161;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2009;479
2162;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2010;568
2163;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2011;628
2164;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2012;634
2165;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2013;663
2166;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2014;725
2167;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2015;785
2168;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2016;734
2169;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2017;677
2170;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2018;659
2171;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2019;620
2172;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2020;674
2173;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2021;690
2174;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Totaal gezondheidsverwante uitgaven;2022;722
2175;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;1998;992
2176;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;1999;1147
2177;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2000;1385
2178;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2001;1573
2179;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2002;2007
2180;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2003;2345
2181;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2004;2535
2182;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2005;2179
2183;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2006;2101
2184;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2007;1570
2185;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2008;1583
2186;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2009;1704
2187;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2010;1845
2188;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2011;2108
2189;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2012;2467
2190;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2013;2512
2191;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2014;2275
2192;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2015;2304
2193;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2016;2371
2194;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2017;2436
2195;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2018;2566
2196;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2019;2786
2197;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2020;2510
2198;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2021;2742
2199;Totaal alle financieringsvormen;FS.6  Overige binnenlandse opbr. n.e.g.;Overige zorg en welzijn;2022;3400
2200;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;1998;4245
2201;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;1999;4586
2202;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2000;4838
2203;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2001;5105
2204;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2002;5361
2205;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2003;5701
2206;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2004;6215
2207;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2005;6317
2208;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2006;5708
2209;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2007;5955
2210;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2008;7411
2211;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2009;7285
2212;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2010;7730
2213;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2011;8449
2214;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2012;9415
2215;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2013;10640
2216;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2014;10568
2217;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2015;10488
2218;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2016;10639
2219;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2017;10632
2220;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2018;10853
2221;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2019;11191
2222;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2020;10681
2223;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2021;11613
2224;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven zorg en welzijn;2022;12879
2225;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;1998;3434
2226;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;1999;3645
2227;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2000;3843
2228;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2001;4065
2229;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2002;4253
2230;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2003;4461
2231;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2004;4803
2232;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2005;4954
2233;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2006;4420
2234;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2007;4422
2235;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2008;5958
2236;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2009;5663
2237;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2010;5904
2238;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2011;6311
2239;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2012;6944
2240;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2013;8063
2241;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2014;8223
2242;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2015;8040
2243;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2016;8222
2244;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2017;8244
2245;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2018;8369
2246;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2019;8594
2247;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2020;8297
2248;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2021;9075
2249;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal uitgaven gezondheidszorg;2022;9704
2250;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;1998;269
2251;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;1999;277
2252;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2000;277
2253;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2001;274
2254;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2002;282
2255;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2003;290
2256;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2004;343
2257;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2005;364
2258;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2006;254
2259;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2007;377
2260;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2008;387
2261;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2009;422
2262;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2010;502
2263;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2011;566
2264;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2012;573
2265;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2013;605
2266;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2014;615
2267;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2015;681
2268;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2016;622
2269;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2017;559
2270;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2018;555
2271;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2019;508
2272;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2020;554
2273;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2021;546
2274;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Totaal gezondheidsverwante uitgaven;2022;569
2275;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;1998;543
2276;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;1999;663
2277;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2000;718
2278;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2001;766
2279;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2002;826
2280;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2003;950
2281;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2004;1069
2282;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2005;999
2283;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2006;1035
2284;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2007;1157
2285;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2008;1066
2286;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2009;1200
2287;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2010;1325
2288;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2011;1572
2289;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2012;1898
2290;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2013;1972
2291;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2014;1731
2292;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2015;1767
2293;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2016;1794
2294;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2017;1829
2295;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2018;1930
2296;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2019;2089
2297;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2020;1830
2298;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2021;1993
2299;Totaal alle financieringsvormen;FS.6.1 Overige opbrengsten van huish...;Overige zorg en welzijn;2022;2606
2300;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;1998;1162
2301;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;1999;1310
2302;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2000;1509
2303;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2001;1718
2304;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2002;2134
2305;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2003;2341
2306;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2004;2407
2307;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2005;2141
2308;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2006;1910
2309;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2007;1310
2310;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2008;1348
2311;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2009;1458
2312;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2010;1487
2313;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2011;1489
2314;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2012;1544
2315;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2013;1464
2316;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2014;1555
2317;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2015;1639
2318;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2016;1720
2319;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2017;1788
2320;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2018;1889
2321;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2019;2038
2322;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2020;2096
2323;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2021;2298
2324;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2022;2382
2325;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;1998;665
2326;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;1999;770
2327;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2000;779
2328;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2001;829
2329;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2002;845
2330;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2003;855
2331;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2004;850
2332;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2005;881
2333;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2006;799
2334;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2007;849
2335;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2008;775
2336;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2009;897
2337;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2010;901
2338;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2011;890
2339;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2012;914
2340;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2013;865
2341;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2014;901
2342;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2015;999
2343;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2016;1031
2344;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2017;1063
2345;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2018;1149
2346;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2019;1229
2347;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2020;1296
2348;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2021;1406
2349;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2022;1435
2350;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;1998;48
2351;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;1999;57
2352;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2000;63
2353;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2001;82
2354;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2002;108
2355;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2003;91
2356;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2004;92
2357;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2005;79
2358;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2006;45
2359;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2007;48
2360;Totaal alle financieringsvormen;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2008;56
