ID;BedrijfstakkenBranchesSBI2008;Bedrijfsomvang;Perioden;BedrijvenMetOmzetstijging_1;BedrijvenMetOmzetdaling_2;BedrijvenMetOmzetStabiel_3;BedrijvenMetSnelleOmzetstijging_4;BedrijvenMetSnelleOmzetdaling_5
2720;15 Leer- en schoenenindustrie;50 tot 100 werkzame personen;2009 1e kwartaal;;;;;
2721;15 Leer- en schoenenindustrie;50 tot 100 werkzame personen;2009 2e kwartaal;;;;;
2722;15 Leer- en schoenenindustrie;50 tot 100 werkzame personen;2009 3e kwartaal;;;;;
2723;15 Leer- en schoenenindustrie;50 tot 100 werkzame personen;2009 4e kwartaal;;;;;
2724;15 Leer- en schoenenindustrie;50 tot 100 werkzame personen;2010 1e kwartaal;;;;;
2725;15 Leer- en schoenenindustrie;50 tot 100 werkzame personen;2010 2e kwartaal;;;;;
2726;15 Leer- en schoenenindustrie;50 tot 100 werkzame personen;2010 3e kwartaal;;;;;
2727;15 Leer- en schoenenindustrie;50 tot 100 werkzame personen;2010 4e kwartaal;;;;;
2728;15 Leer- en schoenenindustrie;50 tot 100 werkzame personen;2011 1e kwartaal;;;;;
2729;15 Leer- en schoenenindustrie;50 tot 100 werkzame personen;2011 2e kwartaal;;;;;
2730;15 Leer- en schoenenindustrie;50 tot 100 werkzame personen;2011 3e kwartaal;;;;;
2731;15 Leer- en schoenenindustrie;50 tot 100 werkzame personen;2011 4e kwartaal;;;;;
2732;15 Leer- en schoenenindustrie;50 tot 100 werkzame personen;2012 1e kwartaal;;;;;
2733;15 Leer- en schoenenindustrie;50 tot 100 werkzame personen;2012 2e kwartaal;;;;;
2734;15 Leer- en schoenenindustrie;50 tot 100 werkzame personen;2012 3e kwartaal;;;;;
2735;15 Leer- en schoenenindustrie;50 tot 100 werkzame personen;2012 4e kwartaal;;;;;
2736;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2004 1e kwartaal;;;;;
2737;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2004 2e kwartaal;;;;;
2738;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2004 3e kwartaal;;;;;
2739;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2004 4e kwartaal;;;;;
2740;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2005 1e kwartaal;;;;;
2741;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2005 2e kwartaal;;;;;
2742;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2005 3e kwartaal;;;;;
2743;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2005 4e kwartaal;;;;;
2744;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2006 1e kwartaal;;;;;
2745;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2006 2e kwartaal;;;;;
2746;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2006 3e kwartaal;;;;;
2747;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2006 4e kwartaal;;;;;
2748;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2007 1e kwartaal;;;;;
2749;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2007 2e kwartaal;;;;;
2750;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2007 3e kwartaal;;;;;
2751;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2007 4e kwartaal;;;;;
2752;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2008 1e kwartaal;;;;;
2753;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2008 2e kwartaal;;;;;
2754;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2008 3e kwartaal;;;;;
2755;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2008 4e kwartaal;;;;;
2756;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2009 1e kwartaal;;;;;
2757;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2009 2e kwartaal;;;;;
2758;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2009 3e kwartaal;;;;;
2759;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2009 4e kwartaal;;;;;
2760;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2010 1e kwartaal;;;;;
2761;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2010 2e kwartaal;;;;;
2762;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2010 3e kwartaal;;;;;
2763;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2010 4e kwartaal;;;;;
2764;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2011 1e kwartaal;;;;;
2765;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2011 2e kwartaal;;;;;
2766;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2011 3e kwartaal;;;;;
2767;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2011 4e kwartaal;;;;;
2768;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2012 1e kwartaal;;;;;
2769;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2012 2e kwartaal;;;;;
2770;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2012 3e kwartaal;;;;;
2771;15 Leer- en schoenenindustrie;100 tot 250 werkzame personen;2012 4e kwartaal;;;;;
2772;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2004 1e kwartaal;;;;;
2773;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2004 2e kwartaal;;;;;
2774;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2004 3e kwartaal;;;;;
2775;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2004 4e kwartaal;;;;;
2776;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2005 1e kwartaal;;;;;
2777;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2005 2e kwartaal;;;;;
2778;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2005 3e kwartaal;;;;;
2779;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2005 4e kwartaal;;;;;
2780;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2006 1e kwartaal;;;;;
2781;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2006 2e kwartaal;;;;;
2782;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2006 3e kwartaal;;;;;
2783;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2006 4e kwartaal;;;;;
2784;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2007 1e kwartaal;;;;;
2785;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2007 2e kwartaal;;;;;
2786;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2007 3e kwartaal;;;;;
2787;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2007 4e kwartaal;;;;;
2788;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2008 1e kwartaal;;;;;
2789;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2008 2e kwartaal;;;;;
2790;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2008 3e kwartaal;;;;;
2791;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2008 4e kwartaal;;;;;
2792;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2009 1e kwartaal;;;;;
2793;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2009 2e kwartaal;;;;;
2794;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2009 3e kwartaal;;;;;
2795;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2009 4e kwartaal;;;;;
2796;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2010 1e kwartaal;;;;;
2797;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2010 2e kwartaal;;;;;
2798;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2010 3e kwartaal;;;;;
2799;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2010 4e kwartaal;;;;;
2800;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2011 1e kwartaal;;;;;
2801;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2011 2e kwartaal;;;;;
2802;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2011 3e kwartaal;;;;;
2803;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2011 4e kwartaal;;;;;
2804;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2012 1e kwartaal;;;;;
2805;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2012 2e kwartaal;;;;;
2806;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2012 3e kwartaal;;;;;
2807;15 Leer- en schoenenindustrie;250 of meer werkzame personen;2012 4e kwartaal;;;;;
2808;16 Houtindustrie;1 werkzame persoon;2004 1e kwartaal;53.0;46.0;1.0;37.0;29.0
2809;16 Houtindustrie;1 werkzame persoon;2004 2e kwartaal;50.0;49.0;1.0;35.0;32.0
2810;16 Houtindustrie;1 werkzame persoon;2004 3e kwartaal;53.0;46.0;1.0;38.0;28.0
2811;16 Houtindustrie;1 werkzame persoon;2004 4e kwartaal;51.0;48.0;1.0;34.0;31.0
2812;16 Houtindustrie;1 werkzame persoon;2005 1e kwartaal;45.0;53.0;2.0;31.0;35.0
2813;16 Houtindustrie;1 werkzame persoon;2005 2e kwartaal;51.0;48.0;1.0;35.0;25.0
2814;16 Houtindustrie;1 werkzame persoon;2005 3e kwartaal;49.0;50.0;1.0;37.0;32.0
2815;16 Houtindustrie;1 werkzame persoon;2005 4e kwartaal;54.0;45.0;2.0;37.0;29.0
2816;16 Houtindustrie;1 werkzame persoon;2006 1e kwartaal;53.0;46.0;1.0;40.0;26.0
2817;16 Houtindustrie;1 werkzame persoon;2006 2e kwartaal;55.0;43.0;1.0;41.0;27.0
2818;16 Houtindustrie;1 werkzame persoon;2006 3e kwartaal;56.0;44.0;1.0;43.0;26.0
2819;16 Houtindustrie;1 werkzame persoon;2006 4e kwartaal;57.0;42.0;1.0;41.0;28.0
2820;16 Houtindustrie;1 werkzame persoon;2007 1e kwartaal;54.0;44.0;2.0;40.0;26.0
2821;16 Houtindustrie;1 werkzame persoon;2007 2e kwartaal;53.0;45.0;2.0;36.0;26.0
2822;16 Houtindustrie;1 werkzame persoon;2007 3e kwartaal;58.0;40.0;2.0;44.0;27.0
2823;16 Houtindustrie;1 werkzame persoon;2007 4e kwartaal;55.0;44.0;1.0;36.0;25.0
2824;16 Houtindustrie;1 werkzame persoon;2008 1e kwartaal;50.0;48.0;2.0;35.0;31.0
2825;16 Houtindustrie;1 werkzame persoon;2008 2e kwartaal;48.0;50.0;2.0;32.0;33.0
2826;16 Houtindustrie;1 werkzame persoon;2008 3e kwartaal;46.0;52.0;1.0;33.0;32.0
2827;16 Houtindustrie;1 werkzame persoon;2008 4e kwartaal;47.0;52.0;2.0;31.0;35.0
2828;16 Houtindustrie;1 werkzame persoon;2009 1e kwartaal;43.0;55.0;2.0;32.0;41.0
2829;16 Houtindustrie;1 werkzame persoon;2009 2e kwartaal;41.0;57.0;2.0;26.0;39.0
2830;16 Houtindustrie;1 werkzame persoon;2009 3e kwartaal;40.0;58.0;2.0;26.0;41.0
2831;16 Houtindustrie;1 werkzame persoon;2009 4e kwartaal;41.0;58.0;1.0;25.0;40.0
2832;16 Houtindustrie;1 werkzame persoon;2010 1e kwartaal;38.0;60.0;2.0;25.0;42.0
2833;16 Houtindustrie;1 werkzame persoon;2010 2e kwartaal;45.0;52.0;2.0;33.0;34.0
2834;16 Houtindustrie;1 werkzame persoon;2010 3e kwartaal;49.0;49.0;2.0;34.0;31.0
2835;16 Houtindustrie;1 werkzame persoon;2010 4e kwartaal;50.0;48.0;2.0;35.0;31.0
2836;16 Houtindustrie;1 werkzame persoon;2011 1e kwartaal;58.0;40.0;1.0;41.0;25.0
2837;16 Houtindustrie;1 werkzame persoon;2011 2e kwartaal;54.0;44.0;2.0;40.0;28.0
2838;16 Houtindustrie;1 werkzame persoon;2011 3e kwartaal;53.0;45.0;2.0;37.0;29.0
2839;16 Houtindustrie;1 werkzame persoon;2011 4e kwartaal;48.0;50.0;2.0;31.0;33.0
2840;16 Houtindustrie;1 werkzame persoon;2012 1e kwartaal;41.0;58.0;1.0;27.0;42.0
2841;16 Houtindustrie;1 werkzame persoon;2012 2e kwartaal;41.0;57.0;2.0;27.0;38.0
2842;16 Houtindustrie;1 werkzame persoon;2012 3e kwartaal;42.0;57.0;1.0;29.0;40.0
2843;16 Houtindustrie;1 werkzame persoon;2012 4e kwartaal;36.0;63.0;1.0;25.0;42.0
2844;16 Houtindustrie;2 tot 10 werkzame personen;2004 1e kwartaal;51.0;48.0;1.0;31.0;26.0
2845;16 Houtindustrie;2 tot 10 werkzame personen;2004 2e kwartaal;50.0;49.0;1.0;27.0;23.0
2846;16 Houtindustrie;2 tot 10 werkzame personen;2004 3e kwartaal;48.0;51.0;1.0;29.0;24.0
2847;16 Houtindustrie;2 tot 10 werkzame personen;2004 4e kwartaal;48.0;49.0;3.0;27.0;29.0
2848;16 Houtindustrie;2 tot 10 werkzame personen;2005 1e kwartaal;44.0;55.0;1.0;26.0;30.0
2849;16 Houtindustrie;2 tot 10 werkzame personen;2005 2e kwartaal;51.0;47.0;1.0;29.0;23.0
2850;16 Houtindustrie;2 tot 10 werkzame personen;2005 3e kwartaal;52.0;47.0;2.0;31.0;24.0
2851;16 Houtindustrie;2 tot 10 werkzame personen;2005 4e kwartaal;55.0;43.0;2.0;32.0;21.0
2852;16 Houtindustrie;2 tot 10 werkzame personen;2006 1e kwartaal;59.0;39.0;1.0;38.0;18.0
2853;16 Houtindustrie;2 tot 10 werkzame personen;2006 2e kwartaal;60.0;39.0;1.0;35.0;19.0
2854;16 Houtindustrie;2 tot 10 werkzame personen;2006 3e kwartaal;54.0;45.0;1.0;34.0;21.0
2855;16 Houtindustrie;2 tot 10 werkzame personen;2006 4e kwartaal;60.0;39.0;1.0;37.0;19.0
2856;16 Houtindustrie;2 tot 10 werkzame personen;2007 1e kwartaal;60.0;39.0;1.0;39.0;17.0
2857;16 Houtindustrie;2 tot 10 werkzame personen;2007 2e kwartaal;57.0;41.0;2.0;39.0;19.0
2858;16 Houtindustrie;2 tot 10 werkzame personen;2007 3e kwartaal;60.0;38.0;2.0;38.0;20.0
2859;16 Houtindustrie;2 tot 10 werkzame personen;2007 4e kwartaal;54.0;45.0;1.0;31.0;22.0
2860;16 Houtindustrie;2 tot 10 werkzame personen;2008 1e kwartaal;54.0;45.0;1.0;33.0;21.0
2861;16 Houtindustrie;2 tot 10 werkzame personen;2008 2e kwartaal;52.0;46.0;1.0;30.0;23.0
2862;16 Houtindustrie;2 tot 10 werkzame personen;2008 3e kwartaal;49.0;50.0;2.0;28.0;23.0
2863;16 Houtindustrie;2 tot 10 werkzame personen;2008 4e kwartaal;44.0;55.0;1.0;27.0;27.0
2864;16 Houtindustrie;2 tot 10 werkzame personen;2009 1e kwartaal;38.0;61.0;1.0;19.0;38.0
2865;16 Houtindustrie;2 tot 10 werkzame personen;2009 2e kwartaal;30.0;69.0;1.0;15.0;43.0
2866;16 Houtindustrie;2 tot 10 werkzame personen;2009 3e kwartaal;29.0;70.0;1.0;16.0;46.0
2867;16 Houtindustrie;2 tot 10 werkzame personen;2009 4e kwartaal;29.0;69.0;2.0;14.0;41.0
2868;16 Houtindustrie;2 tot 10 werkzame personen;2010 1e kwartaal;36.0;63.0;1.0;19.0;41.0
2869;16 Houtindustrie;2 tot 10 werkzame personen;2010 2e kwartaal;45.0;55.0;1.0;25.0;25.0
2870;16 Houtindustrie;2 tot 10 werkzame personen;2010 3e kwartaal;50.0;49.0;1.0;30.0;28.0
2871;16 Houtindustrie;2 tot 10 werkzame personen;2010 4e kwartaal;53.0;45.0;2.0;31.0;22.0
2872;16 Houtindustrie;2 tot 10 werkzame personen;2011 1e kwartaal;58.0;40.0;2.0;36.0;21.0
2873;16 Houtindustrie;2 tot 10 werkzame personen;2011 2e kwartaal;57.0;41.0;2.0;35.0;19.0
2874;16 Houtindustrie;2 tot 10 werkzame personen;2011 3e kwartaal;57.0;41.0;2.0;37.0;22.0
2875;16 Houtindustrie;2 tot 10 werkzame personen;2011 4e kwartaal;48.0;50.0;2.0;28.0;25.0
2876;16 Houtindustrie;2 tot 10 werkzame personen;2012 1e kwartaal;43.0;55.0;1.0;26.0;30.0
2877;16 Houtindustrie;2 tot 10 werkzame personen;2012 2e kwartaal;36.0;63.0;1.0;18.0;37.0
2878;16 Houtindustrie;2 tot 10 werkzame personen;2012 3e kwartaal;41.0;58.0;1.0;22.0;33.0
2879;16 Houtindustrie;2 tot 10 werkzame personen;2012 4e kwartaal;33.0;65.0;2.0;17.0;41.0
2880;16 Houtindustrie;10 tot 50 werkzame personen;2004 1e kwartaal;59.0;40.0;1.0;34.0;12.0
2881;16 Houtindustrie;10 tot 50 werkzame personen;2004 2e kwartaal;52.0;46.0;2.0;19.0;15.0
2882;16 Houtindustrie;10 tot 50 werkzame personen;2004 3e kwartaal;59.0;40.0;1.0;25.0;17.0
2883;16 Houtindustrie;10 tot 50 werkzame personen;2004 4e kwartaal;;;;;
2884;16 Houtindustrie;10 tot 50 werkzame personen;2005 1e kwartaal;48.0;52.0;0.0;26.0;18.0
2885;16 Houtindustrie;10 tot 50 werkzame personen;2005 2e kwartaal;62.0;37.0;1.0;33.0;12.0
2886;16 Houtindustrie;10 tot 50 werkzame personen;2005 3e kwartaal;61.0;37.0;2.0;29.0;12.0
2887;16 Houtindustrie;10 tot 50 werkzame personen;2005 4e kwartaal;57.0;42.0;2.0;27.0;12.0
2888;16 Houtindustrie;10 tot 50 werkzame personen;2006 1e kwartaal;66.0;33.0;1.0;37.0;16.0
2889;16 Houtindustrie;10 tot 50 werkzame personen;2006 2e kwartaal;58.0;39.0;3.0;26.0;11.0
2890;16 Houtindustrie;10 tot 50 werkzame personen;2006 3e kwartaal;61.0;36.0;2.0;33.0;13.0
2891;16 Houtindustrie;10 tot 50 werkzame personen;2006 4e kwartaal;75.0;24.0;1.0;45.0;10.0
2892;16 Houtindustrie;10 tot 50 werkzame personen;2007 1e kwartaal;74.0;26.0;0.0;48.0;6.0
2893;16 Houtindustrie;10 tot 50 werkzame personen;2007 2e kwartaal;78.0;22.0;0.0;45.0;8.0
2894;16 Houtindustrie;10 tot 50 werkzame personen;2007 3e kwartaal;64.0;35.0;1.0;36.0;16.0
2895;16 Houtindustrie;10 tot 50 werkzame personen;2007 4e kwartaal;61.0;37.0;2.0;29.0;14.0
2896;16 Houtindustrie;10 tot 50 werkzame personen;2008 1e kwartaal;50.0;49.0;1.0;22.0;20.0
2897;16 Houtindustrie;10 tot 50 werkzame personen;2008 2e kwartaal;50.0;49.0;1.0;16.0;16.0
2898;16 Houtindustrie;10 tot 50 werkzame personen;2008 3e kwartaal;49.0;48.0;2.0;26.0;16.0
2899;16 Houtindustrie;10 tot 50 werkzame personen;2008 4e kwartaal;37.0;63.0;1.0;17.0;25.0
2900;16 Houtindustrie;10 tot 50 werkzame personen;2009 1e kwartaal;27.0;72.0;1.0;13.0;44.0
2901;16 Houtindustrie;10 tot 50 werkzame personen;2009 2e kwartaal;25.0;74.0;1.0;13.0;43.0
2902;16 Houtindustrie;10 tot 50 werkzame personen;2009 3e kwartaal;24.0;75.0;1.0;16.0;
2903;16 Houtindustrie;10 tot 50 werkzame personen;2009 4e kwartaal;;;;11.0;
2904;16 Houtindustrie;10 tot 50 werkzame personen;2010 1e kwartaal;27.0;73.0;0.0;17.0;
2905;16 Houtindustrie;10 tot 50 werkzame personen;2010 2e kwartaal;;;;21.0;33.0
2906;16 Houtindustrie;10 tot 50 werkzame personen;2010 3e kwartaal;;;;26.0;17.0
2907;16 Houtindustrie;10 tot 50 werkzame personen;2010 4e kwartaal;;;;32.0;23.0
2908;16 Houtindustrie;10 tot 50 werkzame personen;2011 1e kwartaal;;;;;15.0
2909;16 Houtindustrie;10 tot 50 werkzame personen;2011 2e kwartaal;;;;;15.0
2910;16 Houtindustrie;10 tot 50 werkzame personen;2011 3e kwartaal;;;;;17.0
2911;16 Houtindustrie;10 tot 50 werkzame personen;2011 4e kwartaal;;;;;
2912;16 Houtindustrie;10 tot 50 werkzame personen;2012 1e kwartaal;;;;19.0;24.0
2913;16 Houtindustrie;10 tot 50 werkzame personen;2012 2e kwartaal;27.0;70.0;3.0;8.0;
2914;16 Houtindustrie;10 tot 50 werkzame personen;2012 3e kwartaal;;;;22.0;
2915;16 Houtindustrie;10 tot 50 werkzame personen;2012 4e kwartaal;30.0;69.0;1.0;13.0;34.0
2916;16 Houtindustrie;50 tot 100 werkzame personen;2004 1e kwartaal;47.0;51.0;3.0;17.0;
2917;16 Houtindustrie;50 tot 100 werkzame personen;2004 2e kwartaal;51.0;49.0;0.0;12.0;8.0
2918;16 Houtindustrie;50 tot 100 werkzame personen;2004 3e kwartaal;63.0;37.0;0.0;;13.0
2919;16 Houtindustrie;50 tot 100 werkzame personen;2004 4e kwartaal;66.0;34.0;0.0;29.0;16.0
2920;16 Houtindustrie;50 tot 100 werkzame personen;2005 1e kwartaal;56.0;41.0;3.0;;
2921;16 Houtindustrie;50 tot 100 werkzame personen;2005 2e kwartaal;64.0;34.0;3.0;;6.0
2922;16 Houtindustrie;50 tot 100 werkzame personen;2005 3e kwartaal;63.0;31.0;5.0;23.0;10.0
2923;16 Houtindustrie;50 tot 100 werkzame personen;2005 4e kwartaal;52.0;42.0;6.0;17.0;16.0
2924;16 Houtindustrie;50 tot 100 werkzame personen;2006 1e kwartaal;58.0;42.0;0.0;;10.0
2925;16 Houtindustrie;50 tot 100 werkzame personen;2006 2e kwartaal;55.0;42.0;2.0;;5.0
2926;16 Houtindustrie;50 tot 100 werkzame personen;2006 3e kwartaal;62.0;38.0;0.0;;11.0
2927;16 Houtindustrie;50 tot 100 werkzame personen;2006 4e kwartaal;88.0;12.0;0.0;;3.0
2928;16 Houtindustrie;50 tot 100 werkzame personen;2007 1e kwartaal;72.0;23.0;6.0;;6.0
2929;16 Houtindustrie;50 tot 100 werkzame personen;2007 2e kwartaal;78.0;22.0;0.0;;3.0
2930;16 Houtindustrie;50 tot 100 werkzame personen;2007 3e kwartaal;70.0;30.0;0.0;;3.0
2931;16 Houtindustrie;50 tot 100 werkzame personen;2007 4e kwartaal;72.0;24.0;3.0;;11.0
2932;16 Houtindustrie;50 tot 100 werkzame personen;2008 1e kwartaal;59.0;38.0;2.0;26.0;15.0
2933;16 Houtindustrie;50 tot 100 werkzame personen;2008 2e kwartaal;70.0;30.0;0.0;20.0;8.0
2934;16 Houtindustrie;50 tot 100 werkzame personen;2008 3e kwartaal;50.0;47.0;3.0;17.0;15.0
2935;16 Houtindustrie;50 tot 100 werkzame personen;2008 4e kwartaal;26.0;74.0;0.0;12.0;28.0
2936;16 Houtindustrie;50 tot 100 werkzame personen;2009 1e kwartaal;29.0;71.0;0.0;14.0;39.0
2937;16 Houtindustrie;50 tot 100 werkzame personen;2009 2e kwartaal;25.0;75.0;0.0;7.0;39.0
2938;16 Houtindustrie;50 tot 100 werkzame personen;2009 3e kwartaal;25.0;75.0;0.0;9.0;46.0
2939;16 Houtindustrie;50 tot 100 werkzame personen;2009 4e kwartaal;21.0;79.0;0.0;7.0;41.0
2940;16 Houtindustrie;50 tot 100 werkzame personen;2010 1e kwartaal;20.0;80.0;0.0;10.0;
2941;16 Houtindustrie;50 tot 100 werkzame personen;2010 2e kwartaal;46.0;54.0;0.0;;
2942;16 Houtindustrie;50 tot 100 werkzame personen;2010 3e kwartaal;51.0;49.0;0.0;;10.0
2943;16 Houtindustrie;50 tot 100 werkzame personen;2010 4e kwartaal;64.0;32.0;4.0;;8.0
2944;16 Houtindustrie;50 tot 100 werkzame personen;2011 1e kwartaal;77.0;23.0;0.0;46.0;10.0
2945;16 Houtindustrie;50 tot 100 werkzame personen;2011 2e kwartaal;58.0;40.0;2.0;32.0;13.0
2946;16 Houtindustrie;50 tot 100 werkzame personen;2011 3e kwartaal;59.0;41.0;0.0;26.0;20.0
2947;16 Houtindustrie;50 tot 100 werkzame personen;2011 4e kwartaal;58.0;36.0;6.0;;12.0
2948;16 Houtindustrie;50 tot 100 werkzame personen;2012 1e kwartaal;48.0;52.0;0.0;;
2949;16 Houtindustrie;50 tot 100 werkzame personen;2012 2e kwartaal;51.0;46.0;3.0;;14.0
2950;16 Houtindustrie;50 tot 100 werkzame personen;2012 3e kwartaal;44.0;53.0;3.0;;
2951;16 Houtindustrie;50 tot 100 werkzame personen;2012 4e kwartaal;33.0;65.0;2.0;10.0;29.0
2952;16 Houtindustrie;100 tot 250 werkzame personen;2004 1e kwartaal;100.0;0.0;0.0;;0.0
2953;16 Houtindustrie;100 tot 250 werkzame personen;2004 2e kwartaal;52.0;48.0;0.0;;7.0
2954;16 Houtindustrie;100 tot 250 werkzame personen;2004 3e kwartaal;34.0;66.0;0.0;;12.0
2955;16 Houtindustrie;100 tot 250 werkzame personen;2004 4e kwartaal;57.0;42.0;0.0;;
2956;16 Houtindustrie;100 tot 250 werkzame personen;2005 1e kwartaal;;;;6.0;
2957;16 Houtindustrie;100 tot 250 werkzame personen;2005 2e kwartaal;;;;;6.0
2958;16 Houtindustrie;100 tot 250 werkzame personen;2005 3e kwartaal;58.0;42.0;0.0;;6.0
2959;16 Houtindustrie;100 tot 250 werkzame personen;2005 4e kwartaal;48.0;52.0;0.0;;7.0
2960;16 Houtindustrie;100 tot 250 werkzame personen;2006 1e kwartaal;75.0;25.0;0.0;;
2961;16 Houtindustrie;100 tot 250 werkzame personen;2006 2e kwartaal;79.0;21.0;0.0;48.0;3.0
2962;16 Houtindustrie;100 tot 250 werkzame personen;2006 3e kwartaal;63.0;37.0;0.0;42.0;22.0
2963;16 Houtindustrie;100 tot 250 werkzame personen;2006 4e kwartaal;90.0;5.0;5.0;;5.0
2964;16 Houtindustrie;100 tot 250 werkzame personen;2007 1e kwartaal;77.0;23.0;0.0;;0.0
2965;16 Houtindustrie;100 tot 250 werkzame personen;2007 2e kwartaal;86.0;10.0;5.0;;0.0
2966;16 Houtindustrie;100 tot 250 werkzame personen;2007 3e kwartaal;;;;;0.0
2967;16 Houtindustrie;100 tot 250 werkzame personen;2007 4e kwartaal;76.0;24.0;0.0;27.0;10.0
2968;16 Houtindustrie;100 tot 250 werkzame personen;2008 1e kwartaal;62.0;38.0;0.0;19.0;6.0
2969;16 Houtindustrie;100 tot 250 werkzame personen;2008 2e kwartaal;68.0;32.0;0.0;24.0;0.0
2970;16 Houtindustrie;100 tot 250 werkzame personen;2008 3e kwartaal;60.0;40.0;0.0;29.0;14.0
2971;16 Houtindustrie;100 tot 250 werkzame personen;2008 4e kwartaal;25.0;75.0;0.0;16.0;19.0
2972;16 Houtindustrie;100 tot 250 werkzame personen;2009 1e kwartaal;11.0;83.0;6.0;6.0;22.0
2973;16 Houtindustrie;100 tot 250 werkzame personen;2009 2e kwartaal;11.0;89.0;0.0;0.0;39.0
2974;16 Houtindustrie;100 tot 250 werkzame personen;2009 3e kwartaal;17.0;83.0;0.0;11.0;11.0
2975;16 Houtindustrie;100 tot 250 werkzame personen;2009 4e kwartaal;25.0;68.0;7.0;7.0;
2976;16 Houtindustrie;100 tot 250 werkzame personen;2010 1e kwartaal;11.0;89.0;0.0;4.0;
2977;16 Houtindustrie;100 tot 250 werkzame personen;2010 2e kwartaal;;;;;
2978;16 Houtindustrie;100 tot 250 werkzame personen;2010 3e kwartaal;;;;;
2979;16 Houtindustrie;100 tot 250 werkzame personen;2010 4e kwartaal;;;;;
2980;16 Houtindustrie;100 tot 250 werkzame personen;2011 1e kwartaal;;;;;7.0
2981;16 Houtindustrie;100 tot 250 werkzame personen;2011 2e kwartaal;;;;;
