ID;Geslacht;HOOPGebieden;Vooropleiding;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na3Jaar_23;Na4Jaar_24;Na5Jaar_25;Na6Jaar_26;Na7Jaar_27;Na8Jaar_28;Na9Jaar_29;Na1Jaar_30;Na2Jaar_31;Na3Jaar_32;Na4Jaar_33;Na5Jaar_34;Na6Jaar_35;Na7Jaar_36;Na8Jaar_37;Na9Jaar_38;InJaar2_39;InJaar3_40;InJaar4_41;InJaar5_42;InJaar6_43;InJaar7_44;InJaar8_45;InJaar9_46;InJaar10_47;InJaar2_48;InJaar3_49;InJaar4_50;InJaar5_51;InJaar6_52;InJaar7_53;InJaar8_54;InJaar9_55;InJaar10_56;InJaar2_57;InJaar3_58;InJaar4_59;InJaar5_60;InJaar6_61;InJaar7_62;InJaar8_63;InJaar9_64;InJaar10_65
130;Totaal mannen en vrouwen;Recht;HBO-diploma;Cohort 1990;120;15.0;32.0;39.0;45.0;50.0;52.0;55.0;13.0;28.0;34.0;39.0;43.0;44.0;47.0;2.0;4.0;6.0;6.0;8.0;8.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;29.0;34.0;37.0;39.0;39.0;40.0;39.0;41.0;80.0;71.0;51.0;31.0;22.0;17.0;9.0;8.0;3.0;80.0;71.0;51.0;31.0;22.0;16.0;8.0;8.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0
131;Totaal mannen en vrouwen;Recht;HBO-diploma;Cohort 1991;180;30.0;46.0;59.0;63.0;65.0;66.0;66.0;27.0;42.0;54.0;58.0;59.0;60.0;60.0;3.0;4.0;5.0;5.0;5.0;5.0;5.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;16.0;25.0;27.0;30.0;30.0;30.0;31.0;32.0;31.0;84.0;75.0;42.0;23.0;11.0;7.0;3.0;2.0;2.0;83.0;73.0;41.0;23.0;11.0;7.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0
132;Totaal mannen en vrouwen;Recht;HBO-diploma;Cohort 1992;200;38.0;56.0;66.0;69.0;71.0;72.0;73.0;32.0;48.0;57.0;60.0;61.0;62.0;63.0;6.0;7.0;9.0;9.0;9.0;9.0;10.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;10.0;15.0;19.0;20.0;22.0;24.0;25.0;24.0;25.0;89.0;82.0;42.0;23.0;11.0;6.0;4.0;4.0;2.0;88.0;82.0;41.0;23.0;11.0;6.0;4.0;4.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
133;Totaal mannen en vrouwen;Recht;HBO-diploma;Cohort 1993;240;37.0;55.0;63.0;67.0;68.0;69.0;70.0;37.0;54.0;63.0;66.0;68.0;68.0;69.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;19.0;21.0;22.0;23.0;24.0;25.0;25.0;26.0;87.0;79.0;42.0;23.0;14.0;9.0;6.0;5.0;5.0;87.0;79.0;41.0;22.0;13.0;8.0;5.0;5.0;4.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0
134;Totaal mannen en vrouwen;Recht;HBO-diploma;Cohort 1994;250;34.0;52.0;60.0;61.0;64.0;66.0;66.0;34.0;49.0;56.0;58.0;60.0;62.0;62.0;0.0;3.0;3.0;3.0;3.0;3.0;3.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;13.0;22.0;25.0;27.0;30.0;28.0;29.0;29.0;29.0;87.0;75.0;41.0;21.0;11.0;11.0;7.0;6.0;4.0;87.0;75.0;40.0;21.0;10.0;10.0;6.0;6.0;3.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0
135;Totaal mannen en vrouwen;Recht;Andere vooropleiding;Cohort 1990;610;2.0;5.0;15.0;25.0;35.0;39.0;40.0;1.0;4.0;11.0;20.0;26.0;29.0;30.0;0.0;0.0;1.0;2.0;3.0;4.0;4.0;1.0;1.0;3.0;4.0;5.0;6.0;6.0;26.0;36.0;40.0;41.0;45.0;48.0;50.0;50.0;51.0;74.0;64.0;59.0;53.0;40.0;27.0;16.0;12.0;9.0;71.0;59.0;53.0;47.0;35.0;23.0;14.0;9.0;7.0;3.0;5.0;6.0;6.0;4.0;3.0;2.0;2.0;2.0
136;Totaal mannen en vrouwen;Recht;Andere vooropleiding;Cohort 1991;700;1.0;4.0;14.0;22.0;27.0;33.0;35.0;0.0;3.0;11.0;16.0;21.0;24.0;25.0;0.0;0.0;0.0;1.0;2.0;2.0;3.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;32.0;39.0;45.0;48.0;52.0;55.0;56.0;57.0;57.0;68.0;61.0;53.0;47.0;34.0;23.0;17.0;10.0;8.0;66.0;56.0;48.0;42.0;29.0;20.0;14.0;8.0;7.0;3.0;4.0;5.0;5.0;5.0;4.0;3.0;2.0;2.0
137;Totaal mannen en vrouwen;Recht;Andere vooropleiding;Cohort 1992;630;2.0;8.0;18.0;28.0;36.0;41.0;44.0;1.0;5.0;13.0;21.0;26.0;30.0;32.0;0.0;0.0;0.0;1.0;1.0;2.0;3.0;1.0;3.0;4.0;7.0;8.0;9.0;9.0;18.0;27.0;34.0;38.0;41.0;43.0;46.0;47.0;47.0;81.0;72.0;64.0;54.0;40.0;29.0;18.0;12.0;9.0;75.0;64.0;55.0;46.0;34.0;25.0;15.0;9.0;7.0;6.0;8.0;9.0;9.0;7.0;4.0;3.0;3.0;2.0
138;Totaal mannen en vrouwen;Recht;Andere vooropleiding;Cohort 1993;630;2.0;7.0;17.0;30.0;38.0;43.0;48.0;1.0;3.0;12.0;21.0;28.0;32.0;36.0;0.0;0.0;0.0;1.0;2.0;2.0;3.0;1.0;3.0;5.0;7.0;8.0;8.0;9.0;19.0;24.0;28.0;32.0;35.0;37.0;40.0;41.0;43.0;81.0;75.0;69.0;62.0;48.0;33.0;22.0;16.0;10.0;76.0;67.0;59.0;52.0;40.0;29.0;18.0;13.0;8.0;5.0;8.0;10.0;9.0;7.0;5.0;4.0;3.0;1.0
139;Totaal mannen en vrouwen;Recht;Andere vooropleiding;Cohort 1994;620;3.0;9.0;22.0;33.0;42.0;47.0;49.0;1.0;5.0;15.0;24.0;30.0;34.0;35.0;0.0;0.0;1.0;2.0;3.0;3.0;3.0;2.0;4.0;6.0;8.0;9.0;10.0;10.0;21.0;29.0;32.0;34.0;37.0;39.0;40.0;42.0;42.0;79.0;70.0;64.0;56.0;41.0;27.0;18.0;11.0;10.0;72.0;61.0;54.0;47.0;35.0;23.0;15.0;9.0;8.0;8.0;9.0;10.0;9.0;5.0;4.0;3.0;2.0;2.0
140;Totaal mannen en vrouwen;Gedrag en maatschappij;Totaal alle vooropleidingen;Cohort 1990;5710;9.0;15.0;27.0;53.0;65.0;70.0;72.0;8.0;14.0;23.0;45.0;54.0;57.0;58.0;1.0;1.0;1.0;4.0;5.0;6.0;7.0;0.0;1.0;3.0;5.0;6.0;7.0;7.0;9.0;14.0;16.0;17.0;19.0;21.0;22.0;23.0;23.0;91.0;85.0;75.0;67.0;54.0;26.0;13.0;7.0;5.0;86.0;78.0;67.0;60.0;48.0;23.0;11.0;6.0;4.0;5.0;7.0;8.0;7.0;6.0;3.0;2.0;1.0;1.0
141;Totaal mannen en vrouwen;Gedrag en maatschappij;Totaal alle vooropleidingen;Cohort 1991;6720;14.0;20.0;40.0;57.0;65.0;68.0;70.0;12.0;17.0;34.0;48.0;53.0;56.0;57.0;1.0;2.0;3.0;4.0;5.0;6.0;6.0;0.0;1.0;3.0;5.0;6.0;6.0;7.0;12.0;16.0;19.0;21.0;22.0;23.0;24.0;25.0;25.0;88.0;82.0;68.0;59.0;37.0;20.0;11.0;7.0;5.0;84.0;76.0;61.0;52.0;33.0;17.0;9.0;5.0;4.0;4.0;6.0;7.0;7.0;4.0;3.0;2.0;1.0;1.0
142;Totaal mannen en vrouwen;Gedrag en maatschappij;Totaal alle vooropleidingen;Cohort 1992;7220;16.0;24.0;42.0;57.0;64.0;68.0;70.0;14.0;21.0;35.0;47.0;52.0;55.0;56.0;2.0;2.0;3.0;5.0;6.0;6.0;7.0;1.0;1.0;3.0;5.0;6.0;7.0;7.0;12.0;17.0;20.0;22.0;22.0;24.0;24.0;25.0;25.0;88.0;81.0;64.0;55.0;36.0;19.0;11.0;7.0;5.0;83.0;74.0;57.0;48.0;31.0;16.0;9.0;6.0;3.0;5.0;7.0;7.0;7.0;5.0;3.0;2.0;1.0;1.0
143;Totaal mannen en vrouwen;Gedrag en maatschappij;Totaal alle vooropleidingen;Cohort 1993;7000;15.0;22.0;41.0;57.0;65.0;68.0;70.0;13.0;20.0;34.0;47.0;53.0;55.0;56.0;1.0;2.0;3.0;4.0;5.0;6.0;6.0;1.0;1.0;4.0;6.0;7.0;7.0;8.0;12.0;16.0;19.0;21.0;22.0;23.0;24.0;25.0;25.0;88.0;82.0;66.0;57.0;37.0;20.0;11.0;7.0;5.0;83.0;75.0;58.0;49.0;32.0;16.0;9.0;5.0;4.0;5.0;7.0;8.0;8.0;5.0;3.0;2.0;2.0;1.0
144;Totaal mannen en vrouwen;Gedrag en maatschappij;Totaal alle vooropleidingen;Cohort 1994;6410;12.0;19.0;38.0;55.0;63.0;67.0;69.0;11.0;17.0;33.0;46.0;52.0;54.0;56.0;0.0;0.0;1.0;3.0;4.0;5.0;5.0;1.0;1.0;4.0;6.0;7.0;8.0;8.0;14.0;18.0;21.0;22.0;23.0;24.0;25.0;25.0;26.0;86.0;80.0;68.0;60.0;39.0;21.0;12.0;8.0;6.0;80.0;72.0;59.0;52.0;34.0;18.0;10.0;7.0;4.0;6.0;8.0;8.0;8.0;5.0;3.0;2.0;2.0;1.0
145;Totaal mannen en vrouwen;Gedrag en maatschappij;VWO;Cohort 1990;3690;1.0;3.0;15.0;52.0;68.0;74.0;77.0;1.0;2.0;11.0;41.0;53.0;57.0;59.0;0.0;0.0;1.0;4.0;7.0;8.0;9.0;0.0;0.0;3.0;6.0;8.0;8.0;9.0;5.0;8.0;10.0;11.0;12.0;14.0;16.0;17.0;18.0;95.0;92.0;90.0;87.0;73.0;34.0;16.0;9.0;6.0;89.0;83.0;80.0;77.0;66.0;30.0;14.0;8.0;4.0;6.0;9.0;10.0;10.0;7.0;4.0;2.0;1.0;1.0
146;Totaal mannen en vrouwen;Gedrag en maatschappij;VWO;Cohort 1991;3830;1.0;3.0;31.0;57.0;68.0;74.0;76.0;1.0;2.0;26.0;46.0;54.0;58.0;59.0;0.0;0.0;2.0;5.0;6.0;8.0;8.0;0.0;0.0;3.0;6.0;7.0;8.0;9.0;6.0;9.0;11.0;13.0;14.0;15.0;17.0;18.0;18.0;94.0;91.0;88.0;84.0;54.0;27.0;15.0;8.0;6.0;88.0;82.0;78.0;75.0;48.0;23.0;13.0;7.0;5.0;5.0;9.0;10.0;10.0;6.0;4.0;2.0;2.0;1.0
147;Totaal mannen en vrouwen;Gedrag en maatschappij;VWO;Cohort 1992;3800;1.0;4.0;32.0;57.0;68.0;74.0;77.0;1.0;3.0;26.0;45.0;53.0;57.0;59.0;0.0;0.0;2.0;5.0;7.0;8.0;9.0;0.0;0.0;4.0;7.0;8.0;9.0;10.0;6.0;10.0;11.0;12.0;13.0;14.0;16.0;17.0;17.0;94.0;90.0;88.0;84.0;56.0;28.0;16.0;9.0;6.0;88.0;81.0;78.0;74.0;48.0;24.0;13.0;8.0;5.0;6.0;9.0;10.0;11.0;7.0;4.0;3.0;2.0;1.0
148;Totaal mannen en vrouwen;Gedrag en maatschappij;VWO;Cohort 1993;3840;1.0;3.0;32.0;57.0;69.0;75.0;78.0;0.0;3.0;25.0;46.0;54.0;57.0;59.0;0.0;0.0;2.0;5.0;6.0;8.0;8.0;0.0;1.0;5.0;7.0;9.0;10.0;10.0;5.0;8.0;9.0;11.0;12.0;14.0;15.0;16.0;16.0;95.0;92.0;90.0;86.0;56.0;29.0;16.0;9.0;6.0;88.0;82.0;78.0;74.0;49.0;24.0;13.0;7.0;5.0;7.0;10.0;12.0;12.0;7.0;5.0;3.0;2.0;1.0
149;Totaal mannen en vrouwen;Gedrag en maatschappij;VWO;Cohort 1994;3640;0.0;4.0;32.0;58.0;70.0;76.0;79.0;0.0;3.0;25.0;46.0;55.0;58.0;60.0;0.0;0.0;2.0;4.0;6.0;7.0;8.0;0.0;1.0;5.0;8.0;9.0;10.0;11.0;6.0;8.0;9.0;9.0;11.0;12.0;13.0;14.0;15.0;94.0;92.0;91.0;87.0;56.0;29.0;16.0;11.0;7.0;86.0;81.0;79.0;75.0;49.0;25.0;14.0;9.0;6.0;8.0;11.0;12.0;12.0;7.0;4.0;3.0;2.0;1.0
150;Totaal mannen en vrouwen;Gedrag en maatschappij;HBO-diploma;Cohort 1990;1200;40.0;58.0;66.0;68.0;69.0;70.0;71.0;36.0;54.0;62.0;64.0;65.0;65.0;66.0;3.0;3.0;4.0;4.0;4.0;4.0;4.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;14.0;19.0;24.0;26.0;27.0;28.0;27.0;28.0;27.0;85.0;74.0;37.0;16.0;7.0;3.0;3.0;2.0;2.0;84.0;73.0;36.0;15.0;6.0;3.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0
151;Totaal mannen en vrouwen;Gedrag en maatschappij;HBO-diploma;Cohort 1991;1940;42.0;57.0;64.0;66.0;67.0;68.0;69.0;39.0;52.0;58.0;61.0;61.0;62.0;63.0;3.0;4.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;17.0;23.0;26.0;28.0;29.0;29.0;29.0;29.0;29.0;82.0;72.0;31.0;14.0;7.0;4.0;3.0;2.0;2.0;81.0;71.0;30.0;14.0;7.0;4.0;3.0;2.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0
152;Totaal mannen en vrouwen;Gedrag en maatschappij;HBO-diploma;Cohort 1992;2410;43.0;59.0;62.0;64.0;65.0;65.0;66.0;38.0;53.0;56.0;57.0;58.0;58.0;59.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;18.0;24.0;29.0;31.0;32.0;32.0;32.0;32.0;32.0;81.0;70.0;27.0;11.0;6.0;4.0;3.0;2.0;2.0;80.0;69.0;26.0;9.0;5.0;3.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
153;Totaal mannen en vrouwen;Gedrag en maatschappij;HBO-diploma;Cohort 1993;2150;44.0;58.0;63.0;64.0;65.0;66.0;66.0;41.0;53.0;58.0;59.0;60.0;60.0;60.0;3.0;4.0;4.0;4.0;4.0;4.0;4.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;19.0;25.0;29.0;31.0;32.0;32.0;32.0;32.0;32.0;81.0;71.0;27.0;11.0;5.0;4.0;3.0;2.0;2.0;79.0;70.0;26.0;10.0;5.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
154;Totaal mannen en vrouwen;Gedrag en maatschappij;HBO-diploma;Cohort 1994;1810;37.0;50.0;55.0;57.0;58.0;59.0;60.0;37.0;50.0;54.0;56.0;56.0;57.0;57.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;25.0;32.0;36.0;38.0;38.0;38.0;39.0;38.0;38.0;75.0;63.0;27.0;12.0;7.0;4.0;3.0;3.0;2.0;74.0;62.0;25.0;10.0;5.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0
155;Totaal mannen en vrouwen;Gedrag en maatschappij;Andere vooropleiding;Cohort 1990;810;4.0;9.0;24.0;37.0;46.0;51.0;52.0;2.0;7.0;19.0;31.0;37.0;41.0;42.0;0.0;0.0;1.0;1.0;2.0;2.0;3.0;1.0;2.0;4.0;5.0;7.0;8.0;8.0;19.0;29.0;32.0;34.0;39.0;40.0;42.0;43.0;43.0;80.0;70.0;65.0;56.0;37.0;23.0;12.0;7.0;4.0;76.0;63.0;57.0;50.0;33.0;19.0;11.0;6.0;3.0;4.0;7.0;8.0;7.0;5.0;3.0;2.0;1.0;1.0
156;Totaal mannen en vrouwen;Gedrag en maatschappij;Andere vooropleiding;Cohort 1991;950;6.0;13.0;27.0;37.0;44.0;48.0;49.0;4.0;8.0;19.0;27.0;33.0;36.0;37.0;0.0;1.0;1.0;2.0;3.0;3.0;3.0;2.0;3.0;6.0;8.0;9.0;9.0;9.0;22.0;28.0;33.0;38.0;41.0;42.0;44.0;45.0;45.0;78.0;70.0;61.0;49.0;32.0;20.0;12.0;7.0;6.0;73.0;61.0;51.0;42.0;28.0;17.0;10.0;5.0;3.0;6.0;9.0;9.0;8.0;5.0;3.0;2.0;2.0;2.0
157;Totaal mannen en vrouwen;Gedrag en maatschappij;Andere vooropleiding;Cohort 1992;1010;7.0;18.0;32.0;42.0;48.0;52.0;54.0;4.0;12.0;22.0;31.0;36.0;39.0;40.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;5.0;8.0;9.0;10.0;11.0;11.0;18.0;26.0;32.0;35.0;37.0;39.0;40.0;40.0;42.0;82.0;73.0;62.0;48.0;32.0;19.0;12.0;8.0;4.0;73.0;62.0;51.0;40.0;27.0;15.0;10.0;6.0;3.0;9.0;11.0;11.0;8.0;5.0;4.0;3.0;2.0;1.0
158;Totaal mannen en vrouwen;Gedrag en maatschappij;Andere vooropleiding;Cohort 1993;1010;8.0;19.0;30.0;40.0;47.0;50.0;51.0;5.0;12.0;21.0;29.0;35.0;37.0;38.0;1.0;1.0;2.0;2.0;2.0;3.0;3.0;3.0;5.0;7.0;9.0;10.0;10.0;11.0;19.0;28.0;32.0;37.0;38.0;40.0;41.0;42.0;43.0;80.0;70.0;60.0;45.0;32.0;20.0;12.0;8.0;6.0;72.0;59.0;50.0;38.0;27.0;16.0;9.0;6.0;4.0;9.0;11.0;10.0;7.0;5.0;3.0;3.0;2.0;2.0
159;Totaal mannen en vrouwen;Gedrag en maatschappij;Andere vooropleiding;Cohort 1994;970;7.0;14.0;27.0;38.0;45.0;49.0;51.0;5.0;10.0;19.0;29.0;34.0;36.0;38.0;0.0;1.0;1.0;2.0;2.0;3.0;3.0;3.0;4.0;6.0;8.0;9.0;9.0;10.0;25.0;31.0;34.0;38.0;40.0;40.0;42.0;42.0;43.0;75.0;67.0;58.0;48.0;33.0;22.0;13.0;10.0;7.0;68.0;59.0;50.0;41.0;28.0;18.0;11.0;7.0;5.0;7.0;8.0;8.0;7.0;5.0;4.0;2.0;2.0;2.0
160;Totaal mannen en vrouwen;Taal en cultuur;Totaal alle vooropleidingen;Cohort 1990;5760;4.0;8.0;19.0;42.0;55.0;60.0;62.0;4.0;7.0;15.0;35.0;44.0;47.0;49.0;0.0;0.0;0.0;2.0;4.0;5.0;5.0;0.0;1.0;3.0;5.0;7.0;8.0;8.0;14.0;18.0;22.0;24.0;25.0;28.0;30.0;31.0;31.0;86.0;80.0;74.0;68.0;56.0;29.0;15.0;9.0;7.0;80.0;72.0;65.0;59.0;49.0;25.0;12.0;7.0;5.0;6.0;8.0;9.0;9.0;7.0;4.0;3.0;2.0;2.0
161;Totaal mannen en vrouwen;Taal en cultuur;Totaal alle vooropleidingen;Cohort 1991;6170;5.0;9.0;29.0;46.0;54.0;58.0;60.0;4.0;8.0;24.0;37.0;43.0;46.0;47.0;0.0;0.0;1.0;2.0;3.0;4.0;4.0;1.0;1.0;4.0;6.0;7.0;8.0;9.0;15.0;20.0;23.0;26.0;29.0;31.0;32.0;33.0;34.0;84.0;78.0;72.0;65.0;43.0;23.0;13.0;9.0;6.0;78.0;69.0;62.0;56.0;36.0;20.0;11.0;7.0;5.0;6.0;9.0;10.0;9.0;6.0;3.0;2.0;2.0;2.0
162;Totaal mannen en vrouwen;Taal en cultuur;Totaal alle vooropleidingen;Cohort 1992;5330;6.0;10.0;30.0;46.0;54.0;59.0;61.0;5.0;9.0;25.0;37.0;43.0;46.0;48.0;0.0;0.0;1.0;2.0;3.0;4.0;5.0;1.0;1.0;4.0;7.0;8.0;9.0;9.0;14.0;19.0;24.0;26.0;27.0;29.0;31.0;32.0;32.0;85.0;79.0;71.0;64.0;43.0;25.0;14.0;9.0;6.0;79.0;69.0;61.0;55.0;36.0;21.0;12.0;7.0;5.0;7.0;9.0;10.0;9.0;7.0;4.0;3.0;2.0;1.0
163;Totaal mannen en vrouwen;Taal en cultuur;Totaal alle vooropleidingen;Cohort 1993;5000;6.0;10.0;29.0;44.0;52.0;56.0;59.0;5.0;9.0;24.0;36.0;42.0;45.0;47.0;0.0;0.0;1.0;2.0;3.0;4.0;4.0;1.0;1.0;4.0;6.0;7.0;8.0;8.0;15.0;21.0;23.0;26.0;28.0;30.0;32.0;32.0;33.0;84.0;77.0;71.0;64.0;43.0;26.0;16.0;11.0;8.0;77.0;69.0;62.0;55.0;37.0;22.0;13.0;9.0;7.0;7.0;9.0;9.0;9.0;6.0;4.0;3.0;2.0;2.0
164;Totaal mannen en vrouwen;Taal en cultuur;Totaal alle vooropleidingen;Cohort 1994;4550;6.0;12.0;29.0;44.0;53.0;58.0;62.0;5.0;10.0;23.0;35.0;41.0;45.0;47.0;0.0;0.0;0.0;2.0;3.0;4.0;4.0;1.0;2.0;5.0;7.0;9.0;10.0;10.0;14.0;19.0;22.0;24.0;26.0;28.0;29.0;31.0;31.0;85.0;78.0;71.0;64.0;45.0;28.0;18.0;12.0;8.0;77.0;68.0;61.0;55.0;38.0;24.0;15.0;9.0;6.0;8.0;11.0;10.0;10.0;7.0;5.0;3.0;2.0;2.0
165;Totaal mannen en vrouwen;Taal en cultuur;VWO;Cohort 1990;3860;0.0;2.0;12.0;43.0;59.0;65.0;67.0;0.0;2.0;9.0;34.0;46.0;49.0;51.0;0.0;0.0;0.0;3.0;5.0;6.0;7.0;0.0;0.0;3.0;6.0;8.0;9.0;10.0;10.0;14.0;16.0;17.0;19.0;22.0;24.0;25.0;26.0;90.0;86.0;84.0;81.0;69.0;35.0;17.0;10.0;7.0;83.0;76.0;73.0;70.0;61.0;31.0;14.0;8.0;5.0;7.0;10.0;11.0;11.0;8.0;5.0;3.0;2.0;2.0
166;Totaal mannen en vrouwen;Taal en cultuur;VWO;Cohort 1991;3950;1.0;3.0;27.0;49.0;60.0;65.0;67.0;1.0;2.0;22.0;39.0;46.0;49.0;51.0;0.0;0.0;1.0;3.0;4.0;5.0;6.0;0.0;1.0;4.0;8.0;9.0;10.0;10.0;11.0;14.0;16.0;19.0;20.0;23.0;24.0;25.0;26.0;89.0;85.0;83.0;79.0;53.0;28.0;16.0;10.0;7.0;82.0;75.0;71.0;67.0;45.0;24.0;13.0;8.0;5.0;7.0;11.0;12.0;12.0;8.0;4.0;3.0;2.0;2.0
167;Totaal mannen en vrouwen;Taal en cultuur;VWO;Cohort 1992;3340;0.0;3.0;27.0;49.0;60.0;66.0;68.0;0.0;2.0;23.0;39.0;47.0;51.0;52.0;0.0;0.0;1.0;3.0;4.0;6.0;6.0;0.0;0.0;4.0;7.0;9.0;10.0;10.0;9.0;13.0;17.0;17.0;19.0;21.0;23.0;24.0;24.0;91.0;87.0;83.0;80.0;53.0;30.0;17.0;10.0;7.0;83.0;76.0;71.0;68.0;45.0;25.0;14.0;8.0;5.0;8.0;11.0;12.0;12.0;8.0;4.0;3.0;2.0;2.0
168;Totaal mannen en vrouwen;Taal en cultuur;VWO;Cohort 1993;3170;0.0;3.0;27.0;47.0;57.0;62.0;66.0;0.0;2.0;21.0;37.0;44.0;48.0;50.0;0.0;0.0;1.0;2.0;4.0;5.0;6.0;0.0;1.0;5.0;7.0;8.0;9.0;10.0;11.0;14.0;15.0;17.0;19.0;21.0;23.0;24.0;25.0;89.0;86.0;84.0;80.0;54.0;32.0;20.0;13.0;10.0;81.0;75.0;73.0;68.0;47.0;28.0;17.0;11.0;8.0;8.0;10.0;11.0;12.0;7.0;5.0;3.0;2.0;2.0
169;Totaal mannen en vrouwen;Taal en cultuur;VWO;Cohort 1994;2940;0.0;4.0;25.0;45.0;57.0;64.0;68.0;0.0;3.0;21.0;36.0;44.0;49.0;51.0;0.0;0.0;0.0;2.0;4.0;5.0;6.0;0.0;1.0;4.0;7.0;9.0;10.0;11.0;10.0;13.0;15.0;16.0;18.0;19.0;21.0;23.0;23.0;90.0;87.0;85.0;80.0;57.0;35.0;21.0;14.0;10.0;82.0;75.0;73.0;68.0;49.0;30.0;18.0;11.0;8.0;8.0;12.0;12.0;12.0;9.0;6.0;4.0;3.0;2.0
170;Totaal mannen en vrouwen;Taal en cultuur;HBO-diploma;Cohort 1990;660;29.0;43.0;50.0;54.0;58.0;59.0;59.0;28.0;41.0;48.0;51.0;54.0;55.0;56.0;0.0;1.0;2.0;2.0;2.0;2.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;18.0;25.0;31.0;34.0;36.0;37.0;37.0;38.0;38.0;79.0;64.0;39.0;22.0;14.0;8.0;5.0;3.0;3.0;78.0;63.0;38.0;21.0;13.0;8.0;4.0;3.0;3.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0
171;Totaal mannen en vrouwen;Taal en cultuur;HBO-diploma;Cohort 1991;740;27.0;39.0;47.0;50.0;53.0;54.0;55.0;26.0;38.0;45.0;48.0;51.0;52.0;53.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;20.0;28.0;33.0;37.0;39.0;40.0;41.0;41.0;41.0;78.0;64.0;40.0;25.0;14.0;10.0;7.0;5.0;4.0;76.0;63.0;39.0;23.0;14.0;9.0;6.0;4.0;3.0;2.0;2.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0
172;Totaal mannen en vrouwen;Taal en cultuur;HBO-diploma;Cohort 1992;700;31.0;41.0;49.0;52.0;54.0;54.0;55.0;30.0;39.0;46.0;48.0;50.0;51.0;51.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;3.0;3.0;22.0;30.0;36.0;40.0;40.0;42.0;42.0;42.0;42.0;77.0;60.0;33.0;19.0;12.0;7.0;5.0;4.0;3.0;76.0;58.0;31.0;18.0;9.0;6.0;3.0;3.0;2.0;1.0;2.0;2.0;2.0;3.0;2.0;1.0;1.0;1.0
173;Totaal mannen en vrouwen;Taal en cultuur;HBO-diploma;Cohort 1993;630;29.0;40.0;46.0;50.0;52.0;53.0;54.0;28.0;39.0;45.0;48.0;50.0;50.0;51.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;26.0;34.0;39.0;42.0;44.0;43.0;43.0;42.0;43.0;72.0;58.0;31.0;18.0;10.0;7.0;5.0;5.0;4.0;70.0;56.0;29.0;17.0;8.0;5.0;4.0;3.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
