ID;Geslacht;Herkomstgroepering;Immigratiemotief;Immigrantencohort;Woongemeente;Perioden;AantalAllochtoneImmigrantenTotaal_1;PersonenMetWerkOfUitkeringTotaal_2;WerkzamePersonen_3;PersonenMetEenUitkering_4
1121;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Apeldoorn;2000, vrijdag 29 september;;;;
1122;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Apeldoorn;2001, vrijdag 28 september;0.5;40.9;29.3;13.5
1123;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Apeldoorn;2002, vrijdag 27 september;0.5;48.6;30.3;19.3
1124;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Apeldoorn;2003, vrijdag 26 september;0.5;55.1;30.4;26.8
1125;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Apeldoorn;2004, vrijdag 24 september;0.5;60.4;34.3;28.3
1126;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Apeldoorn;2005, vrijdag 30 september;0.4;62.3;36.5;29.6
1127;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Apeldoorn;2006, vrijdag 29 september;0.4;70.8;43.4;32.5
1128;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Arnhem;1999, vrijdag 24 september;;;;
1129;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Arnhem;2000, vrijdag 29 september;;;;
1130;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Arnhem;2001, vrijdag 28 september;1.2;29.0;19.2;10.8
1131;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Arnhem;2002, vrijdag 27 september;1.1;40.8;28.4;13.6
1132;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Arnhem;2003, vrijdag 26 september;1.0;45.9;29.6;18.1
1133;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Arnhem;2004, vrijdag 24 september;0.9;50.7;33.4;18.9
1134;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Arnhem;2005, vrijdag 30 september;0.9;55.0;37.6;19.0
1135;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Arnhem;2006, vrijdag 29 september;0.8;63.1;43.5;23.7
1136;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Assen;1999, vrijdag 24 september;;;;
1137;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Assen;2000, vrijdag 29 september;;;;
1138;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Assen;2001, vrijdag 28 september;0.3;30.4;24.2;7.5
1139;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Assen;2002, vrijdag 27 september;0.3;37.0;27.5;11.4
1140;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Assen;2003, vrijdag 26 september;0.2;48.7;33.2;19.8
1141;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Assen;2004, vrijdag 24 september;0.2;59.7;36.9;26.2
1142;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Assen;2005, vrijdag 30 september;0.2;66.5;40.2;32.5
1143;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Assen;2006, vrijdag 29 september;0.2;70.7;43.1;32.3
1144;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Barneveld;1999, vrijdag 24 september;;;;
1145;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Barneveld;2000, vrijdag 29 september;;;;
1146;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Barneveld;2001, vrijdag 28 september;0.4;11.2;9.9;
1147;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Barneveld;2002, vrijdag 27 september;0.3;16.5;12.6;4.6
1148;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Barneveld;2003, vrijdag 26 september;0.2;23.0;16.2;6.9
1149;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Barneveld;2004, vrijdag 24 september;0.1;49.4;29.2;23.6
1150;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Barneveld;2005, vrijdag 30 september;0.1;66.2;35.4;33.8
1151;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Barneveld;2006, vrijdag 29 september;0.1;68.1;40.6;30.4
1152;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Bergen op Zoom;1999, vrijdag 24 september;;;;
1153;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Bergen op Zoom;2000, vrijdag 29 september;;;;
1154;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Bergen op Zoom;2001, vrijdag 28 september;0.3;39.4;33.8;6.3
1155;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Bergen op Zoom;2002, vrijdag 27 september;0.3;51.6;39.2;15.5
1156;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Bergen op Zoom;2003, vrijdag 26 september;0.3;60.1;45.6;18.3
1157;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Bergen op Zoom;2004, vrijdag 24 september;0.2;63.4;50.6;16.9
1158;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Bergen op Zoom;2005, vrijdag 30 september;0.2;65.2;48.9;24.0
1159;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Bergen op Zoom;2006, vrijdag 29 september;0.2;73.0;59.5;19.0
1160;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Breda;1999, vrijdag 24 september;;;;
1161;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Breda;2000, vrijdag 29 september;;;;
1162;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Breda;2001, vrijdag 28 september;0.8;41.1;35.3;6.7
1163;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Breda;2002, vrijdag 27 september;0.7;54.0;43.7;12.2
1164;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Breda;2003, vrijdag 26 september;0.7;56.9;42.9;15.7
1165;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Breda;2004, vrijdag 24 september;0.6;65.4;49.6;19.8
1166;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Breda;2005, vrijdag 30 september;0.5;70.9;54.2;20.6
1167;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Breda;2006, vrijdag 29 september;0.5;72.1;57.3;18.4
1168;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Capelle aan den IJssel;1999, vrijdag 24 september;;;;
1169;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Capelle aan den IJssel;2000, vrijdag 29 september;;;;
1170;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Capelle aan den IJssel;2001, vrijdag 28 september;0.3;42.6;34.5;9.0
1171;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Capelle aan den IJssel;2002, vrijdag 27 september;0.3;52.3;43.7;9.0
1172;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Capelle aan den IJssel;2003, vrijdag 26 september;0.3;58.5;48.6;11.5
1173;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Capelle aan den IJssel;2004, vrijdag 24 september;0.3;57.7;45.0;15.4
1174;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Capelle aan den IJssel;2005, vrijdag 30 september;0.3;62.4;49.6;15.5
1175;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Capelle aan den IJssel;2006, vrijdag 29 september;0.2;68.2;52.1;19.1
1176;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Delft;1999, vrijdag 24 september;;;;
1177;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Delft;2000, vrijdag 29 september;;;;
1178;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Delft;2001, vrijdag 28 september;1.3;37.5;33.1;5.1
1179;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Delft;2002, vrijdag 27 september;1.2;41.5;34.3;8.2
1180;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Delft;2003, vrijdag 26 september;1.1;46.8;38.6;9.2
1181;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Delft;2004, vrijdag 24 september;0.9;49.9;39.8;11.2
1182;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Delft;2005, vrijdag 30 september;0.8;52.1;41.8;12.0
1183;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Delft;2006, vrijdag 29 september;0.7;57.1;45.0;14.9
1184;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Deventer;1999, vrijdag 24 september;;;;
1185;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Deventer;2000, vrijdag 29 september;;;;
1186;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Deventer;2001, vrijdag 28 september;0.8;17.7;16.3;2.0
1187;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Deventer;2002, vrijdag 27 september;0.6;33.1;28.8;5.2
1188;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Deventer;2003, vrijdag 26 september;0.7;30.5;24.8;7.8
1189;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Deventer;2004, vrijdag 24 september;0.6;34.0;27.0;7.7
1190;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Deventer;2005, vrijdag 30 september;0.5;37.4;27.8;11.9
1191;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Deventer;2006, vrijdag 29 september;0.4;44.1;33.2;13.6
1192;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Doetinchem;1999, vrijdag 24 september;;;;
1193;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Doetinchem;2000, vrijdag 29 september;;;;
1194;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Doetinchem;2001, vrijdag 28 september;0.1;31.1;26.7;
1195;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Doetinchem;2002, vrijdag 27 september;0.1;39.7;30.5;10.7
1196;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Doetinchem;2003, vrijdag 26 september;0.1;50.0;34.7;16.9
1197;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Doetinchem;2004, vrijdag 24 september;0.1;45.0;26.0;19.8
1198;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Doetinchem;2005, vrijdag 30 september;0.2;50.0;27.0;23.7
1199;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Doetinchem;2006, vrijdag 29 september;0.1;57.8;34.4;25.8
1200;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Dordrecht;1999, vrijdag 24 september;;;;
1201;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Dordrecht;2000, vrijdag 29 september;;;;
1202;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Dordrecht;2001, vrijdag 28 september;0.7;44.0;23.5;22.3
1203;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Dordrecht;2002, vrijdag 27 september;0.7;51.2;29.5;23.5
1204;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Dordrecht;2003, vrijdag 26 september;0.7;58.6;34.5;26.4
1205;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Dordrecht;2004, vrijdag 24 september;0.6;62.7;40.3;25.1
1206;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Dordrecht;2005, vrijdag 30 september;0.6;66.9;43.5;25.4
1207;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Dordrecht;2006, vrijdag 29 september;0.6;70.3;46.9;27.9
1208;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Ede;1999, vrijdag 24 september;;;;
1209;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Ede;2000, vrijdag 29 september;;;;
1210;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Ede;2001, vrijdag 28 september;0.3;33.7;26.2;8.2
1211;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Ede;2002, vrijdag 27 september;0.2;50.4;32.5;19.9
1212;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Ede;2003, vrijdag 26 september;0.3;54.9;34.2;22.2
1213;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Ede;2004, vrijdag 24 september;0.2;61.3;38.7;25.7
1214;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Ede;2005, vrijdag 30 september;0.2;66.1;39.8;27.6
1215;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Ede;2006, vrijdag 29 september;0.2;72.7;47.3;30.7
1216;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Eindhoven;1999, vrijdag 24 september;;;;
1217;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Eindhoven;2000, vrijdag 29 september;;;;
1218;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Eindhoven;2001, vrijdag 28 september;2.0;49.2;45.3;4.5
1219;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Eindhoven;2002, vrijdag 27 september;1.8;60.5;53.6;8.1
1220;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Eindhoven;2003, vrijdag 26 september;1.6;62.4;53.2;11.1
1221;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Eindhoven;2004, vrijdag 24 september;1.4;66.7;57.5;11.6
1222;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Eindhoven;2005, vrijdag 30 september;1.2;71.5;60.3;13.4
1223;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Eindhoven;2006, vrijdag 29 september;1.1;75.4;63.3;15.5
1224;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Emmen;1999, vrijdag 24 september;;;;
1225;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Emmen;2000, vrijdag 29 september;;;;
1226;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Emmen;2001, vrijdag 28 september;0.7;17.2;14.4;3.5
1227;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Emmen;2002, vrijdag 27 september;0.5;19.9;13.5;8.2
1228;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Emmen;2003, vrijdag 26 september;0.4;36.7;23.3;15.0
1229;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Emmen;2004, vrijdag 24 september;0.3;41.3;23.8;20.5
1230;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Emmen;2005, vrijdag 30 september;0.3;45.8;24.0;24.4
1231;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Emmen;2006, vrijdag 29 september;0.3;50.4;29.2;25.6
1232;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Enschede;1999, vrijdag 24 september;;;;
1233;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Enschede;2000, vrijdag 29 september;;;;
1234;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Enschede;2001, vrijdag 28 september;1.5;22.9;19.8;4.0
1235;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Enschede;2002, vrijdag 27 september;1.3;30.2;23.4;7.7
1236;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Enschede;2003, vrijdag 26 september;1.0;41.0;30.2;12.1
1237;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Enschede;2004, vrijdag 24 september;0.9;47.0;33.5;15.2
1238;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Enschede;2005, vrijdag 30 september;0.8;53.1;36.9;18.5
1239;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Enschede;2006, vrijdag 29 september;0.7;56.4;39.1;20.7
1240;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Gouda;1999, vrijdag 24 september;;;;
1241;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Gouda;2000, vrijdag 29 september;;;;
1242;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Gouda;2001, vrijdag 28 september;0.3;32.2;26.4;6.5
1243;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Gouda;2002, vrijdag 27 september;0.3;55.0;43.7;12.3
1244;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Gouda;2003, vrijdag 26 september;0.3;64.6;49.8;15.2
1245;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Gouda;2004, vrijdag 24 september;0.2;68.1;52.1;18.5
1246;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Gouda;2005, vrijdag 30 september;0.2;69.6;53.9;18.3
1247;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Gouda;2006, vrijdag 29 september;0.2;65.8;54.4;14.9
1248;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;'s-Gravenhage (gemeente);1999, vrijdag 24 september;;;;
1249;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;'s-Gravenhage (gemeente);2000, vrijdag 29 september;;;;
1250;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;'s-Gravenhage (gemeente);2001, vrijdag 28 september;5.4;47.0;39.1;8.8
1251;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;'s-Gravenhage (gemeente);2002, vrijdag 27 september;5.3;52.1;41.8;11.6
1252;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;'s-Gravenhage (gemeente);2003, vrijdag 26 september;5.0;54.6;42.8;13.1
1253;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;'s-Gravenhage (gemeente);2004, vrijdag 24 september;4.7;55.9;43.1;13.9
1254;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;'s-Gravenhage (gemeente);2005, vrijdag 30 september;4.4;56.7;44.2;14.2
1255;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;'s-Gravenhage (gemeente);2006, vrijdag 29 september;4.1;61.1;47.7;16.3
1256;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Groningen (gemeente);1999, vrijdag 24 september;;;;
1257;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Groningen (gemeente);2000, vrijdag 29 september;;;;
1258;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Groningen (gemeente);2001, vrijdag 28 september;1.3;35.5;26.4;9.8
1259;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Groningen (gemeente);2002, vrijdag 27 september;1.1;40.7;29.3;12.7
1260;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Groningen (gemeente);2003, vrijdag 26 september;1.0;49.6;34.5;16.7
1261;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Groningen (gemeente);2004, vrijdag 24 september;0.9;52.2;32.7;21.8
1262;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Groningen (gemeente);2005, vrijdag 30 september;0.7;60.7;37.9;25.6
1263;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Groningen (gemeente);2006, vrijdag 29 september;0.7;63.3;39.4;29.3
1264;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Haarlem;1999, vrijdag 24 september;;;;
1265;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Haarlem;2000, vrijdag 29 september;;;;
1266;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Haarlem;2001, vrijdag 28 september;1.2;42.8;40.2;3.1
1267;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Haarlem;2002, vrijdag 27 september;1.1;53.2;47.7;6.2
1268;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Haarlem;2003, vrijdag 26 september;0.9;58.8;51.1;8.8
1269;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Haarlem;2004, vrijdag 24 september;0.8;64.7;51.1;14.7
1270;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Haarlem;2005, vrijdag 30 september;0.8;66.8;52.0;16.7
1271;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Haarlem;2006, vrijdag 29 september;0.7;73.9;57.7;19.9
1272;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Haarlemmermeer;1999, vrijdag 24 september;;;;
1273;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Haarlemmermeer;2000, vrijdag 29 september;;;;
1274;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Haarlemmermeer;2001, vrijdag 28 september;0.6;42.7;41.2;1.9
1275;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Haarlemmermeer;2002, vrijdag 27 september;0.5;57.3;52.6;5.5
1276;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Haarlemmermeer;2003, vrijdag 26 september;0.5;64.4;51.2;13.6
1277;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Haarlemmermeer;2004, vrijdag 24 september;0.5;67.9;51.1;17.7
1278;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Haarlemmermeer;2005, vrijdag 30 september;0.5;71.6;53.8;19.6
1279;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Haarlemmermeer;2006, vrijdag 29 september;0.5;71.4;53.5;21.4
1280;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Hardenberg;1999, vrijdag 24 september;;;;
1281;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Hardenberg;2000, vrijdag 29 september;;;;
1282;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Hardenberg;2001, vrijdag 28 september;0.2;11.2;10.2;
1283;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Hardenberg;2002, vrijdag 27 september;0.1;27.6;13.0;14.6
1284;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Hardenberg;2003, vrijdag 26 september;0.1;55.2;23.9;32.8
1285;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Hardenberg;2004, vrijdag 24 september;0.1;70.0;26.7;45.0
1286;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Hardenberg;2005, vrijdag 30 september;0.1;69.6;29.0;40.6
1287;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Hardenberg;2006, vrijdag 29 september;0.1;69.6;34.8;37.7
1288;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Heerlen;1999, vrijdag 24 september;;;;
1289;Totaal mannen en vrouwen;0;Totaal immigratiemotieven;Allochtone immigranten, cohort 2001;Heerlen;2000, vrijdag 29 september;;;;
